科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
非流动负债合计,"55,050,420.20","38,310,924.44","33,571,428.68","31,201,680.80","30,016,806.86","28,831,932.92",,,,,,"15,828,900.00"
固定资产清理,,,,,,,,,,,,
负债合计,"304,572,431.49","347,294,733.54","394,264,149.96","468,008,157.48","439,442,075.62","430,272,990.51","285,514,424.80","367,456,393.98","442,536,673.62","562,314,775.86","543,308,333.23","504,086,606.94"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"52,682,880.00","180,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","240,000,000.00","312,000,000.00","312,000,000.00","312,000,000.00","312,000,000.00","312,000,000.00"
油气资产,,,,,,,,,,,,
资本公积,"67,773,307.41","14,519,675.48","14,519,611.20","14,519,611.20","14,519,611.20","14,519,611.20","107,348,251.17","95,348,251.17","95,348,251.17","95,348,251.17","95,348,251.17","95,348,251.17"
无形资产,"9,947,246.01","9,445,001.13","9,448,223.21","9,169,264.85","9,112,660.68","9,055,814.34","8,912,073.42","8,768,332.50","8,624,591.58","8,541,382.64","8,470,262.23","8,357,091.90"
盈余公积,"10,319,429.02","2,486,750.21","5,501,924.91","5,501,924.91","5,501,924.91","9,256,078.64","9,256,078.64","9,256,078.64","9,256,078.64","13,572,510.60","13,572,510.60","13,572,510.60"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,"63,206,088.59","63,206,088.59"
未分配利润,"55,416,060.48","15,472,347.25","44,525,953.44","57,060,211.43","71,710,853.94","77,774,126.91","75,405,241.56","15,343,243.94","25,039,069.51","35,190,105.04","30,300,233.91","47,390,399.45"
长期待摊费用,"14,118,842.09","14,113,441.17","8,868,484.03","8,148,890.06","7,187,304.67","6,547,091.22","5,768,960.51","6,406,200.22","7,897,013.87","14,623,093.20","14,578,342.66","15,306,792.77"
少数股东权益,,,,,,,,,,,"24,296,788.20","25,588,968.48"
递延所得税资产,"2,536,903.00","2,349,714.77","3,472,077.40","4,660,977.42","4,723,147.93","4,225,842.50","4,216,235.71","4,937,668.42","5,700,684.03","6,761,995.09","7,295,694.77","7,406,688.64"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,,"921,700.00",,"67,717.89",,"3,887.12",,,,,
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"182,652,369.86","177,869,068.76","175,409,651.82","173,538,378.66","171,978,598.83","169,688,112.16","169,146,202.98","171,303,929.41","198,362,356.49","204,043,970.64","268,406,212.00","270,496,567.92"
所有者权益(或股东权益)合计,"186,167,335.10","212,516,340.52","244,473,044.45","256,906,113.62","271,787,097.59","281,049,254.95","431,541,200.26","431,554,577.48","441,363,042.20","456,268,744.93","475,994,663.29","494,136,502.32"
资产总计,"490,739,766.59","559,811,074.06","638,737,194.41","724,914,271.10","711,229,173.21","711,322,245.46","717,055,625.06","799,010,971.46","883,899,715.82","1,018,583,520.79","1,019,302,996.52","998,223,109.26"
负债和所有者(或股东权益)合计,"490,739,766.59","559,811,074.06","638,737,194.41","724,914,271.10","711,229,173.21","711,322,245.46","717,055,625.06","799,010,971.46","883,899,715.82","1,018,583,520.79","1,019,302,996.52","998,223,109.26"
