科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"96,362,973.86","87,416,059.96","152,560,894.21","75,425,502.44","98,309,144.64","208,519,375.65","220,643,747.67","196,580,268.02","154,194,481.78","233,308,446.44","247,111,119.21","167,576,426.02"
短期借款,"109,990,000.00","125,787,040.38","83,838,411.63","105,836,939.50","112,725,414.62","82,736,886.75","39,736,886.75","126,936,886.75","222,030,686.75","311,118,397.12","333,064,397.12","309,919,397.12"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,,,,,,,,,,,,
应付票据,,"22,075,529.03","84,244,657.84","77,528,462.67","65,539,834.10","103,820,784.52","116,846,487.33","113,603,637.71","60,562,259.69","64,348,424.11","78,929,633.68","43,467,203.70"
应收账款,"37,681,943.97","130,182,648.50","142,197,378.90","242,708,812.35","228,280,472.13","132,466,280.84","102,630,913.90","194,956,696.91","279,594,664.74","329,168,980.99","224,974,141.90","290,575,382.76"
应付账款,"65,371,083.80","104,703,949.16","143,021,706.72","212,800,369.72","186,950,078.33","171,148,265.80","96,807,145.00","86,818,716.46","116,454,035.17","142,050,322.42","87,958,411.84","95,062,595.00"
预付款项,"1,777,210.19","2,273,091.19","2,966,723.83","3,512,518.43","4,029,810.75","4,167,306.12","3,867,530.52","14,812,290.45","5,758,630.56","11,214,772.48","20,093,813.13","9,902,722.62"
预收款项,"44,906,612.72","11,556,756.27","15,111,779.12","9,271,469.75","11,563,942.02","9,484,362.83","8,355,403.70","7,800,829.64","8,529,024.87","4,794,091.90","9,245,772.70","4,238,203.43"
其他应收款,"8,142,462.02","10,092,159.57","16,481,515.95","12,666,820.06","14,574,180.64","16,390,037.66","22,726,992.64","20,295,959.57","27,660,382.46","24,785,696.31","39,683,135.95","28,494,621.14"
应付职工薪酬,"6,044,245.26","6,460,294.47","7,537,656.42","8,518,857.37","7,664,026.58","8,654,867.30","7,555,718.66","8,827,202.09","10,436,570.42","11,452,303.51","11,662,909.21","11,875,035.94"
应收关联公司款,,,,,,,,,,,,
应交税费,"10,469,970.69","14,327,433.42","15,813,996.89","11,448,659.75","11,416,826.32","12,807,129.14","5,838,090.11","13,204,513.42","11,243,874.64","18,107,685.38","9,274,200.18","14,757,774.69"
应收利息,,,,,,,,,,,,
应付利息,"359,938.09","381,255.15","244,427.26","225,615.05",,"186,945.24","186,945.24","192,123.42",,"419,988.87",,"432,946.52"
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,,,,
存货,"163,971,028.60","151,978,046.08","149,121,029.70","217,062,239.16","194,056,966.22","180,051,531.84","198,040,237.35","200,940,562.68","217,853,581.16","215,590,227.06","219,034,574.33","230,620,527.20"
其他应付款,"12,380,160.73","12,691,551.22","10,880,085.40","11,176,102.87","13,565,146.79","12,601,816.01","10,187,748.01","10,072,484.49","13,280,222.08","10,023,562.55","13,173,008.50","8,504,550.54"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,"11,000,000.00",,,,,,,,,,
其他流动资产,"151,778.09",,,,,"39,601.19",,"121,264.42","475,618.63","471,426.87",,"556,861.60"
其他流动负债,,,,,,,,,,,,
流动资产合计,"308,087,396.73","381,942,005.30","463,327,542.59","551,375,892.44","539,250,574.38","541,634,133.30","547,909,422.08","627,707,042.05","685,537,359.33","814,539,550.15","750,896,784.52","727,726,541.34"
流动负债合计,"249,522,011.29","308,983,809.10","360,692,721.28","436,806,476.68","409,425,268.76","401,441,057.59","285,514,424.80","367,456,393.98","442,536,673.62","562,314,775.86","543,308,333.23","488,257,706.94"
可供出售金融资产,,,,,,,,,,,,
长期借款,"55,050,420.20","38,310,924.44","33,571,428.68","31,201,680.80","30,016,806.86","28,831,932.92",,,,,,"15,828,900.00"
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,
投资性房地产,"877,768.29","882,208.70","857,922.86","845,779.94","839,708.48","833,637.02","827,565.56","821,494.10","815,422.64","809,351.18","803,279.72","797,208.26"
预计负债,,,,,,,,,,,,
固定资产,"155,171,610.47","150,803,061.96","151,841,244.32","150,713,466.39","150,048,059.18","149,025,727.08","148,920,505.83","148,249,271.52","149,488,663.88","171,312,054.51","170,231,478.77","174,835,647.77"
递延所得税负债,,,,,,,,,,,,
在建工程,,"275,641.03",,,,,"496,974.83","2,120,962.65","25,835,980.49","1,996,094.02","3,821,065.26","587,049.99"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
