科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"38,393,341.01","105,246,718.81","57,479,706.33","52,834,870.41","145,719,574.18","1,687,019,585.33","1,587,607,009.57","1,537,741,600.17","1,621,973,836.96","1,472,213,386.01","1,080,917,573.10","1,024,545,615.09","1,085,210,290.86","906,749,446.45","841,905,655.69","695,284,224.02","965,967,344.79","736,011,118.70","1,244,787,667.63","1,129,505,224.87","1,089,052,824.15","4,136,067,938.34","4,301,574,768.68","3,947,321,044.78","2,486,250,953.99","2,620,536,199.10","2,596,937,286.70","2,104,082,815.86","1,833,117,994.57","2,186,547,772.64","1,468,943,910.85","1,148,990,355.59","1,387,908,294.99","1,423,883,848.14","1,522,323,120.85","1,233,200,336.44","1,311,076,401.23"
短期借款,"57,803,786.89","66,895,486.02","38,595,431.84","65,827,768.83","47,197,723.98","25,471,329.12","21,767,475.76","19,290,034.00","8,031,480.74","3,671,584.00","34,361,085.57","59,301,744.29","149,293,140.90","172,796,976.37","349,646,255.54","458,419,809.30","625,687,652.90","589,200,475.08","1,020,082,683.22","1,312,340,007.33","953,965,015.52","1,129,586,401.61","734,587,788.40","849,170,774.80","706,771,734.00","830,885,501.15","1,674,736,438.14","1,465,351,549.93","586,067,388.01","501,797,667.91","486,690,175.00","487,154,880.00","369,335,856.00","356,430,250.00","457,374,000.00","355,609,902.40","433,505,750.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,"12,090,269.78","12,810,233.56","12,980,238.40","11,538,156.22","11,435,036.09","9,552,757.17","6,794,537.73","7,292,424.51","8,904,000.50","8,771,355.72","6,553,910.56","8,195,400.55","7,754,940.28"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,974,449.56"
应收票据,"17,802,508.56","16,187,185.00","9,585,066.47","24,685,680.00","15,324,625.99","29,052,802.00","34,068,785.00","17,008,036.50","48,160,310.80","38,648,651.56","28,799,181.00","14,388,917.41","31,323,588.00","36,854,666.00","23,486,224.40","31,651,626.70","179,976,612.55","101,464,291.50","100,253,725.76","166,887,441.61","224,324,880.66","387,599,745.11","110,476,608.53","179,889,054.27","424,083,567.71","287,565,653.64","180,688,888.78","217,041,193.84","316,877,415.07","270,074,874.50","130,427,907.91","158,328,558.23","335,985,359.54","293,819,094.15","253,928,059.67","270,280,327.28","332,466,685.65"
应付票据,,,"8,000,000.00","8,000,000.00",,,,,,,"1,961,627.20","16,449,591.00","30,505,126.22","45,586,656.90","52,532,696.93","102,303,133.43","122,916,496.61","119,462,202.73","156,620,139.35","211,040,156.29","218,522,945.18","310,147,781.34","348,678,717.79","432,225,693.01","397,530,840.35","529,688,420.06","490,632,181.28","278,333,004.46","190,836,918.65","201,917,632.55","167,875,226.50","143,960,541.82","123,436,680.53","135,275,975.78","187,043,687.06","228,850,962.17","230,781,069.27"
应收账款,"77,311,784.40","91,187,127.60","117,370,424.24","104,488,349.82","101,101,490.69","136,000,301.87","219,037,383.77","327,817,200.51","214,489,128.18","244,729,924.84","412,992,525.83","482,691,957.34","524,964,568.48","538,437,738.01","802,052,152.73","1,055,935,282.52","924,969,961.77","1,076,779,560.41","1,700,129,080.20","2,092,916,351.72","1,605,092,605.04","1,640,415,746.54","1,917,495,514.40","2,116,192,579.55","2,043,907,899.03","1,995,813,215.51","1,876,935,842.05","1,902,104,652.40","1,833,093,510.38","1,769,435,548.11","1,765,002,001.19","1,671,310,583.06","1,722,568,205.90","1,807,548,536.08","1,808,914,681.00","1,828,148,025.08","2,000,352,391.43"
应付账款,"33,065,612.30","37,140,106.79","42,041,472.35","44,515,061.24","62,976,969.74","45,017,450.96","44,522,769.68","60,600,341.26","78,516,948.48","59,129,420.75","80,162,174.92","96,698,964.19","123,295,345.16","137,869,803.73","203,391,368.33","254,696,539.95","332,596,874.99","325,104,447.05","486,373,317.83","594,755,439.75","655,308,958.73","408,595,062.65","668,887,840.49","771,927,549.81","986,817,140.12","523,767,688.44","458,928,126.00","420,264,892.38","567,020,530.07","472,672,699.12","492,213,190.84","495,805,168.23","590,265,736.51","624,505,965.05","608,016,605.54","590,243,351.42","661,587,785.35"
预付款项,"23,960,479.83","21,956,816.31","23,830,718.55","34,372,729.90","29,300,923.74","45,190,396.39","73,520,516.46","83,234,198.18","69,644,080.98","165,372,331.29","134,385,553.73","124,647,603.40","159,521,257.78","214,388,534.01","178,091,278.09","253,022,534.19","219,864,215.99","230,010,305.57","271,552,233.51","297,644,983.18","194,415,687.19","306,311,964.42","336,959,760.21","378,813,728.44","240,473,924.17","303,295,784.32","338,353,552.47","325,795,623.88","195,474,724.97","197,946,036.58","173,208,763.12","184,506,927.42","149,356,893.31","188,090,355.11","147,185,373.58","190,613,159.14","160,522,499.43"
预收款项,"33,759,961.42","127,466,643.20","72,832,406.96","47,290,728.38","54,944,039.72","59,960,856.23","59,179,996.97","66,047,520.13","51,400,042.36","94,266,337.19","131,673,181.42","135,427,850.05","124,760,909.67","157,853,145.97","121,834,714.36","165,796,957.42","302,109,201.65","272,178,847.37","958,139,909.30","931,691,747.41","882,156,812.88","898,996,463.81","986,119,850.70","547,835,831.16","608,752,809.12","609,066,964.85","651,589,395.53","669,399,158.07","552,408,176.30","460,660,892.16","275,119,358.17","340,839,106.82","246,777,812.31","247,821,887.32","290,600,550.97","359,082,336.13","303,643,158.39"
