科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"749,419,233.73","819,887,771.66","367,776,927.34","566,567,456.51","774,741,663.97","311,668,004.17","612,943,387.23","933,552,337.09","1,393,393,875.97","395,473,197.17","807,182,251.67","1,119,869,007.90","1,456,889,369.96","325,618,999.20","565,875,376.37","793,754,416.64","1,068,768,689.67","371,828,229.81","810,597,941.52","1,161,996,302.82","1,569,858,791.97","457,185,000.87","913,992,630.96","1,237,424,634.26","1,619,505,086.47","377,175,003.45","857,898,188.55","1,192,804,576.38","1,689,835,021.92","321,997,480.91","815,686,218.65","1,188,467,523.38","1,821,508,334.26","518,475,846.73","1,339,253,868.76","2,189,907,854.79","3,021,430,813.37","880,321,377.68","1,802,637,860.38"
二、营业利润,"79,502,150.19","107,102,516.63","61,689,178.00","94,009,607.11","134,497,597.91","57,465,564.62","119,744,302.61","177,678,446.77","265,871,115.43","70,913,455.34","155,345,490.83","202,287,623.51","226,343,053.17","39,424,622.39","44,495,623.64","49,640,956.93","55,377,154.99","29,146,073.76","55,251,416.47","77,922,697.55","100,525,236.60","38,679,307.09","83,009,174.96","110,637,513.45","134,739,663.07","34,667,098.90","85,113,987.75","120,986,719.16","157,243,618.45","18,320,722.82","82,365,642.57","135,573,467.68","195,473,370.76","54,348,095.66","155,459,129.15","252,118,533.95","395,828,871.76","101,077,249.19","196,480,330.24"
减:营业成本,"589,782,260.23","608,500,072.07","268,609,143.30","405,273,975.06","545,222,663.53","220,240,711.09","431,200,499.01","646,123,777.98","977,096,514.88","284,530,901.84","577,616,654.76","812,829,610.71","1,079,048,901.65","257,223,866.38","460,413,454.08","644,551,109.45","861,403,577.35","292,696,481.51","630,374,009.28","908,141,065.21","1,231,255,170.25","356,798,606.13","703,654,266.90","956,285,954.99","1,248,441,558.19","302,721,783.80","658,973,809.70","899,452,661.44","1,256,564,295.17","241,605,608.30","582,200,212.43","848,198,014.27","1,301,866,255.35","374,971,568.46","994,583,191.77","1,625,007,561.40","2,212,613,312.84","671,973,130.78","1,374,309,926.94"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"308,201.79","4,144,973.11","1,757,619.00","3,252,406.32","3,631,559.10","1,831,964.48","3,256,619.75","3,256,619.75","3,487,846.18","316,205.75","528,235.72","554,657.61","615,137.61","260,787.33","460,796.18","460,796.18","487,342.32","7,466.57","207,368.40","259,530.68","281,093.07","102,105.27","199,667.54","350,789.38","1,446,820.19","699,823.11","3,150,873.51","6,003,828.79","12,580,074.37","747,194.09","5,361,322.10","6,769,264.38","22,649,351.29","5,952,566.81","16,553,325.79","22,572,209.09","29,191,923.71","6,800,110.80","23,130,472.05"
营业外收入,"28,451,390.52","18,752,239.02","12,975,363.18","13,146,340.33","16,514,298.08","200,000.00","352,345.55","952,345.54","9,556,870.88","393,000.00","5,400,544.03","5,958,544.03","16,634,879.61","3,348,418.00","10,618,418.00","12,554,618.00","15,100,037.93","3,181,723.07","6,868,646.14","10,296,920.60","15,700,702.28","9,533,233.07","13,878,156.14","22,181,283.29","28,615,586.66","994,842.84","11,634,425.24","14,940,235.06","20,345,489.05","10,035,553.87","13,055,454.27","17,336,576.53","38,494,232.84","14,967,087.90","13,284,300.00","24,110,540.00","6,088,495.90","388,000.00","388,000.00"
销售费用,"21,536,288.29","24,090,900.87","8,423,547.45","13,380,058.74","22,403,271.31","6,646,624.76","18,794,703.23","24,118,860.54","43,159,831.04","9,269,497.21","19,631,741.88","26,456,005.82","43,099,092.73","9,030,621.90","18,118,094.11","24,764,578.70","44,927,117.53","13,123,956.46","28,234,266.82","48,113,648.30","71,218,518.51","19,182,946.45","31,404,745.01","40,806,786.93","60,385,793.58","12,384,847.66","22,024,604.35","40,400,042.27","55,511,311.54","15,995,850.36","35,645,614.18","54,662,622.17","95,572,669.64","19,502,818.98","42,665,708.10","64,376,663.42","106,790,376.84","23,910,232.24","47,530,981.86"
减:营业外支出,"3,826,562.69","1,192,983.85","2,571.20","175,989.35","9,761,229.44",,"807,989.79","864,479.79","1,270,502.66",,"1,111,831.91","1,552,405.02","1,662,945.02",,"163,229.31","294,679.31","330,678.67",66.67,"10,066.67","550,274.16","825,436.02","1,140,956.83","2,099,448.25","3,432,662.28","3,647,433.99","26,000.91","286,809.66","828,239.72","1,381,315.63","241,233.34","1,094,160.25","1,440,726.02","1,781,960.63","161,214.92","3,339,056.98","3,530,824.78","6,225,943.98","1,192,276.98","1,724,177.73"
管理费用,"41,429,451.79","51,845,500.00","24,553,144.28","45,221,466.81","63,615,674.97","23,313,504.24","34,440,986.62","69,555,330.01","83,885,200.37","29,932,961.10","55,082,157.11","80,727,117.23","104,681,744.77","21,877,030.37","47,922,610.83","77,559,299.96","106,817,005.58","27,045,897.16","76,324,046.84","105,262,834.18","134,684,718.10","34,886,634.01","78,105,792.86","111,163,353.88","154,839,656.02","25,432,617.12","72,272,267.70","108,538,123.93","180,850,391.84","36,717,893.08","87,012,903.50","124,682,453.53","178,429,724.32","49,743,899.64","104,583,892.34","184,997,764.36","246,036,216.44","63,836,317.94","131,147,033.92"
其中:非流动资产处置净损失,"2,925,076.24","254,196.40","2,571.20",,"9,571,961.20",,"101,889.79","101,889.79","347,912.66",,"1,101,831.91","1,108,215.02","1,105,615.02",,"53,229.31","53,229.31","53,229.31",,,,"163,492.80",,,,"2,788,864.37",,,,"7,303.77","199,864.03","500,321.12","508,645.22","411,678.54","6,235.50","2,772,099.43","2,778,726.44",,,
