科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"21,600,646.35","32,321,756.61","320,290,450.57","293,813,943.92","273,368,239.84","233,005,746.86","275,583,316.19","265,894,208.59","263,096,343.08","301,230,066.08","297,938,882.22","266,279,660.38","267,912,516.59","219,893,972.75","223,941,260.72","191,260,924.91","1,182,555,298.92","1,038,868,380.70","972,326,563.97","853,783,345.45","734,351,455.03","768,308,585.27","768,838,259.16","702,229,856.08","664,395,225.17","545,195,850.64","768,538,650.30","689,348,880.99","522,694,663.36","436,077,882.68","363,802,676.19","262,623,991.36","245,550,728.20","305,677,987.67","1,036,289,622.16","2,396,622,258.36","2,104,634,931.38","1,468,666,144.72","2,655,223,397.03","2,636,943,983.12","2,377,880,244.78","2,177,865,381.41","1,917,154,593.66","2,867,610,334.14","2,402,281,684.14"
短期借款,"35,000,000.00","45,000,000.00","45,000,000.00","30,000,000.00","30,000,000.00",,,,,,,"15,641,073.20","15,641,073.20","57,371,878.18","61,030,088.00","61,030,088.00","65,000,000.00","83,564,553.00","78,353,609.00","102,807,606.00","97,259,831.53","139,212,590.28","70,000,000.00","60,000,000.00","55,000,000.00","60,000,000.00","70,000,000.00","65,000,000.00","70,000,000.00","75,000,000.00","65,000,000.00","105,000,000.00","105,000,000.00","100,000,000.00","100,000,000.00","55,000,000.00","125,000,000.00","125,000,000.00","540,000,000.00","540,000,000.00","470,000,000.00","464,000,000.00","634,000,000.00","454,000,000.00","440,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,"160,740.00",,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"8,886,960.00","1,000,000.00","1,225,000.00","7,160,000.00","16,000,000.00","15,000,000.00","17,980,480.00","12,477,881.39","9,310,031.39","10,228,150.00","32,828,150.00","16,500,000.00","9,700,000.00","15,200,000.00","41,380,000.00","31,621,206.54","16,650,000.00","50,087,343.36","59,444,498.28","60,756,021.48","56,325,510.69","45,732,666.72","64,540,548.98","46,777,158.04","31,166,000.00","28,720,000.00","64,643,366.79","59,413,100.04","29,857,054.86","38,264,590.13","147,814,452.07","114,986,586.90","92,911,984.06","238,855,575.48","297,119,346.82","451,421,688.15","524,015,662.97","608,674,640.05","773,848,784.95","573,543,166.87","270,142,698.97","284,580,815.17","411,397,338.70","491,459,568.27","235,025,238.79"
应付票据,,,,,"900,000.00","1,560,000.00","7,144,296.00","9,154,296.00","2,050,000.00","1,530,000.00","1,910,000.00","420,000.00","3,230,000.00","10,110,000.00","27,610,000.00","31,660,000.00","27,810,000.00","87,869,993.72","89,411,383.40","69,862,593.93","58,957,560.95","51,921,567.47","49,696,652.84","53,439,414.26","74,036,147.06","68,588,401.27","71,983,797.46","78,074,185.84","81,316,136.87","137,331,442.41","142,142,493.32","134,388,012.10","155,056,838.79","196,230,780.46","344,292,862.44","726,739,882.89","623,524,489.05","597,675,992.93","588,490,193.49","582,267,813.62","440,338,358.39","593,489,034.68","769,612,574.76","706,538,679.50","508,885,086.90"
应收账款,"79,907,683.07","72,798,319.51","69,628,040.26","58,151,984.16","75,750,491.81","101,573,509.02","63,483,412.63","73,399,041.17","85,564,344.49","86,292,658.52","49,930,944.82","70,664,757.74","83,495,607.94","88,944,241.97","84,969,066.83","104,240,131.80","127,074,179.84","367,248,147.35","268,322,348.37","276,530,018.91","319,492,069.85","378,339,411.80","304,039,725.69","304,795,230.39","325,394,148.54","312,397,958.24","384,398,246.10","366,721,942.62","404,006,251.57","438,422,025.20","510,866,118.33","645,659,568.26","707,003,481.35","628,996,640.18","758,365,321.66","672,438,333.06","782,583,872.00","771,444,158.38","634,373,304.94","532,684,886.92","558,194,077.96","629,298,669.59","1,090,386,605.24","898,537,066.26","956,357,732.73"
应付账款,"26,981,608.36","31,698,225.24","38,763,280.09","34,456,612.17","32,402,394.26","30,519,191.84","21,978,540.43","23,184,305.32","38,425,278.28","35,189,950.83","28,112,012.83","32,738,969.12","74,579,591.68","81,671,271.44","100,204,253.74","110,803,695.70","118,717,934.09","269,867,890.09","184,746,804.06","204,422,062.99","223,801,636.98","232,709,370.93","216,650,507.13","195,821,478.48","190,429,230.70","186,186,389.96","207,351,063.78","162,469,387.67","195,912,378.39","214,575,709.69","296,870,100.12","365,187,606.04","400,242,618.01","457,894,662.94","541,581,353.75","426,367,899.19","724,462,463.67","687,997,555.95","488,962,989.81","593,646,959.53","593,556,885.91","696,177,575.66","658,246,217.60","586,527,755.85","665,876,489.65"
预付款项,"3,408,572.30","5,925,411.82","3,389,106.00","7,540,503.00","14,402,028.00","20,565,704.19","25,035,660.20","24,647,112.02","17,413,477.10","38,708,726.62","74,416,923.09","79,055,016.97","85,909,354.62","145,307,619.18","82,882,750.10","75,407,546.79","65,711,935.72","130,455,507.00","67,696,139.26","81,218,050.62","96,469,845.79","120,717,081.59","43,427,562.55","59,616,426.98","56,460,580.92","63,013,681.50","32,869,199.62","60,010,154.32","42,509,913.89","45,465,181.12","39,797,297.22","42,690,091.47","47,308,122.30","51,900,118.52","77,929,742.77","73,510,703.87","97,352,132.16","112,199,547.16","38,168,912.94","50,351,183.82","57,069,483.30","141,828,802.25","29,591,022.01","28,792,737.99","51,706,826.26"
预收款项,"19,701,868.38","27,392,633.75","35,989,431.35","50,122,193.47","49,065,546.60","59,754,201.90","19,108,390.00","19,169,826.76","12,977,840.00","27,559,640.00","27,705,536.41","28,059,988.03","34,189,046.38","19,988,239.76","40,844,672.00","35,141,831.93","37,414,713.79","46,722,848.17","52,738,463.29","73,386,886.01","71,375,986.86","109,425,163.81","108,240,823.60","100,105,479.04","97,239,060.92","74,172,861.33","50,883,854.24","73,460,385.22","91,797,141.57","127,241,518.76","98,764,806.18","101,214,151.32","93,513,023.49","109,503,341.10","74,323,342.97","104,367,391.54","111,378,092.56","120,530,570.81","93,685,670.25","119,751,083.04","116,416,079.43","142,599,462.17","169,004,635.81","140,313,623.66","121,790,289.72"
