科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"76,063,480.26","104,504,739.98","123,811,426.62","141,753,621.22","539,307,908.94","402,227,787.72","401,685,139.93","349,808,574.00","300,946,877.45","324,588,206.26","323,990,270.80","262,980,953.93","230,692,994.08","182,579,198.64","266,330,699.82","217,213,394.26","249,593,794.03","232,888,650.12","223,051,883.48","222,743,353.80","245,774,992.36","275,643,931.99","323,248,073.44","1,098,702,492.30","953,436,727.57","790,298,124.20","610,142,657.64","580,638,158.44","564,058,705.11","583,585,183.25","656,856,680.10"
短期借款,"153,000,000.00","120,000,000.00","238,000,000.00","311,000,000.00","435,000,000.00","342,000,000.00","372,000,000.00","379,700,000.00","368,700,000.00","358,700,000.00","348,700,000.00","341,000,000.00","341,000,000.00","351,000,000.00","391,800,000.00","396,800,000.00","378,000,000.00","378,000,000.00","378,000,000.00","368,000,000.00","368,000,000.00","390,000,000.00","290,000,000.00","258,000,000.00","228,000,000.00","196,000,000.00","196,000,000.00","261,000,000.00","261,000,000.00","283,000,000.00","310,000,000.00"
交易性金融资产,,,,,,,,,,,,,"50,000,000.00","46,000,000.00",,,,,,,,,,,"44,000,000.00","40,000,000.00",,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"63,443,802.49","68,648,775.58","126,648,891.65","41,831,705.50","140,858,626.44","98,751,311.30","240,713,396.14","182,068,939.13","219,099,758.25","192,776,219.52","256,824,163.45","208,612,484.97","210,736,025.22","270,737,570.16","332,682,638.14","260,663,912.35","234,718,474.72","260,206,250.80","349,426,397.91","250,142,536.17","350,658,608.93","348,808,774.18","339,995,782.46","332,182,232.43","358,804,620.33","296,282,969.45","515,322,612.60","466,519,106.13","491,828,962.42","561,531,382.97","551,614,516.93"
应付票据,"37,600,000.00","56,768,000.00","99,064,714.00","81,018,673.00","137,669,177.40","106,208,990.00","144,496,667.00","122,473,294.50","140,067,536.21","176,214,778.61","166,815,867.44","167,433,765.85","156,482,415.21","168,211,387.24","208,360,637.46","164,042,549.93","188,905,683.03","194,034,457.10","180,438,410.00","152,992,000.00","204,376,210.00","229,839,679.30","225,501,109.32","197,351,560.10","249,239,679.59","215,674,923.00","314,283,519.81","305,545,844.86","314,812,527.38","358,643,660.08","312,625,135.94"
应收账款,"71,785,748.26","95,107,563.18","117,546,251.84","199,823,831.85","211,021,919.51","211,373,393.00","137,165,213.15","224,281,209.45","197,256,751.55","240,470,329.36","168,408,855.72","283,644,656.61","264,264,563.87","268,637,528.10","237,579,128.98","329,048,650.26","287,881,302.08","300,475,111.90","238,444,627.61","360,221,782.04","299,554,727.36","320,904,285.35","339,421,825.66","455,917,366.31","462,816,227.47","441,201,492.04","490,104,379.68","603,795,672.37","533,621,940.08","545,049,131.98","506,375,937.39"
应付账款,"105,997,888.07","177,097,889.61","267,488,284.83","326,640,469.22","294,701,402.66","269,816,748.73","292,865,472.58","277,932,507.35","265,153,584.12","276,753,703.37","326,894,857.44","380,196,152.20","410,221,733.69","393,555,264.48","423,584,717.91","515,153,134.93","384,905,952.66","353,418,424.71","404,544,361.14","470,479,600.29","423,856,066.66","413,790,646.32","495,811,033.66","613,993,236.05","557,702,466.95","576,887,880.24","652,225,365.24","748,549,682.14","660,302,457.70","692,319,619.47","701,550,376.67"
预付款项,"4,819,424.23","15,319,785.55","33,247,497.65","57,329,491.22","47,194,512.73","58,970,352.15","10,362,971.09","23,865,208.88","32,078,479.39","35,194,332.06","6,780,859.00","11,478,983.84","32,661,460.51","38,331,021.98","7,910,082.94","16,497,128.33","10,156,982.50","34,845,993.73","4,707,755.32","14,456,318.75","16,756,072.98","15,852,318.29","4,646,569.92","5,378,866.33","18,477,792.54","49,948,168.05","16,117,459.05","19,054,552.01","19,966,217.85","11,708,325.67","15,929,665.83"
预收款项,"5,147,278.84","3,020,098.52","9,347,288.47","7,163,379.48","7,775,351.73","8,030,521.97","10,307,501.29","11,588,931.07","11,468,658.75","8,378,341.04","8,334,217.67","9,103,880.53","11,460,275.57","6,134,218.81","9,902,970.53","9,798,497.33","12,342,442.49","7,196,214.26","14,309,684.02","14,371,383.68","7,723,535.83","6,176,586.61","9,459,027.33","8,928,900.13","7,133,336.28","7,127,308.40","11,011,553.85","11,361,711.04","9,878,273.42","12,654,965.10","9,975,755.89"
