科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"350,769,499.76","154,506,588.75","123,763,984.15","135,391,801.21","123,774,251.99","161,042,977.12","218,660,707.74","456,144,412.89","616,142,754.41","578,785,707.75","588,400,584.62","594,632,046.60","221,235,041.71","314,669,779.93","207,347,256.53","224,945,953.47","268,719,073.08","281,707,146.36","106,262,130.42","343,178,247.25","336,751,240.71","313,033,308.49","347,109,522.57","556,356,976.93","348,845,875.67","414,792,214.37","368,330,633.60","328,883,599.81","249,443,381.99","318,641,274.47","148,309,897.68","177,976,987.43","85,817,485.16","155,343,577.14","185,532,603.64","322,250,022.76","256,542,732.33","267,478,605.12","209,139,913.68","345,835,788.21","370,660,282.41","198,918,797.96","123,947,693.74","80,761,021.95","155,540,257.85","111,039,707.43","78,131,721.21","172,253,125.16","155,015,639.10"
短期借款,"380,000,000.00","370,000,000.00","352,841,837.84","239,000,000.00","239,000,000.00","270,000,000.00","425,000,000.00","375,000,000.00","435,000,000.00","460,000,000.00","360,000,000.00","360,000,000.00","100,000,000.00",,,,,,,"44,933,003.83",,,,,,,,,,"150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","180,000,000.00","294,000,000.00","350,000,000.00","500,000,000.00","440,000,000.00","386,000,000.00","250,000,000.00","250,000,000.00","330,000,000.00","430,000,000.00","330,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"425,440,944.70","413,438,578.51","417,930,894.91","142,047,182.64","177,307,900.00","111,146,324.30","110,008,000.00","99,693,857.65","218,505,767.40","242,914,153.67","235,446,368.96","483,462,815.15","478,196,050.75","484,870,214.90","485,109,368.26","744,752,471.26","663,703,623.12","699,936,055.65","815,895,148.03","810,271,721.43","880,468,240.61","904,485,799.26","722,760,644.77","438,959,377.00","485,587,482.33","430,315,355.36","361,365,375.01","260,857,236.69","265,947,232.94","430,943,615.96","469,849,772.38","366,860,892.91","317,190,197.65","380,815,898.86","489,409,144.24","365,203,882.39","340,884,530.17","493,502,902.84","638,094,567.63","699,586,168.22","787,110,984.87","716,386,630.68","713,508,146.07","793,878,925.30","610,376,973.69","717,086,937.30","646,967,850.85","605,389,934.43","554,204,536.75"
应付票据,"489,763,720.65","421,832,156.73","365,308,639.74","452,228,482.07","411,947,772.10","376,282,592.26","230,219,506.72","360,655,521.35","528,486,887.37","314,418,103.37","356,334,168.08","344,407,773.47","312,017,522.85","446,908,103.42","436,328,386.40","397,398,230.52","400,826,776.58","356,511,291.30","393,164,147.36","378,836,107.67","335,232,570.58","391,629,268.38","482,648,207.58","374,917,577.09","291,168,041.87","322,082,942.70","260,444,780.13","232,261,365.93","193,867,738.21","254,979,751.39","239,398,850.82","231,676,503.56","216,229,819.88","259,916,880.58","393,568,233.58","441,426,986.38","560,820,267.43","766,189,391.24","933,293,673.43","966,464,793.14","950,994,579.17","527,759,306.25","463,001,738.87","624,389,450.24","597,750,287.39","597,451,499.51",,"464,179,642.07",
应收账款,"946,212,073.45","1,173,979,113.11","1,152,488,531.70","1,416,132,151.21","1,369,719,345.75","1,374,472,355.98","1,432,510,988.00","1,120,377,749.17","1,104,573,997.63","1,092,520,766.79","1,166,558,154.62","845,508,736.37","934,655,198.17","915,582,800.86","909,529,729.33","753,222,341.78","747,074,661.71","693,266,630.74","669,307,458.11","579,924,238.78","650,222,899.75","721,792,222.29","652,806,950.52","614,421,494.46","633,683,723.94","691,669,062.23","655,446,612.50","375,340,775.75","397,058,728.77","321,205,629.55","247,792,536.41","259,372,982.87","352,158,570.13","485,781,136.96","324,851,915.07","551,205,412.64","796,457,422.76","952,609,212.20","954,157,244.27","1,009,840,991.62","745,223,606.97","595,573,960.63","334,744,690.06","542,306,665.90","368,443,932.99","334,956,793.87","226,659,875.09","259,332,511.87","364,132,900.69"
应付账款,"450,362,836.10","385,757,716.71","423,265,179.03","406,874,894.59","514,434,517.47","408,454,642.18","544,302,033.51","353,978,329.70","431,089,637.11","517,071,202.00","470,921,826.62","579,530,027.07","547,433,686.02","391,492,540.80","359,695,091.89","517,055,170.99","400,488,229.54","452,006,494.87","344,877,596.29","418,089,037.94","461,417,008.62","495,819,126.82","298,570,078.92","348,249,852.73","306,383,379.57","264,286,101.33","224,833,664.23","285,077,319.27","328,816,908.29","260,380,874.93","236,772,559.49","256,903,776.81","335,982,869.49","435,734,738.27","364,140,396.33","609,566,949.85","684,342,872.41","785,960,558.26","722,564,747.87","814,564,589.60","628,440,886.92","515,978,035.16","427,624,964.72","555,800,603.05","450,900,505.97","450,739,447.78",,"439,170,251.15",
预付款项,"4,184,093.90","2,670,388.46","980,863.69","2,281,156.01","8,767,675.52","3,226,781.47","7,150,667.37","956,029.00","1,270,980.02","13,905,610.01","21,062,795.10","18,910,646.79","22,896,409.08","24,320,681.04","20,024,584.98","5,661,956.06","5,390,379.43","5,861,118.50","6,136,705.51","5,165,919.36","7,920,618.88","6,759,207.11","6,032,719.01","5,278,943.62","5,526,622.16","4,966,894.60","5,490,337.78","3,532,501.16","5,211,838.48","4,117,825.53","5,230,492.42","8,700,263.20","12,627,121.94","8,929,974.54","10,476,611.82","17,529,789.01","13,056,025.88","21,166,940.68","17,989,860.15","15,185,841.07","17,033,720.58","11,342,877.72","16,947,535.24","15,457,541.12","23,067,086.14","15,091,987.36","19,651,026.69","14,789,316.53","16,401,351.17"
预收款项,"2,794,916.02","2,074,638.56","4,652,029.82","103,665,731.49","86,157,532.33","43,234,519.82","18,301,295.95","175,874.16","12,852,702.92","3,112,932.87","1,396,374.95","14,268,010.54","1,118,922.01","1,855,403.26","2,324,217.59","1,301,401.96","3,396,171.53","1,898,504.65","1,858,688.41","110,880.76","806,134.51","729,645.72","598,706.46","433,225.47","679,354.64","479,659.29","1,268,866.40","2,516,146.60","2,306,785.05","1,274,872.13","884,304.79","921,088.96","762,838.54","794,911.35","879,468.32","1,354,984.68","929,323.97","1,367,317.43","2,054,637.82","1,211,519.49","2,688,383.60","1,013,122.92","2,028,018.05","1,170,219.53","6,821,238.26","2,520,833.62","2,184,211.24","6,561,567.73","2,558,819.39"
