科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"49,074,390.61","152,918,761.17","145,070,877.99","586,385,752.67","395,365,773.70","414,135,315.15","334,226,403.69","341,766,788.63","152,527,763.05","160,880,004.26","114,116,330.18","180,560,809.21","138,017,317.75","132,638,214.10","159,100,261.60","160,347,159.79","129,323,565.94","115,025,327.86","531,871,435.50","469,028,280.99","361,316,011.12","379,198,600.79","332,072,262.78","283,987,865.53","123,265,620.16","133,156,694.74","270,691,614.03","220,899,183.95","274,330,117.91","138,773,829.69","231,984,166.05","179,589,751.68","262,882,688.08","155,876,251.39","216,325,733.23","189,292,418.43","231,174,762.46"
短期借款,"181,180,000.00","202,680,000.00","216,680,000.00","265,180,000.00","226,180,000.00","239,800,000.00","190,800,000.00","214,800,000.00","194,592,000.00","203,592,000.00","173,592,000.00","176,592,000.00","146,592,000.00","133,592,000.00","188,592,000.00","154,592,000.00","144,592,000.00","139,592,000.00","115,792,000.00","90,792,000.00","96,657,000.00","76,657,000.00","76,157,000.00","76,157,000.00","76,157,000.00","130,157,000.00","220,157,000.00","156,157,000.00","131,657,000.00","151,657,000.00","146,657,000.00","146,657,000.00","136,657,000.00","126,657,000.00","171,657,000.00","195,457,000.00","260,457,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"309,220.00","703,300.00",,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,"133,560.00","234,660.00","361,470.00","132,540.00",,,,,,
应收票据,,"5,518,792.40","6,944,112.88","50,000.00","3,500,000.00","2,922,392.00","1,700,000.00",,"11,013,885.20","6,372,400.00","10,907,300.00","4,600,000.00","21,600,000.00","14,253,363.50","15,472,000.00","2,266,750.00","6,953,950.00","9,400,000.00","3,030,000.00","1,126,320.00","14,729,860.00","12,044,666.20","3,400,000.00","1,967,313.60",,"3,999,000.00","3,144,750.00","1,730,000.00",,"25,618,599.37","10,490,000.00","12,136,000.00",,"5,118,000.00","1,676,037.50","300,000.00","5,460,000.00"
应付票据,,"10,000,000.00","37,500,000.00","55,000,000.00","11,010,000.00","36,010,000.00","25,000,000.00","30,000,000.00","21,000,000.00","30,000,000.00","28,450,000.00","15,000,000.00","20,400,000.00","20,000,000.00","25,000,000.00","25,000,000.00","14,100,000.00","33,500,000.00","27,500,000.00","13,600,000.00","22,000,000.00","30,150,000.00","23,850,000.00","18,500,000.00","38,000,000.00","70,000,000.00","47,500,000.00","32,000,000.00","60,000,000.00","41,000,000.00","48,750,000.00","29,050,000.00","40,000,000.00","58,850,000.00","61,950,000.00","64,182,105.00","74,050,000.00"
应收账款,"44,770,885.95","53,427,217.30","74,928,010.18","82,690,364.17","71,687,021.80","77,153,639.05","82,823,354.97","84,807,255.82","102,385,088.60","83,925,967.27","122,484,387.22","107,975,182.26","108,131,119.70","107,414,563.65","128,074,902.82","118,842,144.22","129,812,102.85","127,041,287.89","94,652,053.47","100,745,374.69","95,301,225.50","92,580,456.72","97,794,706.31","88,889,290.64","89,551,392.71","116,757,439.08","134,891,415.95","124,847,339.79","114,381,191.22","114,487,938.07","111,354,832.58","146,995,474.68","126,517,251.68","153,646,447.69","146,567,016.13","157,897,422.78","150,928,039.65"
应付账款,"24,680,166.06","33,251,361.19","26,339,293.00","33,434,268.85","24,707,097.87","40,116,665.93","33,221,107.61","34,912,119.33","54,698,942.06","61,057,705.84","72,057,187.58","69,760,420.20","89,451,291.44","78,697,248.08","70,504,329.39","73,830,709.16","75,420,323.32","63,717,925.06","61,325,739.92","60,477,915.95","75,855,737.06","70,860,176.52","54,421,812.48","64,042,886.72","137,435,309.55","141,645,075.72","135,665,991.92","127,976,764.98","179,115,585.73","167,108,517.63","159,539,664.95","157,886,963.28","163,380,219.10","159,104,567.58","138,964,672.88","148,249,725.67","171,402,319.75"
预付款项,"11,638,095.42","5,337,490.19","19,121,232.46","16,038,367.73","21,435,694.20","18,165,025.08","27,111,580.52","27,487,152.41","26,397,272.90","23,086,125.79","9,972,000.27","10,860,860.83","20,706,207.04","14,874,553.92","3,408,161.97","24,668,542.01","3,482,085.27","11,777,025.91","6,482,249.39","26,878,345.41","6,286,924.43","8,228,566.66","9,654,643.29","42,752,096.92","7,322,341.69","15,713,731.75","19,919,797.04","12,010,198.15","8,629,537.77","19,831,384.62","25,626,729.41","16,400,706.63","10,909,303.36","16,482,341.38","49,538,240.33","45,279,563.10","93,398,768.08"
预收款项,"15,858,368.65","8,319,115.08","2,873,257.06","7,120,272.00","3,895,123.94","13,782,859.27","9,045,128.08","12,057,611.41","4,992,140.56","11,166,762.65","17,826,451.90","16,725,967.93","37,098,436.73","46,117,626.13","36,015,644.43","18,945,988.36","14,724,869.24","22,099,243.76","19,617,317.42","17,300,656.82","9,344,362.18","5,658,540.82","10,379,853.17","23,631,820.48","14,049,914.73","14,151,715.41","13,329,772.23","18,391,831.40","12,220,343.53","13,003,899.90","18,801,704.60","20,478,597.84","18,899,688.33","20,334,604.63","14,059,965.36","26,498,016.89","11,221,687.48"
其他应收款,"1,595,560.65","1,485,970.07","253,922.64","349,168.95","225,135.46","52,742,665.05","20,138,297.94","19,557,968.73","20,018,900.23","20,788,431.20","806,087.29","767,349.84","2,634,453.74","4,058,072.52","3,779,496.08","4,108,221.48","3,365,574.79","2,764,066.88","2,272,902.45","2,414,644.90","1,365,862.79","1,756,404.68","2,270,239.95","3,779,005.00","1,262,389.61","2,380,740.23","3,639,020.65","6,364,554.00","7,477,950.41","6,405,281.20","3,437,933.74","4,897,911.42","6,017,530.98","8,330,827.69","9,565,499.37","9,491,080.80","9,380,583.25"
应付职工薪酬,"1,060,029.80","2,804,150.57","1,974,862.70","2,028,715.93","3,329,452.61","2,479,118.12","2,842,948.61","2,311,923.86","2,731,534.91","3,967,909.33","6,987,837.55","6,708,625.12","9,216,512.57","6,765,435.42","7,802,227.78","7,634,309.90","8,832,335.45","11,851,503.27","9,028,783.32","9,618,068.67","6,520,033.43","7,263,755.16","6,027,926.28","7,146,597.81","5,480,278.95","7,266,517.60","6,292,231.21","7,246,298.56","10,032,657.37","9,164,755.14","9,505,251.25","12,333,081.43","16,041,034.70","11,765,535.56","10,064,478.03","10,175,031.02","16,279,300.88"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"12,805,784.12","1,206,994.34","3,691,031.46","1,881,217.98","1,381,207.76","2,705,369.53","3,533,727.52","3,391,138.01","-865,540.05","-1,196,799.31","4,734,480.87","6,451,416.25","4,506,056.02","8,491,425.70","8,727,956.68","10,317,244.57","7,581,446.50","4,732,299.53","2,266,677.03","7,090,399.04","2,297,119.60","3,105,588.29","3,581,805.94","3,958,711.45","3,081,785.69","2,558,636.49","3,747,149.27","3,220,968.78","2,996,418.83","3,350,692.44","5,114,195.15","4,597,724.70","4,660,473.73","5,128,749.54","6,587,113.54","4,180,510.81","4,518,646.28"
应收利息,,,,,,,,,,,,,,,,,,,,,"590,883.85","971,028.69","297,122.22",,,,,"507,271.40",,,,,,,,,
应付利息,,"780,000.00","234,133.56","97,500.00",,,,,,,,,"293,795.98",,,,"241,016.67",,,,"146,666.66","75,833.33","109,083.33","109,083.33","109,083.33","109,083.33","304,020.83","269,034.00","171,069.43","146,124.99","157,430.57","157,430.57","159,881.93","126,874.99","187,640.00","267,302.77","330,962.50"
