科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"6,935,510.73","32,465,205.19","33,971,027.90","7,904,399.80","10,723,315.20","10,317,484.37","34,100,371.01","25,530,786.15","23,570,995.68","18,608,644.88","39,971,819.49","21,828,823.28","22,456,394.23","29,538,650.00","8,298,843.56","23,367,079.51","19,926,046.30","41,134,501.47","25,334,505.90","79,723,982.68","35,009,466.57","51,753,398.19","62,910,692.26","81,934,114.04","43,380,046.21","75,852,668.28","116,003,704.43","149,768,156.25","49,500,232.67","86,986,006.87","65,725,194.40","75,692,706.99","198,880,123.90","64,428,381.45","119,675,482.22","121,746,463.22","151,165,889.86","142,574,412.19","111,791,385.54","138,381,209.50"
应付职工薪酬,"7,759,826.12","6,225,794.21","13,842,249.55","8,792,173.11","7,237,730.86","10,758,915.20","12,145,449.91","9,815,828.46","12,718,854.06","16,585,827.92","20,947,967.63","16,487,127.15","14,191,351.03","19,336,359.51","23,797,306.78","16,727,816.74","13,447,010.69","22,923,457.47","27,548,899.25","24,040,732.23","20,635,743.79","22,958,528.31","26,766,360.89","19,101,450.05","21,147,119.68","24,711,149.10","46,712,190.84","37,041,945.77","33,988,419.10","33,811,303.82","73,127,855.72","48,608,455.34","57,686,172.86","67,517,456.99","96,484,065.78","65,207,875.76","67,858,228.24","77,633,517.97","105,198,282.14","77,436,024.11"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-31,326,405.28","-10,516,718.80","-28,166,338.08","-25,771,795.41","-23,230,106.63","898,490.17","-16,332,072.22","-18,344,385.39","-21,423,894.93","-18,226,874.60","-15,112,710.22","-45,728,312.11","-39,495,310.31","23,466,438.51","44,430,030.68","35,852,451.00","20,036,142.32","33,626,116.00","41,575,003.44","45,434,037.90","41,534,966.12","54,966,472.97","45,990,028.14","41,845,793.33","32,752,974.16","39,922,257.99","20,938,291.24","59,370,007.80","23,102,227.51","46,534,779.49","94,365,269.94","48,815,748.54","37,436,803.39","19,491,103.70","72,567,545.85","60,073,724.47","29,821,959.23","11,876,346.21","24,674,299.84","5,544,586.28"
应收利息,,,,,,,"15,689,639.41","24,163,124.69","10,778,659.41","18,815,770.95","35,917,660.56","47,864,868.67","48,560,264.36","29,295,893.54","14,385,850.74","13,818,093.94","17,127,995.22","9,399,929.88","10,292,118.62","7,374,761.61","5,127,692.19","6,904,349.93","7,002,848.77","123,886.88","174,669.32","205,734.02","239,650.13","273,041.32","114,117.14","10,182.47","157,021.82","718,552.39","22,088,097.44","10,182.49","1,042,537.44","1,241,845.17","7,689,203.12",,"1,627,679.24","16,521,876.97"
应付利息,,,,,,,,,,,"875,812.03","1,189,651.91",,,"30,284.42","1,143,619.57","3,136,643.41","4,510,469.20","2,129,094.97","1,197,541.82",,,,,"1,031,137.74","4,629,162.85","5,601,811.46","5,917,234.90","5,446,244.11","1,947,094.93","3,053,780.75","2,286,497.69","3,028,175.89","5,758,417.84","8,821,417.14","6,841,436.85","4,636,251.57",,"17,181,610.06","23,006,698.15"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,"141,762,750.00",,,,,,,,"95,273,885.66","596,242.99","596,242.99","336,085.79","336,085.79","336,085.79","318,187.79","318,187.79","26,050,803.04","213,564.92","20,704.82","19,968.09","27,244.60","27,244.60",,,,,,,,,,
存货,"389,308,417.90","233,303,614.66","364,173,930.15","436,993,144.42","353,429,803.78","534,620,904.02","574,701,103.53","604,063,582.05","656,664,930.32","737,114,851.42","631,587,498.04","739,276,539.10","965,400,277.65","804,785,047.97","911,563,658.72","1,142,761,238.84","1,037,363,066.08","993,890,621.93","957,552,307.35","1,306,933,328.75","1,189,926,873.53","910,353,811.42","693,482,331.81","1,003,758,091.57","1,148,310,004.93","1,261,375,349.01","1,042,258,237.59","851,991,178.47","1,195,633,156.90","1,206,655,642.58","1,111,136,228.60","1,373,789,381.37","1,700,949,998.55","1,760,021,439.71","1,842,901,233.83","2,062,596,878.57","1,921,857,134.63","1,680,154,894.72","1,336,106,139.80","1,657,950,284.56"
其他应付款,"134,849,378.34","4,391,144.32","13,816,395.21","18,447,794.45","23,204,210.53","23,582,033.57","32,153,450.68","28,043,882.25","22,790,751.86","27,102,417.52","29,985,204.91","35,497,819.94","33,147,473.04","46,244,773.59","39,094,651.90","53,508,859.05","42,075,496.36","44,165,949.31","57,581,626.18","54,598,134.64","63,043,610.46","66,532,468.94","42,719,191.55","26,019,920.53","40,380,783.61","49,520,143.01","51,921,097.40","44,343,739.86","53,848,853.41","56,658,655.85","83,653,548.18","83,193,548.38","111,147,512.37","114,572,209.46","133,468,315.05","150,881,936.26","108,109,862.44","132,628,919.66","201,573,819.14","147,003,273.64"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,"342,900,000.00","233,000,000.00","794,870,000.00","944,870,000.00","357,750,000.00","517,650,000.00","721,450,000.00","890,700,000.00","890,700,000.00","756,300,000.00","473,400,000.00","374,400,000.00","799,400,000.00","733,800,000.00","904,800,000.00","625,000,000.00","625,000,000.00","625,000,000.00"
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00"
其他流动资产,,,"3,450,000.00",,,,,"4,087.04","49,864.32","1,421,139.45","392,794,171.71","470,903,365.11","500,824,674.36","861,031,290.72","726,788,211.02","1,263,900,028.48","1,440,268,486.39","1,691,600,259.25","1,661,774,412.30","1,127,699,943.50","1,317,592,121.22","1,037,110,129.76","1,121,947,012.83","1,694,970,110.06","1,323,314,055.07","1,797,056,182.59","1,566,028,023.02","1,465,693,368.50","1,259,597,190.12","1,210,462,345.44","3,637,434,065.97","3,471,621,833.44","2,195,535,214.50","2,795,230,403.57","1,920,903,153.31","2,153,119,648.85","1,579,039,033.13","1,980,633,350.49","2,545,763,074.14","3,230,910,475.51"
其他流动负债,,"27,821,694.74",,,,,,,,,,,,,,,,,,,"11,764,850.00",,"7,787,787.32","7,787,787.32","7,787,787.32","7,080,693.32","206,017,643.32","208,595,976.65","464,310.00","464,310.00",,,,,,,,,,
流动资产合计,"983,543,980.54","794,719,370.40","1,170,518,432.58","1,014,584,386.94","2,630,151,469.79","2,833,111,789.92","2,969,923,664.64","3,242,275,029.32","3,781,721,895.75","4,304,029,783.99","4,721,193,181.84","3,914,034,188.02","4,143,179,888.77","4,681,810,347.29","4,915,404,229.72","5,026,776,241.94","5,142,291,962.75","6,044,823,037.30","6,393,197,293.09","6,041,263,713.27","4,946,574,917.25","4,968,461,881.07","4,858,660,630.09","5,090,416,930.36","5,912,916,221.13","7,999,390,969.38","6,131,988,517.06","5,840,771,358.64","6,205,730,376.92","6,586,709,554.84","9,360,426,631.39","10,119,481,362.87","10,442,383,558.44","11,224,411,390.06","13,392,607,716.21","13,915,015,975.59","13,907,236,489.68","12,800,859,887.82","12,938,257,654.16","12,846,155,552.01"
流动负债合计,"671,979,969.90","452,090,990.33","627,803,440.38","430,227,657.57","327,467,514.97","431,390,759.41","449,720,360.38","683,250,947.25","1,260,657,303.34","1,840,308,418.65","2,120,503,761.27","1,201,830,038.15","1,455,514,308.37","1,821,312,617.97","1,956,936,638.47","1,911,385,024.38","2,127,878,602.01","2,877,998,965.79","3,213,317,607.33","2,942,179,205.11","2,561,420,095.34","2,699,748,763.05","2,221,963,428.33","2,695,929,881.14","3,224,434,683.30","4,181,728,623.87","4,241,543,339.49","3,804,437,529.21","3,843,423,935.36","3,950,909,289.19","4,205,283,524.71","4,778,384,309.80","5,146,146,993.58","5,832,911,061.48","6,600,441,917.06","6,713,428,785.26","6,752,423,935.79","6,761,678,287.54","7,478,770,810.07","7,553,607,070.96"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,"400,000,000.00",,,,,,,,,,"60,000,000.00","60,000,000.00","110,000,000.00","110,000,000.00","132,824,331.93",
长期借款,"16,355,070.33",,,,,,,,,,,,,,,,,,,,,,,,"80,000,000.00","150,000,000.00",,,,,,,,,,,,,,
持有至到期投资,,,,,,,,"30,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,"200,340,000.00","202,946,666.66",,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,"150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","1,500,000,000.00","2,200,000,000.00","2,200,000,000.00","2,200,000,000.00","2,200,000,000.00","2,200,000,000.00"
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,000,000.00","40,000,000.00","27,745,985.63","67,745,985.63",,"3,927,028.78","5,716,349.82","5,474,837.34"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,"977,057.44","973,890.58","970,723.72","967,556.86","923,887.75","909,624.38","895,361.01","881,097.63","5,725,484.70","5,635,662.55","5,545,840.40","5,456,018.24","5,520,820.82","5,430,998.67","5,341,176.52","5,251,354.36","3,098,756.53","3,082,982.33","3,040,641.01","3,011,583.25","55,433,297.93","54,283,541.03"
预计负债,,,"2,790,178.30","2,854,489.36","2,908,774.96","3,279,029.46","3,964,309.86","4,210,396.56","4,625,971.06","4,693,877.91","6,177,124.21","6,817,782.42","7,563,094.62","8,695,538.82","9,722,789.21","10,570,950.11","11,233,484.97","12,183,770.97","44,929,621.85","45,162,998.51","45,470,901.76","45,804,019.72","44,251,387.71","44,394,818.48","44,480,215.92","44,569,056.95","47,516,659.51","44,693,490.28","44,724,689.00","45,042,601.83","10,122,362.83","10,214,364.67","10,232,247.42","13,132,340.98","15,060,745.87","14,177,384.43","7,543,576.24","5,371,359.61","5,184,435.45","4,762,094.49"
固定资产,"80,034,242.44","76,363,955.73","112,505,839.06","111,686,033.67","112,248,232.16","110,804,309.55","114,633,072.55","112,189,927.77","120,874,420.48","146,014,059.55","160,889,390.97","160,480,284.84","170,886,816.30","175,675,846.95","192,599,559.95","187,700,785.17","196,711,272.71","201,048,148.48","242,014,064.87","252,639,171.01","254,749,994.30","255,884,749.12","311,565,963.36","337,785,878.18","368,738,790.62","394,711,171.42","1,080,712,192.83","1,058,926,592.52","1,065,811,061.53","1,053,172,710.36","1,107,474,195.61","1,083,726,822.95","1,080,766,077.49","1,100,134,100.49","1,128,093,306.76","1,122,480,717.23","1,151,225,982.09","1,159,758,288.81","1,211,442,389.66","1,250,179,100.36"
递延所得税负债,,,,,,,"2,353,445.91","2,353,445.91","1,616,798.91","1,616,798.91","29,655,270.68","35,481,247.29","39,706,472.98","44,333,761.23","55,629,599.94","71,614,092.41","80,115,600.53","92,839,809.42","103,179,584.75","100,103,354.98","96,534,247.64","101,224,043.01","108,748,114.48","107,788,339.75","115,772,206.51","120,394,518.48","118,612,374.83","118,391,461.01","119,983,589.21","114,863,755.20","117,239,593.90","104,807,548.05","126,154,578.26","140,015,937.47","155,720,668.43","162,799,148.51","165,083,371.33","175,416,970.16","203,658,549.74","208,708,199.75"
在建工程,,,,,"70,000.00","355,561.00","357,923.00","881,388.00","2,925,217.00","5,428,578.69","15,666,442.16","17,988,367.98","21,668,510.77","34,550,824.01","59,634,607.57","70,977,316.01","125,724,848.25","186,572,251.94","287,279,722.07","326,917,772.22","439,980,515.48","502,249,044.73","565,698,608.22","624,557,772.92","628,167,668.04","646,368,416.70","4,250,935.65","23,061,711.84","30,773,833.70","31,397,607.80","951,796.30","3,141,597.27","6,110,225.09","37,125,826.66","42,125,678.99","79,604,634.04","760,878,324.80","1,094,226,579.77","360,640,081.96","421,558,137.51"
其他非流动负债,,,"27,259,640.30",,,,"26,697,585.86","26,557,585.88","26,416,558.64","26,276,045.03","26,135,531.42","25,995,017.81","25,854,504.20","27,401,914.59","26,755,023.78","26,108,132.97","25,461,242.16","25,152,618.15","25,012,047.54","24,870,908.93","24,730,395.32","24,589,881.71","789,326.95","789,326.95","789,326.95","789,326.95",,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"16,355,070.33",,"30,049,818.60","2,854,489.36","2,908,774.96","3,279,029.46","33,015,341.63","33,121,428.35","32,659,328.61","32,586,721.85","61,967,926.31","68,294,047.52","73,124,071.80","80,431,214.64","92,107,412.93","108,293,175.49","116,810,327.66","130,176,198.54","173,121,254.14","170,137,262.42","166,735,544.72","171,617,944.44","188,238,197.24","206,731,348.58","494,250,134.60","570,677,476.08","367,216,463.20","363,281,901.97","364,014,750.71","358,322,351.35","328,687,472.87","334,986,805.34","367,854,472.40","382,548,257.57","1,754,573,937.88","2,469,495,109.79","2,462,402,292.03","2,475,779,458.77","2,504,059,407.32","2,514,050,540.91"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,615.99,,,224.20,"90,969.74",316.00,,,,,,,,,,
负债合计,"688,335,040.23","452,090,990.33","657,853,258.98","433,082,146.93","330,376,289.93","434,669,788.87","482,735,702.01","716,372,375.60","1,293,316,631.95","1,872,895,140.50","2,182,471,687.58","1,270,124,085.67","1,528,638,380.17","1,901,743,832.61","2,049,044,051.40","2,019,678,199.87","2,244,688,929.67","3,008,175,164.33","3,386,438,861.47","3,112,316,467.53","2,728,155,640.06","2,871,366,707.49","2,410,201,625.57","2,902,661,229.72","3,718,684,817.90","4,752,406,099.95","4,608,759,802.69","4,167,719,431.18","4,207,438,686.07","4,309,231,640.54","4,533,970,997.58","5,113,371,115.14","5,514,001,465.98","6,215,459,319.05","8,355,015,854.94","9,182,923,895.05","9,214,826,227.82","9,237,457,746.31","9,982,830,217.39","10,067,657,611.87"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"166,617,000.00","166,617,000.00","416,542,500.00","416,542,500.00","472,542,500.00","472,542,500.00","472,542,500.00","472,542,500.00","472,542,500.00","708,813,750.00","708,813,750.00","708,813,750.00","708,813,750.00","708,813,750.00","711,951,871.00","711,951,871.00","1,067,927,806.00","1,067,927,806.00","1,068,321,806.00","1,068,321,806.00","1,602,055,209.00","1,602,055,209.00","1,601,787,759.00","1,601,787,759.00","1,601,787,759.00","1,601,587,959.00","1,601,523,834.00","1,601,523,834.00","1,601,523,834.00","1,601,523,834.00","1,810,776,243.00","1,810,776,243.00","4,526,940,607.00","4,526,940,607.00","4,526,940,607.00","4,526,940,607.00","4,526,940,607.00","4,526,940,607.00","4,526,940,607.00","4,526,940,607.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"100,362,483.88","98,149,763.93","14,841,263.93","14,841,263.93","1,587,843,536.84","1,587,843,536.84","1,592,200,515.84","1,592,200,515.84","1,592,200,515.84","1,355,929,265.84","1,355,929,265.84","1,355,929,265.84","1,355,929,265.84","1,355,929,265.84","1,372,273,327.21","1,372,273,327.21","1,016,297,392.21","1,016,297,392.21","1,022,679,672.21","1,022,679,672.21","476,047,119.21","487,811,969.21","489,163,355.21","489,163,355.21","489,163,355.21","488,656,061.21","488,820,801.21","488,820,801.21","492,190,438.88","492,189,618.50","2,891,182,083.58","2,891,182,083.58","175,017,719.58","175,017,719.58","169,805,796.99","169,805,796.99","169,805,796.99","169,504,954.45","169,439,715.67","169,439,715.67"
无形资产,"39,265.55","51,080,923.17","50,072,505.79","49,835,640.42","49,573,203.21","49,310,766.00","49,080,416.46","48,816,872.79","48,606,954.13","190,165,580.00","193,457,417.43","192,455,979.15","191,456,880.85","190,450,564.21","190,512,103.10","189,478,859.90","188,411,410.00","187,378,644.64","191,172,998.03","190,110,803.50","189,048,608.97","187,986,414.44","187,325,605.59","186,250,735.74","185,218,968.70","184,199,673.04","211,188,139.82","223,874,219.31","222,519,084.51","224,131,652.13","223,356,977.13","212,506,965.64","227,097,838.03","235,198,926.05","231,148,308.38","219,048,081.56","215,638,938.79","244,732,029.33","267,278,357.75","258,167,901.33"
盈余公积,"12,367,605.54","20,625,393.79","46,339,020.36","46,339,020.36","46,339,020.36","46,339,020.36","80,776,672.55","80,776,672.55","80,776,672.55","80,776,672.55","110,091,331.17","110,091,331.17","110,091,331.17","110,091,331.17","146,144,957.65","146,144,957.65","146,144,957.65","146,144,957.65","178,921,254.88","178,921,254.88","178,921,254.88","178,921,254.88","235,141,965.64","235,141,965.64","235,141,965.64","235,141,965.64","278,693,997.32","278,693,997.32","278,654,846.80","278,654,846.80","321,681,086.34","321,681,086.34","321,681,086.34","321,681,086.34","355,769,095.96","355,769,095.96","355,769,095.96","355,769,095.96","369,230,790.72","369,230,790.72"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,684,643.46","19,260,769.54","22,401,718.72","26,139,549.33","31,836,623.55","21,092,584.56",,
减:库存股,,,,,,,,,,,,,,,,,,,"1,134,300.00","1,134,300.00",,,"8,577,114.27","8,577,114.27","8,577,114.27","7,870,020.27","464,310.00","464,310.00","464,310.00","464,310.00",,,,,,,,,,"29,999,930.60"
商誉,,,,,,,,,,,,,,,,,,,"71,906,853.63","71,906,853.63","71,906,853.63","71,906,853.63","41,812,556.15","41,812,556.15","41,812,556.15","41,812,556.15","989,365,347.96","989,365,347.96","1,049,274,944.20","1,049,274,944.20","1,006,748,695.29","1,006,748,695.29","1,006,748,695.29","1,024,588,971.88","946,496,830.93","946,496,830.93","951,531,141.57","951,531,141.57","851,639,798.97","851,639,798.97"
未分配利润,"101,546,326.54","191,545,524.19","208,130,274.90","271,629,223.39","357,221,696.94","454,275,218.19","516,721,525.04","583,060,491.56","525,724,815.96","639,359,658.97","753,248,555.68","858,023,453.82","839,417,721.73","1,026,343,373.16","1,111,752,837.74","1,258,074,259.32","1,209,559,383.85","1,415,179,389.33","1,572,471,686.53","1,737,244,663.54","1,855,208,374.30","2,075,552,867.46","2,181,967,352.09","2,298,932,482.26","2,409,846,831.66","2,572,499,480.52","2,442,419,939.54","2,546,819,170.63","2,540,297,989.70","2,668,763,166.59","2,650,533,671.62","2,793,370,439.13","2,926,873,241.72","3,089,968,027.30","3,174,103,771.46","3,341,186,718.71","3,414,133,656.61","3,530,339,184.50","3,606,026,833.20","3,795,856,720.21"
长期待摊费用,"3,080,020.16","2,306,605.45","1,536,600.97","1,344,099.85","1,151,598.73","959,097.61","766,596.49","574,095.37","1,530,017.51","1,690,236.53","1,946,996.39","1,755,059.72","1,563,123.05","1,462,097.73","4,122,948.84","3,669,196.02","3,215,443.20","3,636,398.22","3,380,152.28","2,888,009.46","2,632,484.84","4,100,294.64","4,065,989.99","5,510,036.04","4,517,106.89","4,176,589.79","7,269,756.19","7,737,073.16","7,238,417.54","7,787,655.14","7,568,987.73","7,582,998.77","9,375,521.78","9,273,337.73","4,931,445.30","8,048,181.71","10,073,812.64","8,472,008.68","8,683,540.64","13,972,870.20"
少数股东权益,,,,,,,,,,,,,,,,,"992,281.21","987,913.10",,,,,,,"9,049,368.34","8,270,560.03","19,724,688.62","11,620,847.01","46,593,996.38","39,874,686.51","37,509,927.86","52,452,280.52","29,559,811.77","29,728,037.24","26,751,286.47","30,953,593.55","4,090,818.91","-431,467.04","-34,197,287.55","-30,600,151.82"
递延所得税资产,"1,026,434.92","4,556,107.98","9,072,939.77","4,983,993.73","1,128,540.18","1,128,540.18","10,215,242.30","10,215,242.30","8,902,631.43","9,626,141.08","14,838,434.12","13,488,831.09","12,404,082.57","17,917,002.24","25,568,698.09","24,904,482.25","19,052,424.13","19,200,486.30","20,345,092.58","20,439,947.78","20,926,791.30","20,906,012.93","20,395,408.60","20,040,597.95","16,422,317.88","18,630,751.67","26,545,620.43","26,906,422.04","23,684,308.05","23,688,872.31","33,386,067.87","34,712,601.98","24,014,741.47","18,286,640.94","38,236,058.51","35,180,200.00","31,583,916.23","34,382,357.70","37,152,375.41","35,387,618.52"
外币报表折算价差,"-1,504,512.58","-1,709.51",,,,,,,,"-820,108.02","-2,562,727.36","-2,779,175.70","-1,731,146.60","-1,054,870.35","-3,324,897.73","-4,615,733.76","-10,203,389.55","-12,053,655.74","-14,842,611.94","-11,209,402.71","-11,220,462.51","-11,100,362.85",,,,,,,,,,,,,,,,,,
