科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"879,089,856.48","867,687,775.27","816,501,404.67",,"313,475,402.77",,"766,671,228.40","120,941,915.14","349,078,137.22","553,827,720.16","814,092,828.17","165,459,250.72","514,738,679.64","833,717,751.32","1,209,965,210.20","300,504,625.70","671,841,020.89","1,113,979,535.06","1,649,742,127.78","330,664,121.55"
取得子公司及其他营业单位支付的现金净额,"184,738.83",,,,,,,,"40,384,553.15","57,137,246.65","76,604,054.73","94,841,536.38","168,142,722.70","173,408,843.12","176,841,283.52","7,317,300.00","-2,000,851.50","26,121,600.07","51,528,702.17","600,000.00"
收到的税费返还,"631,500.00",,"399,769.00",,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,"119,578.47",,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"8,845,134.47","14,893,452.50","15,359,214.38",,"5,745,014.35",,"18,462,017.81","5,375,534.37","13,447,115.75","16,751,587.02","31,299,742.65","6,411,394.98","23,031,303.57","31,337,626.61","38,130,010.12","39,183,915.21","67,658,172.61","133,205,303.25","61,405,483.20","41,496,837.79"
投资活动现金流出小计,"69,341,171.92","54,239,648.23","67,727,790.35",,"34,491,636.06",,"48,258,842.01","248,189,067.39","680,325,654.21","736,653,790.79","754,837,804.88","141,131,447.73","298,313,000.79","866,771,791.80","1,359,235,661.37","416,968,987.21","492,608,892.06","628,615,903.94","764,927,383.89","811,666,693.15"
经营活动现金流入小计,"888,566,490.95","882,581,227.77","832,260,388.05",,"319,220,417.12",,"785,133,246.21","126,317,449.51","362,525,252.97","570,579,307.18","845,392,570.82","171,870,645.70","537,769,983.21","865,055,377.93","1,248,095,220.32","339,688,540.91","739,499,193.50","1,247,184,838.31","1,711,147,610.98","372,160,959.34"
投资活动产生的现金流量净额,"-67,861,432.17","-47,357,085.38","-65,953,585.93",,"-22,344,636.06",,"-35,581,842.01","-248,103,223.51","-462,560,569.32","-453,726,790.57","-472,051,495.77","-99,001,421.45","108,277,386.70","-324,413,899.83","-367,380,015.91","-62,423,009.37","18,440,033.58","-133,627,039.96","-240,390,532.72","-589,285,953.53"
购买商品、接受劳务支付的现金,"410,903,678.51","392,281,615.57","377,193,376.51",,"131,416,744.81",,"255,931,474.71","73,648,117.55","155,259,708.51","243,548,564.05","329,298,367.59","117,705,441.99","247,370,993.99","402,833,344.13","572,634,468.97","153,772,491.37","402,125,776.72","615,391,244.69","841,173,186.19","134,902,357.65"
吸收投资收到的现金,"5,655,000.00","1,015,000.00","1,470,000.00",,,,"538,451,600.00",,"1,248,000.00","1,748,000.00","25,262,860.00","6,550,000.00","6,960,000.00","13,700,000.00","19,040,000.00","8,640,000.00","9,090,000.00","25,110,000.00","82,440,000.00","1,820,000.00"
