科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"82,662,060.53","98,147,594.74","107,033,389.47",,"53,981,084.74",,"109,389,291.33","27,413,231.42","58,536,867.27","87,147,895.87","120,476,886.09","39,172,514.98","79,006,727.37","131,491,149.02","180,610,868.44","52,528,145.39","102,995,183.89","166,655,274.12","228,193,850.25","54,458,699.61"
取得借款收到的现金,"90,000,000.00","102,000,000.00","100,000,000.00",,"70,000,000.00",,"110,000,000.00",,"10,000,000.00","30,000,000.00","30,000,000.00","130,000,000.00","340,000,000.00","390,000,000.00","390,000,000.00","435,000,000.00","565,000,000.00","745,000,000.00","818,000,000.00","390,000,000.00"
支付的各项税费,"96,178,873.30","107,560,549.07","117,753,407.95",,"57,782,909.41",,"106,455,837.95","13,884,792.60","53,556,900.94","76,817,209.41","101,614,652.25","22,324,831.66","67,793,590.61","103,391,883.52","122,873,833.66","27,888,344.89","72,351,480.86","115,140,291.46","144,600,957.54","45,280,345.60"
收到其他与筹资活动有关的现金,,"6,600,000.00","9,000,000.00",,"5,000,583.33",,"5,000,583.33",,,,,,,,,,,,"40,000,000.00",
支付其他与经营活动有关的现金,"117,700,017.83","119,968,843.98","114,400,725.04",,"45,290,404.63",,"115,920,288.75","27,594,220.10","61,557,399.25","100,258,063.70","148,062,734.90","51,096,987.49","108,050,987.52","167,953,736.56","215,566,917.58","85,690,428.10","151,734,545.94","266,533,382.94","261,117,340.70","115,809,107.30"
筹资活动现金流入小计,"95,655,000.00","109,615,000.00","110,470,000.00",,"75,000,583.33",,"653,452,183.33",,"11,248,000.00","31,748,000.00","55,262,860.00","136,550,000.00","346,960,000.00","403,700,000.00","409,040,000.00","443,640,000.00","574,090,000.00","770,110,000.00","1,253,394,800.00","391,820,000.00"
经营活动现金流出小计,"707,444,630.17","717,958,603.36","716,380,898.97",,"288,471,143.59",,"587,696,892.74","142,540,361.67","328,910,875.97","507,771,733.03","699,452,640.83","230,299,776.12","502,222,299.49","805,670,113.23","1,091,686,088.65","319,879,409.75","729,206,987.41","1,163,720,193.21","1,475,085,334.68","350,450,510.16"
偿还债务支付的现金,"114,452,267.00","100,010,000.00","142,262,727.00",,"51,000,000.00",,"120,545,454.00","100,000,000.00","110,000,000.00","130,000,000.00","150,000,000.00",,"40,000,000.00","60,000,000.00","90,000,000.00","130,000,000.00","170,818,184.00","282,681,084.00","303,668,184.00","159,872,900.00"
经营活动产生的现金流量净额,"181,121,860.78","164,622,624.41","115,879,489.08","1,354,400.00","30,749,273.53","75,100,100.00","197,436,353.47","-16,222,912.16","33,614,377.00","62,807,574.15","145,939,929.99","-58,429,130.42","35,547,683.72","59,385,264.70","156,409,131.67","19,809,131.16","10,292,206.09","83,464,645.10","236,062,276.30","21,710,449.18"
分配股利、利润或偿还利息支付的现金,"64,990,350.96","61,874,367.49","61,541,874.31",,"24,854,238.35",,"78,620,190.13","2,468,672.76","16,034,823.31","46,247,275.29","53,865,634.35","1,208,969.21","56,444,006.73","62,941,966.85","87,773,552.83","7,625,555.39","61,745,756.77","76,231,142.61","83,358,967.87","17,244,887.45"
收回投资收到的现金,,,,,,,,,"210,000,000.00","267,000,000.00","267,000,000.00","34,000,000.00","390,200,000.00","525,200,000.00","971,200,000.00","330,354,800.00","472,854,800.00","490,854,800.00","500,986,800.00","221,950,000.00"
支付其他与筹资活动有关的现金,"3,600,000.00","9,000,000.00","8,000,583.33",,,,"5,281,970.00","4,740,000.00","4,740,000.00","4,740,000.00","4,740,000.00",,,,,,,"1,869,000.00","36,698,800.00","1,000,000.00"
取得投资收益收到的现金,"1,412,394.07","1,470,304.88","185,000.00",,"2,279,000.00",,"2,679,000.00","57,843.88","1,218,424.89","9,380,340.22","9,409,429.11","8,081,026.28","16,077,281.06","16,844,323.54","20,579,183.46","2,161,126.34","3,757,625.64","4,100,463.98","7,337,149.18","410,739.62"
筹资活动现金流出小计,"183,042,617.96","170,884,367.49","211,805,184.64",,"75,854,238.35",,"204,447,614.13","107,208,672.76","130,774,823.31","180,987,275.29","208,605,634.35","1,208,969.21","96,444,006.73","122,941,966.85","177,773,552.83","137,625,555.39","232,563,940.77","360,781,226.61","423,725,951.87","178,117,787.45"
处置固定资产、无形资产和其他长期资产收回的现金净额,"67,345.68","408,065.97","1,389,204.42",,"168,000.00",,"298,000.00","28,000.00","2,616,660.00","2,616,660.00","2,646,880.00","49,000.00","67,000.00","67,462.00","76,462.00",,,"33,600.00","119,250.49","20,000.00"
筹资活动产生的现金流量净额,"-87,387,617.96","-61,269,367.49","-101,335,184.64",,"-853,655.02",,"449,004,569.20","-107,208,672.76","-119,526,823.31","-149,239,275.29","-153,342,774.35","135,341,030.79","250,515,993.27","280,758,033.15","231,266,447.17","306,014,444.61","341,526,059.23","409,328,773.39","829,668,848.13","213,702,212.55"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,"246,106.43","246,106.43",,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,"-6,285.14",,,,"-203,275.17",
收到其他与投资活动有关的现金,,"5,004,192.00","200,000.00",,"9,700,000.00",,"9,700,000.00",,"3,930,000.00","3,930,000.00","3,730,000.00",,,,,"22,030,051.50","34,436,500.00",,"16,093,651.50",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,479,739.75","6,882,562.85","1,774,204.42",,"12,147,000.00",,"12,677,000.00","85,843.88","217,765,084.89","282,927,000.22","282,786,309.11","42,130,026.28","406,590,387.49","542,357,891.97","991,855,645.46","354,545,977.84","511,048,925.64","494,988,863.98","524,536,851.17","222,380,739.62"
五、现金及现金等价物净增加额,"25,872,810.65","55,996,171.54","-51,409,281.49",,"7,550,982.45",,"610,859,080.66","-371,534,808.43","-548,473,015.63","-540,158,491.71","-479,454,340.13","-22,089,521.08","394,341,063.69","15,729,398.02","20,289,277.79","263,400,566.40","370,258,298.90","359,166,378.53","825,137,316.54","-353,873,291.80"
购建固定资产、无形资产和其他长期资产支付的现金,"67,758,433.09","54,120,069.76","56,327,790.35",,"32,941,636.06",,"46,708,842.01","10,789,067.39","18,941,101.06","24,016,544.14","42,733,750.15","25,089,911.35","63,940,278.09","99,282,948.68","165,368,877.85","98,151,687.21","150,109,743.56","227,458,803.87","326,898,681.72","94,929,193.15"
期初现金及现金等价物余额,"116,033,499.02","141,906,309.67","197,902,481.21",,"146,493,199.72",,"146,493,199.72","757,352,280.38","757,352,280.38","757,352,280.38","757,352,280.38","277,897,940.25","277,897,940.25","277,897,940.25","277,897,940.25","298,187,218.04","298,187,218.04","298,187,218.04","298,187,218.04","1,131,608,534.58"
投资支付的现金,"1,398,000.00",,"11,400,000.00",,"1,550,000.00",,"1,550,000.00","237,400,000.00","621,000,000.00","655,500,000.00","635,500,000.00","21,200,000.00","66,230,000.00","594,080,000.00","1,017,025,500.00","311,500,000.00","344,500,000.00","375,035,500.00","386,500,000.00","716,137,500.00"
期末现金及现金等价物余额,"141,906,309.67","197,902,481.21","146,493,199.72",,"154,044,182.17",,"757,352,280.38","385,817,471.95","208,879,264.75","217,193,788.67","277,897,940.25","255,808,419.17","672,239,003.94","293,627,338.27","298,187,218.04","561,587,784.44","668,445,516.94","657,353,596.57","1,123,324,534.58","777,735,242.78"
