科目,2007-12-31,2008-12-31,2009-12-31,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"121,616,651.00","255,912,938.93","654,550,021.66","348,700,857.99","364,535,219.78","1,180,964,405.92","653,384,716.71","517,287,124.81","567,722,825.44","286,969,788.36","599,070,366.90","488,113,009.60","476,199,449.84","413,438,022.23","767,431,279.12","627,230,285.70","599,026,475.47","525,147,520.51","1,130,902,346.37","785,252,973.21","603,765,775.38","588,582,496.21","809,502,131.50","860,880,016.74","874,920,167.30","918,662,573.04","616,856,359.37","419,170,197.53","1,592,444,463.29","1,726,364,397.12","1,197,958,413.23","949,376,987.73","1,325,526,265.96","1,532,069,656.98","1,627,219,472.25","1,518,846,939.36","2,279,995,367.33","1,679,466,492.48"
短期借款,"146,000,000.00","288,900,000.00","461,066,430.00","439,700,000.00","474,000,000.00","543,000,000.00","624,000,000.00","679,000,000.00","869,000,000.00","927,250,000.00","815,050,000.00","831,000,000.00","1,005,080,000.00","1,090,000,000.00","1,063,000,000.00","1,149,000,000.00","1,101,260,010.00","1,189,000,000.00","1,419,000,000.00","1,359,000,000.00","1,309,000,000.00","1,263,000,000.00","1,228,000,000.00","1,197,600,000.00","1,147,600,000.00","1,284,781,402.05","1,334,103,969.13","1,245,222,572.83","2,398,323,070.31","2,972,109,806.12","3,326,459,844.27","3,311,881,395.63","3,019,518,316.47","3,218,541,228.00","2,755,146,000.00","4,472,100,000.00","6,847,020,000.00","6,601,020,000.00"
交易性金融资产,,"92,200.00",,,,,,,,,,,,,,,,,,"8,000,000.00",,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"23,220,350.00","12,650,000.00","83,434,545.69","4,893,884.30","27,978,907.50","16,446,924.00","42,301,508.73","30,063,000.00","25,766,029.20","3,929,639.00","27,907,604.00","26,630,000.00","73,651,865.59","59,287,096.99","35,922,401.99","25,289,375.30","113,055,999.00","50,573,173.04","24,991,600.00","53,717,670.90","126,800,048.06","75,100,655.25","141,724,553.42","65,541,352.23","136,012,906.33","59,303,997.72","97,804,069.31","48,771,067.00","419,510,782.62","524,706,701.40","624,344,097.03","572,691,573.27","1,834,908,848.46","1,800,121,368.46","2,339,626,080.75","1,843,075,631.40","313,428,496.25","513,860,744.24"
应付票据,"64,000,000.00","129,030,000.00","246,638,000.00","185,542,600.00","220,942,600.00","153,655,000.00","90,761,000.00","173,152,360.00","217,631,360.00","164,500,000.00","117,558,000.00","164,551,612.00","107,080,051.65","48,005,596.95","45,778,248.90","88,485,091.60","174,714,000.00","161,300,000.00","213,680,000.00","158,017,427.60","209,105,627.60","172,588,200.00","166,891,000.00","262,595,000.00","215,512,853.00","269,715,053.00","140,945,852.78","134,207,504.00","740,271,098.83","754,964,090.36","801,857,819.59","679,234,899.84","789,655,145.23","1,128,851,595.78","1,906,413,576.90",,"1,764,986,183.28",
应收账款,"109,467,773.82","166,943,543.30","352,448,492.53","342,283,821.18","410,257,060.30","407,948,807.16","510,370,968.58","540,312,259.11","708,872,893.00","784,412,107.78","895,267,217.79","990,956,116.17","1,079,686,177.83","1,103,780,588.93","1,196,991,872.63","1,245,335,749.73","1,397,575,911.89","1,516,282,014.08","1,786,332,699.38","1,874,066,213.41","2,049,255,296.87","2,075,347,918.46","2,219,048,938.92","2,240,977,323.88","1,892,850,924.37","1,893,421,382.26","1,780,137,340.63","1,761,628,586.23","3,689,133,424.97","4,340,689,069.57","4,179,916,015.94","4,844,023,653.76","4,845,273,541.86","4,882,518,294.20","5,487,515,535.62","5,710,677,264.17","7,462,651,840.52","7,049,297,814.04"
应付账款,"59,907,019.81","137,828,843.71","212,579,491.51","285,709,560.28","360,320,974.38","273,673,055.73","337,388,983.94","341,348,906.17","398,013,487.12","337,714,678.26","345,065,612.40","446,060,621.82","451,884,840.45","412,278,046.93","431,249,133.33","424,719,229.21","519,337,371.82","451,897,301.46","530,808,976.78","537,063,416.45","659,599,790.87","725,730,772.30","755,716,728.84","484,762,899.55","515,962,381.31","507,216,677.34","591,642,825.68","543,158,203.82","4,274,397,790.29","4,068,422,681.96","5,758,226,107.66","5,545,382,948.80","6,742,609,154.99","6,412,132,058.55","8,103,886,926.60",,"5,974,536,987.64",
预付款项,"122,423,181.48","160,565,730.68","152,457,587.21","101,630,520.66","73,028,467.52","158,195,850.75","166,830,981.32","223,183,124.15","126,808,440.12","208,943,700.65","167,228,038.24","176,221,158.38","100,894,700.89","132,499,276.47","177,126,740.19","250,843,031.76","160,241,136.54","189,632,285.51","127,230,264.30","203,344,498.19","117,495,128.68","153,904,418.11","153,380,553.44","78,352,266.51","139,022,816.71","189,176,506.26","134,701,491.50","220,455,920.71","767,956,910.63","1,445,182,926.58","1,619,825,272.87","1,907,991,265.55","1,321,522,758.68","1,960,257,174.99","1,513,781,649.72","2,205,886,627.35","2,115,999,537.04","2,943,303,651.07"
预收款项,"416,461,245.85","535,262,475.35","447,352,773.00","371,943,009.07","374,198,720.72","376,563,317.79","528,229,023.20","650,554,813.54","515,031,873.87","560,165,018.47","522,726,934.09","536,715,746.55","657,242,507.49","674,567,228.34","536,742,623.70","421,472,536.07","444,701,181.26","466,912,737.94","471,006,887.11","412,944,158.48","292,787,313.37","219,732,337.73","215,943,322.99","187,180,931.35","99,537,843.42","98,029,276.31","126,831,367.41","110,542,494.88","679,623,345.46","1,411,865,060.36","1,282,749,133.61","1,501,631,590.51","2,554,401,938.85","2,848,344,863.85","4,096,378,502.31","3,395,985,026.84","2,318,493,250.26",
其他应收款,"32,429,072.44","33,010,208.51","12,242,584.40","31,899,133.16","27,410,950.53","46,151,366.83","45,940,960.10","54,252,867.14","35,573,714.60","44,252,720.88","39,697,860.55","57,410,924.70","39,160,999.39","69,764,466.18","50,748,064.21","68,957,218.73","47,457,717.13","54,637,848.93","60,871,662.10","72,405,060.42","57,803,053.85","58,349,973.60","66,607,706.03","62,878,149.73","57,072,474.32","79,210,217.88","92,399,871.40","114,642,276.49","211,043,177.07","309,767,661.84","283,407,675.58","304,856,363.32","635,068,107.23","741,406,792.11","772,020,543.00","815,679,869.64","569,099,007.62","674,267,843.66"
