科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"331,199,789.08","317,206,590.26","231,524,822.47","238,730,150.87","479,653,794.04","505,894,909.06","541,899,132.96","371,463,636.79","622,281,282.13","678,141,537.41","832,030,636.41","941,009,351.12","975,065,922.74","1,185,287,904.84","846,240,006.93","984,112,252.93","1,571,578,285.99","1,963,636,638.05","1,262,168,434.11","1,146,799,836.99","1,023,218,724.52","1,312,703,946.05","1,201,540,969.27","812,506,303.67","1,026,943,584.73","1,511,442,336.37","992,912,718.53","755,554,948.35","843,879,481.88","792,624,754.27","1,002,164,122.96","615,271,451.59","754,339,551.70","724,140,170.01","687,049,356.12","632,519,900.00","721,663,700.00","497,028,900.00","631,894,800.00","718,619,800.00","629,343,200.00","876,084,100.00","968,316,400.00"
短期借款,"7,000,000.00",,,,,,,,"84,000,000.00","56,000,000.00","40,000,000.00","66,500,000.00","58,500,000.00",,,,,"50,000,000.00","50,000,000.00","50,000,000.00","134,582,348.72","149,962,348.72","249,962,348.72","299,962,348.72","419,380,000.00","869,000,000.00","1,116,500,000.00","1,416,500,000.00","1,397,500,000.00","1,307,500,000.00","1,502,000,000.00","440,000,000.00","440,000,000.00","440,000,000.00","440,000,000.00","540,000,000.00","740,000,000.00","800,000,000.00","969,493,400.00","948,993,400.00","992,993,400.00","1,212,993,400.00","1,148,500,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,"200,000,000.00","500,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"264,897,615.56","393,089,795.44","634,382,816.39","568,320,155.80","574,932,553.53","726,683,095.00","1,066,247,780.54","576,939,966.30","1,049,718,998.19","861,319,693.08","1,064,950,993.44","956,247,462.21","1,042,007,457.29","1,250,447,176.87","1,520,211,390.30","1,794,743,939.21","1,819,047,647.89","1,850,593,086.09","1,695,402,211.92","2,172,780,239.86","2,492,415,293.90","2,462,113,451.13","1,733,487,414.99","2,605,964,531.18","2,331,933,471.12","2,222,437,999.72","1,852,172,479.99","2,679,927,086.73","2,174,412,955.23","2,134,966,479.63","2,023,692,729.35","2,185,249,914.20","1,828,017,164.17","1,668,458,976.09","1,398,344,575.92","1,463,377,900.00","1,291,910,500.00","1,493,150,000.00","1,676,672,400.00","2,251,755,900.00","2,862,646,500.00","2,931,159,900.00","2,508,492,100.00"
应付票据,,,,,,,,,"30,000,000.00","30,000,000.00","30,000,000.00","28,500,000.00","28,500,000.00","15,000,000.00",,,"50,855,422.70","116,032,263.90","116,190,621.21","203,622,484.66","194,260,274.83","248,127,750.59","355,056,639.79","489,998,328.36","543,557,532.31","444,425,387.52","329,979,796.24","351,222,758.85","396,915,481.81","405,512,155.67","356,018,915.13","322,252,148.81","328,832,666.81","331,144,376.45","291,260,919.96","242,970,700.00","220,643,600.00","220,831,300.00","241,286,600.00","292,344,200.00","333,813,700.00","313,647,500.00","281,747,800.00"
应收账款,"68,681,778.55","85,666,661.65","86,061,732.54","57,450,195.65","65,723,230.21","51,156,722.81","81,931,586.09","192,197,173.88","232,279,898.76","240,254,114.20","109,840,045.63","216,670,964.34","270,354,600.13","263,702,788.15","287,565,189.75","237,440,076.98","293,198,172.63","210,796,553.82","264,461,930.37","269,859,996.26","320,478,297.39","611,903,319.04","823,318,079.29","650,876,757.29","773,962,839.79","904,476,941.55","1,079,647,979.85","753,486,764.00","1,051,987,320.80","1,344,710,468.45","1,043,465,566.22","984,711,176.15","994,818,397.61","1,025,617,399.65","1,101,284,871.92","1,171,055,200.00","1,062,695,300.00","1,146,152,400.00","1,151,622,700.00","669,975,600.00","539,091,000.00","627,921,500.00","508,315,100.00"
应付账款,"78,006,212.51","77,264,496.91","76,270,325.38","109,794,135.12","99,192,155.40","468,359,337.63","552,516,781.68","264,284,420.40","362,729,389.36","375,517,843.09","493,059,477.40","555,319,167.18","414,834,457.73","440,274,344.40","538,230,114.88","556,993,087.49","548,509,585.09","673,734,990.89","729,899,953.10","1,016,724,285.34","906,689,483.91","808,687,705.23","947,380,310.50","1,152,906,079.52","967,015,055.34","977,875,571.47","988,148,747.73","1,235,177,674.03","971,788,332.15","965,853,733.44","913,871,211.66","898,978,181.66","715,324,168.79","646,592,520.07","661,288,386.43","811,427,200.00","602,351,400.00","603,443,200.00","633,978,900.00","699,655,500.00","569,156,500.00","581,854,100.00","636,217,200.00"
预付款项,"16,398,487.01","16,970,525.01","13,159,701.01","17,996,220.14","24,022,982.35","12,691,310.34","15,409,666.28","6,414,401.04","64,804,591.06","111,360,432.24","107,395,700.54","51,460,633.02","66,780,686.20","96,675,438.56","85,437,092.23","51,536,802.93","51,968,063.34","181,509,329.64","116,831,989.15","173,212,390.48","191,471,735.66","239,969,962.00","285,433,168.69","171,843,868.97","140,132,989.89","136,135,117.15","155,877,978.30","69,882,674.15","76,593,689.65","107,572,011.40","123,863,127.57","72,882,341.76","107,764,591.82","98,148,112.05","146,306,145.55","44,423,700.00","48,277,700.00","62,266,400.00","84,283,700.00","49,078,300.00","56,220,800.00","50,165,400.00","68,426,100.00"
预收款项,"44,394,160.69","64,052,100.11","57,406,148.69","82,769,270.89","88,578,716.37","136,293,925.87","97,212,280.21","19,993,286.05","91,412,858.21","79,864,305.90","48,306,195.58","58,509,890.36","63,725,997.79","34,036,075.54","82,396,537.71","94,894,299.24","57,537,190.56","67,051,182.68","127,525,107.71","41,471,217.85","87,639,395.25","62,294,914.60","93,900,677.60","81,993,673.55","159,513,676.02","87,343,689.17","113,313,662.98","191,347,196.43","147,388,410.64","113,348,423.60","135,797,545.92","119,233,562.70","157,302,832.51","97,542,650.18","138,720,838.12","105,468,300.00","49,209,100.00","77,740,700.00","114,256,900.00","137,463,900.00","131,315,100.00","92,848,800.00","132,655,300.00"
