科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"224,529,705.42","294,381,168.79","135,415,457.31","196,275,520.03","340,663,376.31","75,104,241.78","159,781,807.27","227,920,887.23","357,340,153.02","64,511,230.97","157,047,863.71","246,261,918.11","333,412,151.52","71,062,401.67","175,534,546.45","286,873,499.88","461,967,811.98","75,460,668.02","203,946,176.06","303,207,390.54","469,490,126.74","67,016,200.97","283,026,121.42","378,361,486.88","556,293,620.56","88,874,237.12","327,025,910.34","447,127,876.61","639,096,111.00","126,590,453.16","359,398,673.67","486,308,304.87","645,364,074.39","85,704,287.48","319,573,684.58","465,834,510.07","672,135,270.58","100,155,555.51"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,"2,009,518.41","2,009,518.41","2,012,854.94",,,,,,,,,,,,,,,,,,,,,,,"56,064.00",,"1,979.13","562,281.13","4,693,152.74","4,837,721.65",,"55,383.68","5,984,668.74",,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"599,191.10",
收到其他与经营活动有关的现金,"201,212.74","1,819,438.30","1,122,444.22","1,796,289.87","1,612,163.88","854,469.31","3,253,010.43","4,026,413.53","5,969,099.10","4,306,808.62","11,465,238.33","14,375,105.10","25,495,072.62","12,683,619.06","13,120,340.90","16,655,717.09","30,273,117.55","3,360,776.53","5,922,737.74","14,993,584.45","53,642,904.83","1,679,093.53","2,562,385.97","41,552,699.97","63,966,451.87","513,529.73","1,663,136.25","2,136,310.98","11,548,812.04","3,506,785.00","5,495,857.02","6,327,473.71","4,308,809.22","8,643,836.12","11,227,027.86","22,977,475.27","49,547,762.12","588,619.94"
投资活动现金流出小计,"8,731,444.29","10,329,549.00","1,248,000.27","6,470,886.42","7,452,402.43","766,655.00","948,170.00","1,209,273.00","6,528,867.83","7,212,900.43","17,797,302.43","42,401,972.12","82,355,421.36","26,220,102.04","30,872,702.27","78,696,718.77","136,060,848.80","39,588,125.40","77,539,019.22","145,453,983.92","189,186,646.32","37,743,460.04","70,816,592.08","90,690,784.98","124,997,519.36","19,930,116.40","43,836,188.29","88,229,418.40","138,603,582.32","10,801,913.89","29,701,570.36","32,923,170.40","134,999,859.20","4,005,139.81","7,981,179.15","14,084,516.37","25,067,253.82","3,217,209.72"
经营活动现金流入小计,"224,730,918.16","296,200,607.09","138,547,419.94","200,081,328.31","344,288,395.13","75,958,711.09","163,034,817.70","231,947,300.76","363,309,252.12","68,818,039.59","168,513,102.04","260,637,023.21","358,907,224.14","83,746,020.73","188,654,887.35","303,529,216.97","492,240,929.53","78,821,444.55","209,868,913.80","318,200,974.99","523,133,031.57","68,695,294.50","285,588,507.39","419,914,186.85","620,260,072.43","89,387,766.85","328,689,046.59","449,320,251.59","650,644,923.04","130,099,217.29","365,456,811.82","497,328,931.32","654,510,605.26","94,348,123.60","330,856,096.12","494,796,654.08","721,683,032.70","100,744,175.45"
投资活动产生的现金流量净额,"-8,611,444.29","-9,615,359.00","-1,216,000.27","-6,297,386.42","-7,278,902.43","-766,655.00","-948,170.00","-1,209,273.00","-6,508,867.83","-7,176,900.43","-17,761,302.43","-42,365,972.12","-82,299,861.36","-26,179,352.04","-30,831,952.27","-78,655,468.77","-135,986,457.47","-39,568,125.40","-77,478,719.22","-145,393,683.92","-189,128,511.63","-37,743,460.04","-70,809,092.08","-90,683,284.98","-124,990,019.36","-19,929,996.40","-43,836,068.29","-88,223,798.40","-108,021,630.95","-10,801,913.89","-29,701,207.36","-32,718,370.35","-46,717,045.46","-4,005,139.81","-7,981,179.15","-13,994,016.37","-24,279,315.50","-3,217,209.72"
购买商品、接受劳务支付的现金,"171,675,562.74","255,480,995.04","102,324,107.97","158,823,512.44","252,003,148.79","74,604,335.27","138,727,792.33","211,820,478.50","263,302,618.25","101,493,094.21","185,427,393.24","249,729,958.50","289,121,320.96","114,839,010.01","183,471,717.01","263,246,040.04","334,155,252.63","126,237,135.01","222,849,200.91","283,857,916.04","352,342,384.85","151,722,790.30","246,772,787.70","380,536,402.34","480,461,488.35","126,824,383.74","265,966,784.32","380,231,847.44","488,228,235.96","107,684,887.56","207,619,113.52","327,320,177.11","449,310,126.30","129,485,470.58","288,957,370.66","404,157,211.74","488,206,676.44","86,199,200.44"
吸收投资收到的现金,,,"43,284,057.00","43,284,057.00","603,184,057.00",,,,,,,,,,"18,600,000.00","18,600,000.00","18,600,000.00",,,,,"1,500,000.00","1,500,000.00","13,030,000.00","15,910,000.00","14,498,310.72","30,239,679.49","34,780,524.45","88,400,422.23","16,210,393.46","25,330,847.56","38,518,628.62","41,407,375.80","12,832,200.91","18,908,985.14","20,577,506.11","20,572,175.99","5,734,905.33"
