科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"13,975,643.07","30,395,109.45","45,426,258.88","61,650,473.38","700,003,278.62","709,922,196.03","659,812,047.55","660,269,056.99","651,008,022.43","652,894,575.25","607,962,696.99","544,841,721.71","553,786,370.59","608,430,210.66","576,607,418.81","584,988,383.34","564,274,825.70","581,734,726.89","575,067,948.53","551,457,415.84","517,317,643.18","566,760,613.16","448,160,794.11","415,574,531.38","150,831,424.64","206,062,366.14","198,683,800.67","189,706,097.91","303,279,101.94","240,612,463.07","225,833,690.78","204,923,638.20","208,121,344.08"
短期借款,"25,000,000.00","48,000,000.00","28,000,000.00","28,000,000.00","28,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,"250,000.00","1,142,937.06","162,937.06","682,937.06","3,329,629.80","8,321,730.35","2,213,809.01","7,292,450.36","4,626,325.96","14,902,426.50","3,220,156.50","11,073,634.76","2,592,430.00","33,266,985.93","3,730,562.00","5,070,000.00","1,800,800.00","14,039,193.37","5,590,225.00","3,231,400.00","8,231,022.65","14,465,207.90","3,504,048.07","4,387,999.00","1,574,588.50"
应付票据,,,"5,200,000.00","3,084,766.83","4,600,000.00","2,750,000.00","3,575,073.21","3,365,857.34","5,492,405.00","3,967,950.42","4,287,803.78","2,078,088.25",,"2,587,582.51","7,852,700.96","9,624,213.02","3,010,000.00","1,900,000.00",,,,"4,200,000.00","700,000.00","9,471,544.50","58,936,433.38","67,505,231.87","60,940,710.84","82,650,063.90","130,864,497.38","133,128,672.03","93,018,582.24","62,198,628.33","63,828,386.56"
应收账款,"17,109,675.55","15,700,969.32","28,748,074.26","62,651,954.13","60,236,350.01","36,316,153.66","85,317,197.45","100,689,080.96","105,144,861.33","102,472,102.64","132,144,503.09","141,027,748.73","138,460,635.46","101,614,794.61","131,789,758.67","130,580,332.99","147,383,238.87","105,907,841.90","144,051,543.36","178,489,792.20","227,565,978.90","167,312,223.89","258,022,389.37","335,597,823.27","312,221,692.10","261,222,285.58","276,027,302.05","319,529,252.79","280,000,707.57","194,289,751.46","204,752,938.86","185,610,789.47","183,283,558.30"
应付账款,"60,633,611.98","26,394,546.83","57,362,930.42","88,422,569.16","75,424,460.81","82,809,874.79","75,686,609.89","114,566,870.80","121,799,864.71","122,611,967.01","90,477,004.33","103,780,752.49","97,483,197.17","133,714,453.65","107,668,015.94","136,213,914.40","132,828,737.14","115,584,876.96","97,858,793.51","133,287,389.34","126,327,669.12","145,154,085.04","96,767,097.23","157,233,076.04","118,340,429.84","105,637,758.68","113,089,367.75","149,560,654.89","125,444,498.30","89,010,731.41","74,458,510.09","144,862,238.28","134,346,401.70"
预付款项,"6,861,783.16","3,015,753.86","5,774,144.74","8,654,100.45","9,173,180.04","8,350,267.05","16,409,263.49","15,281,148.20","23,747,348.26","16,122,018.83","27,395,305.00","24,911,059.58","20,878,596.26","17,880,374.59","17,782,303.94","25,007,502.46","22,771,165.28","13,735,286.82","17,818,753.29","14,957,467.03","34,683,935.11","16,140,632.01","9,345,222.26","15,940,359.58","8,819,274.21","9,669,563.74","11,992,443.37","11,163,247.06","7,066,688.15","7,330,044.72","6,152,965.18","8,324,385.75","7,510,157.77"
预收款项,"4,527,006.14","2,800,079.81","3,541,349.36","3,896,122.44","5,619,206.54","2,925,203.33","2,032,784.97","3,649,388.44","539,046.16","3,964,864.41","2,854,702.38","4,168,737.05","3,459,753.07","8,976,360.60","9,560,584.54","8,896,365.79","8,654,021.65","7,789,662.74","5,484,317.68","2,612,610.71","3,658,858.61","2,375,471.15","2,901,898.26","3,326,364.96","3,353,187.79","4,737,490.71","4,520,843.25","3,633,613.07","5,929,985.92","6,190,520.20","4,440,617.88","3,709,433.44","4,340,489.08"
其他应收款,"6,038,850.16","3,029,793.06","5,486,835.37","2,058,447.90","3,627,637.88","3,477,156.15","4,992,058.99","7,050,557.89","11,700,252.65","7,041,522.91","7,742,690.51","14,607,987.36","8,959,086.28","6,067,223.98","6,916,642.61","7,559,906.46","14,931,861.01","20,720,539.97","14,794,493.48","13,160,385.90","14,029,612.27","23,852,866.29","25,211,917.65","37,520,097.78","13,096,206.96","29,607,035.81","21,721,113.17","27,813,935.84","43,071,670.56","34,843,753.00","24,290,379.65","25,997,353.76","31,780,380.94"
应付职工薪酬,"1,387,008.88","1,393,364.32","3,144,943.34","3,752,255.38","3,061,852.36","3,911,817.19","3,874,237.83","3,622,852.13","3,664,876.14","4,591,012.60","4,618,075.91","4,515,933.38","5,137,584.28","5,089,281.24","5,287,997.30","6,968,576.66","6,971,374.98","6,368,143.35","6,063,273.13","5,607,732.02","5,736,052.97","6,475,985.57","6,346,595.77","6,106,314.43","7,358,680.46","7,156,025.14","5,461,705.77","8,516,001.38","7,316,850.73","7,215,805.12","5,464,464.45","6,920,460.55","6,297,489.98"
