科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"362,910,760.08","165,829,280.03","124,229,085.95","993,692,417.46","1,041,144,436.13","948,507,191.95","876,493,626.74","870,120,330.87","686,799,769.46","732,208,385.67","695,267,930.14","462,527,312.36","333,799,895.51","316,524,938.37","362,742,055.14","393,117,789.17","412,244,643.02","1,374,902,900.03","825,145,631.28","1,223,621,495.11","844,063,789.48","764,835,001.96","838,710,342.99","795,688,636.84","742,216,233.79","696,967,150.70","590,573,767.22","612,113,584.12","603,355,829.83","486,174,388.86","563,061,968.02","670,149,602.44","531,175,827.02","480,772,473.74","434,410,245.27","367,027,791.50","396,022,618.12","365,950,987.26","228,442,282.25","280,725,240.40","159,534,093.38","219,374,895.36","194,265,181.84","321,733,455.08","144,851,402.00"
短期借款,"712,000,000.00","762,000,000.00","905,000,000.00","804,147,990.00","1,003,762,350.00","1,188,112,112.02","1,317,653,809.97","1,249,687,531.48","1,097,139,442.39","1,205,529,313.39","1,194,287,000.00","1,188,207,530.00","1,494,434,345.00","1,539,145,835.00","1,618,210,665.00","1,704,342,030.00","1,582,461,264.93","1,720,776,881.65","1,312,017,302.10","1,445,106,579.68","1,404,134,443.75","1,380,688,446.92","1,450,759,133.73","624,262,321.80","919,401,676.70","953,117,091.00","957,062,080.00","1,017,141,014.00","1,149,942,003.02","1,074,653,052.54","1,159,987,226.48","1,399,178,200.00","1,368,597,160.00","1,414,869,977.82","1,386,744,127.65","1,273,613,747.96","1,130,408,733.10","1,078,891,092.60","887,985,430.01","830,209,725.93","762,705,163.17","771,505,697.14","681,019,770.38","814,160,496.40","711,180,987.19"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,000,000.00",,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,"724,945.42","724,945.42","678,396.64","678,396.64","435,257.54","435,257.54","199,581.27","199,581.27","97,470.57","97,470.57",,,,,,,,,,,,,,,,,,,,
应收票据,"36,558,350.30","47,494,983.06","57,553,248.86","117,225,131.26","199,473,895.97","218,032,936.96","213,120,051.80","178,487,235.19","133,950,926.93","157,628,281.07","143,254,607.99","124,715,891.87","121,532,472.25","171,407,546.26","200,429,379.99","239,025,414.82","437,982,849.29","644,359,203.46","833,371,524.12","665,305,597.31","603,017,944.48","786,062,540.75","853,857,029.97","877,551,446.78","796,545,820.92","782,848,146.17","797,729,797.89","811,818,407.07","704,702,465.50","644,905,920.90","685,914,726.45","715,209,189.93","681,381,441.80","824,006,477.30","822,695,487.98","791,663,599.55","770,553,543.03","874,742,964.02","870,251,780.23","923,989,425.83","1,012,619,352.84","1,095,766,887.93","1,493,876,842.36","1,482,214,767.54","1,400,169,102.67"
应付票据,"17,500,000.00","30,000,000.00","25,500,000.00","18,550,000.00","98,500,000.00","140,000,000.00","104,300,000.00","42,300,000.00","14,000,000.00","39,300,000.00","35,900,000.00","28,000,000.00","18,870,000.00","30,656,904.92","69,997,395.29","83,791,497.59","103,776,729.63","190,538,526.41","121,364,301.78","34,145,975.89","39,312,990.86","92,077,261.03","136,851,528.59","73,001,132.48","18,538,873.20","24,649,256.58","23,414,388.75","11,400,000.00","4,000,000.00","35,808,000.00","52,977,977.65","19,169,977.65",,"10,857,563.90","11,410,000.00","4,150,000.00","11,210,000.00","14,190,000.00","5,080,000.00",,"3,300,000.00","3,930,353.37","630,353.37","100,000.00","1,350,000.00"
应收账款,"246,343,158.51","254,536,456.63","264,884,853.26","407,977,889.93","532,686,002.80","527,230,598.43","504,341,425.46","405,811,552.73","413,185,104.55","434,464,258.62","460,479,917.88","447,184,463.55","466,347,075.58","508,284,826.60","599,253,406.61","620,783,398.26","682,867,630.99","690,336,778.83","629,844,816.90","471,980,157.17","530,614,683.31","506,710,031.63","518,495,167.74","509,992,336.01","441,359,673.21","448,455,193.81","461,103,946.69","543,710,385.81","468,001,688.39","497,830,830.95","439,554,324.62","502,004,568.47","471,832,024.18","523,096,955.58","513,675,497.66","517,006,126.49","485,357,890.42","500,136,481.68","435,775,319.86","419,698,177.87","437,034,998.76","535,105,747.47","600,049,042.75","553,883,856.16","530,152,278.20"
应付账款,"98,254,544.44","126,529,361.45","141,157,607.37","97,254,913.55","360,883,411.97","279,772,412.91","112,092,470.79","178,573,041.74","137,688,716.48","142,441,234.01","172,440,456.97","189,245,697.41","190,794,677.80","195,657,718.21","312,667,003.17","259,359,447.55","291,676,710.61","276,407,094.81","392,403,926.99","269,617,515.65","243,803,055.28","269,536,302.97","296,305,541.41","172,204,823.69","264,811,240.51","187,936,985.29","253,519,267.82","175,040,235.90","199,670,810.99","215,926,399.54","215,160,274.64","193,553,068.73","244,672,887.89","192,706,489.54","261,711,829.95","196,455,880.26","237,946,789.91","238,885,876.10","234,542,598.40","269,577,870.22","295,356,542.08","250,929,282.57","372,353,088.10","226,308,432.51","230,786,296.67"
预付款项,"10,147,944.11","104,368,985.71","106,688,823.13","136,203,618.99","127,836,327.05","122,446,605.96","149,452,222.66","60,559,493.61","87,528,379.06","89,830,001.10","106,520,095.40","49,736,810.97","180,310,662.69","85,758,955.35","95,835,592.75","61,370,912.92","60,486,860.63","48,272,905.83","67,161,146.08","75,765,480.61","90,412,854.93","114,453,579.92","159,050,126.31","42,573,193.81","16,268,144.74","31,446,918.75","103,751,227.42","33,503,549.09","32,962,630.13","62,824,692.51","63,660,734.93","27,960,457.20","45,825,952.97","38,903,578.56","111,135,310.28","8,395,710.39","2,652,853.44","19,141,187.42","42,495,384.03","10,697,179.37","16,327,485.00","16,784,636.13","19,722,359.58","5,843,001.23","11,624,126.96"
预收款项,"20,232,018.05","25,652,844.02","11,722,489.10","11,820,328.19","18,505,650.68","5,830,849.18","9,775,382.93","6,285,456.94","8,334,883.97","9,793,183.34","12,022,227.47","14,297,119.57","15,582,780.92","9,412,445.91","11,766,198.25","13,602,201.67","14,764,820.99","6,987,287.56","17,615,078.88","26,804,024.48","31,925,075.57","13,938,925.92","14,878,333.61","10,085,026.21","9,400,997.91","11,744,178.36","14,616,058.70","10,977,128.16","18,669,658.89","11,732,941.90","14,068,676.94","13,874,516.84","15,656,874.75","16,397,794.29","17,612,993.99","13,326,473.65","19,627,774.43","19,511,685.53","19,741,939.39","40,080,043.03","41,067,049.56","44,833,987.56","63,925,971.09","26,974,702.15","33,642,283.05"
