科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"111,812,231.30","318,555,474.76","399,257,749.66","748,908,569.55","112,927,520.36","429,752,371.87","521,954,377.03","711,334,626.21","86,023,855.41","205,358,628.96","417,052,510.61","662,487,139.07","132,731,451.12","292,279,140.65","512,350,862.71","839,690,820.34","99,262,744.46","376,370,946.43","587,653,856.86","1,045,871,742.48","180,225,195.75","829,025,345.00","1,691,854,357.76","2,178,561,812.26","317,312,716.83","624,132,181.06","1,620,079,942.52","2,179,475,018.03","536,471,560.38","1,243,086,715.88","1,482,161,968.10","2,452,820,610.27","47,090,221.88","284,272,479.89","326,794,569.25","685,869,260.92","242,946,139.40","317,532,688.03","315,308,387.78","1,389,514,740.57","794,450,190.93","1,104,979,531.58","1,569,269,780.33","1,878,407,774.46","434,566,732.37","495,474,528.34"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"5,392,794.97","11,766,771.73","17,954,148.26","27,517,294.92","5,189,763.89","9,584,838.94","17,191,361.15","30,079,389.54","2,966,748.63","5,725,879.33","12,659,629.87","35,285,387.21","6,837,157.04","7,872,195.66","10,800,471.99","11,404,248.97","5,381,637.73","15,231,671.90","22,013,208.82","23,080,800.85","3,024,536.06","22,598,948.15","39,454,730.22","56,689,461.55","9,832,088.40","34,329,626.75","36,602,039.51","55,033,820.08",,"3,315,670.90","11,401,101.65","10,760,901.41","1,699,200.05","1,699,200.05","1,816,202.34","10,720,763.93","50,086,236.80","142,037,961.23","147,474,115.06","180,700,276.92","7,576,261.18","99,449,823.55","139,169,982.63","161,521,678.00","12,358,566.30","36,877,964.99"
支付其他与投资活动有关的现金,,,,,,,,,200.50,200.50,200.50,"27,389,770.85",,,,,,,,,,,,,,,,,"33,313.68",,"33,313.68",,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"923,902.86","162,440,878.14","158,658,509.32","255,540,811.49","9,858,446.16","28,996,677.63","47,501,487.15","102,880,173.69","1,438,310.64","15,384,097.74","15,987,610.70","77,062,213.83","14,151,347.02","34,084,167.24","54,826,140.66","6,815,828.82","-7,399,504.39","-7,275,474.03","-4,898,758.97","11,181,321.71","5,522,603.31","11,966,222.10","20,732,043.41","24,160,274.20","10,215,165.47","78,724,401.07","91,807,714.09","56,755,313.31","22,068,488.84","275,455,155.77","55,082,059.14","67,544,597.41","8,715,936.61","26,021,468.85","37,860,666.50","51,764,174.89","42,797,789.17","67,741,628.67","100,504,170.02","57,526,457.34","77,295,332.92","18,279,158.33","28,409,843.47","53,535,085.38","20,984,343.87","19,596,185.58"
投资活动现金流出小计,"11,989,340.29","22,168,420.41","22,343,190.23","22,804,595.38","27,182.30","5,614,268.71","8,437,459.78","13,620,639.95","31,012,335.61","32,429,272.12","32,909,838.75","66,671,323.65","375,050.50","475,015.20","522,389.28","1,335,155.53","129,111.68","1,029,814.16","292,973.51","4,615,020.79","326,473.43","687,334.20","1,140,050.00","2,932,939.11","838,295.96","1,049,700.47","1,068,197.78","4,873,388.78","2,716,304.63","2,858,462.46","3,377,320.88","5,057,219.31",699.50,"431,877.19","431,936.21","8,433,735.25","936,988.00","4,562,477.00","5,032,332.00","9,417,244.16","38,895,422.50","38,990,370.50","41,137,128.46","41,689,321.00","160,621.93","342,387.51"
经营活动现金流入小计,"118,128,929.13","492,763,124.63","575,870,407.24","1,031,966,675.96","127,975,730.41","468,333,888.44","586,647,225.33","844,294,189.44","90,428,914.68","226,468,606.03","445,699,751.18","774,834,740.11","153,719,955.18","334,235,503.55","577,977,475.36","857,910,898.13","97,244,877.80","384,327,144.30","604,768,306.71","1,080,133,865.04","188,772,335.12","863,590,515.25","1,752,041,131.39","2,259,411,548.01","337,359,970.70","737,186,208.88","1,748,489,696.12","2,291,264,151.42","558,540,049.22","1,521,857,542.55","1,548,645,128.89","2,531,126,109.09","57,505,358.54","311,993,148.79","366,471,438.09","748,354,199.74","335,830,165.37","527,312,277.93","563,286,672.86","1,627,741,474.83","879,321,785.03","1,222,708,513.46","1,736,849,606.43","2,093,464,537.84","467,909,642.54","551,948,678.91"
投资活动产生的现金流量净额,"82,674,986.53","422,679,571.72","517,270,989.85","511,580,998.22","-27,182.30","902,688.41","1,774,609.98","-1,571,152.31","-20,772,335.61","-21,893,889.46","-21,821,963.40","78,135,531.36","-313,050.50","-410,920.20","-458,294.28","-1,320,660.53","-129,111.68","-520,753.93","216,086.72","-4,057,960.56","-326,473.43","-662,434.20","-1,050,950.00","-2,002,364.96","-815,861.45","-1,027,419.79","-1,045,382.32","27,906,832.72","-2,523,764.63","-2,665,922.46","-3,079,780.88","-1,727,100.51",-699.50,"-431,877.19","-11,540.47","-8,013,339.51","-936,988.00","-3,649,325.28","-3,976,157.28","-8,356,942.44","-38,895,422.50","-37,854,370.50","-39,956,254.91","-39,512,060.42","-160,621.93","-342,387.51"
购买商品、接受劳务支付的现金,"152,784,421.98","333,802,079.36","397,830,231.34","603,480,674.68","101,026,064.38","277,334,311.55","425,101,302.13","640,580,093.40","171,693,616.51","276,094,601.25","453,639,054.74","601,921,170.55","214,239,485.07","411,728,215.85","625,084,304.56","855,006,956.95","122,821,681.63","329,138,020.52","545,900,084.38","820,155,621.87","262,569,829.68","649,743,319.51","1,157,822,512.03","1,575,403,432.49","303,158,972.33","622,682,198.79","882,392,685.65","1,363,097,468.92","265,873,975.82","568,183,868.90","831,549,063.82","1,326,573,675.25","91,529,797.80","455,120,335.78","640,199,297.12","938,390,137.74","285,182,627.45","885,008,254.98","1,277,787,536.85","1,704,376,438.11","388,085,093.97","1,039,459,929.15","1,160,994,970.20","1,667,101,899.32","261,970,504.20","487,438,425.04"
吸收投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
