科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
应收关联公司款,,,,,,,,,,,,
应交税费,"11,358,782.99","18,630,112.77","24,577,106.37","13,851,917.56","19,882,532.05","12,368,706.46","16,356,055.79","12,168,130.81","4,555,592.38","10,375,308.46","13,786,900.48","12,700,243.96"
应收利息,,,,,,,,,,,,
应付利息,,,,,,,,,,,,
应收股利,,,,,,,,,,,,
应付股利,"16,155,000.00","16,155,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,,,"13,312,000.00",,,
存货,"137,594,562.99","93,779,739.71","74,479,515.22","79,485,364.01","163,372,417.72","174,043,229.44","131,735,663.91","140,530,021.40","182,666,165.44","203,922,826.91","230,066,415.99","213,922,558.22"
其他应付款,"1,642,022.17","1,920,111.87","1,944,598.72","1,945,629.99","15,931,260.80","3,994,445.54","3,289,277.75","3,940,558.16","2,194,578.26","2,270,066.93","3,330,169.13","1,203,777.60"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,"11,363,218.02","12,625,797.80"
一年内到期的非流动负债,,,,,,,,,,,,
其他流动资产,,,,,,,"58,069,417.53","47,754,656.84","4,935,461.80","54,656.84","20,090,904.84","20,054,656.84"
其他流动负债,,,,,,,,,,,,
流动资产合计,"523,867,619.39","505,473,052.86","550,082,051.88","531,430,527.44","597,164,097.04","721,068,595.62","706,069,384.28","654,673,071.27","716,595,302.18","842,330,829.78","842,885,696.90","772,996,033.57"
流动负债合计,"436,243,742.81","410,619,551.69","411,386,247.61","393,312,910.95","459,185,102.10","345,952,703.13","349,150,391.27","291,404,847.51","360,558,617.04","451,368,577.45","447,910,046.63","405,521,123.85"
可供出售金融资产,,,,,,,,,,,,
长期借款,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,"37,391,967.66","37,391,967.66","37,391,967.66","10,594,740.46",,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"68,540,746.86","102,667,453.19","96,209,836.46","94,026,511.69","92,198,219.57","90,061,806.17","87,475,371.31","85,209,503.53","83,627,911.11","81,550,132.69","83,218,487.66","83,037,182.30"
递延所得税负债,,,,,,,,,,,,
在建工程,"9,873,131.31","1,399,250.00","10,220,369.99","19,922,676.15","34,998,645.72","36,358,871.45","37,663,273.53","38,971,787.19","41,795,921.26","44,621,354.73","58,151,622.80","89,207,119.71"
其他非流动负债,"3,680,303.54","3,656,424.95","3,612,546.37","3,601,576.72",,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"3,680,303.54","3,656,424.95","3,612,546.37","3,601,576.72","3,590,607.07","3,579,637.42","3,332,667.77","3,332,667.77","3,192,728.48","3,122,758.83","3,052,789.18","2,982,819.53"
固定资产清理,,,,,,,,,,,,
负债合计,"439,924,046.35","414,275,976.64","414,998,793.98","396,914,487.67","462,775,709.17","349,532,340.55","352,483,059.04","294,737,515.28","363,751,345.52","454,491,336.28","450,962,835.81","408,503,943.38"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"76,800,000.00","76,800,000.00","76,800,000.00","76,800,000.00","76,800,000.00","102,400,000.00","102,400,000.00","102,400,000.00","102,400,000.00","102,400,000.00","102,400,000.00","102,400,000.00"
油气资产,,,,,,,,,,,,
资本公积,"62,617,082.23","62,617,082.23","62,617,082.23","62,617,082.23","62,617,082.23","264,673,498.46","264,673,498.46","264,673,498.46","264,673,498.46","264,673,498.46","264,673,498.46","264,673,498.46"
无形资产,"70,721,310.31","72,714,560.04","70,812,652.80","70,337,175.99","69,861,699.18","69,386,222.37","68,910,745.56","68,435,358.97","67,960,152.82","67,551,613.34","67,074,697.79","66,978,128.17"
盈余公积,"12,586,386.06","16,416,443.47","20,945,344.07","20,945,344.07","20,945,344.07","20,945,344.07","25,279,961.53","25,279,961.53","25,279,961.53","25,279,961.53","28,771,707.28","28,771,707.28"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,,
未分配利润,"85,285,225.74","119,755,742.46","160,515,847.84","166,344,925.01","179,693,274.17","187,933,060.66","199,527,405.00","204,443,895.04","198,992,683.97","207,690,557.32","217,641,116.71","221,188,289.03"
长期待摊费用,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,
递延所得税资产,"5,484,704.62","8,347,653.77","9,787,833.43","9,184,538.04","9,934,226.40","9,934,226.40","10,449,558.04","10,449,558.04","11,602,502.63","11,762,950.77","13,791,150.97","13,991,472.26"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,"3,203,770.32","3,203,770.32"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"154,619,893.10","185,128,917.00","187,030,692.68","193,470,901.87","206,992,790.87","205,741,126.39","241,890,916.10","240,458,175.39","242,378,455.48","216,080,791.99","225,439,729.54","256,417,672.76"
所有者权益(或股东权益)合计,"238,563,466.14","276,325,993.22","322,113,950.58","327,986,941.64","341,381,178.74","577,277,381.46","595,477,241.34","600,393,731.38","595,222,412.14","603,920,285.49","617,362,590.63","620,909,762.95"
资产总计,"678,487,512.49","690,601,969.86","737,112,744.56","724,901,429.31","804,156,887.91","926,809,722.01","947,960,300.38","895,131,246.66","958,973,757.66","1,058,411,621.77","1,068,325,426.44","1,029,413,706.33"
负债和所有者(或股东权益)合计,"678,487,512.49","690,601,969.86","737,112,744.56","724,901,429.31","804,156,887.91","926,809,722.01","947,960,300.38","895,131,246.66","958,973,757.66","1,058,411,621.77","1,068,325,426.44","1,029,413,706.33"
