科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"1,599,338.10","1,035,047.72","3,028,841.63","1,272,829.77","2,382,019.17","2,369,076.62","2,343,059.42","4,031,529.78","3,100,634.97","1,920,733.45","1,753,421.75","3,161,544.66","3,974,606.26","4,567,332.80","4,502,290.18","6,225,853.86","4,811,240.51","3,677,690.57","4,734,355.44","3,970,565.29","63,751,136.57","23,216,800.16","6,587,885.24","19,606,545.86","6,263,807.18","4,041,457.84","2,895,825.87","1,837,557.21","704,658.06","3,658,904.10","2,284,033.06","3,322,626.08","812,641.45","33,006,828.15","29,426,920.62","28,356,865.74","26,441,503.44","9,673,487.56","8,234,236.96","5,407,701.41","5,411,315.64","4,674,173.24","1,734,890.32","69,153,743.88","54,343,769.71","55,021,054.38","51,949,198.62","49,999,450.40","45,446,892.29"
短期借款,"68,382,000.00","68,382,000.00","13,692,017.14","13,692,017.14","13,692,017.14","13,692,017.14","13,692,017.14","10,592,000.00","10,592,000.00","10,592,000.00","10,592,000.00","10,292,000.00","10,292,000.00","480,000.00","480,000.00","480,000.00","480,000.00","480,000.00","480,000.00","480,000.00","480,000.00","480,000.00","480,000.00","480,000.00","480,000.00","480,000.00","480,000.00","480,000.00","480,000.00","480,000.00","480,000.00","37,980,000.00","37,980,000.00","98,480,000.00","98,480,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00",,,,,,
交易性金融资产,"27,140.00","27,140.00","27,140.00","44,400.00","44,400.00","44,400.00","44,400.00","16,100.00","16,100.00","16,100.00","16,100.00","18,980.00","18,980.00","18,980.00","18,980.00","18,980.00","18,980.00","18,980.00","18,980.00","18,020.00","18,020.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"37,353,976.82","38,797,800.46","39,837,812.22","28,515,857.10","29,452,616.07","20,826,964.28","21,248,205.33","24,868,725.65","25,543,876.58","28,295,658.18","28,554,391.48","27,044,378.84","25,078,905.24","27,911,343.44","28,602,110.71","24,368,539.56","24,923,749.37","25,560,216.72","26,249,605.62","23,921,225.82","24,619,275.72","154,415.00","154,415.00","601,715.94","934,916.26","902,301.77","784,540.99","1,284,065.19","1,212,923.43","706,779.60","1,480,333.60","300,797.60","310,797.60","375,939.60","525,439.60","196,681.82","194,967.00","280,881.00","216,267.00","175,222.74","185,722.74","234,435.74","64,300.00",,,,"8,832,090.00","4,683,756.11","5,127,316.11"
应付账款,"325,356,583.26","324,139,747.72","314,016,832.94","257,865,743.98","242,891,500.87","151,802,538.44","148,040,191.45","438,473,450.69","434,967,293.61","432,774,785.78","430,294,143.06","445,295,251.68","441,809,034.17","440,273,182.01","440,165,182.01","484,593,332.93","484,389,748.87","478,809,524.17","478,763,461.98","494,514,520.83","494,276,700.18","18,440,902.03","18,587,968.64","3,586,222.44","3,575,556.44","3,614,877.56","3,627,158.10","4,497,826.45","4,275,836.45","4,275,836.45","4,023,461.45","3,891,461.45","4,089,491.45","4,089,491.45","4,116,491.45","4,768,575.45","3,872,673.21","3,716,456.21","3,653,801.45","3,654,001.45","3,740,189.45","3,740,189.45","3,653,448.35","3,122,066.98","3,122,066.98","3,122,066.98",,"5,173,525.43",
预付款项,"4,518,872.06","4,248,080.50","10,342,207.50","2,056,585.50","1,896,585.50","2,146,585.50","2,146,585.50","2,191,737.46","2,191,737.46","2,191,737.46","2,191,737.46","1,991,737.46","1,991,737.46","2,991,737.46","2,991,737.46","2,991,737.46","2,991,737.46","2,991,737.46","3,591,737.46","1,991,737.46","1,991,737.46","45,151.96","45,151.97","745,098.86","1,010,098.86","985,181.95","754,581.96","5,099.96","5,099.96","5,099.96","5,099.96","5,099.96","5,099.96","1,505,099.96","1,505,099.96","3,020,446.96","3,074,141.96","3,071,941.96","3,206,409.96","5,099.96","5,099.96","5,099.96","5,099.96","5,099.96","5,099.96","5,099.96","5,099.96","4,831,436.46","7,477,340.58"
预收款项,"27,503,981.15","27,500,981.15","27,497,981.15","33,751,510.19","33,748,510.19","33,745,510.19","33,742,510.19","34,660,695.01","34,657,695.01","33,313,765.69","33,310,765.69","34,795,852.57","34,288,331.69","34,499,078.02","34,494,281.83","31,968,969.64","31,964,173.45","31,959,377.26","31,944,581.07","31,949,784.88","31,944,988.69","135,720.98","135,720.98","377,071.79","239,253.79","124,117.33","124,117.33","159,117.33","159,117.33","930,289.50","930,289.50","174,117.33","71,617.33","359,117.33","246,617.33","124,117.33","874,117.33","624,117.33","374,117.33","432,347.33","863,977.33","663,977.33","424,117.33","324,117.33","158,294.93","124,117.33","124,117.33","124,117.33","124,117.33"
