科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"45,134,760.26","78,505,801.08","74,808,751.98","1,057,983,159.11","1,066,884,381.70","1,127,355,392.73","930,790,908.43","960,610,001.02","1,057,191,976.45","1,151,874,426.30","862,194,779.22","982,362,386.39","1,002,302,902.57","1,014,024,416.74","667,828,913.97","803,173,622.38","956,043,885.24","841,093,308.09","668,725,962.38","902,923,862.08","932,276,706.15","884,858,061.70","835,542,721.87","629,117,054.61","647,204,677.45","669,893,756.87","619,994,822.78","736,928,180.35","589,602,793.26","692,567,896.79","566,329,470.65","528,927,546.98","1,158,545,020.57","676,673,658.49","602,354,687.93","352,507,611.31"
短期借款,"5,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000,000.00","100,000,000.00","270,000,000.00","240,000,000.00","400,000,000.00","376,062,024.37","346,399,456.67","347,918,379.07"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"649,386.37","636,142.48","661,669.98","2,245,820.88","572,196.32","513,410.17",,"11,958,225.69","4,603,722.82","409,616.21","79,436.14","193,838.98","775,288.63","105,891.24","409,012.88","270,236.12","1,149,010.01","564,541.11","6,040,809.00","1,548,416.19","2,306,793.30","3,400,644.27","1,037,190.86","989,915.78","714,615.16","642,464.95","960,000.00","1,172,800.00","1,621,023.80","1,901,931.76","1,670,538.45","1,745,397.86","260,000.00","410,000.00","2,270,355.00"
应付票据,,"19,168,816.00","29,868,093.56","26,027,954.71","4,791,876.92","4,787,213.41","5,804,375.83","16,106,627.73","23,246,829.98","16,758,909.88","35,145,214.58","20,039,063.36","34,862,777.98","28,615,139.53","38,170,116.30","30,591,922.75","32,049,651.06","33,988,610.57","32,067,281.44","33,982,268.03","50,244,501.11","33,940,991.85","51,032,185.66","51,659,930.86","40,077,508.78","40,869,975.25","51,070,730.97","61,247,366.95","15,129,844.29","50,967,182.45","37,699,330.85","60,054,536.22","50,783,142.99","61,195,376.79","73,348,377.95","72,564,162.64"
应收账款,"28,767,328.26","38,675,860.38","39,063,226.34","60,291,407.14","66,426,527.35","55,236,444.68","52,645,021.25","75,509,383.54","99,426,063.01","86,961,545.94","84,022,778.74","126,832,137.71","153,660,489.46","132,265,022.66","115,874,864.73","165,683,910.01","159,483,692.58","163,110,571.54","141,457,222.32","124,871,179.90","132,063,513.70","130,972,515.98","134,532,205.19","152,840,645.82","156,591,378.72","180,887,944.47","221,055,510.58","240,127,970.29","268,050,567.55","338,224,879.04","298,798,072.86","330,087,803.27","292,689,716.83","398,118,229.81","382,694,965.16","445,741,889.49"
应付账款,"55,779,746.74","70,897,740.73","60,735,366.17","62,949,499.85","94,609,888.87","82,202,291.60","117,828,842.56","128,429,378.42","268,714,371.09","194,130,373.44","200,850,439.76","220,005,852.24","298,354,085.85","274,168,394.77","299,308,562.83","264,734,459.97","257,643,763.54","187,236,688.43","166,426,948.57","199,573,936.55","281,249,128.89","239,726,079.92","261,050,690.30","346,521,310.01","252,086,816.64","179,275,966.55","270,614,379.23","282,071,544.69","300,605,223.86","248,861,390.71","208,422,647.29","284,092,374.50","337,499,520.91","369,147,111.12","408,007,274.42","467,584,495.98"
预付款项,"17,911,488.70","19,104,243.85","15,215,885.38","22,248,730.90","17,069,909.04","15,301,435.41","17,714,076.78","24,313,994.92","25,141,448.40","24,205,182.16","36,061,124.84","46,639,715.00","40,548,494.14","54,122,787.81","100,884,181.02","86,594,855.66","65,789,624.58","66,621,828.31","75,498,363.57","54,840,704.67","40,227,425.16","41,434,499.04","49,707,263.08","49,124,891.99","44,531,778.51","71,800,718.56","81,482,699.40","109,776,822.94","103,972,259.95","161,630,190.78","133,853,356.82","103,049,985.63","100,072,947.19","117,784,622.39","131,829,615.07","172,279,007.20"
预收款项,"14,776,370.94","22,351,928.38","17,196,785.21","24,045,552.96","34,172,534.55","57,222,327.40","27,729,649.68","48,447,355.82","44,715,330.34","86,486,174.94","62,080,895.22","64,216,356.18","83,410,023.87","73,085,304.02","53,244,998.29","55,302,377.48","55,619,716.28","66,104,440.91","43,111,362.92","54,660,257.63","74,121,513.22","74,396,737.29","53,110,942.13","45,971,429.38","86,092,671.12","101,102,031.11","68,431,755.13","64,036,596.08","80,881,599.68","95,622,000.51","109,826,640.25","108,058,264.71","109,366,676.15","126,694,703.09","71,419,339.90","66,724,826.97"
其他应收款,"3,722,592.29","6,630,938.05","6,439,788.01","5,146,872.50","6,090,918.67","7,176,838.09","7,619,665.36","9,921,024.36","8,972,504.14","18,252,320.47","15,835,350.30","20,371,747.12","16,417,345.25","21,876,070.68","23,013,437.01","33,648,357.42","25,803,231.49","35,229,415.83","31,991,549.64","22,928,795.80","16,440,066.15","21,916,426.41","19,479,590.80","24,182,803.25","58,085,235.23","68,114,577.54","62,287,042.76","110,849,517.85","66,982,741.73","61,009,903.20","133,934,201.04","107,919,476.52","135,673,836.23","102,139,132.78","83,958,635.42","83,254,020.30"
应付职工薪酬,"11,511,182.06","17,922,939.96","18,160,939.33","18,336,221.64","21,491,475.84","22,235,477.08","23,133,468.34","23,367,527.80","26,515,652.41","26,236,854.23","28,266,261.68","32,205,329.43","27,448,505.84","44,217,530.36","33,044,291.08","35,005,535.74","38,118,554.37","37,666,978.21","36,679,253.61","35,628,761.85","51,711,912.36","40,689,188.80","39,278,805.99","39,617,969.30","79,111,287.55","60,107,491.99","46,661,668.47","49,758,768.65","76,185,233.56","58,263,035.46","55,714,609.84","68,768,972.73","80,932,813.00","86,808,048.44","93,461,848.83","100,544,218.75"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"20,337,137.77","8,780,899.72","-2,708,796.52","26,515,087.09","30,683,200.64","42,105,458.29","6,870,827.61","35,918,893.00","2,720,795.11","54,805,025.22","-48,668,986.02","39,239,445.76","12,959,396.76","40,855,204.45","21,253,800.06","53,764,057.17","2,729,424.25","44,482,766.74","-21,850,069.05","40,001,809.07","-10,207,223.20","41,703,844.95","-9,157,544.99","24,257,149.67","30,321,686.99","53,331,382.43","16,038,021.94","48,669,585.40","71,462,721.68","73,108,978.58","35,734,010.19","29,874,534.41","85,532,965.55","99,807,050.63","49,689,860.10","101,470,001.01"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,"10,444.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,"302,083.33",,,,"690,979.23","526,149.98","262,805.84","93,686.35"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"179,548,764.44","212,903,239.86","238,414,526.07","228,862,805.45","260,446,354.96","288,797,940.40","392,900,466.92","462,790,607.91","458,547,043.07","433,392,310.59","518,664,663.74","498,955,231.80","517,115,102.26","616,708,419.56","767,935,065.26","684,421,196.61","617,828,802.88","626,612,547.63","678,268,671.27","665,815,546.09","685,201,506.19","606,326,560.26","698,269,102.42","667,486,290.91","633,174,159.29","560,459,480.15","609,801,140.39","596,130,321.23","659,822,679.89","561,215,080.60","584,122,349.22","648,882,684.19","658,849,754.71","955,221,936.07","1,079,101,133.64","1,155,240,446.72"
其他应付款,"14,240,405.21","15,642,743.19","17,204,835.57","24,340,520.57","23,631,955.23","26,460,314.00","32,160,007.85","28,097,199.60","27,006,431.97","30,047,017.89","35,010,155.01","36,867,844.24","36,922,110.98","44,705,798.02","45,895,756.60","57,593,452.10","49,101,698.91","50,456,499.08","48,802,486.12","50,845,067.06","54,160,633.23","54,478,386.14","54,359,344.32","58,058,523.15","109,431,899.19","104,737,772.03","96,573,186.96","100,043,179.77","119,385,398.15","121,785,876.54","111,889,529.72","129,096,474.20","119,459,262.78","108,461,313.58","166,326,681.74","167,096,257.28"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,"866,475.09",,,,"1,558,541.85",,,,"2,588,453.70","2,588,453.70","2,516,777.67","2,516,777.67","3,478,020.40","2,781,023.33","3,195,054.61","3,874,120.96"
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,178,460.00","14,903,680.00","14,601,180.00"
其他流动资产,,,,,"416,221.88","477,514.43","424,473.89",,,,,,"16,691,542.94","6,661,888.61","24,214,750.99",,,,,,"190,540,000.00","401,756,461.29","277,089,955.38","712,687,015.44","747,217,859.53","803,338,772.64","568,763,666.90","506,545,516.95","767,963,823.17","746,830,445.30","775,103,623.04","813,801,452.43","584,581,346.39","637,128,087.66","593,180,734.69","925,125,720.74"
其他流动负债,"3,039,475.51","2,339,075.14","1,365,946.28","1,387,908.21","5,891,067.82","5,626,052.20","5,455,317.20","10,161,251.76","6,627,962.05","10,930,391.85","20,889,846.45","19,071,215.53","8,728,575.70","8,512,379.51","3,066,819.13","10,307,350.71","12,287,200.36","11,694,968.01","16,985,933.01","19,792,689.98","10,863,390.52","13,061,850.19","18,885,327.99","20,643,154.26","24,818,085.18","32,714,815.60","33,895,804.15","39,211,393.00","49,807,448.40","54,584,831.79","35,839,293.82","27,487,049.42","37,467,238.38","55,326,668.07","32,053,640.42","27,900,982.94"
流动资产合计,"275,084,933.95","356,469,469.59","374,578,320.26","1,375,194,645.08","1,419,580,134.48","1,494,917,762.06","1,402,608,022.80","1,533,145,011.75","1,661,237,260.76","1,719,289,508.28","1,517,188,313.05","1,675,240,654.16","1,746,929,715.60","1,846,433,894.69","1,699,857,104.22","1,773,930,954.96","1,825,219,472.89","1,733,816,681.41","1,596,506,310.29","1,777,420,897.54","1,999,164,108.63","2,089,571,317.98","2,018,021,483.01","2,236,475,892.88","2,289,353,546.36","2,355,209,865.39","2,164,027,347.76","2,301,318,329.61","2,460,156,119.25","2,565,687,873.21","2,496,559,783.06","2,536,856,265.14","2,935,636,040.18","2,890,106,690.53","2,876,724,826.52","3,140,293,171.72"
流动负债合计,"124,694,762.67","157,104,143.12","141,823,169.60","183,602,745.03","215,271,999.87","240,639,133.98","218,982,489.07","290,528,234.13","399,547,372.95","419,394,747.45","333,573,826.68","431,645,106.74","502,685,476.98","514,159,750.66","493,984,344.29","507,299,155.92","447,550,008.77","431,630,951.95","322,223,196.62","434,484,790.17","512,143,856.13","497,997,079.14","468,559,751.40","586,729,466.63","621,939,955.45","572,139,434.96","583,285,546.85","645,038,434.54","813,759,552.95","803,193,296.04","865,126,061.96","947,432,206.19","1,221,732,598.99","1,299,206,906.07","1,255,872,965.87","1,366,498,190.99"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,741,278.40","103,985,900.00","103,916,150.00","160,371,775.00","406,326,690.00","388,797,125.00","388,188,950.00","190,034,675.00","189,611,525.00"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84,840,756.00","88,377,380.00","148,610,922.00","59,614,720.00","58,404,720.00"
持有至到期投资,"5,010,356.16",,,,,,,,,,,,,,,,,"150,670,577.77","100,431,200.00","50,000,000.00",,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48,378,901.78","47,013,607.68","48,418,056.22","46,497,065.14","44,208,476.72","44,582,193.15","37,301,246.56","36,554,845.83"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
