科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
经营活动现金流出小计,"1,302,916,556.32","1,261,628,812.70","1,860,834,326.82","990,356,504.23","1,552,985,233.19","2,210,848,118.09","533,873,460.09","1,093,631,142.74","1,531,938,141.46","1,999,259,089.49","515,266,833.10","1,032,255,055.88","1,637,372,627.55","2,377,674,349.55","676,003,673.38","1,375,156,306.92","2,151,038,821.76","2,975,613,980.81","845,729,286.35","1,489,226,558.30","2,208,804,188.39","3,178,997,178.25","839,299,790.73","1,531,744,496.97","2,501,298,116.72","3,602,282,674.80","1,112,297,429.27","2,102,774,348.50","3,156,807,599.08","4,585,717,111.49","1,395,519,530.15","2,433,032,204.95"
偿还债务支付的现金,"95,000,000.00","371,570,649.26","124,362,342.41","23,662,309.30","60,023,697.66","218,489,195.34","18,433,704.65","28,189,287.28","38,253,877.43","174,651,359.76",,,"80,000,000.00","231,767,597.43","13,777,308.82","14,120,763.00","94,494,691.31","273,718,972.91","20,252,277.11","18,932,561.84","39,297,687.18","317,060,086.89","109,762,421.68","306,463,096.78","446,390,109.48","711,670,425.63","92,627,195.50","317,237,828.55","487,429,870.30","640,185,309.62","189,181,094.80","152,508,445.45"
经营活动产生的现金流量净额,"78,682,262.25","147,800,819.93","146,054,644.47","-71,771,870.29","-177,771,553.97","-69,767,025.14","-52,460,121.50","-69,537,583.97","-87,507,752.94","48,654,754.15","5,279,629.59","5,881,764.93","51,694,500.86","228,880,186.26","-10,449,437.43","34,959,857.18","31,573,280.07","142,555,667.21","-65,852,771.59","-3,766,819.05","-24,944,863.38","141,961,366.13","-111,034,411.15","33,710,392.15","-125,754,829.93","119,162,503.59","98,472,534.46","88,055,246.22","76,292,572.27","302,733,835.32","-125,768,097.78","115,246,706.25"
分配股利、利润或偿还利息支付的现金,"26,503,630.85","16,898,609.71","61,582,844.81","2,135,966.19","3,440,253.35","4,127,049.95","48,717,634.93","49,451,157.15","50,265,028.17","51,926,660.25","1,571,301.74","23,811,423.18","25,878,276.49","33,893,645.30","3,654,736.72","29,718,801.48","33,848,438.58","38,299,141.87","2,071,676.70","40,989,998.57","41,875,895.14","46,643,348.61","1,454,677.57","59,588,763.85","61,923,385.42","74,772,944.42","2,748,839.69","63,637,892.20","75,305,933.59","74,544,073.80","8,411,081.98","80,209,777.69"
收回投资收到的现金,,,,,,,,,,"249,109.58",,,,"221,000,000.00","50,000,000.00","70,000,000.00","598,000,000.00","372,000,000.00",,,"352,175,890.41",,,,"1,800,000.00","1,800,000.00",,"110,000,000.00","110,000,000.00","203,000,000.00",,"366,000,000.00"
支付其他与筹资活动有关的现金,"3,036,638.44",,,,"11,508,000.00",,,,"443,304.16","402,535.19",,"441,377.92","976,075.70",,,"6,300,000.00","1,800,000.00",,"2,381,202.12",,"3,960,165.14","2,031,824.67","2,227,218.07","38,116,088.41","47,565,836.98","33,748,392.42","1,835,612.82","2,191,232.08","5,532,251.69","2,888,039.39",,"217,217.94"
取得投资收益收到的现金,,,,,,,"122,534.24","249,109.58","249,109.58",,,,,"17,205,247.33","776,712.33","807,945.21","1,354,074.68","56,321,208.59",,"4,973,340.61","2,997,342.64","60,826,576.90",,,"184,348.91","49,043,347.54",,"19,759,071.88","2,329,402.74","55,221,510.96","10,379,115.47","27,031,977.88"
筹资活动现金流出小计,"124,540,269.29","388,469,258.97","185,945,187.22","25,798,275.49","74,971,951.01","222,616,245.29","67,151,339.58","77,640,444.43","88,962,209.76","226,980,555.20","1,571,301.74","24,252,801.10","106,854,352.19","265,661,242.73","17,432,045.54","50,139,564.48","130,143,129.89","312,018,114.78","24,705,155.93","59,922,560.41","85,133,747.46","365,735,260.17","113,444,317.32","404,167,949.04","555,879,331.88","820,191,762.47","97,211,648.01","383,066,952.83","568,268,055.58","717,617,422.81","197,592,176.78","232,935,441.08"
处置固定资产、无形资产和其他长期资产收回的现金净额,"5,695,060.85","4,712,805.96","2,936,066.36","233,470.84","227,940.11","612,672.15",,"59,178.26","125,276.19","3,949,360.62","343,651.20","540,798.61","547,244.76","6,087,356.96","101,972.50","1,551,243.87","77,912.79","510,625.41","202,918.22","16,103,803.00","16,246,813.25","18,909,673.40","11,051,425.95","600,756.90","762,618.62","4,359,140.82","1,304,578.00","1,784,917.69","539,332.44","661,456.93","74,966,038.72","75,804,669.55"
筹资活动产生的现金流量净额,"27,459,730.71","-2,084,884.44","-99,628,326.81","21,389,252.37","1,511,147,265.47","1,460,304,111.34","-64,615,678.60","-77,640,444.43","16,362,508.21","30,824,256.83","-1,571,301.74","-24,252,801.10","336,356,183.00","243,816,368.41","-17,432,045.54","12,843,424.93","-39,613,819.24","-122,158,669.42","54,170,901.78","45,316,183.79","87,096,379.45","350,201,191.81","-31,478,488.87","-116,702,011.14","-118,763,332.91","-144,768,349.50","43,080,607.11","-88,454,168.98","-58,398,123.55","-141,052,417.07","131,898,452.17","178,223,280.51"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"21,654,141.57","-5,640,946.72","-1,017,855.28","-2,600,684.06","-1,701,774.62","-4,359,812.99","-686,247.14","104,057.07","1,232,624.53","-34,352.05","-257,006.63","-223,396.84","-1,294,358.59","-2,847,222.79","925,394.49","631,525.38","1,358,989.87","-2,687,989.22","1,758,929.22","255,407.65","28,946,540.76","24,596,805.97","-5,427,476.07","19,679,861.14","21,050,483.60","39,853,537.29","-2,732,432.83","-6,668,721.75","-16,996,276.04","-14,296,329.14","2,080,285.73","-4,707,235.15"
收到其他与投资活动有关的现金,,,,,,,"99,500,000.00","534,098,000.00","549,108,804.55","403,533,173.07","111,428,297.33","686,240,770.63","752,839,503.51","1,096,552,511.91","21,344,599.84","54,352,705.63","69,064,584.13","1,672,065,305.19","211,177,846.19","376,841,923.24","262,071,464.18","2,589,500,298.91","51,259,551.85","264,995,865.62","354,962,001.47","334,964,812.19","723,458.94","67,215,786.42","91,035,977.05","67,025,917.80","173,859,614.85","419,259,618.81"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"5,695,060.85","4,712,805.96","2,936,066.36","233,470.84","227,940.11","612,672.15","99,622,534.24","534,406,287.84","549,483,190.32","407,731,643.27","111,771,948.53","686,781,569.24","753,386,748.27","1,340,845,116.20","72,223,284.67","126,711,894.71","668,496,571.60","2,100,897,139.19","211,380,764.41","397,919,066.85","633,491,510.48","2,669,236,549.21","62,310,977.80","265,596,622.52","357,708,969.00","390,167,300.55","2,028,036.94","198,759,775.99","203,904,712.23","325,908,885.69","259,204,769.04","888,096,266.24"
五、现金及现金等价物净增加额,"61,103,759.59","119,475,138.60","-32,509,493.85","-97,174,924.73","1,301,561,669.74","349,579,762.02","-139,703,969.84","-246,463,760.98","-371,417,207.77","-274,400,459.69","98,887,198.03","-53,567,377.92","296,830,039.24","259,452,930.18","-181,394,525.06","-270,410,389.53","-354,121,137.09","-264,749,727.55","35,146,403.55","64,063,333.48","-27,668,873.27","294,405,215.70","-226,247,522.14","-195,426,309.82","-360,995,037.94","-122,185,671.43","108,160,899.39","-53,299,884.83","-76,355,099.28","25,449,091.69","-43,098,805.67","81,291,267.33"
购建固定资产、无形资产和其他长期资产支付的现金,"55,812,766.79","25,308,422.24","80,854,022.59","44,425,093.59","30,340,207.25","83,612,183.34","22,064,456.84","70,996,077.49","130,682,364.65","165,994,338.97","16,336,071.71","20,601,883.15","33,415,445.27","58,533,567.77","38,161,721.25","168,245,739.62","224,122,152.28","245,885,137.25","152,572,586.39","175,472,488.39","218,030,671.89","216,741,513.55","17,852,731.29","39,910,486.98","52,940,423.79","82,513,607.81","6,987,846.29","22,682,319.56","41,602,847.84","113,908,191.56","210,840,250.19","384,192,823.94"
期初现金及现金等价物余额,"111,694,394.69","172,798,154.28","292,273,292.88","259,763,799.03","259,763,799.03","259,763,799.03","609,343,561.05","609,343,561.05","609,343,561.05","609,343,561.05","334,746,211.36","334,943,101.36","334,943,101.36","334,943,101.36","594,396,031.54","594,396,031.54","594,404,879.14","594,396,031.54","330,870,103.99","329,646,303.99","329,646,303.99","329,646,303.99","624,051,519.69","624,051,519.69","624,051,519.69","624,051,519.69","501,865,848.26","501,865,848.26","501,582,988.00","501,865,848.26","527,314,939.95","527,314,939.95"
投资支付的现金,"16,574,669.00",,,,,,,,,"10,000,000.00",,,,"1,051,000,000.00","4,500,000.00","60,000,000.00","588,000,000.00","476,555,709.64","3,800,000.00","175,000,000.00","483,000,000.00","381,325,106.18","107,183,679.33","96,888,402.12","123,262,663.77","174,122,974.45","25,700,000.00","146,645,750.30","157,685,100.06","36,477,966.59","99,673,964.64","68,127,268.09"
期末现金及现金等价物余额,"172,798,154.28","292,273,292.88","259,763,799.03","162,588,874.30","1,561,325,468.77","609,343,561.05","469,639,591.21","362,879,800.07","237,926,353.28","334,943,101.36","433,633,409.39","281,375,723.44","631,773,140.60","594,396,031.54","413,001,506.48","323,985,642.01","240,283,742.05","329,646,303.99","366,016,507.54","393,709,637.47","301,977,430.72","624,051,519.69","397,803,997.55","428,625,209.87","263,056,481.75","501,865,848.26","610,026,747.65","448,565,963.43","425,227,888.72","527,314,939.95","484,216,134.28","608,606,207.28"
