科目,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收回投资收到的现金,"58,937,401.00","162,374,742.24","315,574,674.39","172,856,360.34","732,464,488.33","1,760,317,457.61","2,007,761,459.99","1,331,398,116.18","1,394,732,768.21","2,342,336,143.12","3,102,570,429.26","122,669,346.06","2,197,693,999.32","3,129,289,905.12","4,440,309,329.63","1,963,230,074.84","2,906,928,764.62","3,188,915,717.45","3,623,797,497.18","543,513,271.30","1,010,344,689.40","3,716,303,516.80","4,809,515,240.71","4,797,118,741.47","7,133,026,329.77","9,403,624,169.88","11,131,204,297.85","1,251,549,234.73","5,927,927,160.39","14,800,935,679.56","34,229,326,694.53","6,985,633,245.09","16,560,317,384.17","28,772,911,323.32","40,294,908,883.79","9,732,433,228.78","27,751,968,216.14","44,292,941,435.82","59,258,316,495.96","27,861,418,944.28","51,774,212,722.04","63,605,371,245.55","86,350,562,286.29","10,636,996,618.68"
客户存款和同业存放款项净增加额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
取得投资收益收到的现金,"240,606,047.27","140,029,199.26","69,230,013.63","750,999.93","71,475,730.16","71,691,173.14","85,048,239.59","16,744,428.72","34,660,556.60","87,124,395.26","91,627,798.73","5,067,073.22","74,791,255.06","120,648,482.58","125,693,861.77","2,524,232.31","103,573,903.86","150,697,529.65","166,294,875.65","10,984,899.00","131,221,135.86","227,543,834.82","348,917,083.63","104,741,481.19","287,433,187.77","560,059,539.08","786,530,544.12","109,825,326.14","502,570,683.57","647,999,994.83","1,111,928,021.79","283,850,330.73","856,386,410.83","1,243,867,211.23","1,826,667,534.04","492,696,119.99","1,280,651,755.59","2,060,448,491.18","2,212,874,665.29","922,527,179.09","1,709,810,346.46","2,956,773,162.08","1,474,961,179.72","195,092,692.52"
向中央银行借款净增加额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,"676,064,017.89",,"2,132,212.73","3,191,224.71","23,236,477.13","1,020,493.51","3,384,053.82","8,242,320.17","2,796,086,770.79","315,553.95","682,500.22","3,411,157.09","36,349,443.87","7,316,027.13","12,185,166.18","27,170,261.33","28,231,682.52","1,185,881.28","8,472,180.08","9,785,316.68","13,625,500.39","2,409,593.76","3,258,731.55","4,878,652.65","8,521,268.82","2,130,282.62","2,574,197.52","6,976,592.52","4,682,839.89","617,323.24","425,870.80","16,033,465.52","189,202,516.27","556,741.00","13,294,182.31","14,286,183.30","31,535,973.88","26,179,484.49","7,916,069.45","5,042,506.04","6,383,049.12","9,484,673.30"
向其他金融机构拆入资金净增加额,,,,,,,,,,,,,,,,,,"400,000,000.00",,,,,,,,,,,,,,,,,,,,,"1,024,176,694.59",,,,"3,021,537,853.08","5,846,298,382.21"
投资活动现金流入小计,"299,543,448.27","302,403,941.50","1,060,868,705.91","173,607,360.27","806,072,431.22","1,835,199,855.46","2,116,046,176.71","1,349,163,038.41","1,432,777,378.63","2,437,702,858.55","5,990,284,998.78","128,051,973.23","2,273,167,754.60","3,253,349,544.79","4,602,352,635.27","1,973,070,334.28","3,022,687,834.66","3,366,783,508.43","3,818,324,055.35","555,684,051.58","1,150,038,005.34","3,953,632,668.30","5,172,057,824.73","4,904,269,816.42","7,423,718,249.09","9,968,562,361.61","11,926,256,110.79","1,363,504,843.49","6,433,072,041.48","15,455,912,266.91","35,345,937,556.21","7,270,100,899.06","17,417,129,665.80","30,032,812,000.07","42,310,778,934.10","10,225,686,089.77","29,045,914,154.04","46,367,676,110.30","61,502,727,135.13","28,810,125,607.86","53,491,939,137.95","66,567,186,913.67","87,831,906,515.13","10,841,573,984.50"
收取利息、手续费及佣金的现金,"4,343,427,482.91","6,974,572,064.94","9,361,176,799.19","2,101,823,321.94","3,963,425,153.06","5,275,394,884.89","6,879,428,588.97","1,851,424,522.84","4,190,262,685.89","7,081,798,159.07","9,961,077,642.56","2,250,456,125.86","4,613,628,345.23","6,802,683,195.62","9,944,592,946.20","2,408,680,820.93","4,787,357,971.73","6,820,053,617.94","9,003,400,210.60","2,050,678,857.62","4,145,986,094.59","5,944,827,036.96","7,820,768,114.78","2,139,790,541.26","4,661,349,649.33","7,223,455,021.04","10,158,068,789.70","3,138,792,955.53","6,417,487,650.71","10,479,944,507.32","16,625,868,602.18","6,907,734,076.30","19,617,919,675.44","29,994,440,037.28","38,413,548,689.48","7,135,631,341.77","11,657,673,174.49","21,434,989,210.75","21,967,126,130.20","6,835,164,636.81","12,867,395,289.45","20,395,255,755.35","25,136,593,410.35","6,640,145,627.86"
投资支付的现金,"102,779,160.00","160,636,845.76","244,493,087.55","451,328.79","1,364,517,866.65","2,514,428,925.73","2,873,011,646.42","282,715,164.04","1,348,406,762.60","4,599,940,671.14","5,061,600,099.54","826,031,306.04","3,035,070,449.04","3,853,978,100.23","5,875,415,678.59","3,172,963,358.62","4,708,719,874.93","7,003,837,853.71","7,313,526,905.87","1,576,224,509.11","2,783,710,227.23","8,075,267,368.25","11,311,738,706.56","4,710,822,324.16","9,667,112,472.81","11,964,644,209.44","11,038,684,069.31","7,050,545,854.84","8,166,853,231.69","17,198,730,717.28","43,607,815,430.08","7,471,642,956.80","19,887,544,513.48","39,496,412,362.58","75,896,458,647.17","11,170,072,233.06","39,075,525,890.89","60,608,169,139.73","92,628,094,351.03","16,787,670,666.73","27,768,580,072.50","38,703,394,522.16","50,364,101,919.13","13,503,593,518.19"
