科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30
固定资产,"3,366,754,175.05","3,289,160,304.95","3,250,311,478.83","6,941,554,299.98","6,915,616,268.50","6,845,286,404.70","6,791,622,218.27","7,667,577,402.03","7,570,020,791.71","7,533,272,918.52","7,465,907,031.05","7,477,242,868.24","7,418,479,035.43","7,324,625,317.50","7,305,243,327.71","7,741,351,051.99","7,671,499,511.47","7,604,017,504.59"
递延所得税负债,"8,871,933.38","14,774,669.19","40,955,676.24","248,825,708.26","200,762,893.51","390,573,931.05","413,886,490.34","167,551,915.08","362,590,039.37","491,869,757.14","428,719,194.86","695,854,148.97","665,771,593.52","341,586,729.12","399,871,197.33","442,407,828.48","471,635,909.74","415,118,710.66"
在建工程,"1,330,419,863.51","1,380,150,740.87","4,245,351,832.71","122,856,078.93","179,332,813.07","193,375,809.63","241,147,127.43","165,024,490.52","254,423,908.32","260,168,456.23","272,798,997.89","8,717,160.22","273,855,140.22","180,522,154.08","206,425,879.05","3,570,859.19","22,410,534.01","277,280,453.51"
其他非流动负债,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,
非流动负债合计,"537,959,521.54","543,862,257.35","1,017,346,634.58","267,913,296.42","219,850,481.67","409,661,519.21","432,974,078.50","186,639,503.24","381,677,627.53","510,957,345.30","447,806,783.02","714,941,737.13","684,859,181.68","360,674,317.28","418,958,785.49","461,495,416.64","490,723,497.90","434,206,298.82"
固定资产清理,,,"17,282.21",,"2,502.30","2,502.30","2,591.80",,,,,,,,,,,
负债合计,"3,073,345,814.25","5,401,453,522.53","6,445,614,645.77","6,989,295,514.59","6,936,884,554.17","6,892,957,006.05","7,750,525,303.40","7,373,122,558.04","7,541,247,908.50","7,642,355,063.63","7,696,265,279.02","7,648,643,910.88","7,643,186,828.77","7,247,713,624.39","7,268,459,040.71","7,476,645,937.42","7,237,352,243.55","6,836,192,277.92"
生产性生物资产,,,,,,,,,,,,,,,,,,
实收资本(或股本),"1,101,027,295.00","1,101,027,295.00","1,101,027,295.00","1,101,027,295.00","1,101,027,295.00","1,101,027,295.00","1,101,027,295.00","1,101,027,295.00","1,101,027,295.00","1,101,027,295.00","1,101,027,295.00","1,101,027,295.00","1,101,027,295.00","1,101,027,295.00","1,101,027,295.00","1,101,027,295.00","1,101,027,295.00","1,101,027,295.00"
油气资产,,,,,,,,,,,,,,,,,,
资本公积,"1,747,617,918.82","1,745,335,007.53","1,774,338,853.11","2,422,681,485.30","2,278,554,025.04","2,847,849,804.30","2,917,776,889.19","2,178,565,229.30","2,763,663,960.18","3,151,483,610.47","2,962,044,595.65","3,858,954,532.25","3,720,493,158.16","2,759,014,756.51","2,858,743,288.63","2,991,214,830.39","3,059,207,839.09","2,889,226,775.85"
无形资产,"935,032,948.05","928,758,708.98","921,399,276.81","1,641,716,245.03","1,637,530,513.22","1,623,830,249.49","1,615,274,496.82","1,591,548,355.76","1,579,701,223.47","1,568,181,727.13","1,556,586,222.89","1,627,999,803.81","1,678,794,235.55","1,657,999,780.92","1,651,010,803.65","1,630,449,191.50","1,617,618,112.98","1,605,281,617.79"
盈余公积,"491,039,568.57","491,039,568.57","491,039,568.57","414,444,674.40","414,444,674.40","414,444,674.40","414,444,674.40","441,210,731.35","441,210,731.35","441,210,731.35","441,210,731.35","477,701,486.44","480,033,994.92","480,033,994.92","480,033,994.92","505,362,053.15","505,362,053.15","505,362,053.15"
开发支出,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,
商誉,,,,"51,552,523.56","51,552,523.56","51,552,523.56","51,552,523.56","51,552,523.56","51,552,523.56","51,552,523.56","51,552,523.56","51,552,523.56","51,552,523.56","51,552,523.56","51,552,523.56","51,552,523.56","51,552,523.56","51,552,523.56"
未分配利润,"509,996,629.25","376,192,509.05","428,923,033.86","676,229,082.38","808,222,722.75","771,416,904.75","814,657,718.43","895,891,388.28","1,032,910,465.23","988,698,146.87","1,102,593,751.19","1,147,614,731.36","1,327,926,123.45","1,346,244,617.58","1,526,472,192.02","1,617,491,901.49","2,062,996,845.28","2,229,510,621.88"
长期待摊费用,"2,265,365.30","2,138,267.13","3,967,037.52","33,850,425.97","32,259,396.22","45,869,949.57","224,631,377.84","222,098,930.06","220,789,183.27","215,028,554.15","211,501,603.05","224,897,062.78","235,486,113.31","228,454,059.07","222,879,952.93","382,691,701.71","362,131,945.64","346,417,891.55"
少数股东权益,"365,314,553.23","389,714,314.56","863,329,134.74","906,410,061.12","942,850,371.31","941,615,326.39","958,289,076.68","875,436,303.72","912,344,342.38","937,129,162.57","963,119,134.38","877,533,866.21","919,731,285.14","946,964,820.79","986,027,348.33","1,033,363,534.39","1,088,241,550.94","1,128,640,813.93"
递延所得税资产,"332,406.62","14,241,667.98","14,021,450.38","15,913,662.91","15,356,992.26","14,728,370.68","14,313,843.81","30,640,913.91","30,342,961.26","30,579,563.91","30,323,676.12","22,680,524.56","22,432,389.25","24,030,289.74","22,717,635.97","49,952,947.12","49,659,651.89","47,165,236.56"
外币报表折算价差,,,,,,,,,,,,,,,,,,
其他非流动资产,,"41,665,161.19","41,371,744.56","544,639,958.61","544,639,958.61","544,639,958.61","544,639,958.61","494,639,958.61","494,639,958.61","494,639,958.61","494,639,958.61","494,639,958.61","494,639,958.61","494,639,958.61","499,639,958.61",,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,
非流动资产合计,"6,230,660,082.79","7,574,605,203.47","9,975,194,460.79","11,345,087,572.27","11,189,615,422.82","11,877,690,749.99","12,131,236,241.03","11,877,066,042.24","12,631,514,220.04","13,099,712,830.50","12,764,640,316.80","13,786,354,310.31","13,930,560,335.05","12,435,333,826.23","12,541,545,540.14","12,598,540,054.64","12,237,416,529.20","12,165,620,539.87"
所有者权益(或股东权益)合计,"4,214,995,964.87","4,103,308,694.71","4,658,657,885.28","5,520,792,598.20","5,545,099,088.50","6,076,354,004.84","6,206,195,653.70","5,492,130,947.65","6,251,156,794.14","6,619,548,946.26","6,569,995,507.57","7,462,831,911.26","7,549,211,856.67","6,633,285,484.80","6,952,304,118.90","7,248,459,614.42","7,816,835,583.46","7,853,767,559.81"
资产总计,"7,288,341,779.12","9,504,762,217.24","11,104,272,531.05","12,510,088,112.79","12,481,983,642.67","12,969,311,010.89","13,956,720,957.10","12,865,253,505.69","13,792,404,702.64","14,261,904,009.89","14,266,260,786.59","15,111,475,822.14","15,192,398,685.44","13,880,999,109.19","14,220,763,159.61","14,725,105,551.84","15,054,187,827.01","14,689,959,837.73"
负债和所有者(或股东权益)合计,"7,288,341,779.12","9,504,762,217.24","11,104,272,531.05","12,510,088,112.79","12,481,983,642.67","12,969,311,010.89","13,956,720,957.10","12,865,253,505.69","13,792,404,702.64","14,261,904,009.89","14,266,260,786.59","15,111,475,822.14","15,192,398,685.44","13,880,999,109.19","14,220,763,159.61","14,725,105,551.84","15,054,187,827.01","14,689,959,837.73"
