科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30
货币资金,"639,132,144.00","612,427,950.56","675,215,907.53","764,661,704.61","853,937,451.03","403,293,704.04","736,807,628.39","546,736,172.49","662,239,780.95","781,836,915.07","1,063,002,023.93","873,770,633.10","779,827,210.71","981,821,105.79","1,122,630,686.66","1,776,630,785.97","2,511,994,973.67","2,103,429,961.29"
短期借款,"753,285,500.00","2,033,131,250.00","2,571,428,500.00","2,597,830,500.00","2,521,816,100.00","3,365,177,600.00","3,692,172,110.00","3,710,000,000.00","3,610,000,000.00","2,580,000,000.00","2,640,000,000.00","2,130,000,000.00","2,240,000,000.00","2,210,000,000.00","2,010,000,000.00","1,960,000,000.00","1,280,000,000.00","1,170,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,"510,000.00",,,"693,750.00","2,343,958.85","2,276,642.61","3,722,763.27"
应付票据,"28,274,500.00","39,184,500.00","54,497,000.00","43,587,000.00",,,"17,295,141.00","37,101,508.00","31,656,367.00","5,590,000.00",,,,,,,,
应收账款,"88,696,432.82","80,760,848.40","83,151,999.58","113,443,178.57","102,825,891.34","98,103,349.37","145,704,692.12","72,192,609.97","97,305,245.72","64,165,788.65","83,796,006.87","108,874,482.46","92,003,012.33","78,591,472.83","118,579,577.08","90,986,755.42","76,679,173.06","65,195,920.05"
应付账款,"821,865,891.35","587,318,277.69","677,805,182.25","775,195,192.13","774,050,876.46","600,531,729.77","735,669,608.17","831,960,642.20","934,552,153.97","626,709,210.40","730,958,940.65","882,859,639.64","929,018,965.90","825,612,358.97","950,105,250.11","972,916,545.16","1,003,792,808.08","838,654,425.02"
预付款项,"57,427,700.58","37,212,234.38","44,199,747.49","12,271,076.70","14,061,313.68","13,317,955.99","16,797,917.52","6,755,890.84","6,804,454.83","5,441,461.34","12,581,257.21","14,414,096.50","9,869,499.30","19,845,204.50","62,929,623.49","52,690,319.83","15,827,640.18","9,574,223.89"
预收款项,"112,764,496.44","251,036,029.75","214,612,029.75","273,370,447.37","269,409,250.64","265,499,666.27","293,077,894.21","361,849,467.43","362,850,383.61","340,160,586.36","357,968,097.12","537,038,994.31","562,115,637.18","568,604,080.82","640,224,398.14","836,317,208.62","1,020,767,102.38","948,506,530.61"
其他应收款,"121,835,684.14","1,056,206,819.55","166,124,224.81","140,118,490.99","196,331,453.38","439,618,708.68","782,682,286.32","223,504,328.30","267,132,036.98","180,623,621.84","207,748,728.56","177,087,163.30","234,669,454.22","167,229,899.55","221,128,909.11","32,637,149.41","38,838,011.53","37,016,809.19"
应付职工薪酬,"97,966,634.83","95,678,994.12","90,880,342.10","158,720,978.16","109,666,034.04","109,849,091.49","114,863,431.39","157,764,094.90","99,412,703.22","108,569,163.75","101,626,560.45","162,726,265.71","92,071,229.99","168,826,181.96","163,321,214.54","181,849,793.88","115,341,101.38","205,189,135.49"
应收关联公司款,,,,,,,,,,,,,,,,,,
应交税费,"71,909,574.57","55,082,042.49","19,833,396.31","122,843,799.66","98,674,085.23","73,571,828.03","139,805,127.76","113,011,871.56","21,404,088.53","847,266.31","64,508,935.49","101,139,328.70","57,975,678.01","110,701,667.00","130,387,661.28","168,773,088.99","94,952,861.00","47,430,259.48"
应收利息,,,,,,,,,,,,,,,,,,
应付利息,"1,672,500.00",,,"30,955,202.78","39,290,190.00","5,703,888.28","6,141,895.40","6,421,175.00","4,982,700.00","10,652,000.00","19,867,900.00","24,725,100.00","31,711,200.00","7,409,300.00","16,825,633.33","26,989,583.34","5,154,875.00","23,702,650.00"
应收股利,"1,972,058.91","482,615.73","282,284.48","1,112,000.00","1,204,000.00","4,000.00","4,000.00","852,227.92","701,027.92","4,000.00","4,000.00","166,000.00","4,000.00","42,909,130.40","14,800.00","155,200.00","4,000.00","33,854,627.80"
应付股利,"103,267,049.91","299,084,379.32","28,021,132.06","27,250,050.99","27,239,848.49","73,572,824.35","72,341,840.42","71,622,959.75","22,615,501.63","132,257,460.23","21,923,315.57","121,173,447.03","21,750,505.64","153,873,781.04","21,750,505.64","23,014,898.34","22,977,757.96","21,491,428.78"
存货,"147,876,139.84","142,183,791.48","160,104,140.22","133,394,089.65","124,005,039.15","137,282,542.82","143,488,191.72","138,146,233.93","126,707,419.10","130,122,640.06","134,486,836.45","150,299,136.47","145,465,173.83","145,205,560.30","153,240,273.13","166,121,327.72","166,150,856.76","266,544,992.37"
其他应付款,"470,670,868.84","445,838,749.59","711,083,449.83","1,691,629,047.08","1,876,887,687.64","1,989,388,858.65","2,246,184,176.55","1,837,884,144.05","2,040,434,645.56","1,895,659,592.86","1,881,126,762.20","1,507,697,422.53","1,587,107,891.21","1,399,411,105.02","1,472,307,142.60","1,366,344,762.12","1,362,591,314.01","1,309,011,037.33"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"50,180,000.00","20,355,000.00","20,000,000.00",,,,,,,,,,,,,,,
其他流动资产,"741,536.04","882,753.67",-233.85,,"3,071.27",,,,517.10,"-3,247.57","1,616.77",,,"10,062,909.59",,"5,000,000.00","5,000,000.00","5,000,000.00"
其他流动负债,"23,529,276.77","1,030,882,042.22","1,040,106,978.89","1,000,000,000.00","1,000,000,000.00",,,"58,867,191.91","31,661,737.45","1,430,952,438.42","1,430,477,984.52","1,466,341,975.83","1,436,576,539.16","1,442,600,832.30","1,444,578,449.58","1,478,944,640.33","1,841,050,925.84","1,838,000,512.39"
流动资产合计,"1,057,681,696.33","1,930,157,013.77","1,129,078,070.26","1,165,000,540.52","1,292,368,219.85","1,091,620,260.90","1,825,484,716.07","988,187,463.45","1,160,890,482.60","1,162,191,179.39","1,501,620,469.79","1,325,121,511.83","1,261,838,350.39","1,445,665,282.96","1,679,217,619.47","2,126,565,497.20","2,816,771,297.81","2,524,339,297.86"
流动负债合计,"2,535,386,292.71","4,857,591,265.18","5,428,268,011.19","6,721,382,218.17","6,717,034,072.50","6,483,295,486.84","7,317,551,224.90","7,186,483,054.80","7,159,570,280.97","7,131,397,718.33","7,248,458,496.00","6,933,702,173.75","6,958,327,647.09","6,887,039,307.11","6,849,500,255.22","7,015,150,520.78","6,746,628,745.65","6,401,985,979.10"
可供出售金融资产,"84,392,542.70","83,133,802.01","145,840,643.80","1,321,923,307.77","1,129,672,048.76","1,889,295,398.94","1,982,545,636.12","997,207,335.07","1,777,359,832.24","2,294,478,703.30","2,030,370,494.55","3,226,258,594.01","3,105,928,372.23","1,826,008,021.64","1,959,569,779.79","2,136,614,386.63","2,227,271,731.56","2,000,671,569.64"
长期借款,"510,000,000.00","510,000,000.00","957,303,370.18",,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,
长期应收款,,"494,639,958.61","494,639,958.61",,,,,,,,,,,,,,,
长期应付款,"19,087,588.16","19,087,588.16","19,087,588.16","19,087,588.16","19,087,588.16","19,087,588.16","19,087,588.16","19,087,588.16","19,087,588.16","19,087,588.16","19,087,588.16","19,087,588.16","19,087,588.16","19,087,588.16","19,087,588.16","19,087,588.16","19,087,588.16","19,087,588.16"
长期股权投资,"460,249,503.97","1,289,841,333.28","807,736,516.01","488,362,312.07","502,899,904.50","489,796,674.07","487,896,482.83","479,946,268.28","477,609,756.91","478,523,877.15","479,427,894.82","468,871,031.46","467,726,367.08","467,664,104.55","444,496,645.56","426,176,942.88","60,920,651.28","60,710,459.11"
专项应付款,,,,,,,,,,,,,,,,,,
投资性房地产,"51,213,277.59","50,875,258.47","50,537,239.35","182,718,757.44","180,752,501.82","179,312,908.44","177,609,983.94","176,829,864.44","175,074,080.69","173,286,547.94","171,531,914.26","183,494,783.06","181,666,199.81","179,837,616.56","178,009,033.31","176,180,450.06","174,351,866.81","172,523,283.56"
预计负债,,,,,,,,,,,,,,,,,,
