科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"19,344,855.46","35,073,778.42","66,583,671.20","53,153,559.07","82,929,832.32","116,654,317.91","38,936,989.65","107,441,357.38","163,892,401.53","218,794,940.01","74,263,386.27","144,367,074.94","217,164,646.00","306,504,332.21","81,741,542.58","163,213,638.10","242,130,127.29","319,100,976.01","86,711,723.43","157,544,471.90","230,599,045.24","328,974,203.42","79,709,848.26","148,422,555.65","218,347,331.08","340,475,811.88","107,732,407.71","244,690,582.28","337,320,657.25","484,507,869.53","149,384,604.41"
取得借款收到的现金,,,"50,000,000.00",,,,,,,,,,,,,,"40,768,000.00","503,465,611.87",,"430,000,000.00","430,000,000.00","762,493,192.04","6,122,915.07","30,243,920.77","231,798,697.99","218,914,826.86","510,000,000.00","918,000,000.00","1,724,000,000.00","1,979,548,871.73","430,000,000.00"
支付的各项税费,"22,531,460.08","27,381,175.25","66,631,151.13","78,828,593.12","103,741,880.01","116,300,678.86","49,183,064.91","99,150,161.43","148,240,756.66","174,771,396.40","61,746,256.07","138,248,433.91","191,384,987.45","202,476,153.74","66,562,145.52","128,565,421.61","256,619,619.58","265,327,554.19","36,781,832.71","83,962,691.78","104,806,702.04","137,281,816.22","38,901,165.97","79,863,417.32","109,231,181.30","147,547,951.89","54,795,693.85","78,994,394.26","98,123,534.82","125,967,559.80","33,777,288.41"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,"100,000,000.00","100,000,000.00","100,000,000.00",,,,"110,000,000.00","10,000,000.00","270,000,000.00","270,000,000.00","10,000,000.00","203,000,000.00"
支付其他与经营活动有关的现金,"59,027,696.97","48,208,592.60","63,610,720.29","91,405,342.78","122,132,063.19","166,124,898.57","69,722,806.09","102,993,745.25","150,590,913.00","204,151,334.97","48,850,577.31","95,052,153.28","169,191,232.33","314,680,605.79","50,354,397.26","117,416,457.98","179,052,324.07","368,998,774.15","29,862,818.18","133,972,360.91","205,815,594.06","258,266,022.22","35,040,987.63","79,193,475.57","208,305,278.86","296,987,738.09","142,959,915.15","234,563,193.35","255,529,373.16","630,076,135.96","181,136,032.32"
筹资活动现金流入小计,,"23,500,000.00","130,000,000.00",,"1,666,935,000.00","1,666,935,000.00",,,,,,,,,,,"40,768,000.00","503,465,611.87",,"530,000,000.00","530,000,000.00","862,493,192.04","6,122,915.07","30,243,920.77","231,798,697.99","328,914,826.86","670,000,000.00","1,438,000,000.00","2,742,000,000.00","3,146,336,871.73","1,360,161,400.00"
经营活动现金流出小计,"235,970,248.17","337,668,153.86","492,795,597.19","447,921,362.07","709,720,474.80","996,727,846.10","274,320,056.08","543,295,882.12","877,989,748.75","1,268,765,411.79","345,951,726.76","683,749,745.27","1,037,659,331.06","1,496,810,029.52","307,729,324.86","627,420,131.46","1,029,410,253.31","1,514,600,749.49","252,734,027.08","525,605,617.83","822,306,696.89","1,182,417,190.22","227,584,060.56","469,940,056.09","873,295,262.79","1,360,044,046.99","499,884,534.96","1,109,837,771.23","1,674,935,293.34","2,439,018,609.43","586,068,800.85"
偿还债务支付的现金,,,"50,000,000.00",,,,,,,,,,,,,,,"39,081,211.87",,"312,783,428.27","742,783,428.27","894,384,400.00",,,"8,622,915.07","46,589,233.98","105,000,000.00","468,053,693.05","877,000,000.00","947,053,693.05","699,554,890.60"
经营活动产生的现金流量净额,"41,092,790.17","61,813,159.53","157,206,875.87","52,310,871.74","62,525,016.67","64,667,875.69","42,611,528.18","5,885,747.47","-6,630,974.59","3,305,208.33","29,023,378.48","9,243,180.46","59,716,604.75","12,912,626.58","45,922,470.52","51,319,463.92","11,960,033.69","35,511,480.83","119,188,483.35","357,116,798.68","373,309,888.78","150,825,033.18","63,561,477.59","59,060,801.57","103,667,472.47","132,432,455.65","68,956,867.73","51,092,546.55","102,049,267.56","129,370,750.75","84,662,397.53"
分配股利、利润或偿还利息支付的现金,,,"134,349,311.85","15,155,764.01","15,155,764.01","15,155,764.01",,"120,000,000.00","122,959,878.57","120,000,000.00",,"110,000,000.00","110,000,000.00","180,000,000.00",,"115,742,307.00","120,000,000.00","200,504,202.89","3,058,174.10","14,921,887.79","23,355,387.79","24,509,414.80","1,681,908.32","43,504,816.78","47,545,014.76","54,689,521.39","3,296,807.03","32,092,802.21","43,419,625.07","68,570,564.48","20,808,002.91"
收回投资收到的现金,,,,,"523,000.00","523,000.00",,"388,645,137.74","388,645,137.74",,,,,,,,,,,,,,,,,,,"5,704,986.86","16,820,064.73","17,950,504.83","76,000,000.00"
支付其他与筹资活动有关的现金,,,"250,000.00",,,"7,247,000.00",,,,,,,,,,,,"100,000,000.00",,,,"110,000,000.00",,,"10,000,000.00","10,000,000.00",,"8,000,000.00","262,500,000.00",,
取得投资收益收到的现金,,,,"7,639.60","7,639.60","7,639.60",,,,,,,,,,,,,,,,,,,,,,"1,080,000.00","14,092,820.30","32,500,344.16","38,639,156.19"
筹资活动现金流出小计,,,"184,599,311.85","15,155,764.01","15,155,764.01","22,402,764.01",,"120,000,000.00","122,959,878.57","120,000,000.00",,"110,000,000.00","110,000,000.00","180,000,000.00",,"115,742,307.00","120,000,000.00","339,585,414.76","3,058,174.10","327,705,316.06","766,138,816.06","1,028,893,814.80","1,681,908.32","43,504,816.78","66,167,929.83","111,278,755.37","108,296,807.03","508,146,495.26","1,182,919,625.07","1,015,624,257.53","720,362,893.51"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,"275,500.00",,,,,,,,,,,,,"326,500.00","326,500.00","326,500.00",,,600.00,"198,600.00",,"196,224.87","194,585.86","420,734.79",
筹资活动产生的现金流量净额,,"23,500,000.00","-54,599,311.85","-15,155,764.01","1,651,779,235.99","1,644,532,235.99",,"-120,000,000.00","-122,959,878.57","-120,000,000.00",,"-110,000,000.00","-110,000,000.00","-180,000,000.00",,"-115,742,307.00","-79,232,000.00","163,880,197.11","-3,058,174.10","202,294,683.94","-236,138,816.06","-166,400,622.76","4,441,006.75","-13,260,896.01","165,630,768.16","217,636,071.49","561,703,192.97","929,853,504.74","1,559,080,374.93","2,130,712,614.20","639,798,506.49"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"1,877.64","21,319.79","468,046.04","645,166.03","945,087.16","720,221.04","79,618.93","-143,196.09","-199,567.57","-336,228.47","-214,322.34","-214,322.34","164,122.79","-155,203.57","1,708,504.87","2,184,020.39","1,764,354.93","240,461.79","-20,579.27","-2,283,504.75","-2,880,427.99","-2,301,706.08","701,741.02","-2,260,797.37","-1,017,443.45","-8,882,757.12","7,612,474.44","2,980,583.65","18,808.07","19,471,032.45","-1,658,942.77"
收到其他与投资活动有关的现金,,,,,,"2,182,915.15",,"9,524,159.19","9,524,159.19","431,531,676.24","199,009,687.98","194,549,693.50","1,292,580,988.01","1,261,764,687.73","889,580,841.68","1,101,155,876.38","1,111,516,506.15","1,131,411,296.70","1,044,693,651.37","770,964,631.04","776,446,520.69","803,841,924.08","360,065,072.64","361,270,617.77","371,215,097.66","644,374,142.46","943,529,259.91","497,460,697.73","518,297,275.07","531,974,578.26","294,928,478.02"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,"7,639.60","530,639.60","2,713,554.75","275,500.00","398,169,296.93","398,169,296.93","431,531,676.24","199,009,687.98","194,549,693.50","1,292,580,988.01","1,261,764,687.73","889,580,841.68","1,101,155,876.38","1,111,516,506.15","1,131,411,296.70","1,044,693,651.37","771,291,131.04","776,773,020.69","804,168,424.08","360,065,072.64","361,270,617.77","371,215,697.66","644,572,742.46","943,529,259.91","504,441,909.46","549,404,745.96","582,846,162.04","409,567,634.21"
五、现金及现金等价物净增加额,"35,095,175.22","80,856,118.56","21,353,746.73","-23,145,654.83","1,650,130,991.34","13,842,065.41","40,436,235.71","49,335,034.85","16,260,575.53","49,151,270.24","225,198,345.12","-123,296,693.13","268,928,993.64","-88,012,840.39","73,329,180.22","29,411,699.69","64,953,248.86","234,931,557.42","-27,902,425.24","420,897,514.64","-224,681,436.46","-103,659,615.01","-60,687,063.00","-170,979,599.25","-195,483,458.60","29,695,286.67","2,954,546.91","10,555,279.17","-109,196,385.09","-77,288,561.34","250,659,567.66"
购建固定资产、无形资产和其他长期资产支付的现金,"5,999,492.59","4,478,360.76","71,693,388.34","60,953,568.19","65,648,988.08","102,610,306.91","2,530,411.40","234,576,813.46","252,118,300.67","265,349,385.86","2,620,399.00","10,875,244.75","12,532,721.91","107,034,951.13","2,682,636.85","5,225,354.00","7,290,645.91","28,179,653.14","705,806.59","1,698,094.27","2,418,851.88","17,725,334.33","813,361.00","1,333,248.00","15,083,876.23","40,884,408.90","24,308,303.56","56,273,265.23","88,034,247.21","77,008,620.78","14,920,134.80"
期初现金及现金等价物余额,"8,023,481.42","43,118,656.64","123,974,775.20","145,328,521.93","145,328,521.93","145,328,521.93","159,170,587.34","159,170,587.34","159,170,587.34","159,170,587.34","208,321,857.58","208,321,857.58","208,321,857.58","208,321,857.58","120,309,017.19","120,309,017.19","120,309,017.19","120,309,017.19","355,240,574.61","355,240,574.61","355,240,574.61","355,240,574.61","251,580,959.60","251,580,959.60","415,881,615.18","251,580,959.60","281,276,246.27","281,276,246.27","281,276,246.27","281,276,246.27","206,376,941.58"
投资支付的现金,,,"10,028,474.99",,,,,,,,,,,,,,"11,648,000.00","308,032,225.87",,"155,823,500.00","158,182,500.00","513,225,409.10","5,643,000.00","125,456,077.21","27,296,077.21","21,601,478.60","30,000,000.00","35,000,000.00","1,890,500,500.00","2,539,900,500.00","184,595,400.00"
期末现金及现金等价物余额,"43,118,656.64","123,974,775.20","145,328,521.93","122,182,867.10","1,795,459,513.27","159,170,587.34","199,606,823.05","208,505,622.19","175,431,162.87","208,321,857.58","433,520,202.70","85,025,164.45","477,250,851.22","120,309,017.19","193,638,197.41","149,720,716.88","185,262,266.05","355,240,574.61","327,338,149.37","776,138,089.25","130,559,138.15","251,580,959.60","190,893,896.60","80,601,360.35","220,398,156.58","281,276,246.27","284,230,793.18","291,831,525.44","172,079,861.18","203,987,684.93","457,036,509.24"
