科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"97,086,938.64","50,365,408.97","99,503,717.24","111,127,301.11","140,855,498.18","469,622,015.19","315,839,123.04","420,979,136.05","420,753,067.24","469,563,569.86","325,616,001.30","659,022,094.41","595,741,199.22","777,090,438.33","346,035,636.62"
短期借款,"5,000,000.00","39,000,000.00","94,436,000.00","107,079,290.00","113,650,856.00","59,014,525.00","40,915,750.00","29,286,587.48","15,690,548.00","29,892,718.00","33,970,367.00","530,988,000.00","571,038,767.00","616,521,800.00","612,555,540.00"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"192,000.00",,"20,600,000.00","4,264,650.00","4,264,650.00","9,008,178.00","4,741,140.00",,"8,043,360.80","8,685,015.67","4,823,862.90","10,743,338.01","11,402,097.29","20,535,616.46","19,764,074.19"
应付票据,,,"4,326,382.51","20,000,000.00","22,171,761.00",,,,,,,,,,
应收账款,"39,028,585.57","124,385,947.38","167,769,631.67","248,269,845.01","249,833,766.57","284,986,905.51","292,811,285.97","254,758,249.70","244,179,285.50","390,102,887.48","505,156,792.64","528,226,698.20","653,542,312.72","646,401,730.46","728,657,124.94"
应付账款,"7,235,225.65","27,243,719.29","44,437,115.18","82,076,609.76","57,823,308.78","145,801,584.62","86,996,740.18","99,303,477.02","142,184,805.24","202,281,276.35","224,973,641.26","327,722,671.17",,"329,964,593.56",
预付款项,"1,945,676.88","13,994,720.32","3,079,769.52","2,832,385.38","2,244,802.39","7,876,766.92","17,029,983.60","10,713,802.43","24,924,255.26","12,833,851.34","17,552,141.94","28,321,741.97","63,118,562.72","47,232,316.53","68,610,742.84"
预收款项,"710,132.00","10,311,375.41","2,096,905.15","5,699.96","497,996.00","356,052.63","425,522.89","17,816,950.45","26,417,563.65","17,131,994.99","13,805,364.84","44,936,877.65","93,947,834.05","261,823,881.65","84,541,936.97"
其他应收款,"560,896.60","2,599,544.61","5,302,252.37","6,720,981.96","10,095,384.91","14,303,002.99","14,737,734.38","10,924,937.93","11,986,479.19","14,955,880.74","14,034,262.50","19,786,781.33","18,364,178.89","18,332,463.04","23,792,048.17"
应付职工薪酬,"8,595,011.73","16,065,599.95","22,742,874.01","8,140,715.32","9,088,661.81","30,133,428.42","9,280,047.82","9,727,213.24","9,859,264.79","48,168,815.27","11,613,307.07","14,115,237.19","16,389,357.24","83,800,022.87","21,717,145.55"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"3,432,784.06","9,914,226.58","8,791,646.98","8,036,309.86","13,077,826.26","17,276,454.41","1,805,582.16","12,714,989.97","13,163,108.02","17,895,715.49","25,163,586.80","14,067,425.60","24,352,732.34","22,274,229.51","22,659,813.79"
应收利息,,,,,,,,,,,,,,,
应付利息,"176,004.64","176,004.60",,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,"903,500.00",,"542,100.00","542,100.00"
存货,"20,348,009.87","48,445,572.57","66,932,958.76","66,219,523.38","49,177,299.07","127,398,599.20","127,299,645.84","131,879,676.78","199,481,678.22","162,476,099.83","257,669,289.94","325,968,489.86","395,219,656.62","402,125,007.84","401,089,393.31"
其他应付款,"614,562.31","492,660.26","558,204.02","435,978.23","197,415.43","664,755.89","265,263.06","297,698.15","400,715.58","732,220.32","291,444.18","24,878,328.29","42,818,571.39","44,698,220.70","18,020,557.68"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"19,522,582.52",,,,,,,,"33,109,248.00","33,109,248.00","32,337,788.00","32,337,788.00","24,831,936.00","24,831,936.00"
其他流动资产,"651,747.91","4,035,591.54","10,415,408.32","11,072,838.71","5,726,036.96","4,032,588.85","31,665,824.89","1,104,013.76","107,131,997.18","104,913,008.51","35,686,661.02","123,416,978.05","110,132,827.41","132,786,226.31","176,987,127.26"
其他流动负债,,,,,,,,,,,,,,,
流动资产合计,"159,813,855.47","243,826,785.39","373,603,737.88","450,507,525.55","462,197,438.08","917,228,056.66","804,124,737.72","830,359,816.65","1,016,500,123.39","1,163,530,313.43","1,160,539,012.24","1,695,486,121.83","1,847,520,834.87","2,044,503,798.97","1,764,936,147.33"
流动负债合计,"25,763,720.39","122,726,168.61","177,389,127.85","225,774,603.13","216,507,825.28","253,246,800.97","139,688,906.11","169,146,916.31","207,716,005.28","349,211,988.42","342,926,959.15","989,949,827.90","1,105,869,763.01","1,383,914,684.29","1,097,092,808.55"
可供出售金融资产,,,,,,,,,,"12,000,000.00","30,000,000.00","85,287,795.92","61,000,000.00","161,000,000.00",
长期借款,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,"19,020,312.80",,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,"50,274,593.37","64,755,813.45","69,755,813.45"
专项应付款,,,,,,,,,,,,,,,
投资性房地产,"2,451,064.46","2,387,980.34","2,324,896.22",,,,,,,,,,,,
预计负债,,,,,,,,,,"2,000,000.00","2,000,000.00",,,,
固定资产,"9,183,192.39","24,888,157.47","25,451,799.06","27,017,555.79","25,772,100.09","23,108,171.24","22,332,817.62","21,288,727.26","20,325,077.02","20,040,710.24","32,315,830.72","64,100,162.65","70,357,073.68","234,798,899.90","238,774,388.23"
递延所得税负债,,,,,,,,,,,,,,,
在建工程,,,,,,,"26,157,353.27","30,729,575.72","34,747,947.42","44,187,705.29","53,391,351.20","73,925,123.18","92,757,541.69","4,057,591.76","16,817,210.89"
其他非流动负债,,,,,,,,,,"49,663,872.00","49,663,872.00","49,663,872.00","49,663,872.00","24,369,060.00","24,369,060.00"
工程物资,,,,,,,,,,,,,,,
非流动负债合计,"24,895,312.80","1,800,000.00","2,300,000.00","2,300,000.00","2,550,000.00","11,155,882.35","11,223,529.40","10,341,176.45","10,558,823.50","60,940,342.55","60,057,989.60","57,575,636.65","54,693,283.70","29,356,118.75","28,473,765.80"
固定资产清理,,,,,,,,,,,,,,,
负债合计,"50,659,033.19","124,526,168.61","179,689,127.85","228,074,603.13","219,057,825.28","264,402,683.32","150,912,435.51","179,488,092.76","218,274,828.78","410,152,330.97","402,984,948.75","1,047,525,464.55","1,160,563,046.71","1,413,270,803.04","1,125,566,574.35"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","81,907,000.00","81,824,000.00","81,824,000.00","163,614,000.00","163,614,000.00","163,614,000.00","163,614,000.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"14,520,661.53","14,847,663.56","15,320,352.40","16,947,952.40","18,360,152.40","359,740,287.50","360,543,562.50","361,346,837.50","446,782,772.50","452,948,911.76","456,471,913.39","418,327,453.51","411,497,517.91","430,188,972.40","427,969,345.17"
无形资产,"363,193.31","22,176,798.92","29,214,273.16","27,703,059.26","26,972,704.60","26,141,165.62","25,392,495.21","24,575,254.92","23,773,148.78","23,738,182.63","32,685,869.42","52,078,843.68","59,606,355.60","73,293,259.93","71,512,466.54"
盈余公积,"5,180,291.08","10,318,666.08","19,575,468.19","19,575,468.19","19,575,468.19","28,605,218.78","28,605,218.78","28,605,218.78","28,605,218.78","40,912,000.00","40,912,000.00","40,912,000.00","40,912,000.00","55,419,397.03","55,419,397.03"
开发支出,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,"82,773,120.00","82,773,120.00","82,001,660.00","82,001,660.00","49,200,996.00","49,200,996.00"
商誉,,,,,,,,,,,,"8,993,679.61","8,993,679.61","8,993,679.61","8,993,679.61"
未分配利润,"51,180,899.04","81,262,414.61","148,756,010.00","178,295,226.39","198,801,351.05","238,410,455.21","260,193,788.08","258,860,798.99","321,101,897.15","360,951,030.59","409,806,253.50","396,469,052.68","469,955,058.87","553,587,970.25","634,457,905.52"
长期待摊费用,"423,880.49","1,396,073.50","3,307,908.36","3,130,639.31","2,823,227.63","2,222,174.26","2,591,126.38","2,120,079.02","1,980,029.49","1,752,174.22","1,573,454.70","4,867,616.09","5,100,617.30","5,653,701.46","15,136,650.69"
少数股东权益,"251,232.97","7,321,571.20","15,332,559.18","11,077,350.46","7,990,309.57","6,670,547.77","4,406,597.28","4,815,884.03","5,211,086.96","8,785,303.86","13,057,073.99","49,218,199.36","46,215,672.26","51,189,976.03","50,622,823.24"
递延所得税资产,"1,047,161.69","1,653,705.85","2,744,071.24","3,759,186.44","3,850,885.39","5,552,658.07","5,905,826.00","5,654,670.20","6,033,548.87","7,384,668.31","8,406,449.68","9,713,685.74","10,968,652.80","11,101,948.61","12,579,141.37"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,"8,509,770.00","1,957,101.13","1,798,170.94","2,061,452.90","2,496,791.73","4,844,008.75","373,358.49","373,358.49","373,358.49","1,347,838.49","660,688.43","39,971,121.18","7,446,799.60","13,763,347.43","33,290,480.58"
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"21,978,262.34","54,459,817.21","64,841,118.98","63,671,893.70","61,915,709.44","61,868,177.94","82,752,976.97","84,741,665.61","87,233,110.07","110,451,279.18","159,033,644.15","338,938,028.05","366,505,313.65","577,418,242.15","647,859,831.36"
所有者权益(或股东权益)合计,"131,133,084.62","173,760,433.99","258,755,729.01","286,104,816.12","305,055,322.24","714,693,551.28","735,965,279.18","735,613,389.50","885,458,404.68","863,829,261.64","916,587,707.64","986,898,685.33","1,053,463,101.81","1,208,651,238.08","1,287,229,404.34"
资产总计,"181,792,117.81","298,286,602.60","438,444,856.86","514,179,419.25","524,113,147.52","979,096,234.60","886,877,714.69","915,101,482.26","1,103,733,233.46","1,273,981,592.61","1,319,572,656.39","2,034,424,149.88","2,214,026,148.52","2,621,922,041.12","2,412,795,978.69"
负债和所有者(或股东权益)合计,"181,792,117.81","298,286,602.60","438,444,856.86","514,179,419.25","524,113,147.52","979,096,234.60","886,877,714.69","915,101,482.26","1,103,733,233.46","1,273,981,592.61","1,319,572,656.39","2,034,424,149.88","2,214,026,148.52","2,621,922,041.12","2,412,795,978.69"
