科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"52,905,940.29","58,141,174.78","66,001,157.79","99,154,895.80","134,777,040.45","759,223,874.79","646,261,010.68","644,832,327.67","702,719,116.28","683,797,212.94","660,476,968.73","623,803,909.65","601,126,592.96","490,811,334.16","422,486,403.74","342,809,054.71","211,594,169.36","129,282,875.28","191,603,115.13","816,243,069.90","664,519,861.10","578,646,405.15","777,669,542.49","601,030,304.00","649,093,806.84","705,789,962.61","957,109,268.56","605,493,775.38","562,421,846.54","373,302,742.49","1,216,234,262.89","2,156,631,497.17","2,168,167,502.87","1,722,289,208.42","1,961,943,464.12","2,020,705,308.05","2,147,732,214.65","898,937,698.71","1,560,980,156.35"
短期借款,"68,970,000.00","72,970,000.00","153,250,000.00","124,290,000.00","141,290,000.00","260,590,000.00","227,550,000.00","238,090,000.00","253,090,000.00","305,160,000.00","344,550,000.00","402,590,000.00","334,120,000.00","354,120,000.00","402,120,000.00","402,120,000.00","338,120,000.00","375,000,000.00","445,000,000.00","395,000,000.00","495,000,000.00","543,120,000.00","713,120,000.00","805,000,000.00","945,000,000.00","994,934,000.00","1,295,000,000.00","1,295,000,000.00","1,244,300,000.00","1,259,300,000.00","1,514,300,000.00","1,124,300,000.00","1,224,300,000.00","1,234,300,000.00","1,439,300,000.00","1,809,300,000.00","1,779,300,000.00","1,829,300,000.00","2,259,300,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,835,800.00",,"400,000.00","264,000.00","843,600.00","800,000.00","148,875.00","366,000.00","3,184,658.00","1,261,666.00","2,699,108.66","550,000.00","290,000.00","2,782,618.00","980,000.00","450,000.00","9,850,755.28","8,070,000.00","6,150,000.00","8,413,040.00","9,117,937.30","9,210,462.87","7,159,297.10","2,196,752.00","610,449,280.49","590,458,474.92","45,735,592.13","1,346,100.11","503,308,813.46","479,372,130.80","410,884,911.13","407,782,091.21","558,622,815.91","569,711,134.30","603,092,343.09","564,236,454.74","1,138,613,271.82","1,132,065,076.52","723,754,600.39"
应付票据,,,,,,,"18,582,778.00","35,778,310.00","9,334,650.00","10,186,507.20","15,114,230.20","16,175,246.00","62,572,901.00","78,442,778.00","42,881,747.64","37,351,474.64","27,792,856.26","13,306,728.76","19,000,840.50","33,219,941.00","37,410,000.00","36,858,033.00","34,623,489.00","40,538,521.40","311,628,259.53","419,858,863.28","229,180,367.35","129,515,409.20","183,064,199.00","263,198,577.00","347,704,855.74","656,419,608.44","676,263,080.00","322,442,107.70","296,103,445.40","453,699,305.67","547,124,784.38","557,208,917.03","468,176,497.60"
应收账款,"86,531,680.64","135,310,528.15","198,035,570.47","134,092,971.91","149,625,176.69","188,947,451.92","241,730,394.85","295,663,909.39","179,688,353.44","261,262,552.49","234,111,682.02","288,355,513.02","276,255,228.60","366,970,341.68","412,879,677.63","490,587,729.55","505,938,633.30","561,804,091.68","591,024,365.72","716,729,002.40","809,684,757.97","951,127,541.48","978,438,886.16","1,068,718,107.82","934,890,790.96","994,976,274.42","1,176,725,255.73","1,529,049,425.10","1,180,990,172.27","1,551,256,210.97","1,455,481,187.84","2,032,291,704.41","1,870,769,506.34","2,172,801,969.58","2,429,862,660.02","3,266,901,950.50","2,406,463,168.65","2,724,525,677.97","3,380,663,413.35"
应付账款,"42,831,914.07","71,656,761.53","59,375,387.73","63,138,878.72","58,092,378.37","62,506,415.72","72,192,169.15","72,620,389.80","49,250,757.69","32,910,930.32","76,589,475.16","86,611,706.99","78,932,424.80","108,116,154.92","147,483,207.71","162,001,257.21","140,431,858.05","179,615,736.67","170,296,998.82","185,996,238.40","186,686,977.60","268,455,712.52","180,840,112.92","234,855,540.31","292,511,662.65","283,556,963.18","340,661,027.06","444,272,574.90","607,212,014.59","612,287,630.37","975,227,775.91","860,989,664.60","848,179,495.99","974,723,577.27","1,105,803,152.48","1,269,631,280.73","1,131,205,292.88","1,130,971,705.11","795,424,805.94"
预付款项,"38,940,718.32","18,508,446.75","22,328,080.89","23,165,922.51","22,216,122.75","33,687,780.67","80,883,361.96","62,399,649.49","126,455,303.05","108,438,995.06","175,391,938.13","215,109,567.40","202,748,639.25","277,787,309.59","192,539,934.07","148,316,259.14","92,048,726.30","70,930,787.67","118,651,446.35","86,240,492.96","87,143,192.75","47,191,365.87","52,989,786.07","126,343,349.57","27,850,132.53","9,368,861.03","91,038,599.61","149,599,659.94","38,160,389.37","143,322,926.54","82,566,411.50","50,167,352.99","31,153,173.31","54,158,386.15","28,397,507.20","84,224,293.32","56,874,569.05","63,628,620.33","48,333,360.57"
预收款项,"1,621,110.24","4,503,832.72","3,466,439.94","2,501,750.51","3,280,508.55","4,463,013.76","15,269,826.78","5,999,719.86","6,862,805.75","10,923,460.07","16,125,048.80","20,910,318.20","9,599,395.38","20,206,244.33","19,056,677.27","35,090,306.89","17,857,356.85","11,926,612.30","15,596,977.01","20,470,247.65","24,405,685.75","26,267,984.00","14,816,993.25","15,117,996.64","61,155,360.80","36,024,213.90","19,529,153.64","48,625,340.52","26,520,393.37","51,305,412.40","17,688,981.42","27,005,088.41","36,366,609.74","45,602,563.49","29,035,992.49","25,448,963.13","44,729,216.52","36,885,130.97","40,732,550.57"
