科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
取得借款收到的现金,"247,000,000.00","241,906,250.00","290,000,000.00","40,000,000.00",,"12,575,703.00","52,587,500.00",,"85,665,910.20","85,665,910.20","90,000,000.00","30,000,000.00","81,000,000.00","391,000,000.00","450,000,000.00","320,000,000.00","350,000,000.00","390,000,000.00","580,000,000.00","255,000,000.00","485,000,000.00","585,000,000.00","1,110,000,000.00","50,000,000.00","200,000,000.00","300,000,000.00","690,000,000.00","102,000,000.00","282,000,000.00","600,900,000.00","806,800,000.00","259,727,000.00","363,000,000.00"
支付的各项税费,"140,815,865.11","142,374,467.26","203,015,167.42","43,727,463.30","66,985,058.48","152,871,556.40","228,895,647.76","58,787,663.74","129,109,985.98","207,689,816.15","300,319,659.63","54,685,638.30","139,826,489.68","198,790,672.85","278,190,542.68","45,659,562.00","140,279,398.93","227,006,372.20","312,519,009.75","96,237,641.35","184,821,135.62","270,130,016.86","346,613,093.35","77,509,145.50","167,133,897.19","256,320,332.75","366,767,764.55","53,742,241.90","129,241,430.74","197,044,396.99","291,627,740.77","106,307,537.87","162,795,887.14"
收到其他与筹资活动有关的现金,"89,313,935.14",,"22,906,250.00","9,600,000.00",,,,,,"37,810.21",,,"82,417,617.80","80,696,850.78","100,000,000.00","81,042,641.14","133,044,387.61","131,449,866.12","81,000,000.00","130,727.43",,"4,263,626.99",,"118,451.13","1,127,063.29","1,280,223.07","60,333,911.73","121,916.29","620,964.10","643,474.86",,"235,875.48",
支付其他与经营活动有关的现金,"266,944,313.40","225,635,500.80","276,137,605.55","64,013,660.35","165,572,463.88","234,510,161.76","362,493,181.25","69,619,110.74","146,520,608.57","216,419,024.56","331,333,727.62","73,377,702.45","159,095,090.48","230,652,754.66","357,957,974.58","71,767,582.44","142,374,966.42","208,789,477.09","387,044,457.13","72,075,958.67","135,190,665.78","206,173,403.67","366,536,307.51","111,103,180.64","152,395,438.67","287,789,173.37","415,354,676.26","86,764,036.53","175,242,547.96","253,147,164.68","442,334,182.53","102,234,229.04","172,276,564.21"
筹资活动现金流入小计,"336,313,935.14","241,906,250.00","312,906,250.00","1,938,000,000.00","1,888,400,000.00","1,900,975,703.00","1,948,271,830.00",,"85,665,910.20","85,703,720.41","103,887,464.81","30,000,000.00","163,417,617.80","471,696,850.78","553,000,000.00","401,042,641.14","483,270,111.60","522,025,590.11","661,581,356.25","255,130,727.43","485,000,000.00","589,263,626.99","1,110,000,000.00","50,118,451.13","201,127,063.29","301,280,223.07","750,333,911.73","102,121,916.29","282,620,964.10","601,543,474.86","806,800,000.00","259,962,875.48","363,000,000.00"
经营活动现金流出小计,"2,106,828,604.37","1,695,959,852.30","2,429,571,133.09","640,007,025.07","1,207,145,755.36","1,816,633,350.27","2,720,679,378.10","579,398,339.46","1,143,273,588.80","1,694,102,797.63","2,901,392,950.72","587,685,732.27","1,114,280,707.66","2,047,296,784.15","3,655,614,799.60","675,897,483.44","1,252,191,690.37","1,967,246,079.75","3,519,310,465.83","753,436,370.38","1,290,400,108.99","2,020,513,225.90","3,600,090,045.82","737,505,956.81","1,342,240,536.56","2,060,976,594.36","3,693,706,100.49","726,151,702.25","1,545,076,325.59","2,184,355,314.39","3,864,304,391.02","1,060,371,530.14","1,750,639,909.88"
偿还债务支付的现金,"294,680,000.00","275,000,000.00","303,906,250.00","210,000,000.00","170,000,000.00","170,000,000.00","210,000,000.00",,"15,700,000.00","98,253,410.20","12,587,500.00","30,000,000.00","120,000,000.00","121,000,000.00","90,000,000.00","180,000,000.00","400,000,000.00","600,000,000.00","450,000,000.00","340,000,000.00","520,000,000.00","785,000,000.00","905,000,000.00","160,000,000.00","510,000,000.00","935,000,000.00","1,115,000,000.00",,"100,000,000.00","260,000,000.00","462,900,000.00",,"356,000,000.00"
经营活动产生的现金流量净额,"151,001,484.94","286,403,725.63","103,052,670.60","-55,371,263.34","37,921,408.81","354,031,237.73","213,069,326.03","-33,158,774.75","139,946,674.96","558,805,066.12","296,707,876.40","98,272,513.00","307,633,548.75","335,596,895.16","-1,338,829.86","47,231,876.76","307,778,976.19","589,255,101.50","157,325,513.11","95,167,847.23","402,834,013.51","740,933,096.70","266,727,845.01","267,328,617.44","581,953,174.91","906,351,639.19","472,353,645.43","160,288,273.05","246,590,517.30","694,881,456.93","292,923,528.53","72,980,679.96","499,470,334.31"
分配股利、利润或偿还利息支付的现金,"118,401,444.34","63,454,762.01","3,149,302.18","2,310,955.52","5,675,601.43","162,476,304.43","162,488,101.43",,"186,861,246.92","189,830,426.33","191,617,979.19","1,395,000.00","239,598,333.33","251,139,755.54","259,136,054.45","8,857,313.31","153,286,469.68","189,324,608.56","198,369,149.56","11,314,641.98","263,005,628.87","271,674,377.30","278,787,291.81","8,187,209.75","267,748,137.52","271,537,350.03","274,968,544.79","4,666,563.66","213,307,988.79","231,890,425.67","247,169,253.35","9,266,263.71","178,312,784.21"
收回投资收到的现金,"10,730,000.00",,,,,,,,,,,,,,,,"141,300,000.00","90,499,908.32","238,073,753.75","74,100,000.00","54,750,000.00",,,"212,418,112.00","61,388,112.00","125,139,612.00","245,328,112.00",,,,,,
支付其他与筹资活动有关的现金,"81,657,647.20","135,670,681.66","40,000,000.00","7,470,000.00","1,220,003,888.88","1,112,592,635.68","1,655,828.39",,,"470,895.71","208,957.08",,,,,,"125,905.95","265,905.95",,"81,012,756.20","81,254,731.51","81,132,756.20","181,000,000.00",,"120,000.00","120,000.00","215,308,500.00",,,,,,
取得投资收益收到的现金,,,,,,,,,,,,,,,"12,561,481.44",,,,"32,755,542.45",,,,"25,400,981.39","19,389,238.56","19,389,238.56","19,389,238.56","50,559,746.64",,"963,640.49","1,789,267.95","38,577,276.10",,"22,949,555.00"
筹资活动现金流出小计,"494,739,091.54","474,125,443.67","347,055,552.18","219,780,955.52","1,395,679,490.31","1,445,068,940.11","374,143,929.82",,"202,561,246.92","288,554,732.24","204,414,436.27","31,395,000.00","359,598,333.33","372,139,755.54","349,136,054.45","188,857,313.31","553,412,375.63","789,590,514.51","648,369,149.56","432,327,398.18","864,260,360.38","1,137,807,133.50","1,364,787,291.81","168,187,209.75","777,868,137.52","1,206,657,350.03","1,605,277,044.79","4,666,563.66","313,307,988.79","491,890,425.67","710,069,253.35","9,266,263.71","534,312,784.21"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,252,300.69","961,176.59","863,452.45","362,420.00","727,178.99","907,303.99","2,379,577.88",,"121,500.00","133,200.00","2,218,708.64",,"35,905.00","110,217.20","109,116.19","65,750.00","65,750.00","162,980.00","595,472.03","200,000.00","494,500.00","581,520.00","9,269,383.22","20,975.00","20,975.00","20,975.00","45,275.00",,"2,500.00","97,500.00","1,002,834.68","64,931.36","280,752.73"
筹资活动产生的现金流量净额,"-158,425,156.40","-232,219,193.67","-34,149,302.18","1,718,219,044.48","492,720,509.69","455,906,762.89","1,574,127,900.18",,"-116,895,336.72","-202,851,011.83","-100,526,971.46","-1,395,000.00","-196,180,715.53","99,557,095.24","203,863,945.55","212,185,327.83","-70,142,264.03","-267,564,924.40","13,212,206.69","-177,196,670.75","-379,260,360.38","-548,543,506.51","-254,787,291.81","-118,068,758.62","-576,741,074.23","-905,377,126.96","-854,943,133.06","97,455,352.63","-30,687,024.69","109,653,049.19","96,730,746.65","250,696,611.77","-171,312,784.21"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,"-261,932.63",,,,,,,,,,"8,361,100.27","17,621,100.27","36,617,991.06",,,,,,,,,,
四、汇率变动对现金的影响,,,,,"-329,721.14","-329,721.14","-567,334.86",,"27,618.16","30,549.01","-500,249.39","-44,089.89","-80,046.49","-95,231.72","-1,679,357.37","143,733.57","208,720.95","189,790.18","110,087.30","129,218.54","60,626.92","2,369,834.24","1,482,151.56","-754,082.69","689,160.27","1,108,002.43","5,481,677.72","-284,421.75","-2,303,495.56","-4,893,775.13","-11,426,272.32","-3,327,423.82","22,811.48"
收到其他与投资活动有关的现金,"2,016,389.07","27,510,397.70","1,903,719.14",,"15,411,757.74","27,841,083.22","51,345,954.47","132,174,868.08","257,371,851.01","1,371,981,461.85","1,396,364,042.92","403,757,909.88","1,048,096,454.22","1,058,205,632.34","1,076,326,407.65","20,283,583.84","171,102,132.20","181,804,904.99","161,758,710.24","15,268,006.38","340,059,496.05","360,662,757.51","358,841,871.40","25,572,409.86","42,564,894.67","157,346,606.53","177,948,315.65","8,052,406.82","24,163,004.65","52,650,875.08","53,141,444.20","14,772,942.55","23,763,979.01"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"13,998,689.76","28,471,574.29","2,767,171.59","362,420.00","16,138,936.73","28,748,387.21","53,725,532.35","132,174,868.08","257,493,351.01","1,372,114,661.85","1,398,320,818.93","403,757,909.88","1,048,132,359.22","1,058,315,849.54","1,088,997,005.28","20,349,333.84","312,467,882.20","272,467,793.31","433,183,478.47","89,568,006.38","403,665,096.32","378,865,377.78","430,130,227.07","257,400,735.42","123,363,220.23","301,896,432.09","473,881,449.29","8,052,406.82","25,129,145.14","54,537,643.03","92,721,554.98","14,837,873.91","46,994,286.74"
五、现金及现金等价物净增加额,"-142,431,156.11","4,616,309.34","-12,119,169.18","1,646,063,952.50","476,002,701.85","728,017,230.67","348,288,429.46","47,390,048.65","82,434,624.63","141,664,781.91","45,102,674.38","349,486,091.59","110,022,300.04","-88,070,283.75","-275,158,884.24","127,298,828.32","143,127,332.37","121,226,850.66","58,032,968.51","-46,948,148.45","337,379,018.42","104,336,134.93","-122,331,330.18","395,179,645.89","14,070,990.42","221,063,681.86","-36,026,377.74","-17,756,163.45","64,891,231.58","61,147,970.19","14,641,153.68","76,355,138.83","27,500,453.79"
购建固定资产、无形资产和其他长期资产支付的现金,"125,711,207.58","78,039,796.91","83,789,709.19","17,146,248.64","70,448,432.24","110,339,436.02","161,403,757.53","51,619,772.64","98,129,204.82","221,439,860.04","278,187,278.47","90,072,473.07","200,793,934.78","304,176,260.72","436,769,769.14","52,607,977.61","107,179,708.32","173,104,175.68","241,600,993.91","54,615,629.65","89,678,240.12","116,332,506.52","128,193,271.97","10,725,700.93","49,131,725.03","82,873,467.16","110,155,633.99","28,569,167.53","82,131,302.49","107,246,202.33","126,419,004.16","55,675,202.99","115,498,181.96"
期初现金及现金等价物余额,"342,017,998.64","199,586,842.53","204,203,151.87","192,083,982.69","192,083,982.69","192,083,982.69","192,083,982.69","540,372,412.15","540,372,412.15","540,372,412.15","540,372,412.15","585,475,086.53","585,475,086.53","585,475,086.53","585,475,086.53","310,316,202.29","310,316,202.29","310,316,202.29","310,316,202.29","368,349,170.80","368,349,170.80","368,349,170.80","368,349,170.80","246,017,840.62","246,017,840.62","246,017,840.62","246,017,840.62","209,991,462.88","209,991,462.88","209,991,462.88","209,991,462.88","224,632,616.56","224,632,616.56"
投资支付的现金,"23,294,966.83",,,,,,,,,"148,306,276.60","248,290,000.00","51,710,000.00","646,710,000.00","1,112,530,000.00","914,383,570.00","100,000,000.00",,,,,,"252,670,833.33","324,978,035.49",,"66,020,000.00",,,"206,431,041.67","43,433,041.67","637,247,227.97","329,889,400.00","203,157,400.00","232,176,012.57"
期末现金及现金等价物余额,"199,586,842.53","204,203,151.87","192,083,982.69","1,838,147,935.19","668,086,684.54","920,101,213.36","540,372,412.15","587,762,460.80","622,807,036.78","682,037,194.06","585,475,086.53","934,961,178.12","695,497,386.57","497,404,802.78","310,316,202.29","437,615,030.61","453,443,534.66","431,543,052.95","368,349,170.80","321,401,022.35","705,728,189.22","472,685,305.73","246,017,840.62","641,197,486.51","260,088,831.04","467,081,522.48","209,991,462.88","192,235,299.43","274,882,694.46","271,139,433.07","224,632,616.56","300,987,755.39","252,133,070.35"
