科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"2,247,022,574.17","1,942,194,046.43","2,508,183,493.74","575,294,353.86","1,226,615,092.28","2,138,156,454.94","2,908,498,181.48","539,028,988.79","1,250,418,455.40","2,198,594,309.52","3,146,694,095.82","673,108,631.19","1,389,227,462.20","2,319,321,722.12","3,586,554,975.96","708,338,597.05","1,527,230,332.03","2,517,853,797.94","3,618,846,907.62","845,726,761.82","1,681,913,375.43","2,718,128,961.99","3,824,916,474.53","995,268,178.02","1,879,833,606.52","2,907,708,749.42","4,123,082,142.59","867,963,896.77","1,725,541,600.10","2,781,232,868.33","4,082,730,415.97","1,111,963,182.09","2,171,630,863.66"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,"38,000,000.00","86,000,000.00",,,,,,,,,,,,,,,,,,
收到的税费返还,"2,797,360.08",,"1,909,365.03","4,014,338.78","6,792,650.46","6,792,650.46","8,238,333.79","5,631,786.23","6,106,161.25","6,349,909.20","6,087,566.74","2,884,050.29","2,884,050.29","2,884,050.29","3,185,766.37","4,233,748.56","4,233,748.56","4,233,748.56","4,233,748.56",,"72,770.52","133,731.86",,"4,238,614.85","4,264,774.30","4,264,774.30","4,264,774.30","105,078.76","2,971,434.10","13,830,899.47","8,038,612.02","3,257,960.48","14,075,963.31"
支付其他与投资活动有关的现金,,,,,,,"1,330,663,236.71","6,272.04","100,008,477.96","1,216,688,346.60","1,022,421,521.63","9,322,768.33","201,978,911.13","126,738,631.25","127,848,308.70","3,466.07","300,006,274.62","300,016,734.25","304,197,323.15",920.20,"242,117.83","100,285,327.43","112,712,954.55","1,164.73","41,765.73","41,797.73","22,644,383.13","48,267,565.00","48,273,566.45","48,536,973.53",,,
收到其他与经营活动有关的现金,"8,010,155.06","40,169,531.50","22,530,944.92","5,327,069.09","11,659,421.43","25,715,482.60","17,012,188.86","1,578,789.69","26,695,647.11","47,963,645.03","45,319,164.56","9,965,563.79","29,802,743.92","60,687,906.90","64,535,227.41","10,557,014.59","28,506,585.97","34,413,634.75","53,555,322.76","2,877,455.79","11,247,976.55","43,183,628.75","41,901,416.30","5,327,781.38","40,095,330.65","55,354,709.83","38,712,829.03","18,370,999.77","63,153,808.69","84,173,003.52","66,458,891.56","18,131,067.53","64,403,417.22"
投资活动现金流出小计,"149,006,174.41","78,039,796.91","83,789,709.19","17,146,248.64","70,448,432.24","110,339,436.02","1,492,066,994.24","51,626,044.68","198,137,682.78","1,586,434,483.24","1,548,898,800.10","151,105,241.40","1,049,482,845.91","1,581,444,891.97","1,565,001,647.84","152,611,443.68","407,185,982.94","473,120,909.93","545,798,317.06","54,616,549.85","89,920,357.95","469,288,667.28","565,884,262.01","10,726,865.66","115,193,490.76","82,915,264.89","132,800,017.12","283,267,774.20","173,837,910.61","793,030,403.83","456,308,404.16","258,832,602.99","347,674,194.53"
经营活动现金流入小计,"2,257,830,089.31","1,982,363,577.93","2,532,623,803.69","584,635,761.73","1,245,067,164.17","2,170,664,588.00","2,933,748,704.13","546,239,564.71","1,283,220,263.76","2,252,907,863.75","3,198,100,827.12","685,958,245.27","1,421,914,256.41","2,382,893,679.31","3,654,275,969.74","723,129,360.20","1,559,970,666.56","2,556,501,181.25","3,676,635,978.94","848,604,217.61","1,693,234,122.50","2,761,446,322.60","3,866,817,890.83","1,004,834,574.25","1,924,193,711.47","2,967,328,233.55","4,166,059,745.92","886,439,975.30","1,791,666,842.89","2,879,236,771.32","4,157,227,919.55","1,133,352,210.10","2,250,110,244.19"
投资活动产生的现金流量净额,"-135,007,484.65","-49,568,222.62","-81,022,537.60","-16,783,828.64","-54,309,495.51","-81,591,048.81","-1,438,341,461.89","80,548,823.40","59,355,668.23","-214,319,821.39","-150,577,981.17","252,652,668.48","-1,350,486.69","-523,129,042.43","-476,004,642.56","-132,262,109.84","-94,718,100.74","-200,653,116.62","-112,614,838.59","34,951,456.53","313,744,738.37","-90,423,289.50","-135,754,034.94","246,673,869.76","8,169,729.47","218,981,167.20","341,081,432.17","-275,215,367.38","-148,708,765.47","-738,492,760.80","-363,586,849.18","-243,994,729.08","-300,679,907.79"
购买商品、接受劳务支付的现金,"1,536,168,144.75","1,186,965,445.48","1,780,255,128.30","473,119,305.96","863,111,891.75","1,274,520,927.43","1,879,395,242.85","393,409,867.98","743,080,077.42","1,083,110,312.13","1,995,519,648.57","387,741,792.83","683,698,186.56","1,417,159,671.36","2,716,562,944.27","477,114,682.82","817,642,076.82","1,303,974,114.95","2,496,242,546.05","495,845,445.30","805,864,268.87","1,304,486,125.84","2,557,847,098.78","463,406,653.36","865,662,277.74","1,287,243,337.42","2,584,631,073.46","484,763,594.00","1,058,646,891.27","1,464,842,707.92","2,750,475,402.58","731,591,840.95","1,209,826,652.66"
吸收投资收到的现金,,,,"1,888,400,000.00","1,888,400,000.00","1,888,400,000.00","1,895,684,330.00",,,,"13,887,464.81",,,,"3,000,000.00",,"225,723.99","575,723.99","581,356.25",,,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"162,900,281.11","140,984,438.76","170,163,231.82","59,146,595.46","111,476,341.25","154,730,704.68","249,895,306.24","57,581,697.00","124,562,916.83","186,883,644.79","274,219,914.90","71,880,598.69","131,660,940.94","200,693,685.28","302,903,338.07","81,355,656.18","151,895,248.20","227,476,115.51","323,504,452.90","89,277,325.06","164,524,038.72","239,723,679.53","329,093,546.18","85,486,977.31","157,048,922.96","229,623,750.82","326,952,586.22","100,881,829.82","181,945,455.62","269,321,044.80","379,867,065.14","120,237,922.28","205,740,805.87"
