科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"198,457,058.45","324,528,285.50","464,010,492.08","113,353,430.55","207,938,545.80","274,091,427.02","358,548,287.31","101,174,806.80","223,885,597.25","333,965,483.57","420,017,314.39","96,159,509.12","180,120,337.13","259,031,351.14","357,779,550.65","110,510,392.19","231,097,374.61","330,968,755.16","448,569,652.31","120,596,552.83","296,031,193.12","513,852,498.01","708,096,042.52","211,702,543.32","497,376,909.44","874,989,295.33","1,297,016,910.93","449,962,805.22","942,287,702.84","1,481,822,281.46","2,090,806,849.87","762,589,215.78"
二、营业利润,"54,224,559.90","105,423,285.49","145,469,522.84","39,697,299.13","77,587,361.64","96,863,116.18","111,300,689.82","27,288,650.02","60,392,971.87","86,987,281.32","98,282,844.07","17,472,989.25","24,969,029.02","31,648,042.43","43,277,625.21","18,656,694.94","38,608,191.96","46,734,125.31","53,804,345.83","10,709,143.54","33,161,986.57","63,547,525.42","77,958,751.40","35,362,466.71","98,830,754.86","183,707,612.66","255,760,107.27","104,417,564.69","227,691,703.13","292,737,060.56","329,173,956.21","104,266,351.40"
减:营业成本,"112,929,082.51","167,240,310.65","248,378,011.47","61,193,841.67","112,178,197.13","154,315,662.11","215,259,384.42","62,915,551.75","139,376,151.92","209,980,889.43","269,413,341.65","63,417,093.48","121,511,751.18","176,191,491.96","241,332,801.48","73,064,131.12","152,357,826.41","223,845,740.59","305,790,269.42","86,578,216.77","183,391,620.65","296,609,037.47","395,122,644.54","115,088,486.35","260,114,209.69","461,812,364.09","688,439,298.29","240,097,278.01","468,850,396.81","680,901,329.23","911,413,056.90","272,288,942.32"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,713,637.08","2,371,589.52","3,669,198.82","944,466.90","1,537,584.05","1,368,711.41","2,017,411.17","641,764.90","1,180,895.31","2,070,686.92","2,710,067.85","581,159.18","793,555.26","865,689.38","1,123,255.99","404,410.67","895,047.98","1,035,283.74","1,841,978.92","961,257.32","2,626,702.14","5,039,320.70","7,384,532.92","2,410,161.90","4,727,039.28","7,923,185.52","16,960,196.64","7,002,866.41","14,916,754.67","24,500,122.12","34,488,273.84","11,950,793.92"
营业外收入,"204,126.24","4,497,993.22","1,016,446.78","3,462,939.90","3,712,740.16","3,727,061.93","4,409,349.31","4,417,258.53","4,582,188.60","4,606,604.04","8,293,650.52","931,081.89","1,987,092.02","3,133,272.08","4,107,750.66","1,268,026.18","1,619,169.07","2,055,041.04","2,795,816.46","481,702.38","1,205,398.48","1,929,255.82","4,672,161.80","1,597,483.68","2,802,933.19","3,763,708.30","6,317,929.61","878,528.58","2,216,791.02","7,950,995.06","12,147,023.22","385,492.28"
销售费用,"7,687,066.65","13,269,127.06","16,789,869.02","2,793,843.00","6,216,300.38","9,803,867.41","14,424,725.87","3,373,198.36","7,426,111.94","12,044,368.76","17,203,996.36","4,383,157.29","9,974,182.15","15,585,539.55","21,858,222.03","5,648,049.21","11,854,245.00","18,879,643.32","26,583,209.63","6,439,024.90","36,480,148.64","76,321,979.42","118,349,421.24","32,085,279.53","64,804,789.41","98,828,499.88","140,164,810.89","44,380,183.37","130,372,271.92","330,531,891.56","583,201,105.04","328,161,000.00"
减:营业外支出,"349,414.31","924,537.05","611,857.43","26,934.31","131,560.65","187,381.61","2,061,945.60","682,018.82","-253,662.17","133,859.29","1,369,693.35","292,437.14","1,048,332.93","1,503,018.54","3,168,060.93","729,839.20","755,508.93","1,606,233.94","2,605,252.30","107,407.14","832,849.60","5,178,891.04","6,258,195.96","327,555.76","2,169,929.20","2,262,303.94","4,746,312.47","293,405.37","3,975,509.01","4,604,931.25","7,432,419.40","102,415.35"
管理费用,"17,044,208.89","35,841,801.00","47,410,762.84","7,585,623.72","18,078,744.75","29,372,900.09","44,218,309.61","15,098,983.09","32,774,613.02","48,573,817.10","66,904,227.24","17,429,555.41","36,136,136.56","52,637,301.18","73,957,763.72","16,744,335.89","35,409,878.92","54,892,371.00","79,509,923.75","19,550,634.97","47,755,516.90","79,625,440.30","118,796,459.86","26,736,487.25","67,921,378.58","116,231,824.40","189,495,550.09","60,811,219.43","115,818,761.93","171,060,797.59","252,591,460.69","50,557,889.39"
其中:非流动资产处置净损失,"62,977.51","792,990.89","566,268.74","26,934.31","81,560.25","130,081.21","1,856,954.42","582,018.82","-591,558.51","-642,509.40","1,212,748.75","230,697.44","992,400.80","1,447,086.41","2,979,029.19","667,448.93","690,637.37","1,412,283.68","2,444,191.37","107,407.14","801,579.83","5,094,925.67","6,133,254.30","324,555.76","2,069,629.20","2,106,003.94","4,565,799.18","293,405.37","1,783,607.09","2,318,275.47",,
