科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"272,279,518.58","302,718,325.88","401,997,410.43","29,429,929.07","62,310,426.27","125,896,494.70","410,850,830.76","34,223,490.50","76,600,267.68","170,360,658.76","470,038,814.09","37,118,928.73","110,730,290.76","234,679,388.65","591,908,177.93","54,825,623.37"
取得子公司及其他营业单位支付的现金净额,"8,558,789.74",,,,,,,,,,,,,,,
收到的税费返还,,"230,484.89","720,963.55","563,427.90","529,149.21","750,913.73","1,019,525.20","710,037.14","755,650.21","1,018,502.67","835,929.39","4,678.46","4,678.46","4,678.46",,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"13,004,382.09","13,557,896.83","21,752,203.41","4,393,861.53","1,617,634.30","1,957,857.49","25,619,559.62","1,029,649.51","12,234,968.53","20,854,941.63","21,011,703.88","1,974,842.03","12,425,057.84","21,513,921.76","30,235,651.21","5,985,555.15"
投资活动现金流出小计,"18,247,501.70","1,533,723.67","39,531,826.29","863,851.26","1,705,090.72","2,813,399.95","15,238,446.54","2,655,417.62","7,505,170.41","29,648,547.29","65,628,369.60","45,914,311.93","61,718,379.60","93,632,957.89","113,998,833.90","38,140,746.77"
经营活动现金流入小计,"285,283,900.67","316,506,707.60","424,470,577.39","34,387,218.50","64,457,209.78","128,605,265.92","437,489,915.58","35,963,177.15","89,590,886.42","192,234,103.06","491,886,447.36","39,098,449.22","123,160,027.06","256,197,988.87","622,143,829.14","60,811,178.52"
投资活动产生的现金流量净额,"-10,247,186.70","-1,514,663.67","-39,530,616.29","-863,851.26","-1,705,090.72","-2,813,399.95","-15,238,446.54","-2,655,417.62","-7,505,170.41","-29,648,547.29","-59,863,369.60","-45,914,311.93","-61,718,379.60","-93,632,957.89","-112,998,833.90","-38,140,746.77"
购买商品、接受劳务支付的现金,"129,371,832.76","142,510,949.76","199,757,359.66","57,149,175.45","78,147,849.51","120,356,980.69","194,489,957.02","88,391,018.51","121,521,108.78","155,218,544.27","214,319,667.54","32,531,074.20","84,203,371.65","130,905,585.72","252,058,398.59","83,126,419.85"
吸收投资收到的现金,,,,,"152,138,000.00","152,138,000.00","152,138,000.00",,"8,279,684.02","83,925,397.02","83,685,000.00",,"1,500,000.00","3,500,000.00","5,000,000.00","10,000,000.00"
