科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
货币资金,"707,378,306.36","735,772,846.44","778,293,065.89","2,403,362,411.70","1,628,554,804.76","1,669,843,494.64","2,010,959,754.04","2,389,403,296.27","2,294,087,180.14","2,733,242,962.17","1,356,494,200.33","1,739,921,678.85","1,423,064,574.39","2,307,643,101.76","2,276,426,280.83","3,082,083,541.90","3,297,363,636.19","3,308,784,927.97","2,241,904,044.03","2,751,477,867.32","2,564,733,631.92","2,487,336,016.52","1,999,932,674.92","1,836,050,630.13","1,683,727,656.21","2,614,178,853.10","1,471,447,438.36","1,980,485,341.99","839,929,202.25","2,341,241,595.37","2,387,362,091.58","3,493,151,694.54","3,209,250,243.70"
短期借款,"110,000,000.00","90,000,000.00",,"100,000,000.00","1,825,000,000.00","1,725,000,000.00",,,,,"800,000,000.00","700,000,000.00","500,000,000.00",,,,,,,,,"690,427.42","19,469,827.75","3,071,001.02","1,525,697.39","2,452,365,056.87","2,716,340,248.46","505,709,269.55","475,841,602.76","1,550,000,000.00","1,750,000,000.00","1,200,000,000.00","1,640,000,000.00"
交易性金融资产,,,,"11,199,450.00","9,906,170.00","6,719,670.00","5,378,010.00","4,354,710.00","4,889,100.00",,"133,345.00","197,880.00","856,340.00","863,385.00","1,022,515.00","270,410.00","62,610.00",,,,,,,,,,,,,,,,
交易性金融负债,"1,200,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,"169,646,000.00","160,340,000.00",,"48,000,000.00","48,000,000.00","118,800,000.00","142,800,000.00","207,600,000.00"
应付票据,,,,,,,,,,"47,679,551.00","47,679,551.00",,,,,,"60,102,000.00","60,817,650.00","60,817,650.00",,"60,439,935.00","121,543,195.00","61,103,260.00",,"62,583,200.00","62,583,200.00","60,000,000.00",,"60,000,000.00","120,000,000.00","184,500,000.00","184,500,000.00","259,500,000.00"
应收账款,"60,096,023.61","53,919,196.58","43,115,837.47","14,950,102.19","82,226,011.08","69,809,857.78","77,754,901.86","9,784,754.25","79,869,273.03","148,367,419.71","124,377,923.14","11,212,366.04","52,376,911.76","50,053,617.72","90,193,579.91","11,980,377.13","140,260,320.96","127,778,926.92","257,529,174.25","30,010,164.63","287,178,361.46","273,421,942.66","259,992,798.60","60,428,667.93","225,072,855.17","174,288,650.48","140,609,916.18","291,025,607.10","341,466,364.51","419,416,425.55","563,060,906.30","522,553,947.25","578,398,619.20"
应付账款,"236,730,421.63","237,787,738.65","240,219,938.24","190,322,516.38","175,359,712.69","173,874,546.91","160,026,726.36","211,411,984.26","178,836,636.47","229,773,806.51","173,775,420.84","275,823,659.98","168,083,067.80","268,098,763.94","280,589,647.28","567,168,646.56","483,529,575.24","323,659,375.46","158,135,074.06","141,955,416.65","179,247,013.80","188,050,097.32","185,624,451.00","138,867,819.53","184,735,590.29","176,847,386.08","210,453,135.12","586,234,742.33","472,711,532.77","733,739,874.84","688,584,132.33","600,710,416.63","658,390,151.64"
预付款项,"3,890,491.18","43,806,603.21","36,934,316.36","32,617,187.13","146,071,555.34","35,313,585.20","162,074,356.12","53,827,326.39","61,486,221.16","25,430,199.32","312,816,290.28","189,789,295.96","330,055,019.97","192,014,496.80","420,301,467.16","56,379,077.17","44,582,891.30","38,749,411.41","192,930,179.50","67,257,689.93","249,930,914.91","180,385,545.82","258,162,481.22","65,191,867.05","175,572,169.45","284,330,668.00","358,445,986.27","143,981,371.94","324,901,615.22","428,827,918.46","442,887,911.72","203,347,606.48","552,074,473.60"
预收款项,"144,417,664.48","126,689,885.87","123,027,220.50","225,883,817.93","196,672,767.45","271,323,012.13","266,651,722.66","429,252,706.70","421,033,707.86","445,449,877.43","507,638,889.59","614,003,828.64","290,948,123.73","303,138,624.23","267,599,141.50","769,286,574.44","336,401,851.49","285,639,634.34","628,526,859.14","609,845,940.80","636,889,028.92","527,557,592.66","458,448,716.35","611,056,847.38","660,893,671.18","864,558,577.20","862,456,572.23","1,973,824,268.26","1,735,948,682.09","1,878,240,074.09","1,301,131,316.44","2,583,388,491.38","1,777,999,980.60"
其他应收款,"47,069,438.56","103,383,062.75","107,156,322.89","82,548,223.89","462,780,919.82","34,839,563.24","30,713,306.81","27,586,306.37","29,324,293.44","29,385,112.22","32,214,934.95","31,323,290.73","25,257,830.01","31,738,230.63","40,301,292.54","64,095,059.03","71,950,399.61","31,979,179.80","33,624,035.33","31,154,753.94","37,425,131.22","48,646,185.81","49,344,966.76","687,396,687.07","835,615,559.55","1,008,698,911.74","1,394,087,508.34","337,594,003.36","404,852,100.74","320,787,414.77","378,496,796.92","431,105,786.59","293,537,780.48"
应付职工薪酬,"11,277,041.92","10,832,235.77","9,651,137.97","31,603,567.72","16,049,221.03","9,027,534.53","9,323,780.54","17,576,554.90","13,551,764.60","9,962,460.96","9,355,207.62","20,388,997.05","9,668,103.32","9,317,684.69","10,606,219.62","46,672,714.91","11,944,385.49","13,612,747.26","17,632,733.01","39,394,655.31","13,794,143.94","17,623,999.51","17,337,133.44","38,584,817.09","13,156,891.55","22,552,992.85","22,251,504.98","51,129,689.23","14,020,932.90","14,585,709.41","16,592,908.09","59,775,193.28","20,966,523.61"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"41,520,649.72","31,997,090.81","33,852,535.34","87,871,754.11","66,227,411.51","51,481,893.78","32,564,686.47","28,094,134.28","19,563,168.92","16,118,548.12","19,285,901.40","28,406,045.58","42,415,565.66","54,390,421.00","44,376,532.70","33,928,013.54","-18,671,109.69","-24,452,689.51","-19,305,083.94","84,287,278.27","95,118,709.90","55,776,920.32","71,122,252.44","141,572,168.60","109,549,268.26","29,498,908.36","29,868,099.38","229,466,627.46","195,816,094.91","65,433,644.27","283,489,841.07","444,283,109.20","223,716,426.10"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,"16,766,600.00","41,916,500.00","67,066,400.00","92,216,300.00",,,,"5,850,000.00","17,810,000.00","29,900,900.00","43,891,913.59","17,694,479.35","39,235,082.10","60,983,511.21","44,096,011.62","7,443,111.45","45,455,192.86","70,992,456.22","58,061,634.32","15,438,739.70","35,605,643.82","60,950,630.13","35,095,890.42","3,561,643.83","16,668,497.15","32,001,829.58","44,823,747.40"
应收股利,"1,631,812.68","17,192,820.43","1,257,307.21","172,358.20","172,358.20","7,758,263.20","78,608.20",,,"12,520,000.00",,"11,700,000.00","11,700,000.00","44,726,826.80","8,250,000.00","349,886.01","4,299,886.01","10,559,086.01","3,950,000.00","8,590,243.08","340,243.08","26,107,582.18","972,043.08","687,328.24","20,592,274.36","20,939,359.52","10,529,048.24","5,023,120.68","1,072,320.68","15,553,425.68","10,793,425.68","5,570,908.18","13,026,087.50"
应付股利,"11,667,063.86","11,456,592.26","11,298,356.86","10,519,976.57","10,486,901.57","41,500,995.01","41,472,375.01","10,488,835.65","10,401,665.57","53,106,575.63","14,415,475.53","10,364,433.42","10,364,433.42","130,630,984.66","16,432,048.09","10,364,433.42","10,364,433.42","10,326,633.42","10,326,633.42","10,312,633.42","10,312,633.42","10,312,633.42","10,884,633.57","10,884,632.67","10,884,632.67","10,884,632.67","10,312,633.42","10,312,633.42","10,312,633.42","10,312,633.42","10,312,633.42","13,980,644.86","18,849,644.86"
