科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"87,599,609.80","132,294,842.80","101,042,789.81","119,720,460.88","569,389,136.55","512,097,585.72","541,925,738.75","462,686,675.26","587,731,755.51","638,915,623.61","503,329,416.81","706,775,276.16","552,817,531.38","574,188,059.36","318,955,673.72","470,586,173.46","468,351,746.41","596,824,754.84","361,589,558.70","570,351,140.59","421,777,252.03","302,249,922.86","374,339,382.79","285,347,857.16","205,960,287.21","167,764,577.43","168,349,993.10","418,668,505.95","499,544,268.40","502,632,504.61","607,254,491.37","336,622,519.97","336,174,640.11"
短期借款,"90,000,000.00","142,000,000.00","118,000,000.00","126,000,000.00","61,000,000.00","43,000,000.00","103,000,000.00","91,000,000.00","280,000,000.00","366,400,000.00","411,763,292.58","544,664,135.87","557,720,843.27","458,449,869.33","397,499,869.33","299,756,000.00","285,000,000.00","373,999,540.00","320,000,000.00","290,000,000.00","275,000,000.00","390,000,000.00","510,000,000.00","556,900,000.00","667,000,000.00","757,780,000.00","787,780,000.00","1,132,430,000.00","978,550,000.00","923,550,000.00","973,550,000.00","690,000,000.00","815,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,"200,004,000.00","200,445,400.00","199,536,600.00","199,125,800.00",,,,"200,000,000.00","199,794,000.00","199,787,000.00",,,,,,,,,,
应收票据,"1,687,084.97","10,000.00","12,154,943.10","6,097,756.60","5,508,999.29","55,321,268.92","6,810,856.75","16,324,315.38","34,073,949.11","139,279,167.51","165,913,361.88","180,395,334.81","260,427,160.34","205,600,990.51","246,148,528.10","271,878,397.84","359,144,051.07","145,124,698.78","323,182,909.16","83,424,289.44","118,101,750.43","326,021,519.18","446,928,025.62","203,428,367.93","59,933,135.71","111,053,205.23","5,631,526.43","35,402,635.56","39,317,201.79","179,969,085.99","5,172,255.00","74,656,129.33","93,398,845.70"
应付票据,"21,500,000.00","79,740,000.00","56,451,223.88","67,964,403.96","112,202,052.00","108,655,594.42","157,306,911.26","219,055,645.69","215,251,236.93","298,134,215.47","242,439,218.56","325,450,000.00","303,900,000.00","190,000,000.00","314,000,000.00","473,500,000.00","570,000,000.00","628,500,000.00","695,500,000.00","698,200,000.00","509,700,000.00","539,000,000.00","512,077,797.00","413,077,797.00","243,900,000.00","114,900,000.00","140,000,000.00","130,000,000.00","212,000,000.00","111,000,000.00","98,654,565.48","143,691,021.23","156,815,152.40"
应收账款,"95,067,019.77","161,539,409.64","201,819,578.89","174,893,547.43","171,837,605.45","185,963,971.12","187,427,817.11","247,355,953.04","309,876,963.23","293,431,705.27","315,629,971.21","342,728,258.22","303,782,626.63","331,892,730.32","310,200,380.16","344,835,118.43","339,062,699.33","391,538,080.92","405,697,246.29","423,444,290.40","493,423,081.29","478,207,531.73","835,052,922.25","838,005,477.12","793,927,874.63","929,726,327.31","891,316,828.00","961,565,029.33","1,153,156,587.93","1,010,181,476.59","983,824,807.66","1,094,606,811.27","1,108,851,061.54"
应付账款,"44,937,748.94","59,327,315.11","49,051,708.60","82,829,244.99","56,139,777.47","54,535,564.26","72,641,876.38","74,397,799.75","113,319,690.09","105,012,430.76","96,276,680.12","104,175,696.71","90,786,395.26","98,625,194.69","124,432,225.38","271,103,330.27","298,876,483.13","218,821,396.78","186,069,508.73","221,798,535.62","211,473,152.12","236,884,745.37","318,099,588.56","229,747,101.99","172,903,300.41","268,648,737.48","289,904,273.82","271,605,150.82","326,573,456.91","374,592,519.03","436,056,674.70","343,422,691.88","355,798,007.92"
预付款项,"32,761,695.10","57,674,362.47","29,444,319.09","77,638,366.87","88,656,039.20","71,589,226.77","132,026,280.27","177,324,988.25","145,564,257.30","153,456,141.18","215,350,367.60","204,600,647.02","265,380,716.15","216,844,165.87","446,151,963.10","240,170,344.88","251,916,180.18","69,539,356.47","112,964,252.39","34,941,848.62","55,292,537.58","27,257,106.27","50,979,564.08","153,119,104.07","250,544,983.10","189,573,021.75","319,510,551.08","387,511,352.49","479,840,303.64","354,358,349.69","782,135,671.72","524,185,817.00","528,040,232.86"
预收款项,"40,609,133.80","70,201,813.46","23,488,596.46","11,664,396.83","9,891,033.24","29,316,997.83","27,648,025.15","38,061,819.62","82,450,604.58","72,949,687.80","76,383,418.63","67,152,364.91","60,257,492.35","52,659,134.32","68,254,141.71","66,513,618.62","46,979,309.36","87,691,457.11","99,214,970.44","63,521,387.60","96,443,232.40","70,995,268.50","85,174,622.51","58,727,356.55","76,089,290.23","109,244,030.47","88,217,672.61","107,576,089.15","108,675,562.74","36,967,016.84","67,418,263.63","101,300,040.09","93,071,720.05"
其他应收款,"5,987,675.80","9,078,658.55","3,498,880.76","5,455,167.52","6,979,514.19","9,899,820.40","21,858,412.79","22,590,801.46","23,171,083.70","22,695,924.39","25,861,997.24","24,898,576.27","25,398,771.26","18,574,682.60","21,362,718.45","114,593,837.41","114,308,638.84","9,795,000.58","10,255,526.94","11,253,882.73","8,851,442.27","15,678,535.03","10,927,090.04","11,001,109.68","19,059,741.79","9,172,317.14","23,287,900.08","8,255,219.86","28,858,295.41","15,489,625.82","19,686,267.79","16,892,398.38","18,283,383.23"
应付职工薪酬,"7,079,818.99","8,560,519.63","6,812,684.25","7,036,439.86","7,879,890.22","7,231,529.28","8,176,345.10","8,752,884.14","8,111,290.75","11,212,432.33","10,995,833.30","9,080,995.50","8,724,362.94","9,493,649.70","8,882,427.04","11,360,162.97","7,899,759.16","11,272,890.05","11,629,036.18","11,675,504.35","11,901,936.07","11,418,167.66","11,299,205.62","11,584,510.63","11,360,004.39","13,951,919.48","9,705,557.69","8,278,013.16","10,238,287.43","16,675,893.33","11,425,571.90","12,777,419.69","13,073,149.23"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
