科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"82,737,865.16","69,052,827.98","107,265,757.67","63,929,155.81","73,003,319.01","119,388,273.80","22,425,914.76","36,363,003.34","54,076,150.93","103,664,742.69","19,304,261.44","46,130,517.07","67,733,235.28","161,898,533.87","34,491,399.61","74,347,443.87","120,269,272.24","237,982,462.54","56,035,554.84","151,775,254.65","215,892,022.65","329,043,840.72","122,526,630.60","197,446,206.86","301,075,923.11","533,434,418.35","144,339,869.01","270,143,200.16","589,837,070.30","726,316,917.74","1,048,831,174.63","2,150,825,226.27","2,306,776,444.66","4,427,463,699.84","1,279,522,373.38","1,315,843,282.46"
取得子公司及其他营业单位支付的现金净额,"1,493,435.00","4,013,234.83",,,,"952,500.00",,"1,095,822.89",,,,,,"1,770,735.24",,,,"250,000.00","3,670,000.00","-197,615.82","-197,615.82","3,000,000.00","106,172,397.78","113,040,013.60","113,040,013.60","113,040,013.60",,,"950,000,000.00","1,118,428,916.89",,,,,,
收到的税费返还,,,,,,,,"29,321.23","44,378.71","44,378.71",,"38,858.38","38,858.38","60,098.38",,,,,"47,623.66","197,183.86","215,294.57","82,951.10","29,393.00","29,393.00","134,870.01","985,435.85","66,173.58","77,040.10","86,910.33","66,141.00",,"395,192.18","411,902.53","411,902.53",,"939,999.15"
支付其他与投资活动有关的现金,,,,,,,,,"1,095,822.89",,,,,,,,,,,"252,002.08","252,002.08",,,,,,,,,"5,826,688.12",,,,"110,858,116.22","72,000,000.00","72,782,212.07"
收到其他与经营活动有关的现金,"964,260.39","4,722,661.59","4,969,009.34","2,011,000.00","3,261,000.00","6,905,833.74","194,491.95","1,570,724.77","2,642,336.36","5,391,620.10","2,783,983.90","10,330,223.80","37,538,635.44","34,060,335.22","15,374,982.05","25,176,863.73","35,839,983.30","50,085,347.00","89,610,143.33","99,688,948.37","168,418,218.02","96,417,423.90","84,557,998.30","111,561,898.52","125,302,053.19","202,596,779.25","69,626,498.25","37,541,726.57","277,194,366.08","675,854,410.92","226,610,706.23","124,475,432.10","328,861,207.79","939,782,503.83","210,522,262.07","457,717,187.01"
投资活动现金流出小计,"5,158,063.27","15,649,566.63","9,207,493.97","14,595,764.90","16,085,870.29","28,637,410.13","7,464,066.54","9,038,059.77","11,272,689.72","149,600,711.32","2,573,275.00","10,006,271.53","36,560,493.53","181,568,623.79","32,063,867.77","62,534,859.77","62,299,060.77","157,474,023.59","20,102,392.17","29,085,677.16","39,747,957.96","64,364,969.57","145,440,261.80","162,346,712.68","238,641,471.43","342,384,721.29","284,148,369.88","417,022,557.20","2,738,369,737.16","1,276,417,869.31","625,233,657.89","1,023,368,033.12","1,429,657,975.53","1,787,974,670.66","136,749,268.54","88,383,728.63"
经营活动现金流入小计,"83,702,125.55","73,775,489.57","112,234,767.01","65,940,155.81","76,264,319.01","126,294,107.54","22,620,406.71","37,963,049.34","56,762,866.00","109,100,741.50","22,088,245.34","56,499,599.25","105,310,729.10","196,018,967.47","49,866,381.66","99,524,307.60","156,109,255.54","288,067,809.54","145,693,321.83","251,661,386.88","384,525,535.24","425,544,215.72","207,114,021.90","309,037,498.38","426,512,846.31","737,016,633.45","214,032,540.84","307,761,966.83","867,118,346.71","1,402,237,469.66","1,275,441,880.86","2,275,695,850.55","2,636,049,554.98","5,367,658,106.20","1,490,044,635.45","1,774,500,468.62"
投资活动产生的现金流量净额,"-4,855,277.84","-15,581,945.35","-8,788,059.63","-14,560,053.31","-16,018,664.17","-28,314,198.36","-7,453,274.25","-9,021,408.48","-11,255,919.68","-146,793,380.81","-2,573,275.00","-8,695,375.53","-5,249,317.53","-66,180,876.12","-32,063,867.77","-62,534,859.77","-62,299,060.77","-35,030,913.52","-20,008,397.17","-21,768,224.77","-1,628,749.02","52,885,935.99","-110,352,633.22","-119,212,689.80","-133,417,792.93","-113,165,675.97","-28,698,369.88","-24,955,557.20","-2,197,216,839.88","-1,263,005,112.00","-625,178,657.89","-1,022,688,033.12","-1,426,549,213.41","-1,658,173,953.96","-64,712,452.44","-16,289,813.69"
购买商品、接受劳务支付的现金,"38,271,251.15","42,967,633.53","41,312,302.73","27,034,191.78","45,267,433.71","61,551,137.35","21,830,095.42","41,960,420.89","56,904,398.68","77,657,535.20","25,079,227.36","45,281,697.87","69,628,483.65","137,905,786.66","27,916,889.81","59,144,136.46","97,273,686.19","161,902,178.56","40,374,319.88","82,687,078.11","158,110,200.96","248,535,378.98","87,977,491.61","170,356,545.74","244,259,387.67","397,172,679.52","119,292,643.53","210,212,866.11","334,988,012.06","2,373,119,485.12","1,463,526,831.68","2,311,390,824.39","2,974,540,588.72","4,034,239,526.71","455,902,726.78","704,123,526.69"
吸收投资收到的现金,"4,200,000.00","24,780,000.00",,,"368,424,000.00","363,145,827.00",,,,,,,,"628,550.00","1,500,000.00",,"2,250,000.00","2,250,000.00",,,,"135,400,000.00",,,,,,"900,000.00","2,451,919,994.80","2,459,469,994.80","10,050.00","10,050.00","10,050.00","1,510,050.00",,
