科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"1,381,367,909.69","1,734,405,338.57","703,809,636.11","1,114,197,551.50","1,769,551,690.50","510,131,981.60","1,100,803,673.30","1,779,670,339.03","2,777,956,813.24","674,380,672.34","1,526,947,095.75","2,622,275,656.54","4,454,651,912.13","937,399,082.95","2,875,758,412.88","3,929,750,424.43","6,261,852,294.99","1,203,319,044.78","2,740,488,604.24","4,784,710,046.93","7,843,521,245.68","1,575,922,654.82","2,079,632,675.17","4,304,089,966.66","7,915,183,593.66","2,746,784,853.82","4,577,041,909.35","5,792,190,842.08","10,692,237,035.80","3,137,209,702.06","5,385,402,650.99","8,369,841,098.02","12,357,708,944.15","3,225,545,105.92","6,416,957,230.75","9,238,623,472.43","14,972,838,785.48","3,186,172,191.74"
取得子公司及其他营业单位支付的现金净额,"8,059,200.00",,,,,,"140,000,000.00","170,000,000.00","131,255,257.51",,,,"535,234,515.06",,,,"878,358.20",,"3,280,383.00","12,705,744.02","36,812,143.69","20,174,892.46","23,798,802.32","24,704,060.50","36,136,945.83","16,440,000.00",,,"89,332.00",,,"60,000,000.00",,,,,,
收到的税费返还,"2,517,569.56",,,,,,,,,,,,,"2,126,587.47","83,788,638.91","159,592,158.45","176,422,882.00","42,206,732.37","98,973,893.09","104,684,569.07","121,725,638.91","11,692,354.09","66,683,740.99","70,305,350.89","85,287,708.60","51,163,395.92","143,371,582.19","168,939,619.29","188,272,048.16","50,644,938.09","106,091,861.98","221,617,701.28","291,465,185.88","120,731,828.29","225,591,835.22","299,834,409.04","360,813,664.86","81,185,441.08"
支付其他与投资活动有关的现金,"19,947,842.87",,,,"10,000,000.00","140,000,000.00","30,000,000.00","30,000,000.00",,,"11,625.00",,,,,,"74,685,236.08",,,,"141,593,032.97",,"152,568.19","152,568.19",,,,,"26,125,581.85",,,,"13,038,181.12","26,877,822.32",,,"12,429,518.78",
收到其他与经营活动有关的现金,"270,040,779.89","16,050,281.42","5,892,997.26","5,337,983.09","10,419,353.58","16,284,543.08","14,946,800.03","24,207,088.33","39,466,003.02","6,791,074.42","27,771,336.88","30,580,006.48","184,294,210.56","11,447,105.17","25,257,944.86","79,852,394.08","188,846,454.17","25,117,969.43","46,920,809.17","86,235,502.50","260,262,745.96","23,840,933.72","86,131,023.34","101,504,549.29","144,628,201.78","72,835,234.18","90,909,293.47","138,900,873.27","227,372,617.57","60,850,366.11","65,087,129.32","108,896,894.07","284,595,434.75","43,180,316.78","59,864,271.52","84,360,948.27","131,127,508.47","78,581,975.95"
投资活动现金流出小计,"119,883,566.25","98,347,669.96","66,694,232.93","171,654,589.85","204,191,574.46","186,778,655.90","308,771,487.34","362,133,511.45","390,268,889.34","69,199,679.94","206,474,629.39","562,653,045.98","2,588,722,343.02","273,074,085.28","642,350,494.69","1,517,605,604.20","1,006,920,706.18","89,968,248.39","89,031,168.22","140,396,119.05","526,094,144.51","116,357,804.55","197,664,807.46","397,324,425.53","497,601,523.00","187,545,110.98","430,820,459.56","622,328,244.53","1,014,611,273.18","78,759,012.05","276,354,864.27","698,204,726.85","921,578,809.78","214,843,876.41","201,937,097.43","151,199,435.79","378,862,605.69","352,488,255.43"
经营活动现金流入小计,"1,653,926,259.14","1,750,455,619.99","709,702,633.37","1,119,535,534.59","1,779,971,044.08","526,416,524.68","1,115,750,473.33","1,803,877,427.36","2,817,422,816.26","681,171,746.76","1,554,718,432.63","2,652,855,663.02","4,638,946,122.69","950,972,775.59","2,984,804,996.65","4,169,194,976.96","6,627,121,631.16","1,270,643,746.58","2,886,383,306.50","4,975,630,118.50","8,225,509,630.55","1,611,455,942.63","2,232,447,439.50","4,475,899,866.84","8,145,099,504.04","2,870,783,483.92","4,811,322,785.01","6,100,031,334.64","11,107,881,701.53","3,248,705,006.26","5,556,581,642.29","8,700,355,693.37","12,933,769,564.78","3,389,457,250.99","6,702,413,337.49","9,622,818,829.74","15,464,779,958.81","3,345,939,608.77"
投资活动产生的现金流量净额,"-115,697,819.61","-96,325,810.96","-63,694,232.93","-165,264,677.80","-201,006,983.36","-169,032,639.90","-302,215,477.50","-353,095,517.61","-380,742,177.17","-69,192,715.82","-205,732,419.91","-560,525,921.71","-2,527,651,469.20","-270,053,728.00","-638,392,074.60","-1,513,618,027.93","-942,843,637.08","-89,961,193.99","20,410,881.03","-30,952,752.87","-407,466,805.61","-113,080,350.33","-175,414,874.79","-375,466,884.02","-411,983,096.00","-177,182,854.23","-352,869,281.57","-535,253,342.34","-849,149,564.03","-70,035,343.73","-267,449,889.66","-688,861,056.48","-562,476,596.86","-204,283,443.11","-191,219,721.76","-128,325,490.17","-275,258,506.66","-350,934,019.44"
购买商品、接受劳务支付的现金,"1,448,399,167.15","1,462,490,898.21","534,307,769.30","1,019,379,127.78","1,672,277,154.14","598,002,006.70","1,203,024,511.10","1,970,567,180.04","2,645,105,374.65","836,459,992.74","1,605,888,893.36","2,428,882,415.69","4,886,595,342.71","1,061,805,412.87","2,851,148,541.46","3,919,921,689.09","6,189,608,629.27","1,370,054,633.16","2,534,005,520.60","4,512,700,620.73","7,018,182,006.01","1,625,595,201.50","3,316,063,255.39","5,381,491,565.98","8,211,206,669.24","1,793,998,561.14","4,108,000,082.07","6,230,640,365.74","10,024,874,463.36","2,867,358,513.07","4,581,336,504.19","7,656,294,186.05","12,231,454,862.51","3,226,989,995.23","6,520,352,771.49","9,106,666,924.10","14,073,151,142.43","3,150,147,342.75"
吸收投资收到的现金,"1,000,000.00","656,000.00",,,"1,487,650,000.00","27,327,830.00","27,327,900.00","27,327,900.00","27,327,830.00",,,"6,439,899.99","65,199,900.00",,,,"2,590,575.93",,"58,153,149.10","58,153,149.10","88,153,149.10","1,219,291,930.00","1,323,752,313.34","1,323,752,313.34","2,303,752,313.34",,"10,000,000.00","67,563,400.00","72,463,400.00","1,831,840.43",,"7,278,577.71","7,000,000.00",,,,"3,084,821,830.00","1,620,000.00"
