科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"-20,316.74","1,094,664.06","-794,536.16","169,023.22","1,750,564.98","2,565,740.27","-2,931,318.25","-9,734,553.24","-20,855,635.04","-29,990,894.70","-8,105,845.22","-10,256,499.05","-19,341,483.28","-23,977,732.21","-4,579,152.50","-5,831,804.95","-6,803,078.54","-7,244,324.14","1,762,495.60","2,370,770.42","7,761,390.58","8,010,733.87","6,131,104.14","10,080,377.86","13,781,217.71","24,517,919.37","17,954,897.48","23,098,770.42","38,518,845.21","44,890,434.81","19,934,702.00","40,483,214.47","66,893,162.02","99,999,359.94","36,499,707.31","34,291,427.83","45,348,145.13","71,440,989.72","18,005,001.82"
三、利润总额,"9,236,747.11","25,861,461.95","57,146,834.16","29,519,591.49","46,362,757.20","76,439,951.93","12,096,706.96","47,548,693.85","70,536,468.78","94,478,215.79","16,311,198.66","57,536,980.74","75,882,875.73","150,007,712.48","21,315,068.41","89,547,116.80","113,015,046.60","185,676,722.65","24,622,069.33","114,509,837.20","133,546,674.90","149,566,265.47","-9,073,664.06","67,509,532.16","99,567,335.28","144,687,654.04","-15,989,820.78","22,988,477.28","19,380,425.21","146,904,116.90","-9,500,092.34","87,978,199.49","104,425,891.85","-391,267,834.68","301,852.09","49,754,338.42","30,276,146.65","60,275,707.64","2,684,021.21"
资产减值损失,"648,229.25","2,362,701.67","1,582,249.02","2,839,131.79","1,894,700.92","4,623,702.32","-293,094.05","1,599,661.77","3,927,828.35","7,270,478.29","408,164.44","3,110,096.82","9,749,568.59","10,103,189.96","-904,050.79","6,703,398.90","7,370,872.60","7,325,693.23","157,246.98","4,945,398.69","4,305,483.25","17,215,619.95","2,952,914.61","13,376,465.35","20,614,596.03","70,988,765.50","5,802,079.57","20,699,246.69","38,490,848.97","92,336,640.56","4,421,317.23","19,432,936.33","51,096,265.08","613,399,457.67","-10,107,844.90","862,402.23","4,927,328.72","49,147,797.02","-5,769,731.14"
减:所得税,"159,857.20","4,359,626.90","6,496,266.72","2,799,321.21","5,007,267.40","5,389,155.19","2,495,108.20","7,383,375.05","12,578,683.92","16,233,276.48","2,666,572.58","8,069,183.22","11,369,855.75","21,253,153.68","3,367,291.54","13,922,393.14","16,148,735.21","28,807,120.91","4,480,191.51","16,535,589.64","20,176,378.37","25,126,062.82","883,451.04","4,976,161.65","11,006,456.93","14,078,797.13","-481,140.71","9,676,428.19","8,931,955.82","42,489,321.13","360,274.41","17,441,379.04","21,810,619.20","29,160,334.06","459,361.89","10,963,265.16","-83,007.14","12,449,817.15","2,640,994.34"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,256,684.89",
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,"58,137.85","58,137.85","98,725.71","-98,819.80","-160,236.85","32,723.50","3,428.95","-121,804.98","-212,772.36","786,224.64","4,562,331.70","1,070,092.87","2,847,466.49","5,369,065.33","-2,396,107.90",,"3,803,900.48","3,834,129.80","-12,135,350.10","24,421.84","1,279,389.41","3,274,572.66","4,421,292.98","-259,972.47","-13,214,038.49","-14,416,950.15","129,879,348.39","-2,856,198.86","69,030,331.74","64,278,702.56","103,165,982.52","-6,797,506.17","1,445,854.64","-4,921,702.62","8,525,956.48","-1,289,179.24"
四、净利润,"9,076,889.91","21,501,835.05","50,650,567.44","26,720,270.28","41,355,489.80","71,050,796.74","9,601,598.76","40,165,318.80","57,957,784.86","78,244,939.31","13,644,626.08","49,467,797.52","64,513,019.98","128,754,558.80","17,947,776.87","75,624,723.66","96,866,311.39","156,869,601.74","20,141,877.82","97,974,247.56","113,370,296.53","124,440,202.65","-9,957,115.10","62,533,370.51","88,560,878.35","130,608,856.91","-15,508,680.07","13,312,049.09","10,448,469.39","104,414,795.77","-9,860,366.75","70,536,820.45","82,615,272.65","-420,428,168.74","-157,509.80","38,791,073.26","30,359,153.79","47,825,890.49","43,026.87"
其中:对联营企业和合营企业的投资权益,,,,"58,137.85",,"98,725.71",,,,"3,428.95",,,"786,224.64","4,332,114.00",,"2,847,466.49","4,369,065.33","-3,396,107.90",,"-3,654,489.29","-4,211,923.75","-14,928,839.90",,"-263,645.14","1,731,538.11","3,962,706.81","259,972.47","-13,214,038.49","-14,416,950.15","-14,077,838.19","-2,856,198.86","-6,085,774.04","-10,800,840.72","-24,165,650.61","-7,230,987.23","946,386.52","-6,522,675.10","3,917,423.40","-3,104,111.37"
归属于母公司所有者的净利润,"9,076,889.91","22,967,531.99","50,701,675.95","29,349,651.67","43,747,448.72","71,937,127.52","11,832,064.90","42,362,032.46","61,725,422.30","82,172,362.71","14,076,157.51","43,988,664.81","54,144,548.22","104,586,990.22","14,980,013.39","63,367,471.56","80,514,899.15","131,352,796.52","17,895,030.12","86,366,618.25","93,529,615.11","81,341,642.87","-12,044,432.13","51,861,464.91","64,496,640.14","75,051,661.18","-10,914,840.16","14,080,682.77","3,712,968.64","84,953,818.78","-5,711,556.16","70,938,270.21","78,515,699.01","-446,135,354.91","6,349,804.46","43,018,487.57","32,038,895.00","30,586,094.28","5,051,305.30"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,"-1,465,696.94","-51,108.51","-2,629,381.39","-2,391,958.92","-886,330.78","-2,230,466.14","-2,196,713.66","-3,767,637.44","-3,927,423.40","-431,531.43","5,479,132.71","10,368,471.76","24,167,568.58","2,967,763.48","12,257,252.10","16,351,412.24","25,516,805.22","2,246,847.70","11,607,629.31","19,840,681.42","43,098,559.78","2,087,317.03","10,671,905.60","24,064,238.21","55,557,195.73","-4,593,839.91","-768,633.68","6,735,500.75","19,460,976.99","-4,148,810.59","-401,449.76","4,099,573.64","25,707,186.17","-6,507,314.26","-4,227,414.31","-1,679,741.21","17,239,796.21","-5,008,278.43"
