科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"126,413,281.21","141,257,489.61","83,661,181.02","125,855,719.81","179,975,339.19","36,554,025.96","93,437,669.05","138,532,350.24","210,246,377.51","38,653,751.48","94,015,216.53","173,259,897.57","301,658,211.97","74,126,306.74","166,486,667.66","267,044,887.63","407,639,040.22","121,176,295.71","222,519,554.80","375,668,199.44","523,483,188.51","131,164,392.87","263,330,183.06","419,483,459.96","645,517,669.25","119,539,571.73","285,984,613.90","423,374,106.17","604,191,265.00","123,684,787.50","352,874,345.95","528,182,569.51","826,987,166.98","154,464,955.00","411,868,230.13","583,180,009.35","849,675,042.33","174,973,279.78","387,877,244.39"
二、营业利润,"26,601,763.20","33,603,834.12","18,090,719.24","29,220,594.02","45,318,038.16","10,200,170.45","31,920,892.11","43,722,489.09","64,239,701.60","11,124,257.77","25,911,443.49","41,660,510.18","73,968,033.01","11,428,378.42","29,583,295.57","45,592,912.68","50,776,781.20","5,201,735.34","7,346,061.26","19,008,168.78","17,561,085.73","12,108,852.85","25,032,661.70","66,118,088.07","125,976,026.43","11,234,361.00","53,060,386.60","69,766,314.63","121,031,320.81","13,684,411.71","57,881,388.35","90,915,345.79","185,399,495.94","21,032,931.05","68,288,149.65","92,722,061.02","166,477,414.90","24,522,108.42","87,290,842.49"
减:营业成本,"37,453,416.46","46,028,534.98","23,113,791.39","32,639,802.99","48,114,978.82","10,163,263.17","26,022,844.47","38,909,672.33","60,712,519.37","12,073,839.54","28,962,595.63","52,634,078.85","85,786,513.42","18,824,687.79","42,300,171.52","74,542,735.09","125,914,732.27","53,171,409.57","102,096,407.38","170,718,289.90","240,197,192.55","54,737,542.12","107,405,652.79","154,176,703.31","232,081,075.10","42,632,444.95","95,902,476.96","139,336,964.89","197,046,952.65","32,858,608.22","97,821,084.04","150,187,000.55","230,881,511.62","40,505,274.65","97,799,514.87","145,619,241.99","218,803,470.81","50,538,767.85","120,748,311.88"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"2,134,598.06","2,331,968.80","1,174,251.75","1,985,355.58","2,947,262.77","744,209.67","1,244,740.86","2,500,607.78","4,022,699.16","1,093,509.10","2,158,940.19","3,593,032.88","5,346,136.77","875,709.61","2,325,368.23","3,630,699.65","4,712,349.32","1,486,759.20","2,350,654.70","3,754,750.16","4,924,254.20","1,202,268.35","2,219,324.31","3,228,168.56","4,024,365.56","3,343,360.82","4,469,131.82","7,653,622.16","7,226,065.13","923,676.24","3,494,202.43","4,441,655.79","12,822,581.41","2,885,671.93","8,116,172.32","11,991,367.18","15,079,851.05","3,482,907.47","7,720,091.12"
营业外收入,"4,825,199.04","1,600,130.00","652,929.95","1,182,929.95","1,284,971.34","1,000,020.00","1,030,960.40","2,170,469.96","2,970,913.09","140,481.98","458,133.79","5,024,507.15","1,108,235.19","2,582,225.75","3,852,487.15","3,997,082.79","4,521,013.75","248,409.03","938,922.00","1,079,618.93","3,035,117.03","140,481.99","645,051.23","1,055,456.08","871,395.56","253,842.08","407,977.13","659,263.68","839,569.93","182,796.81","902,054.77","3,582,049.09","3,470,851.63","149,591.05","316,265.12","2,040,852.10","665,402.92",280.44,"112,024.12"
销售费用,"39,288,523.06","39,656,467.88","29,053,004.10","44,342,913.03","59,882,675.82","12,003,118.95","28,061,693.84","46,255,330.87","62,727,140.08","12,716,741.58","28,054,169.50","55,840,484.95","87,346,309.65","26,382,761.92","56,638,772.73","86,879,496.78","135,522,350.61","36,412,237.82","68,294,371.18","106,828,898.73","155,635,986.01","36,538,911.32","69,868,924.57","104,618,767.53","136,979,218.84","34,882,096.39","72,251,205.07","105,872,816.19","156,526,876.27","40,714,415.43","111,680,165.73","162,146,244.35","218,669,837.05","52,015,417.61","99,168,609.67","146,165,969.14","212,454,558.98","53,435,395.49","91,748,836.04"
减:营业外支出,"4,290,717.66","5,402,684.93","271,131.41","299,061.41","3,856,177.66","28,260.00","1,628,430.00","3,674,870.00","5,250,800.00","149,550.00","294,680.00","4,776,214.89","7,304,658.05","307,431.10","743,377.29","1,301,824.53","6,676,850.11","209,903.17","324,422.50","2,557,721.79","5,108,453.84","363,551.98","2,401,446.54","5,259,116.75","5,021,217.99","49,720.00","2,813,945.28","3,186,117.45","5,324,233.20",447.40,"4,738.42","864,018.17","1,986,150.91","475,512.46","3,276,884.60","4,463,570.40","6,233,475.18",196.55,"3,908,855.47"
管理费用,"15,750,188.91","14,587,158.22","7,997,546.35","12,603,573.35","17,676,819.52","3,941,491.98","8,483,783.10","12,142,964.76","24,092,644.46","4,272,328.22","11,343,247.61","25,413,894.08","53,842,650.95","16,585,324.35","34,718,698.44","54,639,601.20","89,226,978.94","25,293,891.04","41,540,433.48","74,394,709.25","101,974,874.59","26,035,456.92","60,050,366.91","89,872,138.81","145,693,268.16","29,470,098.94","64,328,731.23","105,580,888.81","124,442,702.80","34,298,964.24","82,511,541.27","122,678,290.51","188,638,598.15","39,584,785.52","131,075,895.42","178,773,933.35","222,203,641.93","39,784,664.88","82,503,655.57"
其中:非流动资产处置净损失,37.30,"12,067.93","4,731.41",,,,,,,,,,,,,,"195,976.00",,,,"9,519.33",460.50,"84,511.46","84,511.46","21,945.59",,680.45,"7,477.45","1,644,724.75",,"4,552.43","4,585.30","59,538.59",,"2,324.08","2,324.08",,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"2,741,446.18","4,012,884.14","1,924,126.47","2,774,991.09","3,721,874.57","-758,224.08","-3,277,385.83","-5,008,226.97","-7,358,630.19","-2,337,040.21","-3,267,037.03","-4,272,077.81","-4,672,659.45","-258,344.43","-85,436.12","50,049.63","-1,611,314.36","-817,115.54","-89,436.67","350,406.11","-353,164.11","912,986.97","106,564.52","1,194,107.75","-823,434.56","-2,320,080.13","-4,768,958.68","-5,964,998.04","-228,035.00","4,755,489.59","693,099.81","299,583.12","-1,259,759.34","922,205.39","9,576,592.19","10,249,477.14","19,157,172.97","1,287,015.86","-1,573,025.02"
三、利润总额,"27,136,244.58","29,801,279.19","18,472,517.78","30,104,462.56","42,746,831.84","11,171,930.45","31,323,422.51","42,218,089.05","61,959,814.69","11,115,189.75","26,074,897.28","41,908,802.44","67,771,610.15","13,703,173.07","32,692,405.43","48,288,170.94","48,620,944.84","5,240,241.20","7,960,560.76","17,530,065.92","15,487,748.92","11,885,782.86","23,276,266.39","61,914,427.40","121,826,204.00","11,438,483.08","50,654,418.45","67,239,460.86","116,546,657.54","13,866,761.12","58,778,704.70","93,633,376.71","186,884,196.66","20,707,009.64","65,327,530.17","90,299,342.72","160,909,342.64","24,522,192.31","83,494,011.14"
资产减值损失,"1,846,680.08","1,023,859.66","2,301,324.40","2,301,324.40","1,892,014.91","259,995.82","1,364,296.80","2,142,710.15","2,193,499.33","-289,884.52","851,857.14","-2,165,691.44","-478,276.20","227,510.88","671,603.45","1,223,908.12","2,359,017.52","406,105.62","799,955.52","939,820.62","2,981,736.49","-434,823.69","-1,551,369.45","-82,265.10","1,504,196.92","142,885.85","508,662.57","800,605.42","5,694,425.59","-1,347,577.00","3,629,782.13","3,545,750.26","897,191.06","-426,014.76","1,176,806.59","4,478,351.36","3,938,499.50","2,535,146.33","3,159,956.99"
