科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"242,761,944.80","280,498,434.41","246,826,781.21","350,306,050.43","173,699,845.41","589,439,116.29","414,581,668.68","238,828,047.18","213,641,712.12","390,229,443.67","272,755,162.02","381,220,223.68","179,735,477.09","355,109,589.04","311,157,712.13","564,528,258.03","423,586,430.32","400,812,610.23","300,206,539.33","329,616,072.06"
短期借款,"294,500,000.00","408,530,000.00","305,500,000.00","246,000,000.00","369,800,000.00","537,400,000.00","590,400,000.00","552,900,000.00","590,000,000.00","710,660,000.00","650,660,000.00","709,994,250.00","724,994,250.00","825,000,000.00","760,000,000.00","715,000,000.00","760,000,000.00","695,000,000.00","775,000,000.00","834,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,"137,514,000.00","181,299,000.00","336,246,120.00","483,393,560.00","354,861,760.00","278,122,040.00","342,489,700.00","292,500,300.00","404,988,500.00","379,530,580.00","435,457,100.00","401,700,500.00","479,285,900.00","448,483,250.00","572,277,050.00","715,895,880.00","656,360,430.00","634,284,080.00","709,888,880.00","631,284,180.00"
应收票据,,"50,000,000.00",,,,,,,,,,,,,,,,,,
应付票据,,,,"42,000,000.00","78,850,000.00","42,850,000.00",,,"20,232,500.00",,,,,,,,,,,
应收账款,"4,492,714.11","7,429,031.05","11,558,340.30","21,681,379.16","96,367,220.03","98,163,991.92","121,903,837.26","135,202,663.72","196,596,298.86","169,662,881.64","429,076,145.85","308,711,188.52","384,483,205.91","160,047,758.60","242,779,444.97","216,666,768.56","238,318,368.59","193,872,506.40","140,357,404.70","114,295,663.85"
应付账款,"5,379,656.17","4,189,196.38","6,786,640.76","4,492,983.21","10,906,711.50","4,458,881.31","2,971,990.59","20,454,672.55","13,267,973.73","18,543,285.14","23,936,568.83","36,044,608.26","193,829,673.54","20,378,501.79","21,298,452.50","37,425,244.26","21,568,892.01","48,926,331.59","40,647,096.50","56,188,629.43"
预付款项,"2,682,304.76","4,189,362.91","7,740,664.40","7,887,365.13","9,396,857.72","6,989,981.45","7,880,123.83","26,492,957.75","28,729,437.07","5,032,373.37","6,069,304.46","7,241,835.02","22,756,294.14","6,930,473.96","458,429.24","7,756,766.97","13,512,914.82","7,096,807.30","8,052,441.52","9,607,727.43"
预收款项,"14,696,736.49","2,884,824.97","22,036,264.56","2,742,346.95","19,947,319.80","4,696,117.99","21,799,759.33","6,174,669.89","15,729,022.41","40,824,163.85","55,707,362.12","87,036,287.52","41,001,698.59","47,907,341.33","50,124,071.89","14,213,529.39","45,117,507.90","9,995,656.18","53,176,525.41","37,956,346.39"
其他应收款,"1,746,877.38","117,708,984.87","659,820.27","1,170,956.74","1,539,798.67","1,429,039.27","2,310,946.13","2,563,938.63","12,953,775.56","28,614,995.12","71,891,770.72","34,676,806.50","27,030,344.82","26,661,495.22","25,017,278.47","2,145,906.64","50,382,030.98","50,072,179.65","3,591,093.14","3,636,879.42"
应付职工薪酬,"804,942.79","1,256,433.68","1,566,007.49","713,855.19","747,250.49","1,451,542.15","779,629.01","670,519.00","634,715.40","1,283,828.80","559,930.82","599,479.64","518,378.29","1,197,942.39","555,808.93","640,763.36","10,738.23","90,817.77","136,793.72","189,962.24"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"10,160,991.38","20,458,768.99","13,256,307.82","24,511,204.59","6,852,964.95","13,186,400.28","11,445,075.63","5,485,857.79","8,149,597.81","5,690,216.10","19,438,865.85","19,722,861.21","9,364,842.61","2,883,876.86","5,841,474.40","12,862,287.40","7,220,149.73","11,841,650.83","7,360,837.24","10,225,927.47"
应收利息,,,,,,,,,,,,,,,,,,,,
应付利息,"489,493.18","393,489.45","1,696,124.66","454,109.90","493,628.85","872,833.39","1,109,489.68","1,904,070.31","1,271,608.83","489,737.49","1,263,192.38","864,013.13","2,448,701.67","1,204,206.22","2,532,209.60","491,206.07","990,494.34","1,851,137.66","2,897,865.92","930,011.17"
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,
