科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"153,866,772.58","192,131,959.07","184,969,011.22","140,666,355.19","1,688,478,538.05","1,663,496,687.77","1,740,488,913.84","1,653,304,171.77","1,612,124,453.15","1,564,692,358.45","1,577,074,691.72","1,556,546,732.18","1,536,358,256.22","1,532,313,349.20","1,574,947,940.20","1,475,487,155.76","1,423,277,306.15","1,455,501,881.69","1,600,721,754.24","1,548,783,602.67","1,463,886,674.76","1,436,193,865.66","1,467,092,124.90","1,335,801,296.99","1,570,391,411.66","1,568,364,173.84","1,711,359,502.90","1,503,031,434.73","1,105,062,893.23","1,053,713,472.82","1,406,919,522.55","1,320,300,671.27","1,232,136,524.51","1,267,358,491.82","1,241,281,322.19","1,085,213,354.76","1,320,562,077.46"
短期借款,"33,400,000.00","40,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,,,,,,,"22,248,872.24","22,441,865.78","40,010,662.84","39,425,169.86",,,"400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00",,"100,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","20,000,000.00",,,"135,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,773,431.27"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,480,460.00","483,300.00","1,965,600.00","3,134,400.00","6,430,070.00","9,097,770.00","8,322,000.00","2,806,027.80","4,379,527.80","1,996,000.00","11,236,000.00","14,727,222.12","14,176,222.12","9,623,289.60","14,350,981.40","13,746,221.80","17,857,867.60","28,875,250.00","36,833,748.68","32,384,914.68","28,244,199.10","20,813,508.10","41,757,634.19","46,523,261.19","24,665,354.93","14,043,227.69","47,653,131.15","32,495,753.70","17,789,363.47","17,889,176.53","60,922,416.68","36,290,944.00","43,621,630.44","36,521,630.80","58,279,398.01","57,490,449.53","41,575,434.41"
应付票据,"23,669,737.13","31,403,458.67","58,143,035.25","19,960,504.99","5,073,469.17","29,999,995.66","51,935,515.35","6,489,514.73","5,771,008.30","2,978,981.90","308,495.25",,"714,123.59","2,712,324.41","3,830,621.89",,,"2,441,560.00","2,441,560.00",,"1,040,000.00",,,,,,"1,481,457.05",,,,,,"7,164,452.46","9,267,920.82","14,830,515.98","9,354,420.00","3,030,000.00"
应收账款,"77,555,990.40","81,283,929.78","122,607,634.60","132,081,438.18","170,429,658.79","172,530,511.36","148,196,886.07","179,997,197.53","210,870,184.18","248,070,429.70","256,744,380.38","266,593,304.27","288,651,734.06","372,444,684.87","383,886,720.13","417,619,696.96","393,216,378.13","373,315,406.53","306,853,341.88","331,355,439.58","349,424,311.47","383,919,121.45","272,348,134.98","374,742,909.67","370,267,101.91","387,768,433.26","456,001,338.64","508,379,115.21","591,396,682.81","655,587,437.82","513,874,690.17","571,579,919.70","681,119,258.59","742,366,410.76","684,556,506.75","767,479,988.57","908,169,400.99"
应付账款,"19,964,748.71","10,910,530.90","13,803,960.81","16,768,292.78","23,866,519.59","22,549,533.64","18,390,281.17","15,978,454.91","17,105,536.52","13,579,736.10","30,170,880.58","15,050,405.45","25,288,813.86","26,439,279.33","32,280,830.23","47,196,623.07","27,939,880.14","41,705,515.81","41,477,980.14","39,064,538.15","52,458,966.83","56,680,837.06","52,946,264.19","87,646,110.71","59,878,967.17","86,163,355.51","126,121,930.62","170,911,638.82","146,682,628.15","134,927,928.01","90,091,270.69","122,927,673.96","163,052,417.95","177,107,645.00","155,980,406.10","217,363,544.67","154,022,186.37"
预付款项,"1,919,698.20","7,973,820.02","932,087.60","591,595.33","1,298,446.60","12,612,614.67","10,024,495.18","10,312,980.96","7,281,340.87","14,375,153.41","43,716,865.39","41,279,894.01","61,845,406.64","65,049,384.31","71,300,037.83","71,674,291.39","90,397,502.07","91,539,707.05","25,792,986.97","27,403,047.54","38,727,236.89","36,084,798.55","74,877,638.53","109,384,470.78","3,550,003.03","14,935,942.12","4,881,079.85","32,368,801.15","14,673,968.98","26,449,634.12","8,976,380.03","29,849,870.90","9,556,121.40","12,262,091.29","9,272,950.55","10,875,598.42","7,745,551.29"
预收款项,"6,688,008.49","7,179,314.56","1,698,769.16","919,942.58","556,986.77","3,527,085.87","38,219,107.04","6,637,333.33","9,231,904.74","4,691,380.74","11,645,357.93","15,907,775.30","6,362,997.84","24,454,730.78","8,208,891.52","14,174,294.12","15,483,483.08","13,482,999.09","13,381,489.71","15,268,500.52","21,417,989.60","17,259,495.33","45,320,625.88","53,550,541.27","35,447,786.06","40,308,584.10","90,903,611.47","50,947,066.27","64,262,490.34","67,971,367.27","44,349,163.66","46,277,013.86","34,803,951.25","34,086,911.83","55,708,639.85","53,173,744.44","33,937,733.50"
其他应收款,"14,889,679.43","8,427,540.42","7,574,706.19","14,033,296.14","11,351,410.74","17,681,021.86","32,469,972.24","39,263,487.13","40,213,880.73","44,422,941.38","24,378,617.80","26,415,492.23","15,842,804.43","16,446,494.81","26,768,795.84","35,306,452.90","45,259,670.69","34,889,370.29","38,327,704.85","53,257,565.07","76,211,574.06","84,202,556.52","74,801,086.84","72,627,089.30","62,761,061.62","64,648,780.68","77,696,471.59","91,170,960.29","100,576,715.56","108,651,583.72","79,353,819.28","84,738,968.62","75,985,754.64","95,564,875.22","72,849,304.80","85,606,833.89","89,457,263.20"
