科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"19,255,152.75","26,275,684.76","34,395,485.72","7,214,551.74","21,590,860.56","32,566,967.50","44,850,036.16","10,567,096.09","31,193,194.57","52,053,530.32","87,051,590.88","12,886,056.20","37,318,883.14","66,322,180.22","100,336,216.74","26,740,512.95","41,627,657.36","63,809,758.02","92,985,701.43","16,488,459.71","43,198,025.12","65,019,096.88","102,311,887.11","36,673,405.34","62,532,161.71","90,540,367.17","101,772,456.45","39,322,734.32","57,323,446.21","83,220,663.64","128,019,544.76","33,578,512.78"
取得借款收到的现金,"259,519,800.00","287,451,818.20","325,742,588.36","57,400,000.00","146,000,000.00","33,800,000.00","335,800,000.00","340,000,000.00","380,000,000.00","461,000,000.00","571,000,000.00",,"130,000,000.00","180,000,000.00","258,000,000.00","140,000,000.00","430,000,000.00","430,000,000.00","500,000,000.00","141,000,000.00","246,000,000.00","366,000,000.00","557,000,000.00","185,000,000.00","566,000,000.00","660,000,000.00","819,000,000.00","99,000,000.00","340,250,000.00","520,250,000.00","571,500,000.00","52,500,000.00"
支付的各项税费,"36,505,611.38","53,016,365.31","90,409,240.30","11,418,607.11","31,336,383.20","50,922,976.93","72,655,907.10","11,633,712.71","27,996,361.84","63,062,220.97","114,160,298.30","23,983,788.83","33,622,989.47","72,662,305.28","118,731,853.78","65,537,815.90","74,319,927.73","101,809,534.14","121,739,234.48","19,366,607.42","41,153,743.60","76,530,064.81","96,953,183.19","36,605,195.26","56,206,759.78","70,506,527.24","105,963,773.09","57,230,664.79","89,099,630.05","123,753,897.64","161,280,306.64","35,250,047.68"
收到其他与筹资活动有关的现金,"12,500,000.00","15,000,000.00","27,692,500.00",,"2,000,000.00","7,000,000.00","2,000,000.00",,,,,,,,"103,504,235.00",,,"53,034,391.51","15,085,998.36","24,000,000.00","19,415,987.63","24,567,050.42","38,964,875.00",,"141,250,000.00","324,269,767.99","234,180,000.00","226,476,709.49","367,874,588.60","714,881,448.88","307,670,869.44","100,102,541.79"
支付其他与经营活动有关的现金,"26,729,672.47","34,112,270.48","54,874,169.33","15,344,805.21","25,992,586.75","44,224,397.65","66,462,435.93","19,764,439.51","47,196,579.08","88,905,723.11","77,705,935.96","13,740,920.97","43,162,194.48","72,713,792.76","106,206,534.42","12,340,709.71","50,843,769.04","82,633,122.68","122,856,504.94","23,755,964.53","75,514,206.16","188,216,409.60","200,288,831.60","45,627,955.61","261,354,873.63","186,281,903.82","174,369,175.30","51,210,263.36","72,137,673.42","168,230,768.94","189,040,321.28","39,659,143.60"
筹资活动现金流入小计,"312,769,800.00","302,451,818.20","353,435,088.36","57,400,000.00","625,600,000.00","518,400,000.00","804,443,679.57","340,000,000.00","380,000,000.00","461,000,000.00","1,039,508,189.80","5,869,719.00","197,908,219.00","245,691,582.00","439,532,335.00","140,000,000.00","430,000,000.00","483,034,391.51","515,085,998.36","165,000,000.00","603,415,973.69","728,567,036.48","933,964,861.06","185,000,000.00","707,250,000.00","984,269,767.99","1,053,180,000.00","325,476,709.49","723,124,588.60","1,250,131,448.88","894,170,869.44","152,602,541.79"
经营活动现金流出小计,"296,080,484.44","429,531,036.86","680,350,930.36","112,652,004.90","312,629,698.33","409,018,402.70","781,666,493.93","158,804,891.34","337,117,065.18","690,006,346.88","1,136,401,492.57","264,678,344.90","587,207,409.39","1,056,715,906.55","1,371,125,681.55","259,296,030.91","413,661,157.59","580,922,484.89","645,917,350.39","131,973,521.38","276,215,133.83","559,384,530.49","762,325,116.12","327,705,167.33","644,998,474.18","707,198,284.35","836,056,591.46","383,170,529.11","591,592,414.02","937,052,234.25","1,201,283,159.83","203,556,548.36"
偿还债务支付的现金,"261,519,800.00","282,551,818.20","211,742,588.36","26,000,000.00","49,000,000.00","135,600,000.00","289,600,000.00","48,900,000.00","108,700,000.00","205,000,000.00","316,900,000.00","131,000,000.00","196,631,250.00","211,262,500.00","304,893,750.00","14,631,250.00","222,262,500.00","286,893,750.00","394,525,000.00","104,631,250.00","368,362,500.00","451,093,750.00","605,825,000.00","103,731,250.00","415,462,500.00","523,193,750.00","741,925,000.00","196,731,250.00","466,731,250.00","521,731,250.00","741,731,250.00","64,000,000.00"
经营活动产生的现金流量净额,"34,918,268.23","49,719,264.96","44,809,696.49","11,396,466.10","-68,504,180.44","17,032,381.08","-20,364,792.72","-17,997,945.98","91,657,972.13","71,226,854.93","209,606,236.05","-157,877,495.76","-249,961,254.98","-429,427,379.92","-141,533,332.67","-180,317,988.88","-243,311,815.79","-280,999,439.51","-16,816,860.79","-8,385,308.14","58,343,201.41","184,552,368.47","164,430,483.51","-21,970,657.54","-196,251,507.07","-21,741,194.41","13,062,099.18","-51,727,856.90","64,780,831.09","14,253,351.73","135,413,768.00","-18,600,279.88"
分配股利、利润或偿还利息支付的现金,"7,112,523.19","7,699,073.01","61,357,937.38","2,986,822.20","7,170,255.39","13,005,701.27","18,304,828.68","4,033,582.06","40,305,264.84","66,845,460.99","75,418,886.64","5,701,233.31","54,519,813.26","61,002,308.80","68,292,614.31","8,757,336.52","47,112,187.04","56,953,029.96","66,877,236.07","7,780,773.75","18,135,778.06","25,179,039.13","35,876,414.01","8,780,600.17","20,821,157.56","28,639,960.09","40,972,438.37","8,237,171.74","16,605,286.06","34,111,888.17","41,135,643.79","6,692,303.05"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"15,000,000.00","2,000,000.00","27,692,500.00",,"19,762,670.00","19,762,670.00",,,,,,,,,"8,494,615.91",,,"80,000,000.00",,,"51,985,000.00","587,131.07","41,715,000.00",,"88,829,307.53","366,518,509.36","215,141,550.00","176,756,915.00","374,689,476.16","748,941,656.30","264,341,625.72","152,624,007.14"
取得投资收益收到的现金,,,,,,,,,,,,,,"720,000.00","720,000.00",,,,,,,,,,,,,,,,"441,211.46",
筹资活动现金流出小计,"283,632,323.19","292,250,891.21","300,793,025.74","28,986,822.20","75,932,925.39","168,368,371.27","307,904,828.68","52,933,582.06","149,005,264.84","271,845,460.99","392,318,886.64","136,701,233.31","251,151,063.26","272,264,808.80","381,680,980.22","23,388,586.52","269,374,687.04","423,846,779.96","461,402,236.07","112,412,023.75","438,483,278.06","476,859,920.20","683,416,414.01","112,511,850.17","525,112,965.09","918,352,219.45","998,038,988.37","381,725,336.74","858,026,012.22","1,304,784,794.47","1,047,208,519.51","223,316,310.19"
处置固定资产、无形资产和其他长期资产收回的现金净额,"11,565.38",,"15,617,325.18",,"2,000.00","20,000.00","77,159.32",,"8,951,823.38","34,876,567.00","9,400,415.26","69,000.00","1,390,796.85","1,391,718.36","2,849,804.13",,"290,000.00","350,000.00","391,627.98","20,000.00","78,378.00","231,582.68","533,316.01",,,"20,000.00","854,142.62",,"219,296.00","570,218.00","5,348,972.00","265,840.12"
筹资活动产生的现金流量净额,"29,137,476.81","10,200,926.99","52,642,062.62","28,413,177.80","549,667,074.61","350,031,628.73","496,538,850.89","287,066,417.94","230,994,735.16","189,154,539.01","647,189,303.16","-130,831,514.31","-53,242,844.26","-26,573,226.80","57,851,354.78","116,611,413.48","160,625,312.96","59,187,611.55","53,683,762.29","52,587,976.25","164,932,695.63","251,707,116.28","250,548,447.05","72,488,149.83","182,137,034.91","65,917,548.54","55,141,011.63","-56,248,627.25","-134,901,423.62","-54,653,345.59","-153,037,650.07","-70,713,768.40"
处置子公司及其他营业单位收到的现金净额,,"816,635.52",,,,,,,,,,,,,,,,,,,,,,,,"4,100,000.00","535,319.95",,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,"-55,621.46",,,,"-24,679.70",,,,"-1,477.90",
收到其他与投资活动有关的现金,,"1,800,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,000,000.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"11,565.38","2,616,635.52","15,617,325.18",,"2,000.00","20,000.00","77,159.32",,"8,951,823.38","34,876,567.00","9,400,415.26","69,000.00","1,390,796.85","2,111,718.36","3,569,804.13",,"290,000.00","350,000.00","391,627.98","20,000.00","78,378.00","231,582.68","533,316.01",,,"4,120,000.00","1,389,462.57",,"219,296.00","570,218.00","22,790,183.46","265,840.12"
五、现金及现金等价物净增加额,"38,650,448.80","12,946,347.89","3,753,407.59","14,339,949.74","384,944,459.91","210,794,402.81","203,424,885.53","158,346,573.30","99,465,506.82","74,573,634.53","603,684,972.44","-307,699,246.62","-326,573,873.93","-487,800,895.12","-293,215,517.57","-108,447,479.63","-151,570,831.26","-342,529,300.26","-277,093,265.98","-10,854,839.49","-131,372,353.17","-8,768,127.71","-34,187,679.15","-9,346,814.76","-85,656,977.27","-51,127,078.03","-72,238,897.50","-131,440,869.88","-101,101,175.33","-73,787,258.83","-44,450,450.34","-98,659,992.70"
购建固定资产、无形资产和其他长期资产支付的现金,"25,116,861.62","49,590,479.58","109,315,676.70","25,469,694.16","96,220,434.26","156,289,607.00","272,826,331.96","110,721,898.66","232,139,023.85","220,684,326.41","262,510,982.03","19,059,236.55","24,760,571.54","33,912,006.76","159,075,801.92","43,466,930.23","67,600,354.43","100,351,472.30","247,019,755.26","55,077,507.60","78,691,776.24","190,573,348.02","188,825,452.29","59,864,307.05","71,542,505.11","99,423,432.16","124,806,791.18","23,464,385.73","31,199,878.80","33,957,482.97","49,615,273.83","9,611,784.54"
期初现金及现金等价物余额,"15,167,805.49","53,818,254.29","66,764,602.18","77,879,659.07","70,518,009.77","70,518,009.77","70,518,009.77","273,942,895.30","273,942,895.30","273,942,895.30","273,942,895.30","884,408,078.74","877,627,867.74","878,696,962.85","877,627,867.74","584,412,350.17","584,412,350.17","584,412,350.17","584,412,350.17","307,319,084.19","307,319,084.19","307,319,084.19","307,319,084.19","273,131,405.04","273,131,405.04","273,131,405.04","273,131,405.04","200,892,507.54","200,892,507.54","200,892,507.54","200,892,507.54","156,442,057.20"
投资支付的现金,"300,000.00",,,,,,,,,,,,,,,,,"7,416,000.00","7,416,000.00",,"12,800,000.00",,"12,584,000.00",,,,,,,,,
期末现金及现金等价物余额,"53,818,254.29","66,764,602.18","70,518,009.77","92,219,608.81","455,462,469.68","281,312,412.58","273,942,895.30","432,289,468.60","373,408,402.12","348,516,529.83","877,627,867.74","576,708,832.12","551,053,993.81","390,896,067.73","584,412,350.17","475,964,870.54","432,841,518.91","241,883,049.91","307,319,084.19","296,464,244.70","175,946,731.02","298,550,956.48","273,131,405.04","263,784,590.28","187,474,427.77","222,004,327.01","200,892,507.54","69,451,637.66","99,791,332.21","127,105,248.71","156,442,057.20","57,782,064.50"
