科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"70,252,984.96","150,045,599.00","234,869,871.82","243,339,139.61","193,624,697.31","1,113,230,489.48","961,717,848.59","691,006,915.88","679,938,437.23","1,067,780,391.17","977,301,964.07","1,279,162,232.34","1,052,246,231.39","1,334,659,882.01","1,256,053,492.49","1,169,918,028.21","1,046,362,538.70","1,014,487,298.90","831,329,258.96","1,112,771,634.29","1,022,461,627.41","784,847,768.22","1,221,023,530.04","754,894,572.44","872,220,718.56","322,649,749.69","295,424,779.37","359,369,397.93","471,554,904.89","365,599,384.99","452,190,042.12","506,536,451.33","546,093,712.54","543,128,749.54","386,893,301.70","552,236,206.36","577,048,363.58","632,598,020.59","478,521,355.46","916,708,674.79","980,657,977.27","1,309,298,627.78","667,922,603.49","792,895,740.67"
短期借款,"354,070,000.00","424,070,000.00","470,370,000.00","482,300,000.00","607,600,000.00","492,300,000.00","389,000,000.00","306,500,000.00","260,000,000.00","465,000,000.00","505,000,000.00","600,000,000.00","750,000,000.00","768,173,423.46","1,118,173,423.46","1,108,173,423.46","1,298,173,423.46","1,380,000,000.00","1,340,000,000.00","1,080,000,000.00","1,095,000,000.00","1,145,000,000.00","810,000,000.00","600,000,000.00","580,000,000.00","400,000,000.00","578,000,000.00","783,000,000.00","833,000,000.00","993,000,000.00","720,000,000.00","1,243,000,000.00","1,293,000,000.00","1,293,000,000.00","1,185,000,000.00","1,240,000,000.00","1,240,000,000.00","1,240,000,000.00","920,000,000.00","660,000,000.00","525,000,000.00","525,000,000.00","580,000,000.00","647,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"12,220,933.00","29,136,124.69","29,806,715.05","32,554,228.74","22,644,326.61","48,791,646.07","69,504,664.57","36,206,897.87","16,316,344.00","53,697,429.98","75,446,112.00","12,288,000.00","35,649,868.15","57,118,073.04","146,684,865.89","112,678,065.34","139,001,794.20","194,840,189.60","327,137,086.84","364,520,947.68","222,832,736.87","406,337,937.53","492,893,843.33","436,427,747.23","265,862,775.61","460,155,059.36","655,016,036.09","500,932,698.41","196,746,757.08","335,283,763.70","371,774,902.37","308,713,031.03","155,376,966.43","259,971,145.09","262,124,197.40","228,820,131.90","187,362,326.37","234,258,478.85","346,741,735.38","393,618,227.20","402,406,643.74","558,836,562.66","562,578,409.39","599,015,071.32"
应付票据,"11,310,000.00","22,680,000.00","25,930,000.00","9,560,000.00","5,900,000.00","8,500,000.00","2,600,000.00","4,500,000.00","11,030,000.00","17,530,000.00","18,000,000.00","21,668,120.25","40,127,513.75","68,727,513.75","61,600,000.00","38,048,167.00","31,103,167.00","29,234,600.00","38,434,600.00","19,200,000.00","21,200,000.00","2,000,000.00","11,260,000.00","7,757,000.00","67,937,000.00","61,490,000.00","300,000.00","11,248,200.00","45,228,200.60","31,060,000.60","1,000,000.00","44,810,000.00","84,251,722.00","48,841,722.00","11,341,722.00","15,000,000.00","30,000,000.00","15,000,000.00",,,"58,350,000.00","113,709,295.44","81,554,870.19","46,776,457.69"
应收账款,"150,480,593.12","231,376,482.16","197,795,467.89","165,386,128.37","167,041,542.86","160,251,333.18","125,011,857.32","89,090,492.03","83,916,388.90","89,580,302.23","65,785,104.20","53,325,113.56","66,022,811.49","135,994,281.01","149,151,948.71","115,466,268.80","83,816,157.59","266,145,161.24","354,176,452.86","343,193,458.30","349,153,468.37","569,054,838.08","775,371,739.83","656,806,082.98","616,324,970.43","911,743,279.26","1,009,240,161.29","966,395,602.53","884,362,431.94","1,170,097,895.49","1,212,185,336.51","884,299,247.60","828,880,827.66","1,001,814,651.32","1,116,929,076.11","863,514,872.73","803,092,270.63","1,000,506,611.02","1,052,902,731.12","788,745,700.19","798,301,438.95","905,647,729.67","897,494,416.88","604,088,927.93"
应付账款,"132,928,200.66","146,077,846.48","147,319,494.15","153,944,272.48","189,260,877.62","178,634,834.22","190,211,390.67","168,479,600.98","170,650,754.25","193,227,827.28","230,677,029.34","362,247,450.98","340,739,305.51","506,796,711.91","421,217,401.30","593,937,518.03","604,065,757.03","631,346,837.74","574,142,735.05","554,463,792.09","589,444,704.41","599,841,408.86","808,091,720.03","721,099,069.24","699,117,108.66","845,036,681.84","1,032,341,388.42","951,917,761.75","918,706,157.40","898,135,536.08","876,270,965.76","877,596,036.51","808,838,384.66","932,514,856.23","903,246,220.40","740,308,797.86","716,467,509.28","765,079,669.66","795,046,755.91","780,281,961.24","760,102,638.74","903,899,785.27","886,129,020.45","773,938,628.66"
预付款项,"15,277,469.09","18,420,704.44","80,538,691.46","42,507,356.14","43,860,731.28","44,150,438.31","94,889,234.55","37,407,561.48","43,460,826.39","42,279,665.29","99,727,838.53","361,375,068.62","384,550,082.71","181,034,082.12","399,752,430.06","109,206,421.82","200,968,201.00","112,815,820.30","114,918,434.67","65,636,806.47","106,939,130.93","65,039,796.07","191,519,067.99","94,467,881.75","165,496,969.22","313,136,235.32","206,378,017.05","87,853,555.50","192,864,723.56","93,603,294.27","189,178,281.42","130,375,667.45","183,662,528.43","141,133,724.40","196,418,687.48","95,482,499.34","138,088,473.95","137,657,034.25","140,799,174.35","119,832,408.80","169,206,209.10","96,646,652.54","108,048,237.76","154,994,473.39"
预收款项,"26,461,012.15","23,719,639.73","62,555,977.94","14,582,767.24","73,708,182.12","96,308,400.55","91,423,609.29","20,921,736.27","112,375,988.16","169,741,802.01","232,452,972.26","39,472,456.60","160,665,084.93","69,144,614.77","150,357,954.68","35,231,715.98","200,504,063.64","100,198,488.87","78,065,217.58","46,817,667.62","172,815,850.95","113,125,882.99","83,750,723.48","43,335,787.12","177,990,667.89","109,540,674.56","121,800,349.83","70,476,065.22","228,728,334.42","123,744,400.32","95,124,867.37","68,194,458.36","139,099,399.66","94,727,439.30","87,954,818.68","73,833,671.67","192,918,270.96","112,707,794.81","154,404,664.51","145,569,757.24","335,843,720.25","252,286,352.00","202,580,750.36","239,918,372.35"
