科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
取得借款收到的现金,"5,000,000.00",,"15,000,000.00","10,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,"10,000,000.00","25,000,000.00","30,000,000.00","10,000,000.00","20,000,000.00","43,120,000.00","49,120,000.00","27,580,000.00","33,880,000.00","62,880,000.00","76,380,000.00","27,582,290.00","37,482,290.00","62,482,290.00","96,583,598.00","40,000,000.00","103,598,692.00","128,157,384.00","168,598,692.00","30,000,000.00","30,000,000.00","144,558,692.00","183,816,402.00","40,000,000.00","135,000,000.00"
支付的各项税费,"6,388,599.01","6,466,902.18","7,336,553.56","2,708,827.65","3,531,886.53","5,667,863.41","6,542,446.17","2,332,846.48","2,955,460.33","5,759,982.62","4,511,837.90","679,259.33","1,040,903.44","1,775,307.10","1,905,698.94","562,548.89","1,036,207.92","1,428,038.36","2,144,291.53","2,338,607.62","9,165,022.00","10,448,015.45","11,922,956.29","20,202,268.20","47,308,541.71","60,410,380.52","71,127,413.06","9,707,069.92","25,975,142.84","32,247,736.28","38,260,475.00","19,988,434.25","42,704,292.07"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,"40,000,000.00","47,000,000.00","47,000,000.00",,"50,000,000.00","60,000,000.00","340,000,000.00",,,,,,
支付其他与经营活动有关的现金,"5,768,240.24","14,900,978.32","17,164,361.30","4,605,376.58","11,440,678.26","17,348,692.28","18,491,449.74","7,218,364.98","11,768,656.11","17,306,313.43","19,160,638.47","6,933,965.87","13,976,538.75","21,357,044.19","24,756,591.25","4,190,345.66","8,033,320.60","12,845,377.30","14,120,091.20","24,730,164.64","28,328,412.31","38,069,126.78","57,420,743.11","56,491,594.36","100,399,472.53","109,781,648.04","166,741,144.88","30,595,491.28","72,508,504.82","113,249,914.94","118,706,782.37","127,995,118.32","573,435,704.49"
筹资活动现金流入小计,"15,100,000.00","5,000,000.00","15,000,000.00","10,000,000.00","20,000,000.00","190,500,000.00","190,500,000.00",,"10,000,000.00","25,000,000.00","30,000,000.00","10,000,000.00","20,000,000.00","43,120,000.00","49,120,000.00","27,580,000.00","33,880,000.00","62,880,000.00","76,380,000.00","27,582,290.00","77,482,290.00","109,482,290.00","655,227,669.60","40,000,000.00","153,598,692.00","188,157,384.00","508,598,692.00","30,000,000.00","30,000,000.00","144,558,692.00","183,816,402.00","40,000,000.00","135,000,000.00"
经营活动现金流出小计,"90,618,497.56","132,475,862.88","193,649,741.61","55,290,989.01","102,393,952.32","177,233,231.83","240,845,406.02","58,643,013.70","102,759,951.14","150,576,616.52","187,806,128.32","45,453,799.11","90,534,877.40","134,340,142.75","180,790,172.44","47,679,575.99","82,899,324.22","131,962,008.36","167,068,203.66","139,575,239.81","313,141,575.88","518,743,120.36","870,001,076.83","532,381,178.99","1,271,242,186.57","2,088,130,427.19","2,945,910,242.33","678,820,767.26","1,324,109,733.52","2,094,422,318.80","2,769,627,113.25","1,180,227,512.81","3,224,589,832.86"
偿还债务支付的现金,"5,000,000.00","5,000,000.00",,"15,000,000.00","25,000,000.00","30,000,000.00","30,000,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","25,000,000.00","35,000,000.00","50,000,000.00","12,000,000.00","44,820,000.00","51,820,000.00","76,400,000.00",,,"33,083,598.00","65,600,000.00","130,682,290.00","43,682,290.00","68,240,982.00","88,682,290.00","1,500,000.00","94,200,000.00","141,458,692.00","193,416,402.00","20,400,000.00","35,843,871.87"
经营活动产生的现金流量净额,"4,897,936.86","8,971,694.72","12,113,604.17","-12,845,599.10","-1,820,571.57","-10,020,706.57","-2,370,630.94","-9,519,720.06","-3,664,454.47","-6,823,456.24","-3,074,944.81","-14,221,141.94","-11,754,918.30","-19,322,452.11","-17,074,283.28","-9,951,469.52","9,731,427.97","17,337,059.64","25,908,879.32","-17,127,972.97","3,206,885.45","-5,008,455.17","-21,873,864.54","-61,196,959.92","-180,043,115.19","-178,161,983.46","-161,454,404.67","-35,675,439.92","24,603,138.67","7,717,928.88","57,037,050.03","7,210,663.90","-178,078,031.16"
分配股利、利润或偿还利息支付的现金,"234,000.00",,"414,276.58","165,153.04","342,618.33","479,335.00","559,086.40","79,751.40","14,208,169.46","14,423,241.69","15,810,426.42","319,725.00","2,088,686.57","2,376,353.24","3,342,388.88","423,545.01","945,576.45","1,314,923.12","1,804,179.78","562,033.32","2,745,320.55","3,939,047.01","7,148,182.99","823,099.99","7,334,087.98","9,193,740.72","11,777,538.37","2,460,943.55","4,933,913.93","25,137,443.00","27,483,855.98","4,738,946.72","26,018,583.17"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,"10,886,368.03",,"29,809,389.07","29,809,389.07","31,909,389.07","50,106,870.90","50,106,870.90","58,106,870.90","58,106,870.90","5,717,500.00",
支付其他与筹资活动有关的现金,,,,,,"5,566,750.00","5,566,750.00",,,,,,,,,,,,,"12,148.44",,"3,715,722.66","18,572,277.61",,"97,110,000.00","97,632,069.74","320,618,740.51","33,609,927.00","43,669,927.00","81,120,480.98","81,120,480.98",,"20,746,459.20"
取得投资收益收到的现金,"3,869,623.99",,,,,,,,,,,,,,,,,,"2,083,200.00",,"1,114,400.00","1,114,400.00","11,619,745.14",,"257,646.75","257,646.75","1,657,646.75","21,333,205.33","21,333,205.33","25,033,465.33","25,033,465.33","102,844.91","5,834,526.12"
筹资活动现金流出小计,"5,234,000.00","5,000,000.00","414,276.58","15,165,153.04","25,342,618.33","36,046,085.00","36,125,836.40","79,751.40","19,208,169.46","19,423,241.69","20,810,426.42","5,319,725.00","27,088,686.57","37,376,353.24","53,342,388.88","12,423,545.01","45,765,576.45","53,134,923.12","78,204,179.78","574,181.76","2,745,320.55","40,738,367.67","91,320,460.60","131,505,389.99","148,126,377.98","175,066,792.46","421,078,568.88","37,570,870.55","142,803,840.93","247,716,615.98","302,020,738.96","25,138,946.72","82,608,914.24"
处置固定资产、无形资产和其他长期资产收回的现金净额,"16,000.00",,"61,000.00",,,,,,,,"388,888.89",,,,,,,"55,000.00","257,100.00","65,000.00","69,000.00","2,934,000.00","4,134,000.00",,,,,,,,,"84,000.00","106,700.00"
筹资活动产生的现金流量净额,"9,866,000.00",,"14,585,723.42","-5,165,153.04","-5,342,618.33","154,453,915.00","154,374,163.60","-79,751.40","-9,208,169.46","5,576,758.31","9,189,573.58","4,680,275.00","-7,088,686.57","5,743,646.76","-4,222,388.88","15,156,454.99","-11,885,576.45","9,745,076.88","-1,824,179.78","27,008,108.24","74,736,969.45","68,743,922.33","563,907,209.00","-91,505,389.99","5,472,314.02","13,090,591.54","87,520,123.12","-7,570,870.55","-112,803,840.93","-103,157,923.98","-118,204,336.96","14,861,053.28","52,391,085.76"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,"92,293,914.00","92,425,486.60","92,425,486.60","92,425,486.60",,,,,,
四、汇率变动对现金的影响,"-27,409.19","-166,075.72","-442,500.67","-87,572.37","-193,180.58","-371,452.83","-463,178.97","-6,284.94","129,086.44","243,452.80","17,944.56","-184,254.09","-432,289.95","-666,825.17","-921,816.72","-6,524.30","321,315.01","306,072.38","298,249.89","278,823.86","549,255.39","871,040.08","1,005,308.81","-108,872.04","-122,187.24","-2,663.34","21,602.86","9,629.43","-147,290.73","-230,521.83","-373,823.59","-126,578.17","111,505.73"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.58,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"3,885,623.99",,"61,000.00",,,,,,,,"388,888.89",,,,,,,"55,000.00","2,340,300.00","65,000.00","1,183,400.00","4,048,400.00","26,640,113.17","92,293,914.00","122,492,522.42","122,492,522.42","125,992,522.42","71,440,076.23","71,440,076.23","83,140,343.81","83,140,336.23","5,904,344.91","5,941,226.12"
五、现金及现金等价物净增加额,"12,472,066.91","-1,605,452.95","20,581,854.67","-20,998,469.62","-10,755,533.59","135,475,856.12","134,966,350.00","-16,430,711.88","-26,852,939.35","-22,092,164.11","-16,779,227.09","-17,266,396.31","-27,746,027.92","-25,943,342.19","-41,046,634.64","4,016,335.48","-19,146,435.97","-7,217,736.49","-10,259,554.02","-70,011,865.81","-70,295,590.63","-89,601,343.12","254,927,377.29","-126,394,905.95","-252,222,672.17","-250,738,493.00","-160,167,441.08","27,498,217.55","-87,980,823.57","-83,651,179.93","-49,463,238.89","16,602,812.03","-150,645,389.00"
购建固定资产、无形资产和其他长期资产支付的现金,"5,998,658.56","4,539,081.63","5,735,972.25","2,900,145.11","3,399,163.11","8,585,899.48","16,574,003.69","6,824,955.48","14,109,401.86","21,088,918.98","23,300,689.31","7,541,275.28","8,470,133.10","11,697,711.67","18,828,145.76","1,182,125.69","2,313,602.50","3,660,945.39","4,382,803.45","235,824.94","1,182,444.41","1,566,593.85","2,041,422.86","113,598.00","244,127.01","2,168,880.99","3,499,205.64","205,177.64","392,906.81","441,006.81","382,464.60","445,671.89","1,291,175.45"
期初现金及现金等价物余额,"15,199,905.28","27,671,972.19","26,066,519.24","46,648,373.91","46,648,373.91","46,648,373.91","46,648,373.91","181,614,723.91","181,614,723.91","181,714,723.91","181,614,723.91","164,835,496.82","164,835,496.82","164,835,496.82","164,835,496.82","123,788,862.18","123,788,862.18","123,788,862.18","123,788,862.18","115,881,800.09","113,529,308.16","113,529,308.16","113,529,308.16","368,456,685.45","368,456,685.45","368,456,685.45","368,456,685.45","208,289,244.37","208,289,244.37","208,289,244.37","208,289,244.37","230,605,653.51","230,595,335.57"
投资支付的现金,,"100,000.00",,,,,,,,,,,,,,,"15,000,000.00","31,000,000.00","31,000,000.00",,"29,600,000.00","37,500,000.00","73,600,000.00","65,764,000.00","104,160,278.74","104,160,278.74","103,975,778.74",,,,,"10,801,000.00",
期末现金及现金等价物余额,"27,671,972.19","26,066,519.24","46,648,373.91","25,649,904.29","35,892,840.32","182,124,230.03","181,614,723.91","165,184,012.03","154,761,784.56","159,622,559.80","164,835,496.82","147,569,100.51","137,089,468.90","138,892,154.63","123,788,862.18","127,805,197.66","104,642,426.21","116,571,125.69","113,529,308.16","45,869,934.28","43,233,717.53","23,927,965.04","368,456,685.45","242,061,779.50","116,234,013.28","117,718,192.45","208,289,244.37","235,787,461.92","120,308,420.80","124,638,064.44","158,826,005.48","247,208,465.54","79,949,946.57"
