科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"87,307,669.53","123,728,152.16","184,017,794.41","38,713,943.06","89,991,207.64","145,727,166.68","211,301,141.98","41,708,047.79","84,694,707.79","124,452,543.66","162,501,308.12","29,117,652.63","68,139,870.80","101,116,807.17","144,635,068.10","35,629,078.76","84,885,531.73","135,777,244.70","177,744,297.38","111,182,663.72","302,783,373.09","496,252,831.98","809,774,288.27","460,818,973.85","1,059,246,221.77","1,862,623,568.08","2,736,268,359.49","625,443,955.79","1,273,445,398.35","2,021,804,397.16","2,729,169,241.63","939,876,127.28","2,375,206,344.67"
取得子公司及其他营业单位支付的现金净额,,"213,860.13",,,,,,,,,,,,,,,,,,"80,000,000.00","117,647,508.07","117,647,508.07","235,902,195.75",,"89,299,967.91","94,299,967.91","94,299,967.91",,"70,180,000.00","70,180,000.00","70,180,000.00",,"29,720,000.00"
收到的税费返还,"1,152,076.84","11,362,829.08","14,192,240.67","2,135,794.36","8,275,293.26","14,027,957.44","18,929,970.16","5,917,095.05","9,348,845.04","13,440,420.61","16,168,692.54","902,540.26","5,065,944.79","6,998,434.59","13,068,504.69","1,829,884.52","5,217,220.36","9,237,581.67","10,818,280.40","1,627,517.79","3,767,869.10","5,847,335.21","8,385,553.48","2,138,356.32","565,777.95","565,777.95","566,205.73",,,,,"280,000.00",
支付其他与投资活动有关的现金,"151,426.19","5,558,130.19",,,,,,,,,,,,,,,,,"1,600,000.00",,"1,542,148.44","1,542,148.44","3,207,770.54",,"6,317,832.52","7,527,832.52","10,472,332.52","500,000.00","500,000.00","500,000.00","500,000.00",,
收到其他与经营活动有关的现金,"7,056,688.05","6,356,576.36","7,553,310.70","1,595,652.49","2,306,879.85","7,457,401.14","8,243,662.94","1,498,150.80","5,051,943.84","5,860,196.01","6,061,182.85","1,212,464.28","5,574,143.51","6,902,448.88","6,012,316.37","269,143.19","2,528,000.10","4,284,241.63","4,414,505.20","9,637,085.33","9,797,219.14","11,634,498.00","29,967,370.54","8,226,888.90","31,387,071.66","46,779,097.70","47,621,272.44","17,701,371.55","75,267,473.84","80,335,850.52","97,494,921.65","247,282,049.43","671,305,457.03"
投资活动现金流出小计,"6,150,084.75","10,411,071.95","5,735,972.25","2,900,145.11","3,399,163.11","8,585,899.48","16,574,003.69","6,824,955.48","14,109,401.86","21,088,918.98","23,300,689.31","7,541,275.28","8,470,133.10","11,697,711.67","18,828,145.76","1,182,125.69","17,313,602.50","34,660,945.39","36,982,803.45","80,235,824.94","149,972,100.92","158,256,250.36","314,751,389.15","65,877,598.00","200,022,206.18","208,156,960.16","212,247,284.81","705,177.64","71,072,906.81","71,121,006.81","71,062,464.60","11,246,671.89","31,011,175.45"
经营活动现金流入小计,"95,516,434.42","141,447,557.60","205,763,345.78","42,445,389.91","100,573,380.75","167,212,525.26","238,474,775.08","49,123,293.64","99,095,496.67","143,753,160.28","184,731,183.51","31,232,657.17","78,779,959.10","115,017,690.64","163,715,889.16","37,728,106.47","92,630,752.19","149,299,068.00","192,977,082.98","122,447,266.84","316,348,461.33","513,734,665.19","848,127,212.29","471,184,219.07","1,091,199,071.38","1,909,968,443.73","2,784,455,837.66","643,145,327.34","1,348,712,872.19","2,102,140,247.68","2,826,664,163.28","1,187,438,176.71","3,046,511,801.70"
投资活动产生的现金流量净额,"-2,264,460.76","-10,411,071.95","-5,674,972.25","-2,900,145.11","-3,399,163.11","-8,585,899.48","-16,574,003.69","-6,824,955.48","-14,109,401.86","-21,088,918.98","-22,911,800.42","-7,541,275.28","-8,470,133.10","-11,697,711.67","-18,828,145.76","-1,182,125.69","-17,313,602.50","-34,605,945.39","-34,642,503.45","-80,170,824.94","-148,788,700.92","-154,207,850.36","-288,111,275.98","26,416,316.00","-77,529,683.76","-85,664,437.74","-86,254,762.39","70,734,898.59","367,169.42","12,019,337.00","12,077,871.63","-5,342,326.98","-25,069,949.33"
购买商品、接受劳务支付的现金,"63,816,029.70","91,301,498.79","139,241,149.76","42,340,654.50","74,706,650.22","133,991,640.89","184,647,225.88","41,304,313.09","72,153,904.65","104,349,662.92","132,584,959.56","30,683,761.03","61,070,523.45","89,295,792.12","121,843,073.78","35,666,953.07","57,998,303.61","94,828,595.44","120,789,354.19","105,638,645.28","259,255,276.04","447,775,396.14","766,117,421.09","444,278,216.98","1,101,439,810.13","1,885,088,254.07","2,661,685,333.08","618,079,581.27","1,189,162,265.49","1,900,671,932.63","2,553,223,068.55","1,005,763,256.07","2,557,772,369.41"
吸收投资收到的现金,"10,100,000.00","5,000,000.00",,,,"170,500,000.00","170,500,000.00",,,,,,,,,,,,,,,,"511,644,071.60",,,,,,,,,,
支付给职工以及为职工支付的现金,"14,645,628.61","19,806,483.59","29,907,676.99","5,636,130.28","12,714,737.31","20,225,035.25","31,164,284.23","7,787,489.15","15,881,930.05","23,160,657.55","31,548,692.39","7,156,812.88","14,446,911.76","21,911,999.34","32,284,808.47","7,259,728.37","15,831,492.09","22,859,997.26","30,014,466.74","6,867,822.27","16,392,865.53","22,450,581.99","34,539,956.34","11,409,099.45","22,094,362.20","32,850,144.56","46,356,351.31","20,438,624.79","36,463,820.37","48,252,734.95","59,436,787.33","26,480,704.17","50,677,466.89"
