科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"117,582,745.50","52,975,171.81","24,986,752.18","37,173,074.96","247,662,352.23","177,371,858.92","66,042,487.59","66,474,996.63","47,306,336.36","229,836,550.66","120,407,483.99","167,904,692.62","133,432,906.82","214,420,765.61","167,002,210.74"
短期借款,"20,000,000.00","30,000,000.00","60,000,000.00","75,000,000.00",,,,,"1,000,000.00","31,000,000.00","31,000,000.00","33,000,000.00","82,000,000.00","92,000,000.00","112,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"9,950,000.00","24,610,000.00","132,481,800.00","92,033,600.00","104,686,219.18","152,150,235.90","130,139,127.39","128,810,770.34","138,936,041.00","199,643,005.40","209,809,914.00","194,388,930.69","228,921,034.58","88,193,092.16",
应付票据,"2,645,000.00",,"78,678,650.95","40,584,051.60","33,008,765.68","51,454,885.18","23,170,817.00","17,421,148.27","27,147,221.07","30,015,036.96","39,704,360.54","16,491,043.38",,"31,363,516.00",
应收账款,"167,522,609.25","274,540,617.15","380,641,232.47","422,159,984.44","431,065,902.54","380,350,931.63","391,642,877.22","471,678,194.91","461,467,534.57","385,035,410.60","389,701,684.44","395,596,664.92","384,736,069.40","433,245,693.63",
应付账款,"70,980,125.36","109,963,464.21","157,738,179.75","162,882,802.62","174,548,077.68","135,821,065.83","127,356,648.83","142,850,978.74","144,099,264.04","126,633,016.24","130,699,517.33","135,278,086.28",,"129,967,803.03",
预付款项,"76,414,197.57","70,261,916.00","43,712,104.37","26,635,853.50","26,574,617.06","22,633,867.45","32,378,039.11","26,199,507.00","40,396,245.31","34,633,154.98","49,842,181.32","72,132,464.55","129,977,082.51","131,156,951.04","162,026,229.55"
预收款项,"235,406,367.01","160,788,814.87","95,689,967.96","74,014,570.23","58,098,278.55","56,680,786.49","61,561,698.08","82,051,468.13","71,267,349.20","86,939,399.00","117,565,336.20","124,901,299.67","167,803,773.86","176,319,020.80","193,618,880.68"
其他应收款,"14,018,580.82","13,767,326.23","13,662,838.74","12,065,997.61","9,209,348.92","11,989,514.66","7,594,242.37","8,647,677.43","8,772,793.61","4,359,478.68","4,840,186.17","7,015,907.08","5,398,068.58","2,964,887.88","3,374,308.38"
应付职工薪酬,"6,005,011.10","6,495,644.92","5,517,281.09","3,766,555.65","5,548,036.44","4,036,605.44","354,408.16","408,431.89","437,557.30","2,207,545.57","492,025.47","327,985.55","425,245.16","6,459,063.00","186,817.19"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"9,111,911.94","24,998,392.51","19,173,786.16","11,500,738.38","12,452,959.40","4,281,065.77","2,840,117.40","10,385,438.39","2,944,930.98","7,244,008.32","4,246,679.54","6,694,942.79","5,100,436.12","7,471,050.30","6,494,590.73"
应收利息,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,"25,133.33",
应收股利,,,,,,,,,,,,,,,
应付股利,,"803,580.00","8,610,720.00","5,478,603.10","5,478,603.10","6,838,452.10","5,478,603.10","5,478,603.10","5,478,603.10","5,478,603.10","5,478,603.10","5,478,603.10",,"5,478,603.10",
存货,"113,475,797.83","90,059,272.12","75,183,207.43","58,429,886.11","51,269,614.29","53,124,365.25","55,254,664.17","45,497,587.16","47,916,476.42","47,922,441.84","71,265,495.23","68,287,206.53","69,688,021.85","56,608,748.50","63,993,136.98"
其他应付款,"30,830,722.26","1,681,932.96","2,756,357.17","2,421,474.41","3,105,081.38","2,241,447.07","2,086,913.63","2,411,350.69","2,132,525.00","13,075,123.92","1,568,425.25","31,603,699.85","39,285,692.88","41,719,742.94","41,582,453.57"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,"855,333.33","856,849.57","856,849.57","856,849.57","1,044,000.00","1,044,000.00"
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,"15,527,906.19","7,041,002.96","6,600,000.00","6,600,000.00","6,600,000.00","54,151,460.85","124,481,470.50","102,185,508.61","102,167,993.29","2,479,265.40","82,648,127.12","52,441,114.05","82,934,137.63","1,571,280.77","41,405,623.94"
其他流动负债,,,,,,,,,,,,,,,
流动资产合计,"514,491,837.16","533,255,306.27","677,267,935.19","655,098,396.62","877,068,054.22","851,772,234.66","807,532,908.35","849,494,242.08","846,963,420.56","904,764,640.89","929,371,921.84","958,623,830.01","1,035,944,170.94","929,205,419.59","958,252,572.69"
流动负债合计,"374,979,137.67","334,731,829.47","428,164,943.08","375,648,795.99","292,239,802.23","261,354,307.88","222,849,206.20","261,007,419.21","254,507,450.69","302,592,733.11","330,754,947.43","353,775,660.62","439,884,497.49","485,300,196.07","513,979,437.68"
可供出售金融资产,"17,787,700.00","13,287,700.00","13,287,700.00","13,287,700.00","13,287,700.00","13,287,700.00","13,287,700.00","13,287,700.00","13,287,700.00","13,287,700.00","13,287,700.00","13,287,700.00","13,287,700.00","13,287,700.00","14,037,700.00"
长期借款,,,,,,,,,,,,,,,
