科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"383,104,555.84","483,055,133.11","202,492,451.48","352,667,661.83","560,537,831.83","94,328,186.64","227,421,244.63","344,845,103.13","566,301,100.45","128,982,981.49","305,647,795.29","477,672,422.00","922,255,032.41","180,804,197.98","471,073,261.24","718,350,587.97","1,124,120,611.31","148,774,862.09","410,568,514.33","669,350,679.54","993,434,619.46","194,112,420.51","522,990,736.86","922,606,262.12","1,347,774,548.30","192,744,758.72","524,418,359.70","865,825,791.51","1,462,220,055.31","273,005,199.58","729,358,601.41","1,148,330,862.01","1,776,594,263.26","292,103,577.04","889,062,953.39","1,412,868,096.96","2,215,280,596.13","369,782,096.54"
二、营业利润,"54,513,737.41","70,960,806.81","25,838,769.34","44,912,116.20","84,810,726.87","1,923,560.75","18,439,286.60","24,752,508.70","59,751,694.23","5,305,459.03","26,468,842.17","41,144,753.07","105,238,924.77","9,001,183.92","38,983,949.54","59,158,162.10","94,231,440.52","207,966.75","20,431,998.87","40,905,614.85","67,682,106.96","559,223.23","25,868,810.68","47,819,264.33","84,302,064.58","-4,032,662.93","3,871,118.35","-3,128,824.88","33,086,747.85","-1,116,594.54","20,170,236.46","24,840,270.50","78,285,115.34","-12,069,944.62","19,263,123.29","19,213,727.95","92,531,675.95","10,753,809.65"
减:营业成本,"235,504,246.50","291,801,898.82","119,344,175.11","210,701,313.82","336,097,706.17","60,943,643.32","147,169,502.48","224,454,818.53","363,739,259.30","86,399,987.46","205,583,172.55","313,909,907.92","620,713,812.61","131,454,050.21","339,893,305.24","508,736,223.77","806,279,397.10","108,287,609.10","292,788,993.98","473,871,183.25","700,592,325.23","139,579,786.58","372,768,040.11","665,268,515.22","974,820,284.70","149,597,890.23","403,703,647.94","667,625,786.53","1,114,100,821.29","206,730,518.88","548,503,063.56","862,636,053.21","1,311,065,182.87","212,670,720.39","671,740,037.07","1,084,136,163.00","1,654,445,658.30","275,407,017.60"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"2,737,569.36","3,689,449.74","1,522,525.37","2,350,606.88","4,032,307.38","865,118.77","1,619,245.61","2,278,178.05","4,051,308.08","960,854.35","2,155,752.85","3,658,135.55","7,779,505.02","1,532,601.94","2,039,721.65","3,002,881.38","7,527,241.97","519,710.17","2,023,120.92","3,256,116.49","6,489,331.38","861,506.28","3,030,725.86","4,927,948.92","8,122,106.27","859,127.80","3,155,342.20","5,712,673.33","12,398,123.05","1,619,373.12","3,442,225.14","5,436,697.51","13,494,272.72","2,751,758.40","8,685,010.82","11,914,535.87","20,112,490.69","1,969,570.05"
营业外收入,"42,120.55","3,137,857.14","877,751.81","1,026,177.81","1,545,300.42","1,483,372.64","2,164,911.10","4,817,035.86","5,068,810.06","968,008.54","1,399,884.77","1,404,144.78","2,443,590.77","359,384.86","707,117.06","3,209,974.63","6,854,102.39","1,885,194.02","3,996,177.87","4,498,116.69","7,881,187.41","2,494,183.88","3,713,930.66","6,134,458.70","7,107,683.76","5,976,757.31","11,338,059.91","12,505,866.04","21,108,744.63","3,365,492.85","6,273,613.11","11,946,414.45","21,153,913.78","8,226,259.45","4,031,366.76","7,546,316.99","4,667,445.92","296,722.37"
销售费用,"61,773,524.90","75,784,175.56","34,834,892.71","57,383,270.19","85,915,691.24","16,764,361.29","31,632,246.33","50,479,278.40","79,750,095.67","22,570,078.63","44,371,498.24","78,058,629.86","125,535,780.10","23,628,057.75","50,036,070.85","82,897,461.72","130,140,061.04","20,664,050.17","46,850,627.72","78,459,082.26","124,781,678.59","25,691,215.44","63,212,863.81","111,909,712.60","162,932,060.54","25,291,753.42","61,886,438.21","110,981,882.25","171,375,092.53","35,565,546.29","85,635,014.93","140,563,942.95","206,799,874.74","40,933,577.77","90,482,722.39","147,355,586.67","226,117,437.91","39,083,180.16"
减:营业外支出,"13,327.80","882,850.93","3,745.00","91,052.80","92,323.20","10,356.75","21,743.25","1,451,416.61","1,716,320.11",,"22,637.85","22,637.85","22,639.45",799.62,"29,798.35","32,991.10","32,916.48","8,381.65","32,584.79","32,584.79","57,629.61","1,513.46","16,402.71","108,451.05","380,242.74","19,402.11","19,702.11","22,449.60","50,046.49","246,777.76","338,032.93","484,449.45","674,773.88","620,696.16","687,686.08","1,177,934.21","1,072,431.64",193.79
管理费用,"25,429,621.66","33,158,070.80","16,620,695.17","27,259,846.82","43,198,606.31","12,314,114.41","24,933,296.83","38,875,749.45","57,500,152.72","11,644,136.93","25,339,196.15","44,529,225.46","67,332,823.30","16,518,434.94","36,643,523.48","59,567,795.90","80,384,510.50","19,727,042.64","42,171,678.95","68,571,202.32","93,581,699.34","20,732,877.59","47,916,335.55","77,143,012.11","107,514,749.67","22,734,933.73","47,828,483.30","76,562,312.73","107,987,092.63","30,408,935.14","64,715,160.02","103,958,217.66","148,224,516.80","47,588,325.00","94,513,728.10","142,629,148.88","216,078,209.41","54,148,375.94"
其中:非流动资产处置净损失,"13,327.80","202,351.53","3,745.00","3,745.00","19,510.31",356.75,"1,743.25","1,431,416.61","1,525,714.25",,"2,637.85","2,637.85","2,637.85",725.00,"9,723.73","12,916.48","12,916.48","8,381.65","32,584.79","32,584.79","57,629.61","1,513.46","16,402.71","108,451.05","380,242.74","19,402.11","19,702.11","22,449.60","23,305.28","246,777.76","338,032.93","484,308.65","548,178.20",296.16,"67,236.08","368,084.21",,
