科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"17,424,774.10","42,450,250.05","85,725,541.20","83,113,397.01","557,400,395.33","560,814,446.78","537,941,524.48","477,384,730.33","522,715,015.21","455,185,427.43","430,378,065.83","414,558,466.07","178,892,880.21","432,058,199.23","145,171,587.67","148,916,808.17","164,972,333.29","226,559,762.95","320,581,021.64","346,640,099.74","320,344,629.55","364,473,179.68","436,817,826.34","578,763,615.25","473,771,123.76","536,751,436.16","697,245,196.79","584,862,893.04"
短期借款,,,,,,,,,,,"49,208,252.18","49,251,684.00","273,662,399.91","272,236,000.00","3,000,000.00",,"180,543,433.97","259,398,324.47","263,756,719.56","205,178,743.83","150,000,000.00","174,751,727.33","129,674,475.00","189,570,800.00","264,815,545.21","242,444,628.71","414,841,668.25","360,605,099.50"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,024,186.12"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,"4,152,044.11","677,685.00",
应收票据,,,,,,,,,,,,,,,,,"480,000.00","480,000.00",,"14,588,640.00",,,,,,,"200,000.00","1,150,000.00"
应付票据,,,,,,,,,,,,,,,"22,909,423.25",,,,"4,819,848.44","4,946,663.00","7,472,137.67",,,,,,,
应收账款,"17,776,131.79","23,813,482.35","45,078,734.55","66,312,450.14","80,886,153.58","86,644,711.19","102,518,954.97","114,949,577.94","106,713,705.85","130,235,838.01","175,425,641.85","205,649,631.48","246,860,453.63","301,543,682.50","320,582,962.18","348,053,018.94","362,377,848.72","381,482,187.86","433,768,601.13","489,615,912.37","508,906,174.01","447,014,322.09","489,460,724.70","513,376,238.01","587,818,807.50","631,686,778.14","750,410,758.09","787,563,507.15"
应付账款,"399,552.49","39,235.98","1,577,029.05","11,394,322.66","13,003,122.78","11,650,390.51","11,047,389.70","5,773,295.66","2,221,024.08","14,045,661.80","6,022,849.56","9,301,124.57","14,718,525.92","17,164,839.94","8,801,071.81","8,626,616.69","10,182,777.27","10,115,170.18","10,039,483.28","10,239,091.10","11,431,485.68","15,482,599.91","7,984,987.92","3,587,790.63","25,201,047.86","23,956,277.25","24,250,264.20","20,901,210.07"
预付款项,"963,005.68","6,967,591.66","8,221,885.69","8,612,829.96","2,605,116.07","4,479,461.37","20,724,776.75","9,321,013.79","6,678,577.58","7,878,177.53","59,126,954.26","59,146,853.40","11,595,091.42","20,692,937.14","29,600,011.31","26,511,213.49","200,835,760.56","22,310,596.90","29,065,359.24","39,254,299.09","49,325,091.56","34,122,418.74","32,625,758.90","45,899,609.54","43,838,067.93","31,396,650.68","47,287,369.77","56,059,706.37"
预收款项,"20,691,383.94","18,694,512.27","31,168,132.14","17,152,395.14","14,849,715.61","15,265,056.38","15,260,914.63","13,405,139.84","13,853,705.01","20,729,512.78","20,625,276.25","18,933,152.21","17,862,583.31","31,445,464.03","37,692,728.21","23,905,529.25","37,798,045.50","76,494,921.63","68,854,349.16","130,992,450.10","149,787,955.19","139,719,609.84","174,907,669.27","196,236,070.58","187,999,362.98","244,232,230.65","288,796,825.31","331,452,466.94"
其他应收款,"1,425,659.60","2,644,511.68","4,460,317.00","5,001,236.54","2,089,219.26","2,290,194.03","4,135,469.18","1,695,894.37","2,441,405.25","6,399,234.06","8,289,894.67","5,649,966.59","5,514,741.66","10,017,540.60","13,705,697.05","10,225,433.13","13,434,498.40","39,880,207.65","33,595,396.54","55,332,073.43","69,509,881.07","64,638,779.27","22,154,717.66","42,943,760.67","63,850,357.20","55,427,980.00","51,657,921.53","55,788,445.90"
应付职工薪酬,"5,236.70","739,587.98","1,438,176.74","1,403,655.14","1,859,895.32","2,092,331.21","1,539,120.13","2,652,449.26","3,424,802.06","4,123,844.20","4,111,212.82","6,470,869.17","7,516,646.11","10,877,305.98","10,672,160.43","12,310,773.01","15,395,761.21","22,174,318.28","16,470,524.26","26,001,907.50","28,654,773.05","35,249,952.19","28,411,668.76","29,524,547.14","35,032,181.88","42,767,697.41","38,496,797.47","49,254,795.36"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
