科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"576,144,607.46","724,572,344.58","712,466,903.39","170,960,057.50","391,260,235.21","599,974,884.24","848,916,609.46","209,782,245.09","472,167,769.13","768,225,821.20","1,142,293,057.72","333,244,226.88","626,345,966.72","932,881,512.39","1,288,064,844.98","324,508,848.17","641,217,671.75","950,872,037.68","1,262,220,186.41","353,501,570.82","662,086,708.92","979,096,092.00","1,203,025,647.22","240,263,754.92","551,503,976.49","918,664,727.54","1,025,747,217.19","288,919,803.31","572,877,018.13","868,414,027.98","1,176,893,828.80","410,520,273.69","730,948,110.82","990,306,112.25","960,487,850.69","266,201,294.95","501,056,198.94","808,217,572.99","1,071,033,915.71","287,344,033.22"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,"210,707,224.62","180,005,469.60","180,005,469.60","200,005,469.60",,,,,,,,,
收到的税费返还,"18,886,263.76","14,986,993.35","12,000,506.46","1,986,863.83","3,590,295.35","12,066,988.98","17,051,477.58","2,726,152.50","7,909,101.56","15,025,505.63","21,698,982.08","2,480,092.19","5,025,539.98","10,820,518.61","15,391,940.06","925,000.57","2,147,085.32","3,188,419.84","8,942,898.94",,"1,294,923.68","3,336,768.22","12,189,379.30",,"3,439,753.77","4,399,338.20","5,728,339.88",,"13,309,144.68","19,074,354.07","20,143,907.37","2,796,228.93","7,958,567.31","12,373,447.62","21,386,716.83","8,862,297.60","21,520,615.37","28,100,554.87","34,479,708.79","8,227,250.29"
支付其他与投资活动有关的现金,,,,,"350,000,000.00","350,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"168,000,000.00","450,000,000.00","149,505,056.20","330,505,056.20","423,505,056.20","653,794,360.32","79,950,990.58"
收到其他与经营活动有关的现金,"59,065,503.41","35,634,854.59","41,711,700.52","14,728,753.66","26,976,231.00","26,779,621.49","35,885,597.27","7,060,932.78","28,013,181.51","30,695,977.15","45,014,919.91","15,077,270.25","31,713,872.24","38,607,237.51","50,940,776.65","14,035,174.12","21,875,666.03","40,059,714.73","42,981,909.78","12,811,897.50","22,152,942.67","26,611,827.47","40,100,559.28","17,312,861.74","14,605,226.67","29,598,520.99","39,279,535.58","158,218,777.01","75,210,928.79","112,933,639.21","136,647,914.20","128,335,624.43","131,963,515.13","145,552,560.36","121,196,069.44","21,257,846.48","26,835,663.29","40,006,990.59","50,213,335.98","13,125,268.98"
投资活动现金流出小计,"32,438,035.27","27,974,348.97","23,243,112.62","11,238,562.84","380,171,376.91","400,807,755.15","88,117,681.89","24,058,655.73","22,724,725.45","40,966,571.60","51,338,625.45","11,750,528.34","42,599,995.67","58,159,004.01","117,069,857.59","8,800,588.42","21,151,532.38","111,948,161.58","121,345,631.18","22,934,000.06","47,575,782.92","90,851,704.49","113,072,753.47","6,755,978.50","93,873,683.00","99,995,377.46","125,850,717.42","226,627,455.46","234,743,299.30","244,036,639.35","274,998,055.17","12,530,317.84","120,092,968.25","383,196,155.16","657,207,802.15","154,702,215.28","345,377,310.25","441,754,898.74","679,491,549.11","108,526,071.40"
经营活动现金流入小计,"654,096,374.63","775,194,192.52","766,179,110.37","187,675,674.99","421,826,761.56","638,821,494.71","901,853,684.31","219,569,330.37","508,090,052.20","813,947,303.98","1,209,006,959.71","350,801,589.32","663,085,378.94","982,309,268.51","1,354,397,561.69","339,469,022.86","665,240,423.10","994,120,172.25","1,314,144,995.13","366,313,468.32","685,534,575.27","1,009,044,687.69","1,255,315,585.80","257,576,616.66","569,548,956.93","952,662,586.73","1,070,755,092.65","447,138,580.32","661,397,091.60","1,000,422,021.26","1,333,685,650.37","541,652,127.05","870,870,193.26","1,148,232,120.23","1,103,070,636.96","296,321,439.03","549,412,477.60","876,325,118.45","1,155,726,960.48","308,696,552.49"
投资活动产生的现金流量净额,"-32,438,035.27","-27,761,811.46","-23,190,672.64","-11,076,605.48","-380,009,419.55","-400,335,797.79","-87,082,679.92","-23,512,043.50","-22,237,015.90","-39,779,222.00","-50,636,260.96","-11,703,255.61","-42,219,258.57","-57,778,266.91","-117,026,032.27","-8,747,061.52","-21,009,736.25","-111,806,365.45","-50,626,371.38","-22,818,504.28","-47,231,089.49","-90,137,978.09","-111,999,030.77","-6,697,320.34","-93,815,024.84","-99,826,500.85","-125,498,658.26","-226,356,259.83","-224,282,779.79","-233,593,219.55","-263,951,193.64","-11,606,956.52","49,300,904.37","-136,917,377.32","-100,901,199.22","-44,985,042.06","-15,577,968.38","62,492,548.31","14,928,407.07","-44,435,627.25"
购买商品、接受劳务支付的现金,"464,744,225.34","593,084,761.79","565,499,604.45","134,329,502.61","325,045,538.42","528,493,517.55","729,199,692.26","242,385,791.96","490,074,101.52","757,079,578.24","985,605,610.69","312,946,697.60","575,821,838.03","786,473,383.57","1,033,251,690.95","239,679,069.06","451,703,913.11","681,306,334.67","932,085,008.43","270,425,033.79","489,670,560.05","737,153,296.22","843,395,337.79","142,389,225.65","334,163,500.92","679,200,277.76","648,907,171.56","259,352,762.28","417,642,948.47","623,647,581.03","832,375,046.10","357,663,309.69","615,196,181.28","815,292,050.96","690,964,259.38","138,878,242.32","318,271,698.30","549,816,571.29","698,933,929.42","198,335,215.27"
吸收投资收到的现金,"28,800,000.00",,,"547,626,000.00","547,626,000.00","547,626,000.00","551,846,900.00",,,,,,,,,,,,"5,000,000.00",,,,,,,,,"461,904,575.47","462,504,575.47","462,504,575.47","465,004,575.47",,"900,000.00","900,000.00","900,000.00",,,,,
