科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
应交税费,"12,048,623.73","28,561,470.53","5,386,955.09","8,568,688.94","11,062,141.93","16,443,910.74","15,319,199.65","15,752,598.63","9,273,997.40","6,176,780.13","12,964,600.06","17,856,407.64","11,804,868.32","10,967,321.25","15,990,371.34","13,664,205.13","1,514,323.71","4,787,720.76","2,766,107.07","80,858.69","-1,944,593.84","2,665,673.64","6,524,438.07","4,364,799.30","2,667,343.26","3,289,199.47","1,670,295.58","2,282,491.71","5,393,274.19","1,994,593.38","2,298,831.48","7,522,626.98","12,456,093.44","7,830,523.09","5,301,926.38","2,403,009.73","22,525,847.52"
应收利息,,,,,"2,514,653.93","588,699.57","3,312,487.54","1,194,670.85","1,994,846.20","3,560,420.44","1,860,453.70","1,830,130.89","2,671,206.10","3,185,278.84","2,545,552.30","1,839,173.32","1,618,106.13","1,082,922.05","1,228,231.14","3,189,119.24","2,817,615.89","4,196,751.52","2,665,671.98","3,522,110.14","4,341,663.43","4,395,991.78","3,567,946.58","3,602,473.97","3,170,562.74","2,348,139.73","1,827,100.00","2,820,027.39","3,962,488.28","4,172,008.42","5,101,317.32","3,245,598.22","2,444,598.32"
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,"35,000,000.00",,,,,,,,,,,,,,,,,,,,,,,"11,220,000.00",,,,,,,,"945,500.00","945,500.00","945,500.00","945,500.00","1,418,250.00"
存货,"14,060,371.97","9,477,492.55","9,328,344.88","24,354,311.18","20,233,970.32","17,101,981.39","19,368,875.56","19,165,441.07","19,242,299.82","28,925,822.78","18,038,909.59","17,873,830.22","18,742,731.36","22,529,819.31","19,872,287.43","30,166,499.60","30,870,529.52","27,141,574.24","25,964,794.31","21,512,468.63","29,305,540.93","41,027,057.43","43,737,279.15","51,259,470.34","53,366,792.65","55,116,845.67","52,873,342.39","68,566,070.71","44,711,602.00","44,608,295.05","61,201,598.72","69,531,923.10","60,837,722.18","72,440,753.92","80,499,760.88","83,552,441.18","66,773,353.08"
其他应付款,"417,866.02","931,003.92","720,897.40","1,684,847.77","1,188,309.92","890,074.40","567,307.47","645,204.26","667,236.32","1,410,344.80","696,545.91","4,734,884.91","1,020,456.14","929,893.13","950,575.50","895,696.64","1,747,741.85","1,298,831.69","1,485,450.24","304,750.83","5,786,391.54","970,837.19","1,312,525.24","1,180,363.52","1,196,913.04","1,177,134.43","1,639,846.82","230,634.66","735,244.72","1,025,284.80","1,975,369.04","128,994,666.69","129,774,556.17","135,137,893.38","129,161,199.54","62,559,563.99","65,098,410.40"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,"150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","194,000,000.00","250,000,000.00","250,000,000.00","200,000,000.00","165,000,000.00","180,000,000.00","195,000,000.00","140,000,000.00","160,000,000.00","210,000,000.00","180,000,000.00","170,000,000.00","228,000,000.00","281,800,452.57","248,999,999.98","267,847,871.16","276,739,448.14","298,080,821.30","271,260,190.83","314,344,574.77","307,741,538.50","360,781,982.32","400,585,831.64","400,683,815.47","375,232,515.62","315,685,843.64","269,018,869.34","283,640,752.22"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"128,723,963.49","186,239,940.47","166,505,442.16","869,481,311.50","864,370,872.91","831,915,414.88","825,887,595.92","832,516,299.82","769,892,442.28","702,675,578.69","686,278,836.22","686,661,534.67","644,802,475.84","593,741,183.79","566,987,822.97","546,146,494.75","489,050,537.90","494,833,921.44","495,085,566.30","438,255,939.78","443,449,404.83","462,238,974.08","467,212,248.94","477,843,074.33","495,031,857.27","499,283,365.69","515,342,361.40","525,791,909.61","563,585,471.17","590,265,515.46","630,700,603.90","782,091,169.04","782,313,638.83","794,619,929.82","722,729,736.83","677,656,374.80","708,426,757.55"
流动负债合计,"30,640,722.98","85,667,025.76","30,550,782.43","29,981,930.49","30,579,238.17","36,467,613.33","35,426,831.09","45,677,014.61","48,484,454.00","58,126,591.56","66,175,452.64","77,565,807.30","67,625,442.93","77,614,337.30","79,753,741.87","80,950,574.77","73,158,712.38","77,381,711.48","89,099,552.16","44,349,418.37","58,426,405.44","55,137,075.32","49,544,598.49","47,153,405.06","56,220,335.45","50,331,207.08","58,964,653.58","47,325,021.72","47,664,479.68","51,582,408.37","77,071,285.47","184,869,233.19","190,251,894.25","196,832,178.44","213,845,964.20","183,023,467.83","223,115,928.42"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,"3,300,000.00","3,300,000.00","3,300,000.00","3,300,000.00","3,460,000.00","3,460,000.00","3,460,000.00","3,460,000.00","3,460,000.00","4,830,000.00",,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,"2,028,726.50","2,015,857.28","2,002,988.06","1,990,118.84","1,977,249.53","1,964,380.40","1,951,511.05","1,938,641.80","1,925,772.56","1,912,903.32","1,900,034.07","1,887,164.83","1,874,295.59","1,861,426.35","1,848,557.11"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"74,279,531.75","58,993,160.14","133,009,815.76","129,999,939.90","127,455,283.57","124,738,119.09","149,892,319.02","152,938,195.97","169,775,099.22","165,794,931.74","167,879,747.33","163,619,625.66","161,800,502.52","173,978,346.20","173,807,343.39","169,826,037.06","532,926,694.62","527,427,860.15","591,158,692.95","273,045,907.49","605,019,198.50","603,010,961.84","622,268,428.82","606,767,065.50","596,323,423.11","585,065,136.09","587,481,700.04","573,430,083.40","558,017,488.42","540,655,324.67","551,505,471.25","535,427,642.13","519,108,571.98","504,481,409.13","507,500,001.09","497,284,323.83","481,544,190.95"
递延所得税负债,,,,,"377,198.09","88,304.94","496,873.13","179,200.63","299,226.93","534,063.07","279,068.06","274,519.63","400,680.92","477,791.82","381,832.85","275,876.00","242,715.92","162,438.31","184,234.17","478,367.90","422,642.38","629,513.72","399,850.80","528,316.52","651,249.57","659,398.77","535,191.99","540,371.10","475,584.41","352,220.96","351,863.13","500,802.24","603,230.35","767,790.88","806,752.98","482,319.03","419,401.10"
在建工程,"2,784,480.72","84,356,878.15","36,425,793.44","37,990,275.80","56,068,130.80","60,575,211.25","58,178,248.52","61,439,057.11","77,691,741.00","174,394,337.96","215,974,202.97","243,059,597.05","265,297,665.66","279,995,873.81","329,115,804.61","423,583,264.75","69,283,000.07","79,714,376.47","23,776,020.83","354,805,637.45","46,549,097.30","37,056,289.79","10,234,744.21","15,270,569.88","9,621,552.05","19,331,626.59","6,414,427.45","6,996,126.88","11,536,031.18","18,307,714.71","2,746,317.96","6,145,576.02","24,030,143.04","120,074,227.29","154,874,195.25","310,866,062.34","415,610,685.24"
其他非流动负债,"32,247,050.00","34,370,400.00","39,276,500.00","38,686,587.50","38,096,675.00","37,506,762.50","36,916,850.00","36,326,937.50","35,737,025.00","34,975,362.50","34,213,700.00","34,363,562.50","33,601,900.00","32,840,237.50","32,990,100.00","32,228,437.50","34,845,918.75","34,492,020.30","33,219,000.93","31,945,981.56","30,672,962.19","29,399,942.82",,,,,,,,,,,,,,,
工程物资,,"1,667,764.21","1,270,279.88","1,268,112.10","1,298,619.97","1,136,188.13","1,369,374.81","8,850,502.87","36,355,714.94","18,720,231.81","13,602,984.36","16,905,323.16","15,705,894.51","67,671,733.65","63,870,624.09","6,929,815.03","6,591,486.21","5,557,075.07","6,228,050.12","7,747,983.63","2,573,065.84","2,392,794.91","1,602,981.53","1,645,137.56","4,536,045.04","2,836,679.78","2,325,143.08","1,896,411.03","2,199,501.36","1,783,892.39","1,761,684.14","2,409,190.69","1,708,558.63","2,483,576.89","2,152,798.84","1,902,161.53","1,734,230.43"
非流动负债合计,"32,247,050.00","34,370,400.00","39,276,500.00","38,686,587.50","38,473,873.09","37,595,067.44","40,713,723.13","39,806,138.13","39,336,251.93","38,809,425.57","37,952,768.06","38,098,082.13","37,462,580.92","36,778,029.32","36,831,932.85","37,334,313.50","35,088,634.67","34,654,458.61","33,403,235.10","32,424,349.46","31,095,604.57","30,029,456.54","29,597,984.30","28,425,963.70","27,248,410.43","26,905,625.82","24,531,380.21","23,236,073.00","21,870,799.99","20,446,950.22","19,146,106.07","18,051,221.36","16,997,325.65","16,180,562.36","21,385,000.64","20,079,242.87","19,035,001.12"
固定资产清理,,,,,,,,,,,,,,,,"17,085.82","17,085.82","17,085.82",,,"1,672,195.57","2,076,319.66",,,,,,,"228,016.01","178,687.00","178,687.00","193,250.11",,,"775,637.80","783,280.53","981,841.30"
负债合计,"62,887,772.98","120,037,425.76","69,827,282.43","68,668,517.99","69,053,111.26","74,062,680.77","76,140,554.22","85,483,152.74","87,820,705.93","96,936,017.13","104,128,220.70","115,663,889.43","105,088,023.85","114,392,366.62","116,585,674.72","118,284,888.27","108,247,347.05","112,036,170.09","122,502,787.26","76,773,767.83","89,522,010.01","85,166,531.86","79,142,582.79","75,579,368.76","83,468,745.88","77,236,832.90","83,496,033.79","70,561,094.72","69,535,279.67","72,029,358.59","96,217,391.54","202,920,454.55","207,249,219.90","213,012,740.80","235,230,964.84","203,102,710.70","242,150,929.54"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"70,000,000.00","70,000,000.00","70,000,000.00","93,500,000.00","93,500,000.00","93,500,000.00","93,500,000.00","93,500,000.00","187,000,000.00","187,000,000.00","187,000,000.00","187,000,000.00","187,000,000.00","187,000,000.00","187,000,000.00","187,000,000.00","187,000,000.00","187,000,000.00","187,000,000.00","187,000,000.00","187,000,000.00","187,000,000.00","187,000,000.00","187,000,000.00","187,000,000.00","187,000,000.00","187,000,000.00","187,000,000.00","187,000,000.00","187,000,000.00","187,000,000.00","196,455,000.00","196,455,000.00","196,455,000.00","196,455,000.00","196,455,000.00","294,682,500.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"30,523,473.38","30,523,473.38","30,523,473.38","693,674,973.38","693,674,973.38","693,674,973.38","698,066,523.38","698,066,523.38","604,566,523.38","604,566,523.38","604,566,523.38","604,566,523.38","604,566,523.38","604,566,523.38","604,566,523.38","604,566,523.38","604,566,523.38","604,566,523.38","604,566,523.38","604,566,523.38","604,566,523.38","604,566,523.38","604,566,523.38","604,566,523.38","604,566,523.38","604,566,523.38","604,566,523.38","604,566,523.38","604,566,523.38","604,566,523.38","604,566,523.38","726,884,523.38","732,796,623.38","738,708,723.38","778,003,548.38","778,810,523.36","685,891,897.50"
无形资产,"43,380,515.58","42,491,027.34","51,495,734.08","51,225,159.01","50,954,583.94","50,684,008.87","50,413,433.80","50,142,858.73","49,872,283.66","72,146,906.63","71,752,134.62","71,357,362.61","70,962,590.60","72,738,099.95","72,331,172.63","72,071,415.12","82,188,754.35","82,107,404.32","81,818,076.32","81,467,168.67","80,908,369.24","80,392,828.24","79,149,513.55","85,773,403.04","84,765,330.48","83,748,581.07","82,729,609.46","81,934,833.10","80,907,677.45","79,884,239.85","78,896,352.56","77,872,018.73","80,134,551.72","79,188,748.08","92,559,657.54","91,190,015.87","90,251,071.43"
盈余公积,"10,643,342.59","20,902,616.65","27,408,031.20","27,408,031.20","27,408,031.20","27,408,031.20","32,018,794.06","32,018,794.06","32,018,794.06","32,018,794.06","38,992,291.26","38,992,291.26","38,992,291.26","38,992,291.26","46,784,870.90","46,784,870.90","46,784,870.90","46,784,870.90","50,178,838.57","50,178,838.57","50,178,838.57","50,178,838.57","55,044,522.15","55,044,522.15","55,044,522.15","55,044,522.15","58,076,163.26","58,076,163.26","58,076,163.26","58,076,163.26","65,437,639.12","65,437,639.12","65,437,639.12","65,437,639.12","80,584,125.13","80,584,125.13","80,584,125.13"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127,831,600.00","127,831,600.00","126,886,100.00","126,886,100.00","63,915,800.00","63,443,050.00"
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"642,017.79","828,614.16",,,
未分配利润,"80,367,973.34","137,692,450.47","196,239,784.59","211,974,244.20","221,640,666.56","185,444,061.22","190,985,962.65","201,726,154.46","197,213,159.09","218,051,326.46","225,730,621.34","240,167,251.46","227,838,656.13","247,971,576.76","255,894,071.01","266,504,138.75","237,903,623.40","243,321,338.68","238,106,715.66","239,992,749.44","251,656,603.57","262,833,310.85","259,353,338.01","265,500,982.83","260,433,968.76","265,926,309.89","262,714,300.25","271,773,716.86","297,235,406.26","307,731,168.39","312,039,865.33","338,077,362.34","363,777,015.11","413,031,499.07","410,398,619.17","455,680,597.29","496,771,611.72"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,"4,489,633.15","4,257,309.40","4,303,492.68","4,070,000.20","4,056,996.57","3,888,814.31","3,715,476.92","3,761,640.37","4,104,949.20","3,941,629.07","3,766,271.78","3,566,269.40","3,306,950.73","3,201,150.89"
递延所得税资产,"5,254,070.75","5,407,195.95","5,291,506.28","5,260,968.46","5,129,291.21","5,040,804.35","4,970,862.24","4,907,710.14","5,031,901.36","4,840,674.20","4,929,751.18","4,786,512.38","4,926,730.04","4,832,986.66","4,666,947.07","4,491,198.78","4,263,340.28","4,119,622.64","4,286,701.31","4,119,740.71","4,158,177.75","4,030,998.85","4,532,657.98","4,356,473.19","4,627,320.83","4,732,764.82","4,480,325.61","4,378,471.87","4,240,170.68","4,155,903.67","4,086,023.36","4,230,915.81","4,229,583.80","4,079,556.01","5,996,445.27","5,907,496.38","5,857,759.79"
外币报表折算价差,,,,,,,,,,,,,"10,364.55","35,466.04","-51,425.25","-75,109.99","-199,048.98","-240,173.51","-304,074.46","-229,371.99","-237,278.10",,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,237,642.31","2,568,228.80","1,185,000.00",,"1,517,438.95",,"31,703,575.56",,"91,455,004.89","65,752,438.17","34,125,116.77"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"125,698,598.80","192,916,025.79","227,493,129.44","225,744,455.27","240,905,909.49","242,174,331.69","264,824,238.39","278,278,324.82","338,726,740.18","435,897,082.34","474,138,820.46","499,728,420.86","518,693,383.33","599,217,040.27","643,791,891.79","676,918,816.56","695,270,361.35","698,943,424.47","707,267,541.53","721,186,437.95","740,880,104.20","728,960,193.29","719,817,052.59","715,828,506.45","701,876,659.57","697,704,907.19","687,646,097.48","673,168,535.48","660,265,396.15","646,904,404.09","642,617,747.78","628,191,496.81","663,457,036.59","713,023,296.39","857,188,036.27","975,547,205.00","1,031,953,453.02"
所有者权益(或股东权益)合计,"191,534,789.31","259,118,540.50","324,171,289.17","1,026,557,248.78","1,036,223,671.14","1,000,027,065.80","1,014,571,280.09","1,025,311,471.90","1,020,798,476.53","1,041,636,643.90","1,056,289,435.98","1,070,726,066.10","1,058,407,835.32","1,078,565,857.44","1,094,194,040.04","1,104,780,423.04","1,076,073,552.20","1,081,741,175.82","1,079,850,320.57","1,082,668,609.90","1,094,807,499.02","1,106,032,635.51","1,107,886,718.74","1,118,092,212.02","1,113,439,770.96","1,119,751,439.98","1,119,492,425.09","1,128,399,350.37","1,154,315,587.65","1,165,140,560.96","1,177,100,960.14","1,207,362,211.30","1,238,521,455.52","1,294,630,485.41","1,344,686,808.26","1,450,100,869.10","1,498,229,281.03"
资产总计,"254,422,562.29","379,155,966.26","393,998,571.60","1,095,225,766.77","1,105,276,782.40","1,074,089,746.57","1,090,711,834.31","1,110,794,624.64","1,108,619,182.46","1,138,572,661.03","1,160,417,656.68","1,186,389,955.53","1,163,495,859.17","1,192,958,224.06","1,210,779,714.76","1,223,065,311.31","1,184,320,899.25","1,193,777,345.91","1,202,353,107.83","1,159,442,377.73","1,184,329,509.03","1,191,199,167.37","1,187,029,301.53","1,193,671,580.78","1,196,908,516.84","1,196,988,272.88","1,202,988,458.88","1,198,960,445.09","1,223,850,867.32","1,237,169,919.55","1,273,318,351.68","1,410,282,665.85","1,445,770,675.42","1,507,643,226.21","1,579,917,773.10","1,653,203,579.80","1,740,380,210.57"
负债和所有者(或股东权益)合计,"254,422,562.29","379,155,966.26","393,998,571.60","1,095,225,766.77","1,105,276,782.40","1,074,089,746.57","1,090,711,834.31","1,110,794,624.64","1,108,619,182.46","1,138,572,661.03","1,160,417,656.68","1,186,389,955.53","1,163,495,859.17","1,192,958,224.06","1,210,779,714.76","1,223,065,311.31","1,184,320,899.25","1,193,777,345.91","1,202,353,107.83","1,159,442,377.73","1,184,329,509.03","1,191,199,167.37","1,187,029,301.53","1,193,671,580.78","1,196,908,516.84","1,196,988,272.88","1,202,988,458.88","1,198,960,445.09","1,223,850,867.32","1,237,169,919.55","1,273,318,351.68","1,410,282,665.85","1,445,770,675.42","1,507,643,226.21","1,579,917,773.10","1,653,203,579.80","1,740,380,210.57"
