科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"24,529,455.33","156,380,290.11","204,402,264.66","282,722,421.24","79,295,371.54","121,160,213.65","158,403,058.97","222,197,938.42","82,514,720.80","195,348,833.27","316,848,089.27","237,908,965.85","33,990,241.03","89,875,020.57","129,555,474.51","220,169,096.67","103,695,335.49","157,978,722.06","219,422,114.35","304,422,023.04","81,739,527.74","205,452,715.84","368,767,474.90","576,308,789.42","170,049,479.19","358,514,369.27","606,215,421.57","832,775,089.53","174,859,103.34","427,250,373.41","630,724,349.11","835,478,992.49","169,793,415.28","719,337,127.09","919,832,361.15","1,150,972,386.44","347,245,288.18","560,999,432.73","752,806,706.90","1,013,572,110.40","242,102,081.84","519,241,913.85","835,406,715.37","1,150,598,361.43"
提取保险责任准备金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
利息净收入,"889,392.96","3,000,354.70","6,473,554.66","1,943,838.68","170,598.74","483,913.32","985,531.12","2,453,851.31","2,474,032.32","5,097,215.27","15,385,125.40","15,264,080.16","1,905,919.59","3,750,694.58","4,729,760.73","6,795,950.94","1,296,709.74","5,067,964.14","10,277,078.83","15,471,371.14","5,139,905.37","19,820,683.21","67,113,985.30","123,555,934.55","42,333,632.83","93,907,737.54","148,164,511.24","206,099,325.58","62,475,992.28","133,566,452.20","199,757,679.72","273,851,296.71","61,619,146.33","107,709,902.60","134,759,397.40","170,949,109.55","56,470,192.22","107,797,770.88","158,710,104.65","172,195,056.04","19,831,756.27","17,500,439.68","14,097,106.98","15,660,247.60"
减：摊回保险责任准备金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
利息收入,"995,606.46","3,215,337.60","6,811,127.91","2,405,273.59","278,803.38","701,710.74","1,313,123.16","2,781,443.35","2,582,284.44","5,260,565.26","15,603,624.06","15,537,178.18","1,959,968.01","3,860,042.26","4,894,458.55","7,552,063.55","1,471,342.84","5,431,605.37","10,835,784.91","16,206,527.95","5,313,232.79","20,104,392.56","67,549,007.11","124,162,803.83","42,462,493.42","94,124,610.23","148,542,306.82","206,595,844.77","62,553,192.71","133,792,170.12","200,090,845.97","274,288,482.05","61,683,350.62","121,332,428.29","167,149,400.38","220,070,715.62","59,534,409.54","110,911,596.44","170,166,703.80","208,088,999.36","32,626,442.72","63,016,901.69","93,527,402.05","114,658,181.05"
保单红利支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
利息支出,"106,213.50","214,982.90","337,573.25","461,434.91","108,204.64","217,797.42","327,592.04","327,592.04","108,252.12","163,349.99","218,498.66","273,098.02","54,048.42","109,347.68","164,697.82","756,112.61","174,633.10","363,641.23","558,706.08","735,156.81","173,327.42","283,709.35","435,021.81","606,869.28","128,860.59","216,872.69","377,795.58","496,519.19","77,200.43","225,717.92","333,166.25","437,185.34","64,204.29","13,622,525.69","32,390,002.98","49,121,606.07","3,064,217.32","3,113,825.56","11,456,599.15","35,893,943.32","12,794,686.45","45,516,462.01","79,430,295.07","98,997,933.45"
分保费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金净收入,"7,824,081.26","19,010,191.84","46,421,430.38","42,657,812.63","5,944,382.02","12,582,407.70","21,191,678.37","30,849,068.62","14,179,541.59","17,586,434.20","40,150,591.14","49,104,555.29","14,190,120.80","29,331,790.08","44,477,671.86","69,000,129.61","25,594,350.78","67,767,246.39","115,014,477.01","187,258,530.10","68,988,902.37","159,395,608.56","248,971,870.49","377,378,129.18","101,872,818.53","221,438,487.26","311,288,674.56","463,784,382.59","100,462,393.09","226,749,678.99","313,893,564.80","447,437,389.34","82,363,123.13","210,762,629.10","317,561,699.83","451,036,063.82","142,307,585.48","261,898,945.54","360,534,137.27","563,180,801.02","173,629,226.75","405,284,975.09","650,262,733.80","939,241,477.38"
营业税金及附加,"1,157,956.41","4,509,646.20","7,053,642.55","10,705,657.40","4,458,558.23","5,895,354.15","8,034,190.85","11,833,072.49","2,783,158.75","11,024,926.91","21,148,110.59","24,409,550.17","1,852,089.84","6,099,337.13","4,477,682.25","11,965,332.28","1,856,090.17","5,725,373.14","8,480,556.54","14,125,631.92","4,285,662.47","10,295,689.07","18,382,609.31","28,993,684.92","9,454,254.59","19,800,427.83","33,482,546.02","45,565,336.04","10,099,809.31","24,466,280.98","35,315,178.18","47,295,026.26","9,512,781.93","42,317,115.81","54,796,592.04","69,366,011.80","19,670,162.69","24,042,401.21","25,516,821.93","29,737,229.15","1,554,276.68","5,014,547.90","8,134,495.23","11,078,860.29"
