科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"64,512,571.70","72,784,895.03","78,188,795.32","23,829,982.08","44,279,437.90","76,096,599.57","105,269,613.27","29,671,392.97","59,119,002.53","89,404,163.34","125,289,210.43","37,119,230.91","72,486,507.85","108,638,254.12","147,185,460.86","50,053,408.69","95,979,687.81","140,047,651.99","188,778,254.17","57,128,772.14","112,922,378.79","164,873,196.56","217,068,199.45","64,431,702.29","118,216,853.59","172,678,544.88","226,869,552.15","61,850,473.24","113,929,081.53","169,296,125.63","225,532,374.13","67,583,400.42","128,028,779.94","186,625,414.93","253,122,467.90","75,018,343.74","136,150,745.51","206,883,114.74","272,311,707.05","84,777,923.35"
取得借款收到的现金,"656,400,000.00","855,940,000.00","976,847,991.66","265,000,000.00","363,000,000.00","539,981,079.60","973,679,732.95","232,800,000.00","517,069,977.60","605,982,264.40","875,982,264.40","416,836,870.70","758,708,469.90","1,167,079,118.90","1,267,079,118.90","201,158,286.00","608,524,228.26","1,019,524,228.26","1,148,131,830.76","388,064,334.32","1,042,952,146.52","1,427,727,377.46","1,597,731,359.46","223,080,000.00","754,080,000.00","908,110,000.00","1,144,785,510.57","158,646,205.80","579,229,680.00","731,126,714.00","1,062,983,284.80","207,296,515.00","774,668,076.68","1,112,206,676.68","1,408,215,323.63","155,000,000.00","692,135,356.90","1,114,635,326.90","1,248,635,446.66","428,000,000.00"
支付的各项税费,"93,415,356.73","118,583,456.71","82,854,108.42","19,126,575.91","46,134,998.64","72,454,106.81","92,308,369.40","25,277,555.23","55,661,527.87","118,642,995.41","152,108,116.52","39,302,771.24","92,961,328.83","139,051,167.55","181,179,522.97","48,353,858.87","95,563,421.10","132,525,630.29","161,199,856.11","37,211,288.77","91,286,842.83","128,523,998.41","156,691,776.74","53,246,715.02","74,217,934.54","83,111,101.54","106,130,185.82","9,853,649.28","22,968,182.86","35,555,991.25","76,722,679.01","6,616,072.90","28,911,241.62","41,511,004.71","47,214,833.02","14,350,373.51","54,054,458.71","67,426,824.54","88,959,461.91","23,772,386.19"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146,491.48","48,059.28",,,,,,,"412,000,000.00",
支付其他与经营活动有关的现金,"20,545,233.64","24,491,806.52","24,770,343.31","11,253,873.22","17,663,421.98","26,519,568.58","34,561,665.94","10,723,940.44","40,210,035.98","54,440,103.48","71,779,767.11","19,970,495.10","39,670,790.12","51,338,020.00","67,782,047.93","19,451,485.83","37,593,808.34","56,851,141.03","86,117,922.87","13,235,781.48","39,177,066.83","54,870,304.61","78,954,486.14","17,248,682.99","36,479,036.08","51,377,439.09","75,491,237.56","13,470,489.42","45,356,235.17","49,748,832.90","49,115,017.66","15,298,795.75","29,233,392.29","44,829,521.53","69,064,855.41","22,252,987.96","28,115,852.64","48,989,034.25","118,623,259.25","23,053,775.66"
筹资活动现金流入小计,"815,775,000.00","855,940,000.00","976,847,991.66","786,980,000.00","884,980,000.00","1,061,961,079.60","1,495,659,732.95","232,800,000.00","517,069,977.60","605,982,264.40","875,982,264.40","416,836,870.70","958,708,469.90","1,367,079,118.90","1,467,079,118.90","401,158,286.00","808,524,228.26","1,219,524,228.26","1,348,131,830.76","388,064,334.32","1,042,952,146.52","1,427,727,377.46","2,195,531,356.25","223,080,000.00","754,080,000.00","908,110,000.00","1,144,785,510.57","158,646,205.80","579,229,680.00","731,126,714.00","1,063,129,776.28","207,344,574.28","774,668,076.68","1,112,206,676.68","1,409,215,323.63","155,780,000.00","694,915,356.90","1,117,415,326.90","1,663,415,446.66","428,000,000.00"
经营活动现金流出小计,"952,952,863.27","675,416,698.26","952,955,163.38","333,584,977.44","743,566,208.97","1,032,600,729.65","1,486,322,569.35","485,848,098.21","887,057,735.73","1,290,082,679.68","1,631,535,328.06","416,745,784.64","708,259,601.73","1,047,260,195.63","1,464,133,790.22","245,872,500.33","786,489,618.65","1,301,802,161.65","1,652,036,510.51","373,148,067.64","890,280,371.15","1,384,589,085.14","1,693,925,751.63","381,931,270.40","699,709,884.76","1,046,321,104.26","1,275,215,548.20","249,690,614.70","521,003,244.24","770,214,305.80","1,291,663,978.35","389,324,335.18","927,014,251.64","1,492,806,672.09","1,784,616,726.38","413,412,178.33","799,191,435.80","1,339,847,955.59","1,666,195,434.75","311,880,017.90"
偿还债务支付的现金,"504,000,000.00","777,100,000.00","1,106,187,991.66","140,400,000.00","416,000,000.00","641,604,662.30","875,158,543.60","104,000,000.00","307,320,719.35","432,142,983.75","687,142,983.75","292,069,771.80","740,904,025.80","1,091,978,963.90","1,201,228,963.90","551,000,000.00","794,000,000.00","910,151,783.26","1,153,734,383.26","395,000,000.00","1,076,071,936.82","1,386,120,370.13","2,054,970,972.08","149,164,007.88","733,882,277.88","980,182,277.88","1,057,682,277.88","199,668,250.00","612,406,738.00","844,273,738.00","1,077,587,369.56","163,147,624.00","586,171,742.46","800,825,192.46","1,087,415,738.97","136,495,000.00","755,921,467.66","1,039,321,467.66","1,451,142,646.30","351,000,000.00"
经营活动产生的现金流量净额,"77,353,687.59","89,338,916.38","173,134,594.34","-94,926,403.73","-190,771,155.78","-170,779,335.92","-147,902,361.28","-147,822,793.29","-230,011.56","108,303,233.03","113,267,664.99","-33,536,588.50","200,715,009.99","163,437,919.65","184,671,492.64","209,666,056.65","74,803,271.92","-112,626,328.43","136,435,526.06","-38,823,058.41","74,833,831.47","44,297,708.62","92,095,425.31","86,843,100.58","127,295,728.79","109,400,575.20","180,775,715.15","24,521,981.91","30,153,046.24","32,359,790.99","109,557,151.94","-117,691,010.86","-248,335,247.19","-360,704,564.72","-189,689,698.80","-99,812,590.75","-27,033,370.76","-56,836,082.99","213,131,753.86","16,287,102.89"
分配股利、利润或偿还利息支付的现金,"133,696,461.41","50,746,746.39","38,258,875.01","7,339,973.90","14,946,989.61","19,205,051.85","97,211,811.30","10,020,323.34","131,317,537.58","145,148,193.53","158,661,916.12","15,614,039.90","206,043,073.50","219,841,184.91","235,832,462.28","12,023,751.98","121,370,276.91","138,354,604.27","154,622,773.24","26,476,672.34","64,652,843.53","84,561,361.28","102,533,641.17","11,298,695.24","22,241,818.67","33,597,598.54","42,662,473.97","10,696,638.76","21,939,990.80","32,361,893.95","36,702,396.75","9,806,434.03","19,540,714.25","46,091,746.57","63,233,169.76","12,518,790.92","26,489,110.92","61,315,853.91","77,023,995.25","13,238,235.72"
收回投资收到的现金,"57,191,699.21",,"6,000,000.00",,,,,,,,,,,,,,,,,,,"201,600.00","201,600.00",,,"672,800.00","2,019,100.00",,"400,000.00","400,000.00",,"4,000,000.00","4,000,000.00","4,000,000.00","149,447.07",,,,,
支付其他与筹资活动有关的现金,,,,"12,287,376.03","12,287,376.03","12,287,376.03","6,236,637.03",,,,,,"800,000.00","800,000.00","800,000.00","800,000.00","2,050,000.00","2,050,000.00","2,050,000.00",,,,"1,053,870.07",,,,"2,000,000.00",,,,,,"150,229.15","150,229.15",,,,,"306,552,534.90","45,046,485.83"
取得投资收益收到的现金,"2,437,859.03","19,746.58","183,601.00",,,,,,,,,,"27,802.74","27,802.74",,,"3,840,000.00","3,840,000.00","3,840,000.00",,"9,600,000.00","9,600,000.00","9,600,000.00","10,080,000.00","10,080,000.00","10,095,400.00","10,104,050.00","9,120,000.00","9,120,158.90","9,120,158.90","9,415,161.64","6,005,830.14","13,857,935.34","13,857,935.34","6,000,000.00",,"19,145,389.81","19,145,389.81","19,145,727.51",
筹资活动现金流出小计,"637,696,461.41","827,846,746.39","1,144,446,866.67","160,027,349.93","443,234,365.64","673,097,090.18","978,606,991.93","114,020,323.34","438,638,256.93","577,291,177.28","845,804,899.87","307,683,811.70","947,747,099.30","1,312,620,148.81","1,437,861,426.18","563,823,751.98","917,420,276.91","1,050,556,387.53","1,310,407,156.50","421,476,672.34","1,140,724,780.35","1,470,681,731.41","2,158,558,483.32","160,462,703.12","756,124,096.55","1,013,779,876.42","1,102,344,751.85","210,364,888.76","634,346,728.80","876,635,631.95","1,114,289,766.31","172,954,058.03","605,862,685.86","847,067,168.18","1,150,648,908.73","149,013,790.92","782,410,578.58","1,100,637,321.57","1,834,719,176.45","409,284,721.55"
处置固定资产、无形资产和其他长期资产收回的现金净额,"10,929,737.24","583,197.53","155,265.80",,"42,000.00","42,000.00","629,799.67","399,300.00","558,500.00","588,500.00","1,605,649.77","15,000.00","15,000.00","495,405.75","848,506.91","50,608.00","525,416.40","1,331,443.44","1,879,723.44","215,551.90","936,215.50","1,288,135.20","1,871,795.80","129,375.00","523,386.60","1,244,002.00","2,859,579.06","120,235.30","281,066.00","22,678,727.50","37,886,414.80","267,015.30","356,718.57","668,111.17","1,359,344.23","550,372.44","980,877.42","1,898,753.22","2,109,348.27","405,883.40"
筹资活动产生的现金流量净额,"178,078,538.59","28,093,253.61","-167,598,875.01","626,952,650.07","441,745,634.36","388,863,989.42","517,052,741.02","118,779,676.66","78,431,720.67","28,691,087.12","30,177,364.53","109,153,059.00","10,961,370.60","54,458,970.09","29,217,692.72","-162,665,465.98","-108,896,048.65","168,967,840.73","37,724,674.26","-33,412,338.02","-97,772,633.83","-42,954,353.95","36,972,872.93","62,617,296.88","-2,044,096.55","-105,669,876.42","42,440,758.72","-51,718,682.96","-55,117,048.80","-145,508,917.95","-51,159,990.03","34,390,516.25","168,805,390.82","265,139,508.50","258,566,414.90","6,766,209.08","-87,495,221.68","16,778,005.33","-171,303,729.79","18,715,278.45"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-562,669.00","-74,058.75","26,304.68","14,583.07","14,921.41","59,064.02","199,072.51","63,594.91","106,905.72","168,589.17","97,240.46","60,857.26","20,745.30","245,268.53","354,187.17","146,594.95","151,305.62","-196,381.69","361,261.44","119,463.98","39,556.46","-100,560.33","116,212.49","-265,127.13","-243,276.74","1,108,361.86","2,859,586.66","-998,781.32","-583,024.85","938,509.66","908,976.50","1,439,137.55","1,435,104.10","-193,477.47","-496,562.32","-3,305,377.32","-2,208,015.63","-1,823,451.41","-262,767.59","-334,347.30"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,"30,000,000.00",,,,"2,342,727.00","32,500,000.00","32,500,000.00","32,500,000.00","34,100,000.00",,"55,910,000.00","56,110,000.00","58,510,000.00",,"19,060,000.00","21,560,000.00","26,541,757.80","84,560.00",,"1,455,600.00","13,347,870.09",,"4,987,500.00","4,987,500.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"70,559,295.48","602,944.11","6,338,866.80",,"42,000.00","42,000.00","629,799.67","399,300.00","558,500.00","588,500.00","1,605,649.77","15,000.00","42,802.74","523,208.49","30,848,506.91","50,608.00","4,365,416.40","5,171,443.44","8,062,450.44","32,715,551.90","43,036,215.50","43,589,735.20","45,773,395.80","10,209,375.00","66,513,386.60","68,122,202.00","73,492,729.06","9,240,235.30","28,861,224.90","53,758,886.40","73,843,334.24","10,357,405.44","18,214,653.91","19,981,646.51","20,856,661.39","550,372.44","25,113,767.23","26,031,643.03","21,255,075.78","405,883.40"
五、现金及现金等价物净增加额,"36,954,960.84","26,587,095.51","-20,236,258.38","518,484,326.60","222,819,119.55","152,453,687.18","241,322,823.65","-92,643,101.96","-27,452,914.91","-151,552,204.22","-216,936,313.54","24,413,538.88","91,423,866.44","40,283,950.08","26,209,707.82","6,981,545.57","-89,517,401.08","-19,305,614.88","56,134,495.38","-63,777,732.07","-25,216,587.95","-27,230,117.02","34,112,670.18","127,964,925.02","85,566,541.15","-85,608,461.81","94,474,936.30","-28,682,957.45","-65,989,900.13","-157,391,537.58","7,395,515.81","-148,320,202.05","-165,967,609.01","-209,394,898.78","-91,383,972.61","-124,699,758.84","-145,351,277.51","-106,437,167.59","-68,978,531.09","-12,355,846.90"
购建固定资产、无形资产和其他长期资产支付的现金,"210,873,891.82","85,373,959.84","32,137,149.19","13,556,502.81","26,812,280.44","64,332,030.34","127,256,428.27","64,014,748.99","106,320,029.74","289,303,613.54","362,084,233.29","51,278,788.88","120,316,062.19","178,381,416.68","218,882,171.62","40,216,248.05","59,941,346.37","80,622,188.93","124,749,416.82","24,377,351.52","45,353,557.55","72,062,646.56","90,845,236.35","31,439,720.31","92,792,000.95","140,687,404.45","186,093,633.29","9,727,710.38","44,614,381.16","74,315,751.64","93,063,190.38","76,816,250.43","106,087,510.65","133,618,011.60","180,620,787.78","28,702,372.29","53,532,436.67","90,391,281.55","131,602,863.35","47,429,764.34"
期初现金及现金等价物余额,"39,630,170.31","76,585,131.15","103,172,226.66","88,169,968.28","82,935,968.28","82,935,968.28","82,935,968.28","304,438,072.58","324,258,791.93","324,258,791.93","324,258,791.93","107,322,478.39","107,322,478.39","107,322,478.39","107,322,478.39","133,532,186.21","133,532,186.21","133,532,186.21","133,532,186.21","189,666,681.59","189,666,681.59","189,666,681.59","189,666,681.59","277,909,351.77","223,779,351.77","223,779,351.77","223,779,351.77","318,254,288.07","318,254,288.07","318,254,288.07","318,254,288.07","325,649,803.88","325,649,803.88","325,649,803.88","325,649,803.88","234,265,831.27","234,265,831.27","234,265,831.27","234,265,831.27","165,287,300.18"
投资支付的现金,"77,600,000.00","6,000,000.00",,,"1,400,000.00","1,400,000.00","1,400,000.00",,,,,,,,,,,,,,,,,,"13,163,200.00","17,882,320.00","19,000,220.00",,"400,000.00","400,000.00",,,,,,"196,000.00","196,000.00","196,000.00","196,000.00",
期末现金及现金等价物余额,"76,585,131.15","103,172,226.66","82,935,968.28","606,654,294.88","305,755,087.83","235,389,655.46","324,258,791.93","211,794,970.62","296,805,877.02","172,706,587.71","107,322,478.39","131,736,017.27","198,746,344.83","147,606,428.47","133,532,186.21","140,513,731.78","44,014,785.13","114,226,571.33","189,666,681.59","125,888,949.52","164,450,093.64","162,436,564.57","223,779,351.77","405,874,276.79","309,345,892.92","138,170,889.96","318,254,288.07","289,571,330.62","252,264,387.94","160,862,750.49","325,649,803.88","177,329,601.83","159,682,194.87","116,254,905.10","234,265,831.27","109,566,072.43","88,914,553.76","127,828,663.68","165,287,300.18","152,931,453.28"
