科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"77,374,523.59","117,707,966.83","199,989,962.19",,"74,378,242.77","103,770,071.99","196,256,051.33","51,615,197.80","100,217,089.89","148,061,984.17","288,936,630.70","128,579,227.20","168,871,381.48","324,699,598.43","500,502,008.56","80,666,924.31","148,923,818.24","291,804,291.07","564,481,131.36","167,672,111.29","272,904,557.93","426,087,229.15","857,951,597.29","276,103,275.18","417,430,720.52","601,607,854.52","1,162,768,245.53","253,130,107.66","704,529,892.61","1,028,362,315.58","1,731,955,572.96","430,308,661.57"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,"35,983,797.12",,"49,182,352.94","82,182,352.94","38,500,000.00",,,"424,159,038.67","424,159,038.67",
收到的税费返还,"7,762,757.61","4,136,432.22","4,077,063.96",,"1,605,171.05","1,940,806.36","3,865,057.34","737,544.56","2,180,359.85","2,484,073.70","7,282,393.90","2,278,884.54","2,667,328.31","4,543,785.50","6,209,620.72","317,164.80","3,490,027.84","4,969,302.38","11,830,223.06","135,476.29","5,522,585.46","6,102,109.72","9,799,155.08","80,081.45","2,531,228.79","3,283,282.11","9,067,656.60","96,718.25","2,920,472.91","4,746,858.94","8,468,068.76","190,793.99"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000,000.00","30,000,000.00","50,000,000.00","85,277,566.96","21,000,000.00"
收到其他与经营活动有关的现金,"22,704,839.22","23,648,945.15","28,200,842.99",,"12,085,795.99","18,283,705.31","35,731,783.42","17,603,786.30","21,960,253.01","40,195,148.13","44,941,853.14","14,772,771.86","19,084,055.44","69,641,073.43","48,933,774.30","6,889,978.68","50,572,810.04","86,880,522.45","87,639,684.07","25,672,317.10","45,920,088.18","59,037,902.34","97,887,131.15","42,255,042.68","77,241,906.76","223,977,204.91","341,519,915.99","58,112,231.09","248,992,225.99","264,697,623.98","407,646,841.30","92,064,377.94"
投资活动现金流出小计,"374,904.37","1,570,962.51","3,041,647.35",,"8,229,380.18","19,148,137.13","48,722,318.66","15,044,121.92","37,645,584.25","81,807,969.33","88,743,436.22","31,552,643.91","65,921,395.88","101,967,822.14","138,944,691.58","22,322,009.94","81,366,306.02","104,396,885.21","141,566,570.81","31,129,724.12","53,711,538.49","81,900,550.32","167,965,438.69","107,113,135.80","104,040,559.26","172,250,966.65","279,915,124.90","104,815,662.19","383,504,035.22","792,673,659.90","1,079,496,042.95","180,283,540.66"
经营活动现金流入小计,"107,842,120.42","145,493,344.20","232,267,869.14",,"88,069,209.81","123,994,583.66","235,852,892.09","69,956,528.66","124,357,702.75","190,741,206.00","341,160,877.74","145,630,883.60","190,622,765.23","398,884,457.36","555,645,403.58","87,874,067.79","202,986,656.12","383,654,115.90","663,951,038.49","193,479,904.68","324,347,231.57","491,227,241.21","965,637,883.52","318,438,399.31","497,203,856.07","828,868,341.54","1,513,355,818.12","311,339,057.00","956,442,591.51","1,297,806,798.50","2,148,070,483.02","522,563,833.50"
投资活动产生的现金流量净额,"-374,904.37","-1,570,962.51","-3,041,647.35",,"-8,229,380.18","-19,148,137.13","-46,383,845.83","-15,044,121.92","-37,645,584.25","-81,807,969.33","-88,743,436.22","-31,547,843.91","-65,916,595.88","-101,962,522.14","-138,669,111.58","-22,322,009.94","-81,346,156.02","-104,375,335.21","-141,544,420.81","-30,871,272.65","-53,220,466.00","-81,342,462.83","-167,637,772.22","-81,057,318.43","-104,014,798.26","-172,224,618.24","-273,639,411.13","-99,798,606.45","-353,404,500.33","-742,357,502.69","-1,009,017,667.78","-159,178,235.11"
购买商品、接受劳务支付的现金,"73,675,116.40","64,643,206.29","130,200,628.91",,"122,425,021.40","181,912,014.51","241,197,060.14","59,173,658.89","143,885,964.93","231,205,503.53","319,277,321.59","106,340,974.85","194,182,918.73","321,299,683.85","436,763,188.36","143,293,560.48","287,637,691.90","507,777,884.54","750,001,025.50","224,994,421.93","407,960,568.05","633,088,198.03","915,409,985.03","325,567,793.24","543,198,205.63","826,409,940.19","1,273,908,663.27","511,177,620.89","842,864,938.65","1,240,725,352.29","1,746,895,333.93","399,768,041.62"
吸收投资收到的现金,,"1,500,000.00","1,000,000.00",,"488,307,200.00","488,307,200.00","488,307,200.00",,"9,890,000.00","9,890,000.00","20,492,451.40",,,,,,"33,400,000.00","33,400,000.00","54,400,000.00",,,"1,382,579,937.30","1,382,579,937.30",,"3,700,000.00","19,700,000.00","57,520,000.00","15,500,000.00","16,574,000.00","20,974,000.00","13,500,000.00","91,265,340.00"
