科目,2011-12-31,2012-12-31,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"488,470,269.50","439,635,881.97","523,389,160.71",,"471,762,579.04","620,584,840.98","466,057,999.36","374,821,111.24","759,295,995.41","608,770,365.15","735,533,065.90","591,431,801.70","741,711,699.38","595,202,530.49","707,314,594.46","617,658,969.39","959,694,964.11","656,718,580.99","748,944,362.80","633,909,984.10"
短期借款,"483,840,000.00","815,840,000.00","897,540,000.00",,"741,240,000.00","451,240,000.00","381,240,000.00","681,240,000.00","601,240,000.00","313,240,000.00","393,240,000.00","591,240,000.00","701,240,000.00","841,240,000.00","981,240,000.00","1,301,240,000.00","1,401,240,000.00","1,236,240,000.00","1,191,240,000.00","1,331,240,000.00"
交易性金融资产,,,,,,,"3,157,881.60","1,952,198.20","468,168.00","767,158.00","702,814.20","560,608.96","4,976,258.96","1,514,244.36","143,748.00","992,273.20","598,334.80","1,075,713.05","971,380.80","1,644,704.60"
交易性金融负债,,,,,,"1,220,684.00",,,,,,,,,,,,,,
应收票据,"451,000.00","938,000.00","3,495,230.00",,"2,791,372.00","2,394,992.50","2,139,590.50","653,930.00","2,764,670.00","560,000.00","1,137,644.00","2,164,971.00","1,663,540.00","5,341,605.40","12,329,176.23","1,530,079.00","3,333,284.88","2,955,264.00","5,010,660.00","5,848,766.50"
应付票据,,,,,,,,,,,,,,,"22,779,500.00","20,000,000.00","60,000,000.00","30,000,000.00","24,553,300.00","49,703,800.00"
应收账款,"43,730,228.17","49,043,032.29","65,072,630.76",,"118,881,693.54","258,612,210.89","110,774,341.87","307,889,936.04","203,550,296.87","437,835,959.13","213,336,450.39","416,201,261.27","339,868,655.21","616,787,066.11","303,601,589.10","579,036,406.09","449,161,165.04","665,006,188.64","351,937,541.45","625,648,391.98"
应付账款,"263,115,172.47","293,345,897.15","370,393,011.65",,"317,180,576.85","405,080,624.50","296,303,149.45","352,213,530.06","309,966,166.98","455,125,415.44","310,256,255.07","274,096,029.06","385,795,488.04","548,279,178.73","424,167,850.23","468,119,308.86","468,788,848.00","683,243,895.27","499,768,652.83","574,488,860.60"
预付款项,"91,858,098.69","128,318,739.00","175,925,385.19",,"190,371,877.87","206,305,131.42","150,543,216.58","267,294,954.38","203,911,895.58","214,011,651.51","138,176,646.52","205,997,893.43","207,023,478.15","235,266,899.78","229,382,506.05","224,218,533.09","257,279,227.20","295,905,351.88","266,224,330.51","342,040,935.79"
预收款项,"91,603,918.52","82,853,419.65","84,143,648.82",,"145,022,303.79","120,239,660.64","102,363,782.26","139,020,534.47","202,608,071.22","138,077,787.60","133,948,007.88","153,487,936.45","313,527,706.77","184,587,724.74","168,226,729.85","219,550,215.93","256,251,017.91","201,273,531.64","181,035,916.81","217,288,321.64"
其他应收款,"6,023,493.83","5,820,274.68","9,947,413.41",,"21,287,640.12","29,358,644.05","14,492,414.38","27,991,057.91","17,552,308.78","30,947,607.74","24,868,338.37","29,588,029.91","76,046,665.53","75,979,937.35","63,598,020.06","81,718,214.85","86,231,402.19","62,361,687.01","91,026,575.98","111,455,254.26"
应付职工薪酬,"10,399,399.20","12,218,002.17","16,102,147.88",,"15,590,274.82","18,527,359.56","20,932,182.47","18,853,868.57","20,575,021.48","22,029,798.74","26,105,966.36","27,365,653.73","27,420,212.28","29,608,395.98","35,648,786.22","39,867,884.65","33,094,992.90","35,087,899.89","41,249,493.29","37,458,908.32"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"-2,274,510.77","-23,006,025.92","-36,184,623.38",,"-27,825,514.02","-18,949,736.01","-27,847,251.93","-39,099,874.42","-42,366,647.88","-63,627,553.25","40,684,668.37","23,009,402.20","24,768,855.66","26,652,988.44","25,849,167.23","16,276,668.96","15,890,153.82","32,177,127.84","40,336,595.39","27,557,688.21"
应收利息,,,,,,,,,,,,,,,,,,,,
应付利息,"1,059,437.23","2,697,984.14","2,978,937.17",,"1,618,800.00","639,420.00","1,473,788.54","1,222,983.34","1,444,175.00","1,004,771.18","959,546.94","860,341.67","895,000.00","651,058.33","1,734,281.26","1,544,861.16","1,465,169.49","2,369,097.23","2,870,840.28","1,989,179.67"
