科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"206,247,953.41","217,637,860.79","210,011,472.67","325,179,486.94","490,205,248.13","1,913,630,026.15","1,962,018,502.83","1,949,522,360.20","1,705,420,258.75","1,482,494,200.24","1,463,445,122.74","1,546,558,932.75","1,527,824,652.26","1,625,914,329.27","1,554,798,234.07","1,650,718,177.05","908,293,719.35","1,130,035,944.96","989,111,393.59","1,149,776,436.12","1,402,181,765.69","1,149,777,391.20","1,323,198,713.69","1,628,302,840.18","1,689,030,601.34","1,521,950,309.74","1,894,353,508.76","2,922,771,960.18","3,119,668,541.39","3,102,331,775.58","2,709,714,765.00","2,821,086,041.86","2,054,059,838.93","2,697,442,166.99","2,300,975,090.10","2,432,824,660.66","1,364,897,723.64"
短期借款,"125,000,000.00","66,531,339.80","4,000,000.00","4,000,000.00","324,000,000.00","4,000,000.00","7,000,000.00",,"2,000,000.00","4,500,000.00","82,898,494.47","76,000,000.00","17,500,000.00","183,889,203.50","4,500,000.00","5,000,000.00","81,287,007.94","173,922,115.64","133,574,384.75","138,095,259.10","217,682,140.55","367,440,680.27","490,045,404.07","589,475,317.85","612,066,012.90","536,008,676.97","549,658,716.43","653,956,322.19","911,843,200.00","639,391,000.00","351,850,000.00","451,954,500.00","613,196,000.00","475,083,000.00","364,881,000.00","2,000,000.00","147,565,200.00"
交易性金融资产,,,,,,,,,,,"1,406,136.34","3,791,100.00","394,500.00","1,661,300.00","10,790,065.00","75,318,175.42","99,940,777.50","116,143,116.25","143,743,942.73","225,413,286.73","181,182,081.70","156,395,197.25","143,219,105.68","125,470,294.48","138,909,061.03","157,046,557.43","94,575,905.96","114,353,871.65","96,746,942.25","91,568,944.32","62,472,485.89","64,305,845.53","61,774,455.15","41,607,555.71","40,341,421.13","38,158,286.82","50,334,428.10"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,"466,200.00",,"5,039,350.00","5,041,000.00","1,222,000.00","12,126,700.00","26,786,054.54","18,673,000.00","40,023,373.90","16,299,370.77",,,,,,,
应收票据,,,,,,"1,537,169.55","803,139.55","1,247,799.47","1,057,799.47","728,383.26","632,076.00","2,441,370.45","1,616,813.00","1,850,000.00","1,061,318.13","1,402,465.11","600,000.00","466,040.00","346,000.00","2,142,071.75","2,663,386.75","4,292,000.00","670,000.00","1,858,778.35","2,014,754.47","1,147,612.42","2,570,640.00","2,113,000.00","3,020,980.06","2,075,000.00","1,864,929.00","2,402,148.54","3,245,558.50","2,624,022.20","3,224,671.83","6,019,739.93","5,252,204.60"
应付票据,"44,656,550.16","104,600,000.00","23,300,000.00","24,350,000.00","16,350,000.00","14,250,000.00","19,600,000.00",,"13,510,000.00","9,600,000.00","14,828,425.59",,,"14,750,000.00","28,100,000.00","14,050,000.00","24,950,000.00","16,650,000.00","43,700,000.00","15,300,000.00","8,600,000.00","18,650,000.00","26,650,000.00","12,100,000.00","10,950,000.00",,"7,850,000.00","735,000.00","5,900,000.00","1,000,000.00","1,000,000.00",,"1,330,000.00","8,362,430.14","11,710,000.00","10,305,000.00","16,900,000.00"
应收账款,"329,503,691.37","362,547,515.70","427,470,152.27","354,082,656.90","491,873,613.77","706,624,283.78","486,382,684.27","537,216,805.22","576,285,060.29","748,911,021.32","698,066,090.71","548,152,353.86","635,808,016.35","893,800,294.36","648,390,070.91","540,069,197.81","640,820,013.09","971,536,726.26","791,989,623.09","703,636,888.51","601,399,113.16","965,596,373.05","608,108,341.31","553,837,350.03","592,549,229.02","923,554,761.08","598,834,691.26","648,905,660.72","822,250,229.91","893,001,336.66","782,306,221.44","686,393,912.92","805,364,715.49","1,120,226,778.09","1,016,256,162.55","858,040,788.07","1,018,875,923.00"
应付账款,"243,603,105.59","186,830,146.10","236,667,598.33","234,938,797.54","263,067,443.12","294,469,659.51","187,359,240.88","213,709,942.52","228,895,671.48","356,385,287.28","187,270,698.68","194,523,626.37","225,248,535.82","440,502,335.67","263,212,040.41","239,977,059.26","246,479,379.54","597,355,367.34","403,435,275.24","391,957,680.15","362,591,784.84","619,498,206.48","325,915,888.87","353,144,729.82","419,617,852.67","628,499,477.47","365,105,444.31","398,006,955.99","466,463,189.76","565,550,028.40","586,900,878.11","537,494,574.98","613,435,533.80","913,089,728.05","753,740,624.08","753,740,944.92","752,613,185.77"
预付款项,"12,125,623.27","13,814,031.40","4,813,676.80","68,952.24","13,693,129.11","11,423,059.94","11,031,196.27","19,260,353.22","48,384,774.62","47,262,710.47","30,472,781.14","36,361,057.90","52,126,511.89","50,475,917.83","13,158,857.79","21,226,759.13","16,546,727.58","43,028,858.67","15,233,972.12","29,264,094.78","25,725,115.86","30,177,009.57","21,573,128.76","31,800,234.80","37,811,816.69","42,538,403.14","28,040,524.38","32,076,094.21","41,140,171.23","38,288,538.08","31,156,366.24","42,955,255.03","51,924,734.76","87,815,806.64","44,193,203.45","91,398,719.56","101,220,294.80"
预收款项,"8,901,499.53","16,667,562.60","13,587,764.32","3,307.00","20,080,287.89","64,103,229.85","16,149,567.04","26,238,902.65","9,729,560.88","13,149,136.70","23,273,042.16","23,294,839.39","18,455,204.91","20,026,197.44","17,164,987.19","27,978,886.46","13,633,951.51","19,938,749.32","13,059,636.72","27,308,758.78","17,802,444.61","25,816,744.05","18,700,779.93","25,569,306.75","20,766,895.32","23,011,298.79","17,036,082.17","21,833,296.79","27,144,994.68","29,637,541.32","30,208,557.22","41,845,162.47","33,312,543.53","33,611,370.99","28,950,312.01","42,878,706.77","36,534,238.89"
其他应收款,"43,798,273.36","24,378,290.64","44,302,632.47","28,100,456.70","42,404,824.69","41,660,607.86","56,364,728.94","56,689,787.44","36,599,689.25","36,848,173.40","51,453,355.96","35,418,852.40","39,165,470.66","40,335,510.84","44,604,173.46","35,630,777.94","46,913,431.29","30,954,892.01","59,128,749.65","63,388,261.13","61,173,474.93","58,271,286.75","76,651,673.97","58,014,088.88","45,698,540.52","49,536,112.39","53,159,240.49","42,107,496.95","34,860,828.19","45,127,872.32","59,592,239.72","57,151,648.65","88,561,869.20","44,023,838.99","48,362,684.50","57,484,833.47","43,830,073.97"
应付职工薪酬,"4,367,970.24","6,187,308.75","14,523,559.78","7,110,393.33","9,366,081.63","12,340,027.19","22,310,360.05","8,946,161.47","11,208,716.33","14,725,153.04","27,348,830.76","9,134,076.64","10,887,327.78","15,765,188.37","35,945,879.14","11,651,013.27","18,611,555.28","24,602,097.88","41,229,699.08","16,813,841.47","25,188,829.61","30,053,516.53","44,337,572.94","17,796,309.02","28,864,166.07","32,044,996.94","55,251,500.51","31,503,644.24","40,549,943.68","45,421,670.84","65,079,726.15","36,424,164.28","41,328,288.07","57,478,755.17","99,769,297.18","42,070,787.30","58,879,822.61"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
