科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"615,219,706.13","1,352,935,924.66","2,033,452,014.72","3,204,403,575.22","856,909,178.10","1,863,345,979.12","2,908,248,337.79","3,971,286,482.26","901,268,467.88","1,908,766,976.85","3,047,275,439.91","4,439,029,538.63","1,240,150,996.81","2,207,145,621.75","3,551,384,470.57","6,125,853,483.35","1,405,427,992.79","2,716,377,953.48","3,921,997,324.74","7,306,758,721.85","1,287,487,679.12","2,490,009,947.86","3,823,817,763.69","7,889,937,964.56","1,548,658,126.37","2,872,647,834.24","4,351,071,085.41","9,333,237,746.05","1,600,511,749.00","2,996,446,267.13","4,747,029,327.05","10,490,880,096.66","1,714,627,781.75","3,115,784,479.70","5,060,179,787.64","12,004,769,332.53","1,987,047,898.01","3,511,182,907.70","5,638,079,004.58","13,208,930,546.45","2,931,134,152.02","4,876,404,641.23","7,425,785,070.19","16,145,419,101.27"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,"10,253,624.30","10,253,624.30","10,253,624.30",,,,,,,,,,,,,,,,,,,"1,866,064.50","1,866,064.50","1,866,064.51"
收到的税费返还,"7,454,302.03","11,507,745.78","14,962,935.90","25,243,417.32","3,477,983.47","6,803,741.63","9,356,200.21","24,374,863.08","1,645,820.98","7,961,338.52","20,209,900.16","35,174,418.90","28,402,237.08","58,103,234.96","81,691,093.85","92,125,842.96","32,760,328.51","57,869,289.09","87,056,742.33","96,217,847.55","33,290,421.21","51,555,447.16","73,726,756.71","107,897,494.99","29,570,626.28","54,699,162.99","103,618,659.89","123,806,584.76","52,346,720.56","76,543,433.98","130,734,982.47","186,071,636.61","41,656,230.44","66,158,353.47","115,283,402.30","158,580,421.98","30,649,150.06","44,054,370.25","101,625,793.97","140,521,292.72","40,448,595.53","70,151,561.15","145,078,977.23","217,037,122.41"
支付其他与投资活动有关的现金,,,,,"391,301.42",,,"1,722,000.00","1,345,407.80",,,"22,331,789.47",,,"2,827,000.00",,,,,,,,,"771,143,000.00","245,000,000.00","175,960,000.00","1,210,785,260.38","1,062,165,117.68","978,303,179.63","1,191,331,274.32","1,532,809,956.64","1,840,756,030.26","180,011,455.10","810,704,455.10","1,323,493,000.00","1,905,404,087.84","252,931,250.00","1,257,600,000.00","1,257,600,000.00","2,210,000,000.00","1,044,000,000.00","1,414,000,000.00","1,974,000,000.00","2,123,000,000.00"
收到其他与经营活动有关的现金,"10,998,280.93","11,352,262.37","15,707,541.53","46,031,302.18","15,373,549.50","11,575,711.74","10,388,737.02","29,645,356.37","10,600,442.32","15,182,240.03","20,159,391.64","23,532,490.21","17,910,302.68","58,744,333.93","34,369,483.25","49,126,378.55","12,331,694.05","25,909,985.94","34,932,401.94","56,965,875.68","14,763,077.70","16,930,906.18","32,407,090.68","50,474,475.14","5,197,581.36","22,027,058.35","25,829,359.94","35,624,035.58","12,057,362.44","24,094,840.63","43,268,423.30","36,952,803.03","29,684,562.60","30,875,351.72","73,664,191.27","55,724,317.15","31,295,330.44","23,718,648.60","34,913,398.27","77,219,986.43","7,754,818.11","27,690,310.01","33,820,323.91","99,328,342.61"
投资活动现金流出小计,"9,174,404.57","67,491,644.27","98,623,831.17","140,055,177.23","12,529,473.66","35,254,654.44","78,057,431.15","121,595,714.77","28,791,639.21","56,805,156.37","143,005,537.81","194,377,552.38","53,948,461.45","63,645,320.38","171,035,214.57","244,884,868.86","58,601,895.50","105,529,252.23","156,152,726.44","215,244,522.53","39,443,418.97","103,760,159.60","117,493,300.97","914,814,295.69","266,820,629.98","213,066,065.93","1,277,581,370.63","1,164,574,770.43","1,001,368,313.12","1,245,652,833.77","1,632,062,705.26","1,965,214,346.03","206,131,969.37","858,189,269.50","1,395,363,543.28","1,981,320,411.55","322,873,843.45","1,987,398,714.10","2,583,577,291.09","2,344,683,005.27","1,111,806,938.55","1,503,707,310.13","2,090,289,975.44","2,281,540,173.14"
经营活动现金流入小计,"633,672,289.09","1,375,795,932.81","2,064,122,492.15","3,275,678,294.72","875,760,711.07","1,881,725,432.49","2,927,993,275.02","4,025,306,701.71","913,514,731.18","1,931,910,555.40","3,087,644,731.71","4,497,736,447.74","1,286,463,536.57","2,323,993,190.64","3,667,445,047.67","6,267,105,704.86","1,450,520,015.35","2,800,157,228.51","4,043,986,469.01","7,459,942,445.08","1,335,541,178.03","2,558,496,301.20","3,929,951,611.08","8,048,309,934.69","1,583,426,334.01","2,949,374,055.58","4,480,519,105.24","9,492,668,366.39","1,664,915,832.00","3,097,084,541.74","4,921,032,732.82","10,713,904,536.30","1,785,968,574.79","3,212,818,184.89","5,249,127,381.21","12,219,074,071.66","2,048,992,378.51","3,578,955,926.55","5,774,618,196.82","13,426,671,825.60","2,979,337,565.66","4,974,246,512.39","7,604,684,371.33","16,461,784,566.29"
投资活动产生的现金流量净额,"-8,536,734.57","-44,206,495.49","-64,304,965.12","-102,584,611.93","-11,981,556.51","-27,360,798.05","-62,737,448.96","-74,427,665.98","-26,233,860.73","-48,880,573.55","-127,609,104.93","-118,960,873.41","-30,815,702.13","-42,254,540.94","-150,067,868.84","-201,015,266.94","-56,996,989.52","-100,071,243.38","-147,550,054.18","-178,031,773.96","-39,118,558.97","-100,927,144.08","-112,643,157.45","-913,534,716.12","-266,674,629.98","499,946,359.88","-532,625,061.09","-315,224,947.22","403,612,023.75","478,306,191.73","-194,466,657.50","-570,288,325.80","-204,403,468.16","75,193,184.28","-5,057,598.44","-406,336,095.36","-271,745,107.62","-134,467,318.43","-382,414,114.02","41,237,326.96","-663,258,179.38","-319,207,083.78","-270,405,540.07","-544,249,989.43"
购买商品、接受劳务支付的现金,"587,824,127.53","1,185,965,787.52","1,758,485,307.39","2,482,071,411.95","692,416,964.22","1,561,338,640.68","2,308,680,296.78","3,000,260,840.32","500,031,608.68","1,259,958,293.64","2,095,909,511.49","3,131,616,265.44","960,193,435.94","1,737,971,136.97","2,616,451,839.35","4,710,346,861.69","926,973,213.51","1,908,336,846.66","2,744,583,432.78","5,423,863,937.04","730,375,956.72","1,268,262,103.06","1,888,752,172.53","5,204,664,775.86","779,920,002.76","1,580,374,543.87","2,423,220,475.05","6,673,849,359.71","910,143,131.36","1,735,475,466.08","2,825,868,473.26","7,353,541,507.40","1,197,260,906.08","1,953,209,952.21","3,128,708,022.97","8,039,688,106.64","1,213,823,162.93","2,161,394,169.28","3,365,685,073.01","8,982,777,683.74","1,802,397,865.12","3,035,326,084.31","4,695,459,254.00","11,944,848,997.82"
吸收投资收到的现金,,,"704,632,000.00","704,632,000.00",,"40,920,000.00","40,920,000.00","40,920,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
