科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"127,172,642.22","140,707,667.50","69,870,534.67","48,793,306.85","40,716,278.58","72,831,560.88","59,558,549.73","103,772,917.53","66,114,761.24","69,894,550.68","92,236,378.44","98,960,271.05","625,958,917.13","69,541,699.52","65,288,983.34","37,600,985.03","46,733,784.12","49,663,251.92","54,839,728.71","101,910,733.82","68,421,220.18","187,029,830.88","111,599,784.63"
短期借款,"74,000,000.00","195,000,000.00","212,187,924.00","201,000,000.00","189,000,000.00","112,000,000.00","183,840,000.00","200,000,000.00","160,000,000.00","168,000,000.00","217,000,000.00","287,000,000.00","222,000,000.00","15,000,000.00","35,000,000.00","40,000,000.00","96,496,865.00","95,996,865.00","117,277,280.00","193,277,280.00","137,430,880.15","89,989,029.84","131,388,149.84"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,"84,410,000.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"15,567,710.00","31,594,470.50","106,206,536.00","43,799,010.60","14,095,155.06","49,179,831.88","36,496,600.70","32,135,829.71","30,232,707.02","36,171,816.16","19,899,414.85","37,421,425.03","15,465,666.40","23,994,673.66","30,093,257.12","22,996,421.28","31,091,918.12","28,604,789.57","27,878,649.02","26,299,458.51","11,179,320.00","22,782,324.80","18,390,598.18"
应付票据,"127,600,000.00","101,163,125.03","97,096,719.26","68,588,985.00","50,333,550.00","62,533,669.35","44,910,728.35","47,901,604.83","42,057,969.54","10,277,355.64","34,348,903.62","34,348,903.62","18,227,893.99","17,931,550.00","49,565,227.43","65,620,462.50","70,639,481.47","108,108,796.99","120,905,523.51","89,481,556.80",,"71,164,328.08",
应收账款,"97,529,474.03","129,566,370.76","166,757,297.96","193,072,015.71","221,117,430.71","204,160,113.94","223,750,045.52","205,588,242.30","190,722,216.35","201,773,227.41","288,853,956.83","283,916,228.91","312,679,899.16","295,781,595.96","312,738,581.36","324,715,935.01","333,685,010.89","356,014,543.91","387,302,801.94","406,065,976.21","454,257,175.28","424,910,910.18","420,957,664.64"
应付账款,"96,927,922.39","98,082,365.67","99,019,704.39","91,793,210.35","94,110,723.63","82,458,926.33","78,431,956.78","73,287,158.89","102,604,844.11","87,021,448.20","113,340,466.26","109,370,687.82","106,436,052.96","112,647,603.45","106,299,413.42","98,942,788.54","102,566,800.03","116,504,200.83","105,911,874.43","102,136,143.27",,"133,340,334.91",
预付款项,"8,658,668.10","11,192,322.89","19,905,011.74","18,705,120.44","19,683,997.76","9,358,084.66","14,089,882.40","11,413,716.54","10,407,751.28","7,839,007.04","24,857,748.73","18,059,293.90","33,529,427.41","15,180,631.07","22,119,162.44","17,138,069.23","28,721,971.90","45,607,792.12","59,983,077.67","31,656,783.82","46,061,521.63","22,100,652.68","38,443,001.78"
预收款项,"117,297,772.11","68,872,346.66","71,133,088.23","68,019,628.45","64,996,401.91","74,195,936.05","86,602,073.93","57,003,709.31","55,245,881.58","40,365,864.53","97,029,120.39","85,749,507.39","113,736,565.63","117,820,273.54","100,613,124.23","91,456,384.02","106,722,430.03","111,448,758.04","126,847,944.42","108,949,335.47","108,083,625.22","59,863,668.31","62,053,411.42"
其他应收款,"8,528,770.48","5,489,884.44","8,244,929.39","9,054,081.75","10,433,435.27","7,011,124.43","10,124,738.96","10,845,224.40","8,576,216.00","7,879,484.95","9,521,139.79","9,993,823.15","9,727,523.46","7,840,612.24","10,400,896.28","10,665,389.95","11,727,746.51","7,813,270.68","11,107,301.45","21,052,241.27","21,258,196.87","17,240,274.77","18,790,566.49"
应付职工薪酬,"6,278,460.17","2,103,281.07","2,323,377.87","2,006,994.35","1,925,383.73","2,977,539.98","1,188,454.09","1,142,149.08","2,103,967.63","3,024,788.26","7,943,391.64","9,836,033.02","10,553,442.35","13,777,175.51","5,567,002.15","6,433,298.42","7,003,115.03","15,164,830.89","4,898,956.42","6,258,515.52","7,550,173.98","25,389,765.11","5,682,218.03"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"2,516,531.83","158,610.60","1,854,743.81","2,907,593.05","3,802,309.14","7,812,912.39","1,564,633.64","4,700,182.55","2,149,352.85","8,357,663.83","11,663,152.74","7,892,465.64","5,790,144.93","5,592,057.35","5,106,856.50","9,709,622.65","4,554,924.60","9,305,724.63","6,124,731.15","6,187,014.06","8,920,184.40","8,866,920.21","6,119,241.08"
应收利息,,,,,,,,,,,,,,,,,,,,,,,
应付利息,"244,966.90","337,499.99","373,193.14","345,000.00","332,178.05","201,944.78","310,460.94","291,805.56","186,527.78","232,848.61","291,850.63","319,971.53","324,715.28","7,250.00","46,520.83","48,333.33","115,288.29","122,769.28","157,636.51","297,458.49","282,831.46","126,113.90","78,690.59"
应收股利,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,"17,950,000.00",,,,,,,,,,,,,,,
