科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
存货,"216,494,563.02","195,352,199.32","215,259,770.83","235,945,117.82","223,063,775.85","218,370,462.50","273,169,584.64","269,770,730.83","281,811,913.73","231,004,384.94","362,394,758.05","346,808,903.98","332,579,170.27","349,413,557.45","377,832,789.35","366,019,201.11","391,453,425.45","403,749,933.28","443,950,491.19","454,133,464.66","434,415,059.84","414,776,849.56","427,488,828.23"
其他应付款,"3,610,830.42","3,244,878.04","4,526,223.78","7,455,536.56","6,135,785.11","5,905,422.19","4,578,328.42","6,339,384.91","9,029,367.99","7,665,324.49","232,553,994.44","191,530,355.31","149,491,292.17","16,478,372.44","6,827,443.79","9,033,962.30","3,931,397.04","4,006,362.12","3,486,253.07","33,441,570.64","4,157,054.93","52,486,833.19","52,329,700.28"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"15,000,000.00",,,,,,,,,,,,,,,,,,,,,"16,968,352.99","16,968,352.99"
其他流动资产,"3,121,765.92","6,784,739.77","534,055.99",,,"80,000,000.00","85,490,303.04","62,319,143.72","80,000,000.00","60,000,000.00","33,095,209.21","33,849,238.21","25,813,053.69","266,281,387.78","222,842,130.10","272,759,785.50","285,947,396.76","270,032,938.41","225,899,731.79","236,992,615.55","201,693,414.83","82,187,795.92","9,147,170.97"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"477,073,593.77","520,687,655.18","586,778,136.58","549,368,653.17","529,110,073.23","640,911,178.29","702,679,704.99","695,845,805.03","667,865,565.62","614,562,471.18","830,858,605.90","829,009,184.23","1,355,753,657.52","1,028,034,157.68","1,041,315,799.99","1,051,895,787.11","1,129,361,253.75","1,161,486,519.89","1,210,961,781.77","1,278,111,273.84","1,237,285,908.63","1,171,028,638.79","1,129,227,614.92"
流动负债合计,"443,476,483.82","468,962,107.06","488,514,974.48","442,116,947.76","410,636,331.57","348,086,351.07","401,426,636.15","408,615,995.13","373,377,911.48","324,945,293.56","714,170,879.72","726,047,924.33","626,560,107.31","299,254,282.29","309,025,588.35","321,244,851.76","392,030,301.49","460,658,307.78","485,610,199.51","540,028,874.25","459,594,967.60","458,069,232.64","473,100,715.74"
可供出售金融资产,,,,,"231,124,831.91",,,,,,,,,,,,,,,,,,
长期借款,"35,000,000.00",,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,"39,458,109.86","35,373,107.89","14,526,721.92","10,367,885.13"
长期股权投资,,,,,,,,,,,,,,,,,,"37,736,120.19","37,736,120.19","49,736,120.19","49,764,422.08","70,688,841.13","70,688,841.13"
专项应付款,,,"2,620,000.00",,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,"1,329,344.96","2,091,703.99","2,845,999.86","1,244,644.15","1,872,440.82","2,069,265.53","808,491.79","1,642,418.69","2,242,126.72","2,586,759.81","2,290,137.27","2,572,696.13","2,903,377.17"
固定资产,"204,278,004.16","225,720,795.57","225,253,933.68","234,212,045.07",,"229,411,961.15","226,729,661.72","224,022,505.04","221,122,498.02","218,799,846.84","274,544,011.59","271,240,906.92","267,649,548.89","264,047,226.61","312,102,001.90","309,820,039.33","306,401,307.06","373,077,209.33","368,900,613.42","377,278,298.67","370,940,684.55","378,276,380.00","377,184,619.36"
递延所得税负债,,,,,,,,,,,"2,133,819.42","2,095,130.53","2,056,848.39","1,999,162.47","1,962,839.92","1,926,517.36","1,890,194.79","1,853,872.21","1,817,549.65","1,781,227.09","1,744,904.53","1,765,644.45","1,737,969.28"
在建工程,"26,450,580.25","5,629,075.66","8,163,205.19",,,,,"600,788.00","1,591,698.00","6,684,338.00","22,665,674.74","40,843,711.59","48,794,600.14","57,541,955.62","55,016,744.26","55,704,170.72","67,614,496.27","4,633,340.70","5,452,780.38","7,188,775.63","16,290,536.54","7,940,382.10","12,085,115.59"
其他非流动负债,"9,640,000.00","14,961,428.59","21,996,878.38","22,194,603.26","22,003,465.70",,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"44,640,000.00","14,961,428.59","24,616,878.38","22,194,603.26","22,003,465.70","32,715,445.24","32,724,307.68","29,899,070.12","29,060,599.56","28,748,895.92","34,956,643.34","38,796,444.41","40,198,754.17","38,285,746.23","38,615,679.27","38,514,640.34","36,940,468.97","41,874,497.56","49,180,311.51","88,415,899.75","83,467,120.53","61,592,130.59","57,066,956.89"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"488,116,483.82","483,923,535.65","513,131,852.86","464,311,551.02","432,639,797.27","380,801,796.31","434,150,943.83","438,515,065.25","402,438,511.04","353,694,189.48","749,127,523.06","764,844,368.74","666,758,861.48","337,540,028.52","347,641,267.62","359,759,492.10","428,970,770.46","502,532,805.34","534,790,511.02","628,444,774.00","543,062,088.13","519,661,363.23","530,167,672.63"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"134,500,000.00","134,500,000.00","134,500,000.00","134,500,000.00","134,500,000.00","179,500,000.00","179,500,000.00","179,500,000.00","179,500,000.00","179,500,000.00","198,250,000.00","396,500,000.00","446,198,794.00","446,198,794.00","446,198,794.00","446,198,794.00","446,198,794.00","446,198,794.00","446,198,794.00","446,198,794.00","453,159,794.00","453,159,794.00","453,159,794.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"97,317,569.32","97,317,569.32","97,317,569.32","97,317,569.32","97,317,569.32","214,019,819.20","214,019,819.20","214,019,819.20","214,019,819.20","214,019,819.20","608,666,352.23","410,416,352.23","1,010,717,542.55","1,010,717,542.55","1,010,717,542.55","1,010,717,542.55","1,010,717,542.55","1,010,717,542.55","1,010,717,542.55","1,011,705,413.69","1,037,640,327.11","1,038,567,937.55","1,040,467,712.55"
无形资产,"74,201,153.63","72,828,980.10","71,276,406.64","70,725,777.51","70,302,599.73","69,879,421.95","69,456,244.17","69,059,797.79","68,732,348.15","68,760,094.71","86,165,127.44","85,453,829.23","84,742,631.02","84,041,154.85","83,448,619.60","82,824,753.01","82,633,621.85","81,949,663.28","81,348,095.20","80,778,185.54","80,680,971.26","80,130,165.51","88,324,800.93"
盈余公积,"6,364,251.50","11,118,131.16","14,931,752.44","14,931,752.44","14,931,752.44","17,793,946.03","17,793,946.03","17,793,946.03","17,793,946.03","20,500,498.73","20,500,498.73","20,500,498.73","20,500,498.73","20,843,420.67","20,843,420.67","20,843,420.67","20,843,420.67","20,843,420.67","20,843,420.67","20,843,420.67","20,843,420.67","20,945,974.89","20,945,974.89"
开发支出,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,"29,932,300.00","80,432,300.00"
商誉,,,,,,,,,,,"517,003,378.16","517,003,378.16","517,003,378.16","517,003,378.16","517,003,378.16","517,003,378.16","517,003,378.16","517,003,378.16","517,003,378.16","517,003,378.16","517,003,378.16","517,003,378.16","517,003,378.16"
未分配利润,"57,278,263.56","100,063,180.46","134,385,772.00","146,066,805.02","154,405,679.40","160,145,514.28","165,261,541.93","154,733,348.94","160,828,809.40","166,554,488.56","176,279,230.17","167,730,828.18","183,814,857.96","195,698,556.94","204,570,342.02","201,063,642.56","210,528,332.07","215,537,970.07","227,796,343.99","222,029,067.08","231,410,832.18","244,577,761.03","248,208,096.96"
长期待摊费用,,,,,,,,,,,,,,,,,,,,"212,264.15","212,264.15",,"161,738.00"
少数股东权益,,,,,,,,,,,,,,,,,,,,,"-99,014.90","-127,288.14","-133,663.37"
递延所得税资产,"1,449,335.16","1,944,503.09","2,696,351.78","2,728,536.42","3,164,627.93","2,890,581.81","2,890,581.81","5,678,200.21","5,671,909.21","6,204,349.95","9,749,593.79","10,098,718.36","10,262,113.39","12,473,052.01","12,970,525.67","12,137,926.09","12,977,618.71","17,149,825.39","17,550,618.47","16,993,407.61","18,253,283.37","21,722,376.84","19,151,242.89"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,"123,901.23","111,406.99","98,912.75","92,665.63","92,665.63","9,285,418.51","9,285,418.51","9,360,669.39","9,779,969.39","19,277,135.15","15,868,180.15","10,530,573.03","48,248,615.16","51,814,491.37","12,084,852.03","12,831,045.91","3,333,212.91","6,977,087.79","5,537,807.79","6,437,110.67","687,660.67","4,321,803.55","3,378,788.55"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"306,502,974.43","306,234,761.41","307,488,810.04","307,759,024.63","304,684,725.20","311,467,383.42","308,361,906.21","308,721,960.43","306,898,422.77","319,725,764.65","925,995,965.87","935,171,117.29","976,700,886.76","986,921,258.62","992,626,121.62","990,321,313.22","989,963,634.96","1,038,526,624.84","1,033,529,413.61","1,055,627,540.62","1,053,833,200.78","1,080,083,327.29","1,087,978,524.61"
所有者权益(或股东权益)合计,"295,460,084.38","342,998,880.94","381,135,093.76","392,816,126.78","401,155,001.16","571,576,765.40","576,890,667.37","566,052,700.21","572,325,477.35","580,594,046.35","1,007,727,048.71","999,335,932.78","1,665,695,682.80","1,677,415,387.78","1,686,300,653.99","1,682,457,608.23","1,690,354,118.25","1,697,480,339.39","1,709,700,684.36","1,705,294,040.46","1,748,057,021.28","1,731,450,602.85","1,687,038,466.90"
资产总计,"783,576,568.20","826,922,416.59","894,266,946.62","857,127,677.80","833,794,798.43","952,378,561.71","1,011,041,611.20","1,004,567,765.46","974,763,988.39","934,288,235.83","1,756,854,571.77","1,764,180,301.52","2,332,454,544.28","2,014,955,416.30","2,033,941,921.61","2,042,217,100.33","2,119,324,888.71","2,200,013,144.73","2,244,491,195.38","2,333,738,814.46","2,291,119,109.41","2,251,111,966.08","2,217,206,139.53"
负债和所有者(或股东权益)合计,"783,576,568.20","826,922,416.59","894,266,946.62","857,127,677.80","833,794,798.43","952,378,561.71","1,011,041,611.20","1,004,567,765.46","974,763,988.39","934,288,235.83","1,756,854,571.77","1,764,180,301.52","2,332,454,544.28","2,014,955,416.30","2,033,941,921.61","2,042,217,100.33","2,119,324,888.71","2,200,013,144.73","2,244,491,195.38","2,333,738,814.46","2,291,119,109.41","2,251,111,966.08","2,217,206,139.53"
