科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"101,104,217.38","116,671,328.79","87,243,347.26","97,893,967.39","322,732,600.84","179,122,064.04","138,564,089.34","77,727,399.98","113,716,756.21","155,401,362.73","221,816,353.48","306,414,300.99","219,560,799.61","204,777,625.67","171,043,663.48"
短期借款,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"5,678,785.42","9,315,829.36","8,723,107.32","31,172,999.61","30,321,794.19","19,581,897.78","32,859,965.99","28,095,408.23","29,572,878.30","25,181,338.61","18,302,061.61","17,001,450.58","16,436,382.40","15,692,011.52","21,971,048.16"
应付票据,,,"8,688,497.31","9,319,077.24","11,425,928.40","10,746,707.93","6,706,286.42","4,864,737.71","9,759,066.76","11,129,033.25","7,224,289.62","7,503,980.75",,"5,250,997.28",
应收账款,"62,187,359.43","57,714,677.76","90,551,020.66","89,885,546.86","95,249,373.93","101,268,986.43","102,407,647.75","133,011,556.67","85,933,651.92","92,108,418.10","84,216,467.93","58,766,806.72","69,253,518.02","80,504,164.18","85,952,346.52"
应付账款,"18,411,297.04","22,494,250.60","27,330,984.08","35,193,118.89","31,640,665.57","41,401,551.41","54,271,087.30","48,556,743.18","30,336,173.16","32,116,785.41","28,657,127.21","26,040,540.74",,"56,277,256.23",
预付款项,"1,739,102.11","3,376,966.61","3,932,574.18","4,528,777.16","270,777.29","1,557,725.56","7,933,854.08","336,540.88","511,997.48","1,327,628.54","381,407.69","409,437.92","741,520.76","1,934,135.92","603,744.12"
预收款项,"40,413.00","33,781.65","30,433.37","33,269.73","64,701.22","35,655.07","34,108.68","31,323.72","35,987.33","73,775.91","79,745.96","30,750.98","328,092.08","142,590.12","219,173.92"
其他应收款,"372,181.56","641,370.41","1,275,053.86","262,899.54","314,576.41","897,705.66","548,991.86","1,893,373.92","1,002,224.15","184,293.30","250,318.02","504,869.72","450,440.95","656,218.16","865,289.16"
应付职工薪酬,"4,474,120.57","4,610,218.96","7,289,007.81","7,320,179.73","7,489,161.20","14,407,335.50","11,899,261.61","12,608,426.13","12,151,131.97","12,680,322.63","12,176,587.83","8,276,622.35","8,319,729.52","9,424,666.88","10,674,087.90"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"792,718.71","2,216,943.05","4,517,773.70","3,426,805.60","1,767,727.46","3,273,794.20","4,622,107.35","3,264,372.82","3,272,133.07","6,743,970.44","3,949,897.60","364,960.13","1,492,117.59","3,688,824.08","3,853,005.77"
应收利息,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,"90,000.00",,"90,000.00",
存货,"28,004,852.39","35,184,619.05","59,130,429.81","55,734,878.99","58,346,736.49","71,154,001.65","91,209,561.46","100,495,655.23","102,320,366.40","89,181,331.81","76,424,296.05","79,017,648.33","93,243,260.20","103,710,359.78","100,056,154.12"
其他应付款,"1,580,656.94","802,007.14","2,021,088.48","458,482.80","12,059,258.45","982,127.82","814,276.80","959,106.84","957,342.29","768,058.72","578,672.78","1,367,608.28","12,213,078.98","24,271,066.38","25,399,054.17"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,"10,152,780.28",,,,,"146,140,665.00","140,000,000.00","158,275,198.98","168,017,349.82","163,000,000.00","137,349,302.83","71,531,456.26","72,656,751.28","100,096,771.50","92,466,683.46"
其他流动负债,,,,,,,,,,,,,,,
流动资产合计,"209,239,278.57","222,904,791.98","250,855,533.09","279,479,069.55","507,235,859.15","519,723,046.12","513,524,110.48","499,835,133.89","501,075,224.28","526,384,373.09","538,740,207.61","533,645,970.52","472,342,673.22","507,371,286.73","472,958,929.02"
流动负债合计,"25,299,206.26","30,157,201.40","49,877,784.75","55,750,933.99","64,447,442.30","70,847,171.93","78,347,128.16","70,284,710.40","56,511,834.58","63,511,946.36","52,666,321.00","43,674,463.23","61,259,742.80","99,055,400.97","103,079,816.46"
