科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"2,117,409.08","3,762,175.18","37,951,239.70","10,088,948.38","4,772,893.87","169,729,270.66","152,367,137.39","165,241,931.80","143,269,478.26","145,352,890.49","123,390,880.55","99,857,241.24","87,715,533.23","92,231,861.28","124,228,913.94","46,256,606.96","36,045,480.51","5,546,736.26","14,995,353.98","19,396,955.39","5,711,158.43","20,327,867.86","9,799,574.42","6,267,388.92","13,971,109.41","32,257,633.80","5,829,397,764.95","6,748,234,034.46","6,231,626,320.53","6,395,851,789.84","6,705,297,311.90","6,925,067,846.71","6,888,848,115.95","5,994,892,664.45","6,810,754,744.56"
短期借款,"8,200,000.00","6,500,000.00","10,000,000.00","11,000,000.00","14,000,000.00","3,000,000.00",,"23,000,000.00","6,000,000.00","6,000,000.00","16,000,000.00","13,500,000.00","14,500,000.00","29,000,000.00","45,000,000.00","40,300,000.00","36,000,000.00","41,000,000.00","43,700,000.00","30,000,000.00","22,000,000.00","21,000,000.00","7,000,000.00","12,000,000.00",,,,,,"89,779,000.00","192,705,000.00","341,486,000.00","341,486,000.00","3,257,598.26","63,257,598.26"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"1,889,696.60","6,584,909.95","9,200,000.00","1,860,000.00","9,834,213.60","7,231,753.00","15,096,983.05","12,430,064.85","8,987,213.19","15,615,164.81","23,279,056.09","16,812,472.89","21,277,561.70","15,377,445.57","12,976,751.86","6,761,830.51","27,607,819.62","22,953,035.53","38,119,287.05","17,554,155.64","9,767,592.45","39,984,781.12","28,171,681.49","42,219,327.11","29,543,921.13","48,930,923.95","58,039,561.05","60,964,936.96","62,555,112.32","41,201,872.36","43,540,813.31","54,621,442.69","38,941,377.48","32,658,985.43"
应付票据,,,"10,000,000.00",,,,,"4,000,000.00","11,500,000.00","10,000,000.00","5,250,000.00","6,750,000.00","7,000,000.00","15,900,000.00","22,465,000.00","13,565,000.00","4,000,000.00","12,457,500.00","12,757,500.00","4,900,000.00","4,600,000.00","12,000,000.00","12,000,000.00","4,104,000.00","4,050,000.00",,,,,,,,,,
应收账款,"23,475,294.12","53,473,898.12","40,001,035.13","60,974,261.93","66,311,600.98","86,681,096.48","85,142,189.60","98,474,885.07","95,749,787.58","110,625,200.11","108,139,273.84","108,238,182.78","99,593,055.50","114,391,553.88","113,163,388.88","117,365,811.80","117,714,574.14","153,885,391.05","143,244,972.36","122,621,586.92","126,426,548.97","146,513,715.23","129,813,320.30","159,943,603.31","120,557,722.90","143,791,945.91","126,721,102.83","139,444,470.01","112,743,879.61","275,582,146.33","262,566,094.89","217,770,307.13","207,782,020.05","272,980,720.65","274,882,025.00"
应付账款,"19,772,114.24","31,125,372.69","20,815,807.48","33,385,950.81","21,362,445.80","38,566,753.45","27,753,358.80","40,440,646.80","29,438,826.61","34,199,857.39","33,410,263.15","30,094,043.52","20,958,777.33","30,401,567.16","27,924,402.76","44,907,242.06","64,927,668.27","80,160,126.19","79,576,243.27","83,595,405.51","80,095,557.09","116,392,634.14","129,456,195.64","107,357,907.47","97,629,407.34","108,408,081.72","81,763,197.06","78,649,264.50","75,181,149.27","128,818,446.54","119,988,667.88","90,797,300.17",,"122,213,287.94",
预付款项,"2,065,234.96","1,239,749.72","13,640,135.84","832,267.23","1,877,878.59","3,321,057.93","6,421,275.22","4,596,672.52","9,372,645.07","674,462.50","1,058,788.01","1,262,379.33","1,703,982.97","1,701,902.30","2,900,989.66","3,385,440.01","5,463,749.42","29,581.94","114,401.00","178,449.50","53,365.00","45,494.00","44,625.00","80,590.73","83,439.95","227,798.69","460,584.50","561,954.12","24,500,343.89","2,602,258.89","10,467,811.36","6,354,737.37","11,078,223.67","11,396,875.18","12,199,432.46"
预收款项,"343,362.34","574,762.16","10,057.60","149,603.50","7,611.18","36,079.81","40,955.18","169,378.68","86,396.89","233,978.38","285,967.11","346,204.68","373,236.79","610,674.43","1,002,189.53","664,662.63","139,844.30","6,657.87","87,974.37","699,948.06",,,,"18,480.00",,,,"372,175.79","1,049,357.33","13,669,008.71","18,539,905.73","19,794,410.23","19,537,463.28","6,886,545.44","6,837,655.58"
