科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"66,850,336.37","141,857,490.66","205,290,366.86","161,551,600.35","250,645,027.54","346,080,768.72","130,220,101.73","280,797,617.09","476,746,769.24","657,963,682.43","279,508,158.27","528,187,420.87","809,630,067.25","1,066,692,093.53","364,232,015.94","752,353,151.11","1,162,743,249.08","1,482,241,903.64","476,135,916.00","938,170,025.61","1,384,992,417.57","1,704,980,536.89","577,639,804.42","1,177,048,423.78","1,780,603,039.75","2,266,043,013.70","655,921,255.59","1,233,331,101.16","1,912,817,240.13","2,309,112,366.04","736,054,794.77","1,486,542,739.26","2,350,226,871.10","3,110,795,387.73","1,067,528,780.45","2,169,666,705.82"
二、营业利润,"17,869,045.98","34,949,096.52","61,367,890.73","64,676,690.53","86,360,333.20","107,453,758.14","48,268,128.46","104,375,810.37","173,047,195.81","217,420,607.68","125,012,623.31","211,483,649.15","284,947,235.87","331,727,485.76","136,595,994.28","274,446,572.67","420,717,754.38","502,793,357.66","206,032,055.29","397,541,539.35","543,556,234.43","554,106,993.37","227,046,792.49","476,852,420.15","666,918,554.91","720,833,674.67","251,248,143.71","412,268,952.73","651,725,991.53","635,829,794.86","353,633,260.19","698,536,604.37","973,365,864.56","878,358,985.54","495,223,832.81","836,646,013.81"
减:营业成本,"30,794,168.85","56,326,832.00","75,527,890.53","59,311,832.18","88,568,656.80","122,970,121.09","47,165,072.69","102,396,603.77","171,610,521.50","235,821,035.10","97,319,111.97","191,431,171.44","297,106,493.76","390,701,238.12","129,433,404.30","267,501,476.00","410,915,898.89","523,274,384.45","163,531,348.73","313,236,748.75","468,381,680.95","580,008,789.36","202,798,179.94","390,348,774.94","595,275,952.83","764,210,836.26","233,615,707.35","428,657,567.59","662,866,621.17","822,073,245.61","258,059,643.67","491,619,082.29","781,060,715.76","1,024,145,480.92","345,777,547.39","668,353,257.41"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"94,506.70","1,254,096.63","2,065,058.00","1,777,615.10","2,834,548.86","3,359,096.13","1,489,512.81","3,410,240.63","6,079,268.60","7,439,090.68","3,449,779.53","5,606,185.27","8,584,191.59","11,028,139.35","4,209,229.03","8,951,067.70","14,559,050.03","18,204,372.75","7,687,275.09","14,072,450.16","18,992,152.83","21,983,761.81","8,089,112.57","15,489,817.93","21,673,351.35","27,628,972.16","9,502,763.59","17,181,161.45","26,169,670.68","38,004,050.90","8,851,395.82","20,862,519.63","34,244,812.54","45,706,832.21","16,160,814.80","33,342,730.17"
营业外收入,"22,302.84","20,839.75","385,570.61","215,710.72","476,227.54","1,052,804.91","76,886.53","1,407,900.96","2,386,914.96","4,147,165.64","1,755,628.97","3,951,236.67","5,380,818.45","6,262,073.02","196,980.34","905,772.63","7,852,934.56","11,363,163.50","676,671.02","15,520,428.07","20,618,512.60","41,831,773.66","10,997,707.34","11,774,826.73","20,268,199.12","31,373,435.61","16,368,897.07","17,150,326.33","24,426,040.57","28,270,776.75","4,701,300.95","21,278,120.13","18,839,607.98","21,365,899.37","57,883.60","40,304,648.42"
销售费用,"10,831,657.29","29,758,382.49","45,802,898.97","23,557,910.70","54,938,326.15","85,793,231.88","31,629,410.97","67,141,402.61","116,126,150.06","180,854,548.36","44,250,929.62","92,572,161.05","179,665,780.13","265,891,486.23","69,622,236.02","154,125,501.21","239,608,774.15","317,017,160.19","60,540,610.24","147,302,377.10","255,264,456.21","397,041,160.76","109,218,026.29","233,202,959.64","401,896,885.44","618,608,812.36","134,657,391.42","309,527,466.61","476,993,020.50","638,851,382.78","109,937,364.43","287,132,118.84","533,925,392.48","973,267,003.24","166,946,253.27","493,465,244.60"
减:营业外支出,"2,210,929.33","505,302.22","398,563.26","105,000.97","566,567.68","605,202.78","7,754.00","10,956.72","985,473.22","1,642,577.28","2,093.39","2,464,039.51","3,608,951.97","6,786,250.24","88,555.78","1,149,519.05","11,576,621.05","10,947,236.51","323,053.02","471,978.67","2,408,162.50","3,701,742.60","70,401.00","700,312.10","1,126,670.45","12,248,249.26","4,524.47","2,107,965.88","3,409,305.52","10,384,750.66","4,289,140.85","5,480,765.44","7,379,786.03","14,721,098.43","34,431.02","11,511,384.64"
管理费用,"8,033,021.88","18,104,802.04","20,232,614.83","11,455,827.22","17,183,055.37","27,605,903.85","7,530,789.15","18,756,160.74","32,532,856.18","51,284,758.44","15,437,396.18","42,438,338.64","62,595,752.49","100,954,422.75","27,314,601.04","62,318,798.51","98,177,681.87","153,974,724.93","44,913,858.08","83,759,292.23","121,766,151.15","176,726,014.26","40,705,276.37","88,719,272.45","140,108,419.01","213,392,919.55","46,757,529.29","102,385,189.42","150,387,348.06","244,472,887.85","45,363,998.81","126,014,848.08","179,769,319.80","306,025,490.74","48,430,064.58","131,373,685.66"
其中:非流动资产处置净损失,"2,026,292.33","84,838.67","218,563.26","8,385.46","8,385.46","13,218.21",,"10,956.72","29,389.22","99,309.83",,"2,209,846.12","2,260,489.87","3,682,661.66","88,555.54","99,994.95","8,871,598.23","5,211,641.66","4,929.44","68,399.87","656,340.94","965,512.95","21,778.59","170,865.89","196,818.77","535,551.53",,"377,664.83","577,709.36","7,123,706.33","-217,751.57","1,199,837.01","1,533,353.42",,,
