科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"988,696,161.00","2,166,931,032.00","3,015,965,920.00","5,252,183,009.00","708,483,212.00","2,813,162,144.00","4,171,649,558.00","5,685,221,203.00","833,293,093.00","2,148,559,264.00","3,290,745,466.00","4,172,864,388.00","1,173,420,484.00","2,099,246,973.00","2,764,908,964.00","4,062,513,405.00","1,780,230,200.00","2,672,230,610.00","4,054,218,271.00","5,492,988,448.00","903,667,942.00","2,600,577,036.00","4,099,042,360.00","6,198,964,688.00","1,545,200,056.00","3,183,426,104.00","4,880,085,247.00","6,577,672,575.00","1,164,738,009.00","2,792,260,699.00","4,098,861,449.00","6,556,042,607.00","1,124,470,210.00","3,332,540,551.00","5,586,542,713.00","8,915,542,282.00","2,816,972,340.00","9,045,332,627.00","17,796,988,956.00","23,547,713,639.00","5,111,985,303.00","10,078,158,125.00","14,779,217,971.00","20,400,626,150.00"
取得子公司及其他营业单位支付的现金净额,,,,"5,252,130.00",,,"31,752,001.00",,,,,,,,,,,,,,,,,,,,,,,,,"-20,043,945.00",,,,"-63,926.00",,,,"-2,755.00",,,,
收到的税费返还,,,,"160,000.00","160,000.00",,,"2,562,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,"387,270.00","23,231,472.00",,,,"51,928,750.00","10,000,000.00",,,"60,000,000.00","4,829,160.00",,,,,,,,"10,000,000.00",,,"12,000,000.00",,,"14,514.00","14,514.00","37,220,744.00",,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"5,349,964.00","16,040,705.00","42,511,116.00","145,440,767.00","4,932,162.00","12,053,538.00","57,715,772.00","38,207,910.00","144,388,947.00","154,754,048.00","366,227,170.00","47,917,393.00","104,702,515.00","92,846,807.00","144,034,391.00","110,008,325.00","12,889,904.00","29,070,610.00","58,079,924.00","140,947,500.00","5,161,754.00","57,439,989.00","86,421,959.00","128,368,037.00","105,494,009.00","178,999,986.00","110,761,599.00","376,290,330.00","100,102,259.00","58,397,563.00","110,931,320.00","67,260,650.00","148,067,710.00","189,067,963.00","312,144,915.00","208,569,298.00","77,325,825.00","258,325,325.00","285,689,722.00","462,098,101.00","57,886,833.00","257,680,708.00","511,616,134.00","527,265,253.00"
投资活动现金流出小计,"20,887,991.00","20,380,544.00","64,041,694.00","1,607,624,173.00","228,902,712.00","750,167,527.00","880,041,321.00","1,346,971,722.00","204,363,368.00","449,342,134.00","584,478,546.00","810,512,299.00","125,086,186.00","208,810,261.00","246,248,862.00","415,770,373.00","110,965,789.00","126,873,617.00","133,963,936.00","97,810,572.00","14,559,959.00","29,374,076.00","58,527,382.00","57,726,520.00","17,893,265.00","36,896,227.00","128,107,321.00","752,181,452.00","27,810,002.00","51,071,574.00","375,411,477.00","473,903,385.00","10,559,753.00","274,703,183.00","298,817,520.00","386,649,000.00","11,794,695.00","91,925,610.00","2,434,934,704.00","1,908,320,050.00","75,618,898.00","2,466,074,114.00","4,333,553,253.00","5,089,103,735.00"
经营活动现金流入小计,"994,046,125.00","2,182,971,737.00","3,058,477,036.00","5,397,783,776.00","713,575,374.00","2,825,215,682.00","4,229,365,330.00","5,725,991,113.00","977,682,040.00","2,303,313,312.00","3,656,972,636.00","4,220,781,781.00","1,278,122,999.00","2,192,093,780.00","2,908,943,355.00","4,172,521,730.00","1,793,120,104.00","2,701,301,220.00","4,112,298,195.00","5,633,935,948.00","908,829,696.00","2,658,017,025.00","4,185,464,319.00","6,327,332,725.00","1,650,694,065.00","3,362,426,090.00","4,990,846,846.00","6,953,962,905.00","1,264,840,268.00","2,850,658,262.00","4,209,792,769.00","6,623,303,257.00","1,272,537,920.00","3,521,608,514.00","5,898,687,628.00","9,124,111,580.00","2,894,298,165.00","9,303,657,952.00","18,082,678,678.00","24,009,811,740.00","5,169,872,136.00","10,335,838,833.00","15,290,834,105.00","20,927,891,403.00"
投资活动产生的现金流量净额,"-20,730,573.00","249,865,316.00","482,023,930.00","-1,069,012,776.00","-227,457,871.00","-748,865,142.00","-870,924,893.00","-1,344,908,660.00","-199,354,675.00","-438,608,877.00","-573,590,019.00","-796,260,330.00","-125,067,646.00","-207,287,213.00","-244,031,261.00","-391,300,650.00","-110,879,963.00","-126,833,577.00","-133,587,374.00","-97,631,598.00","-13,711,097.00","-21,116,092.00","-56,820,985.00","-46,104,491.00","-17,703,459.00","-36,537,605.00","-127,704,453.00","-745,339,694.00","-16,069,770.00","-28,220,822.00","-344,086,272.00","-468,840,458.00","-10,282,183.00","-124,276,701.00","-147,247,528.00","-192,053,608.00","-11,789,110.00","-90,062,278.00","-1,973,335,190.00","-78,992,778.00","5,620,006.00","-1,780,495,333.00","-2,439,987,818.00","-1,371,491,273.00"
购买商品、接受劳务支付的现金,"1,042,791,965.00","2,370,713,089.00","10,446,719,750.00","10,408,120,914.00","948,833,458.00","1,512,594,693.00","2,163,943,813.00","2,355,852,522.00","481,244,799.00","1,023,447,561.00","1,920,287,748.00","2,005,253,526.00","584,693,152.00","1,231,639,798.00","2,928,942,040.00","3,651,774,021.00","759,665,326.00","1,326,670,081.00","2,182,347,383.00","4,035,015,300.00","773,273,644.00","2,020,976,237.00","2,898,447,078.00","4,183,264,195.00","1,027,076,569.00","1,873,158,870.00","3,114,625,307.00","4,215,483,303.00","937,260,857.00","1,850,609,685.00","2,779,523,459.00","5,700,908,088.00","1,065,896,525.00","2,708,586,464.00","5,810,759,896.00","10,048,826,199.00","1,522,459,978.00","5,832,107,340.00","9,714,862,445.00","18,434,186,197.00","3,512,933,845.00","7,121,976,828.00","11,622,502,298.00","17,492,755,693.00"
吸收投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,000,000.00","5,000,000.00","7,500,000.00","74,000,000.00","424,000,000.00",,"25,000,000.00","55,000,000.00","79,500,000.00",,,"4,000,000.00","4,000,000.00"
支付给职工以及为职工支付的现金,"43,506,433.00","141,444,284.00","194,360,756.00","278,431,287.00","66,755,685.00","136,089,093.00","204,436,725.00","305,621,846.00","89,041,343.00","153,742,477.00","232,661,124.00","440,154,957.00","106,875,210.00","201,158,568.00","258,449,493.00","480,600,040.00","104,480,964.00","222,535,694.00","296,188,467.00","519,521,995.00","125,004,582.00","251,675,227.00","340,333,224.00","580,849,213.00","148,178,662.00","267,029,070.00","409,275,406.00","641,370,845.00","159,710,845.00","284,992,351.00","443,202,901.00","698,104,191.00","211,820,894.00","343,704,783.00","520,981,802.00","797,539,461.00","221,073,253.00","423,185,301.00","654,977,750.00","953,922,115.00","266,411,305.00","468,975,291.00","678,556,816.00","1,004,482,584.00"
取得借款收到的现金,"10,000,000.00","10,000,000.00","6,270,000,000.00","5,330,000,000.00","1,494,405,000.00","2,594,405,000.00","4,044,405,000.00","6,584,405,000.00","860,000,000.00","1,610,000,000.00","3,830,000,000.00","3,830,000,000.00","600,000,000.00","1,495,010,400.00","2,071,742,768.00","2,193,159,562.00","306,834,065.00","825,211,921.00","1,625,211,920.00","2,525,762,600.00","2,230,516,862.00","2,564,458,252.00","2,716,486,902.00","3,162,710,915.00","980,660,627.00","3,467,813,742.00","4,475,679,342.00","6,205,418,503.00","1,280,303,145.00","4,694,125,562.00","6,357,628,932.00","8,315,669,039.00","1,806,488,247.00","4,033,194,213.00","4,934,041,491.00","7,844,816,205.00","1,126,729,248.00","6,710,021,646.00","7,408,797,598.00","8,933,763,669.00","2,869,479,566.00","8,765,685,541.00","11,074,494,218.00","15,608,683,602.00"
支付的各项税费,"92,331,434.00","240,992,044.00","358,382,522.00","530,805,220.00","80,827,087.00","275,306,744.00","252,264,639.00","539,274,333.00","211,056,838.00","463,040,448.00","798,971,039.00","1,327,970,208.00","123,474,901.00","295,169,136.00","436,434,464.00","642,427,107.00","190,158,837.00","531,080,232.00","562,669,198.00","813,462,717.00","136,763,927.00","332,847,638.00","564,059,717.00","653,202,776.00","190,531,479.00","483,345,762.00","664,282,613.00","836,790,083.00","272,280,138.00","597,257,316.00","1,172,360,415.00","1,318,858,646.00","289,727,697.00","699,299,296.00","900,079,360.00","1,123,083,688.00","426,741,849.00","936,343,254.00","1,031,609,139.00","2,164,948,892.00","554,582,461.00","1,492,883,036.00","1,992,062,601.00","3,202,152,717.00"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"517,439,310.00",,"207,751,065.00","940,904,012.00","1,587,506,016.00",,"1,738,094,821.00","2,877,332,196.00","3,152,667,834.00","150,000,000.00","1,030,218,015.00","1,335,718,016.00","2,208,501,494.00"
支付其他与经营活动有关的现金,"251,460,567.00","138,337,305.00","233,378,462.00","47,110,522.00","36,172,070.00","52,801,866.00","182,559,280.00","59,276,296.00","29,497,774.00","192,559,223.00","258,114,717.00","40,122,233.00","32,026,190.00","32,360,204.00","21,979,814.00","59,624,217.00","4,085,063.00","39,445,835.00","69,972,790.00","198,203,314.00","19,823,341.00","41,179,563.00","167,170,705.00","436,482,183.00","16,406,895.00","25,936,695.00","71,124,060.00","126,213,451.00","17,831,277.00","72,107,655.00","81,166,569.00","160,623,191.00","407,892,838.00","1,000,977,077.00","302,730,472.00","315,593,778.00","592,836,078.00","528,721,369.00","958,098,983.00","396,572,738.00","707,329,496.00","294,073,615.00","451,722,290.00","856,776,902.00"
筹资活动现金流入小计,"10,000,000.00","10,000,000.00","6,270,000,000.00","5,330,000,000.00","1,494,405,000.00","2,594,405,000.00","5,712,822,885.00","6,584,405,000.00","860,000,000.00","1,610,000,000.00","3,830,000,000.00","3,830,000,000.00","600,000,000.00","1,495,010,400.00","2,071,742,768.00","2,193,159,562.00","306,834,065.00","825,211,921.00","1,625,211,920.00","2,525,762,600.00","2,230,516,862.00","2,564,458,252.00","2,716,486,902.00","3,162,710,915.00","980,660,627.00","3,467,813,742.00","4,475,679,342.00","6,205,418,503.00","1,280,303,145.00","4,694,125,562.00","6,357,628,932.00","8,868,108,349.00","4,286,393,247.00","6,723,260,278.00","8,423,760,503.00","12,331,137,221.00","1,126,729,248.00","9,961,116,467.00","11,829,129,794.00","13,653,931,503.00","3,019,479,566.00","9,795,903,556.00","13,729,069,808.00","19,141,185,096.00"
经营活动现金流出小计,"1,430,090,399.00","2,891,486,722.00","11,232,841,490.00","11,264,467,943.00","1,132,588,300.00","1,976,792,396.00","2,803,204,457.00","3,260,024,997.00","810,840,754.00","1,832,789,709.00","3,210,034,628.00","3,813,500,924.00","847,069,453.00","1,760,327,706.00","3,645,805,811.00","4,834,425,385.00","1,058,390,190.00","2,119,731,842.00","3,111,177,838.00","5,566,203,326.00","1,054,865,494.00","2,646,678,665.00","3,970,010,724.00","5,853,798,367.00","1,382,193,605.00","2,649,470,397.00","4,259,307,386.00","5,819,857,682.00","1,387,083,117.00","2,804,967,007.00","4,476,253,344.00","7,878,494,116.00","1,975,337,954.00","4,752,567,620.00","7,534,551,530.00","12,285,043,126.00","2,763,111,158.00","7,720,357,264.00","12,359,548,317.00","21,949,629,942.00","5,041,257,107.00","9,377,908,770.00","14,744,844,005.00","22,556,167,896.00"
偿还债务支付的现金,"720,640.00","350,000,000.00","650,000,000.00","650,000,000.00","350,000,000.00","968,937,000.00","3,214,405,000.00","4,244,405,000.00",,,"2,750,000,000.00","2,950,000,000.00","300,000,000.00","1,400,000,000.00","1,830,000,000.00","2,280,000,000.00","344,000,000.00","674,000,000.00","1,289,000,000.00","1,473,617,991.00","1,671,588,506.00","2,142,677,825.00","2,667,677,826.00","2,911,677,825.00","1,200,000,000.00","1,453,750,000.00","3,966,750,000.00","4,861,250,000.00","1,706,924,803.00","2,745,174,803.00","3,570,174,804.00","5,132,674,803.00","2,225,000,000.00","3,700,564,310.00","4,131,564,310.00","4,699,744,000.00","880,880,000.00","5,891,329,364.00","10,233,516,954.00","7,558,443,953.00","1,636,865,480.00","4,435,060,671.00","6,217,661,217.00","8,832,683,096.00"
经营活动产生的现金流量净额,"-436,044,274.00","-708,514,985.00","-8,174,364,454.00","-5,866,684,167.00","-419,012,926.00","848,423,286.00","1,426,160,873.00","2,465,966,116.00","166,841,286.00","470,523,603.00","446,938,008.00","407,280,857.00","431,053,546.00","431,766,074.00","-736,862,456.00","-661,903,655.00","734,729,914.00","581,569,378.00","1,001,120,357.00","67,732,622.00","-146,035,798.00","11,338,360.00","215,453,595.00","473,534,358.00","268,500,460.00","712,955,693.00","731,539,460.00","1,134,105,223.00","-122,242,849.00","45,691,255.00","-266,460,575.00","-1,255,190,859.00","-702,800,034.00","-1,230,959,106.00","-1,635,863,902.00","-3,160,931,546.00","131,187,007.00","1,583,300,688.00","5,723,130,361.00","2,060,181,798.00","128,615,029.00","957,930,063.00","545,990,100.00","-1,628,276,493.00"
分配股利、利润或偿还利息支付的现金,"12,509,416.00","220,782,605.00","311,556,846.00","418,589,123.00","164,016,159.00","461,066,758.00","607,020,114.00","754,484,367.00","115,404,775.00","469,360,467.00","760,481,065.00","853,193,955.00","106,842,354.00","475,038,747.00","782,105,981.00","907,265,389.00","64,429,745.00","285,633,888.00","607,406,996.00","734,285,441.00","120,839,691.00","364,388,402.00","741,951,633.00","909,817,096.00","146,674,171.00","393,041,613.00","835,692,825.00","1,113,428,780.00","197,723,514.00","631,076,815.00","918,957,528.00","1,155,036,211.00","243,843,091.00","747,458,955.00","1,074,795,351.00","1,401,141,840.00","432,552,508.00","1,136,282,457.00","1,544,589,570.00","2,038,246,680.00","440,812,409.00","1,107,873,851.00","1,535,097,620.00","1,985,320,389.00"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150,000,000.00","150,000,000.00","192,750,000.00",,,"417,073,122.00","1,948,189,177.00","74,153,875.00","674,153,875.00","1,874,153,875.00","3,613,721,375.00"
支付其他与筹资活动有关的现金,,,,,,,,"32,489,760.00",,,,,,,,,,,,,,,,,,"2,917,700.00","2,917,700.00",,,,,,,,,"825,732,110.00",,,,"4,622,224,601.00","129,000,000.00",,,"2,997,068,673.00"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,973,611.00","11,687,500.00",,,"1,428,472.00",,,,"1,525,883.00",,,"41,729,158.00","44,874,890.00","6,980,972.00","9,443,921.00","16,364,667.00","94,617,618.00"
筹资活动现金流出小计,"13,230,056.00","570,782,605.00","961,556,846.00","1,068,589,123.00","514,016,159.00","1,430,003,758.00","3,821,425,114.00","5,031,379,127.00","115,404,775.00","469,360,467.00","3,510,481,065.00","3,803,193,955.00","406,842,354.00","1,875,038,747.00","2,612,105,981.00","3,187,265,389.00","408,429,745.00","959,633,888.00","1,896,406,996.00","2,207,903,432.00","1,792,428,197.00","2,507,066,227.00","3,409,629,459.00","3,821,494,921.00","1,346,674,171.00","1,849,709,313.00","4,805,360,525.00","5,974,678,780.00","1,904,648,317.00","3,376,251,618.00","4,489,132,332.00","6,287,711,014.00","2,468,843,091.00","4,448,023,265.00","5,206,359,661.00","6,926,617,950.00","1,313,432,508.00","7,027,611,821.00","11,778,106,524.00","14,218,915,234.00","2,206,677,889.00","5,542,934,522.00","7,752,758,837.00","13,815,072,158.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"157,418.00","269,245,860.00","544,465,624.00","538,011,397.00","444,841.00","1,302,385.00","9,116,428.00","2,063,062.00","8,693.00","733,257.00","888,527.00","4,251,969.00","18,540.00","1,167,493.00","1,862,046.00","714,168.00","85,826.00","40,040.00","376,562.00","178,974.00","848,862.00","257,984.00","1,706,397.00","3,651,940.00","189,806.00","358,622.00","402,868.00","868,147.00","52,732.00","718,215.00","1,237,093.00","545,863.00","277,570.00","426,482.00","1,569,992.00","319,509.00","5,585.00","1,863,332.00","2,797,234.00","4,693,447.00","104,057.00","1,980,985.00","3,046,893.00","9,273,469.00"
