科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"98,502,673.73","52,093,238.90","162,705,521.07","19,342,224.65","36,825,370.16","33,290,479.98","186,949,747.59","193,128,041.59","207,738,079.26","113,905,500.49","147,618,889.65","62,510,269.33"
短期借款,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"19,750,000.00","9,620,000.00","6,000,000.00","4,000,000.00","13,595,300.00","23,031,000.00","8,340,000.00","20,446,098.89","6,270,000.00","7,393,644.95","17,795,010.95","11,200,000.00"
应付票据,,,,,,,,,,,,
应收账款,"106,673,836.69","53,440,687.71","105,765,869.71","133,198,095.27","109,663,452.81","127,218,792.84","111,748,568.55","128,785,514.27","99,201,013.84","114,291,664.45","106,955,657.52","136,610,076.44"
应付账款,"57,588,162.25","44,343,356.00","130,469,392.65","105,935,894.00","101,522,598.71","97,594,117.46","103,703,007.17","104,201,572.73","91,578,296.22","118,114,895.66","105,981,155.92","144,068,412.82"
预付款项,"242,946.39",,"9,250,286.54","25,000.00",,,,,"30,551,988.28","67,955,293.68","66,618,537.91","44,310,226.66"
预收款项,"2,449,947.12",,"9,731,491.26","25,140.00","225,140.00",,"4,300,000.00",,"24,024,357.00","33,280,528.23","87,587,071.48","22,949,812.00"
其他应收款,"8,330,478.24","6,647,783.97","3,855,433.15","3,938,161.66","8,447,075.35","4,623,792.84","5,910,989.54","6,063,744.62","4,015,636.07","6,850,411.97","4,997,920.63","4,691,902.38"
应付职工薪酬,"13,348,970.32","9,319,435.61","22,873,998.11","22,951,973.82","29,009,956.95","23,354,921.95","14,085,594.03","14,617,886.04","15,288,812.04","12,445,511.25","8,977,493.11","8,524,074.99"
应收关联公司款,,,,,,,,,,,,
应交税费,"14,281,695.22","14,083,788.24","25,337,474.02","21,432,535.65","19,268,165.46","9,703,602.64","8,189,277.96","2,787,549.52","3,634,140.77","7,086,279.34","1,179,925.70","4,621,056.29"
应收利息,,,,,,,,,,,,
应付利息,,,,,,,,,,,,
应收股利,,,,,,,,,,,,
