科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
应付股利,,,,,,,,,,,,
存货,"4,697,953.20","44,959,426.51","51,529,232.51","117,468,917.02","136,259,490.97","114,592,396.29","120,542,331.64","108,378,669.12","112,406,669.45","170,810,943.39","160,315,601.06","146,945,627.06"
其他应付款,"4,839,958.74","3,773,436.77","3,767,652.82","4,133,490.30","2,983,179.39","4,424,744.97","2,561,166.73","3,564,443.43","2,398,280.17","3,238,169.81","2,812,958.56","11,014,837.39"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,
其他流动资产,,"90,000,616.96","87,178,926.18","128,672,250.48","120,580,810.11","127,000,000.00","300,000,000.00","275,000,000.00","300,000,000.00","340,061,746.15","355,000,000.00","425,000,000.00"
其他流动负债,,,,,,"8,434,736.07",,"8,919,442.77","6,514,762.57","18,428,889.54","18,033,510.84","11,350,029.43"
流动资产合计,"238,197,888.25","256,761,754.05","426,285,269.16","406,644,649.08","425,371,499.40","429,756,461.95","733,491,637.32","731,802,068.49","760,183,386.90","821,269,205.08","859,301,617.72","831,268,101.87"
流动负债合计,"92,508,733.65","71,520,016.62","192,180,008.86","154,479,033.77","153,009,040.51","143,512,123.09","132,839,045.89","134,090,894.49","143,438,648.77","192,594,273.83","224,572,115.61","202,528,222.92"
可供出售金融资产,"300,000.00","300,000.00","300,000.00","300,000.00","300,000.00","300,000.00","300,000.00","300,000.00","300,000.00","300,000.00","300,000.00","300,000.00"
长期借款,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,
投资性房地产,"11,633,256.72","10,954,377.84","10,275,498.96","9,936,059.52","9,766,339.80","9,596,620.08","9,426,900.36","9,257,180.64","9,087,460.92","8,917,741.20","8,748,021.48","8,578,301.76"
预计负债,,,,,,,,,,,,
固定资产,"82,709,419.49","72,939,768.13","68,025,575.53","65,332,473.01","63,977,726.06","62,875,398.59","61,586,267.78","60,745,891.64","59,681,809.86","58,388,531.04","57,091,880.91","56,002,431.57"
递延所得税负债,,,,,,,,,,,,
在建工程,,,,,,,,,,,,
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"14,098,815.78","13,269,473.67","12,440,131.56","12,025,460.50","11,818,124.98","11,610,789.44","11,403,453.91","11,196,118.38","10,988,782.85","10,781,447.32","10,574,111.79","10,366,776.26"
固定资产清理,,,,,,,,,,,,
负债合计,"106,607,549.43","84,789,490.29","204,620,140.42","166,504,494.27","164,827,165.49","155,122,912.53","144,242,499.80","145,287,012.87","154,427,431.62","203,375,721.15","235,146,227.40","212,894,999.18"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"76,728,789.00","76,728,789.00","76,728,789.00","76,728,789.00","76,728,789.00","76,728,789.00","102,305,089.00","132,996,616.00","132,996,616.00","132,996,616.00","132,996,616.00","174,026,601.00"
油气资产,,,,,,,,,,,,
资本公积,"29,423,737.00","29,423,737.00","29,423,737.00","29,423,737.00","29,423,737.00","29,423,737.00","315,784,955.00","285,093,428.00","285,093,428.00","285,093,428.00","285,093,428.00","252,983,828.49"
无形资产,"32,604,548.83","31,669,942.97","30,440,256.23","29,733,564.03","29,398,626.00","29,018,570.20","28,741,673.83","28,608,806.83","28,224,123.47","27,887,118.26","28,368,828.67","28,560,048.41"
盈余公积,"49,463,537.26","61,407,811.44","76,203,120.20","76,203,120.20","76,203,120.20","82,581,755.80","82,581,755.80","84,217,715.22","84,217,715.22","86,962,179.66","86,962,179.66","88,701,473.92"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,"8,665,722.00"
商誉,,,,,,,,,,,,
未分配利润,"108,150,642.49","124,249,088.49","154,582,539.19","169,553,951.82","188,775,634.61","194,129,575.76","195,071,898.96","188,392,192.77","206,569,547.42","213,652,505.55","218,694,281.53","209,862,505.35"
长期待摊费用,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,
递延所得税资产,"4,929,141.89","3,973,073.23","6,231,725.93","6,467,346.65","7,144,255.04","6,439,719.27","6,439,719.27","5,148,017.26","5,827,957.11","5,317,854.78","5,082,383.81","5,094,802.33"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,,,,,,,"125,000.00",,,,
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"132,176,366.93","119,837,162.17","115,273,056.65","111,769,443.21","110,586,946.90","108,230,308.14","106,494,561.24","104,184,896.37","103,121,351.36","100,811,245.28","99,591,114.87","98,535,584.07"
所有者权益(或股东权益)合计,"263,766,705.75","291,809,425.93","336,938,185.39","351,909,598.02","371,131,280.81","382,863,857.56","695,743,698.76","690,699,951.99","708,877,306.64","718,704,729.21","723,746,505.19","716,908,686.76"
资产总计,"370,374,255.18","376,598,916.22","541,558,325.81","518,414,092.29","535,958,446.30","537,986,770.09","839,986,198.56","835,986,964.86","863,304,738.26","922,080,450.36","958,892,732.59","929,803,685.94"
负债和所有者(或股东权益)合计,"370,374,255.18","376,598,916.22","541,558,325.81","518,414,092.29","535,958,446.30","537,986,770.09","839,986,198.56","835,986,964.86","863,304,738.26","922,080,450.36","958,892,732.59","929,803,685.94"
