科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"159,826,970.71","182,802,408.91","104,400,831.33","165,929,660.77","251,850,455.19","70,862,391.07","153,455,634.68","250,616,302.20","399,036,301.33","84,308,829.72","217,292,265.61","307,705,753.73","443,670,942.92","86,631,972.70","204,151,446.50","317,535,492.67","463,899,389.80","97,618,617.95","252,470,598.17","374,053,314.13","537,614,243.52","99,776,558.34","247,391,725.40","356,963,067.92","540,500,850.64","87,097,417.59","236,129,138.37","332,999,406.90","553,025,799.79","118,744,618.18","308,804,059.24","457,838,125.63","757,134,760.77","175,263,016.84","612,213,199.34","920,832,847.13","1,303,089,432.30","176,050,445.76","403,837,810.72","623,666,124.73","1,019,002,228.66","182,694,426.94"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,238,348.05",,"4,000,000.00",,,,,,,,,,,"45,907,700.00"
收到的税费返还,"136,726.00","42,049.50","2,503,588.17","2,503,588.17","2,542,101.87",,,"253,452.32","253,452.32","43,350.20","83,190.99","79,131.10","23,752.14",,,,,"8,279.32","37,836.65","38,046.74","1,132,351.66","303,844.73","357,242.33","10,398,513.53","10,501,168.52","493,191.37","1,161,973.54","2,567,833.94","5,824,490.88","1,288,261.30","2,288,975.23","15,072,776.94","16,311,559.07","3,965,633.79","14,486,780.67","48,129,093.17","73,265,593.90","7,516,778.45","22,976,227.35","36,118,999.48","18,182,895.08","4,834,774.67"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,"5,335,204.36",,,,,"818,237.80",,,,,,,,,,,,,,,"6,636,900.00","62,000,000.00",,,,"2,000,000.00",
收到其他与经营活动有关的现金,"21,074,216.23","7,549,973.69","7,735,664.34","10,059,137.63","14,384,997.64","12,582,461.30","17,641,380.83","21,518,597.08","59,249,290.71","2,001,146.32","12,233,864.03","26,599,592.00","54,103,849.67","7,460,909.87","30,692,527.07","28,050,946.45","55,631,642.70","4,563,997.54","22,196,062.42","70,415,456.00","131,235,092.42","9,415,985.58","33,904,387.05","49,460,143.40","62,354,729.82","5,906,222.69","15,288,966.63","26,834,315.93","54,495,858.32","29,004,483.69","26,185,955.54","46,322,650.72","88,753,668.71","21,983,231.48","27,781,929.93","38,870,590.00","66,157,917.79","130,243,442.10","46,688,307.76","88,170,365.35","480,042,557.96","14,238,779.88"
投资活动现金流出小计,"53,729,258.52","28,396,190.53","7,058,373.45","8,889,014.92","12,574,477.26","932,634.00","4,688,083.00","37,618,743.68","63,191,489.16","5,150,013.20","8,891,733.00","9,644,575.99","18,095,981.36","124,240,151.62","237,106,884.21","467,336,850.20","452,656,071.18","208,544,123.99","311,436,621.06","888,834,293.91","1,516,431,419.32","553,969,134.67","930,433,436.98","1,691,758,310.07","3,206,678,041.88","1,050,258,798.97","1,741,513,463.19","3,305,571,846.05","4,281,165,879.72","751,089,665.05","1,041,905,379.99","1,788,950,002.89","2,617,363,223.37","1,618,463,642.14","2,591,845,578.49","3,590,616,712.54","4,989,716,453.84","886,612,466.34","1,417,176,367.88","1,912,667,016.57","2,129,422,918.77","375,136,673.57"
经营活动现金流入小计,"181,037,912.94","190,394,432.10","114,640,083.84","178,492,386.57","268,777,554.70","83,444,852.37","171,097,015.51","272,388,351.60","458,539,044.36","86,353,326.24","229,609,320.63","334,384,476.83","497,798,544.73","94,092,882.57","234,843,973.57","345,586,439.12","519,531,032.50","102,190,894.81","274,704,497.24","444,506,816.87","669,981,687.60","109,496,388.65","281,653,354.78","416,821,724.85","613,356,748.98","93,496,831.65","252,580,078.54","362,401,556.77","613,346,148.99","149,037,363.17","337,278,990.01","519,233,553.29","863,069,564.84","201,211,882.11","654,481,909.94","1,007,832,530.30","1,454,258,474.53","320,027,401.31","486,354,352.08","771,570,600.01","1,544,162,410.66","207,924,580.99"
投资活动产生的现金流量净额,"-29,671,664.75","-28,368,390.53","-7,054,193.45","-8,883,844.92","-12,568,307.26","-932,374.00","-4,686,618.00","-37,617,278.68","-63,189,724.16","-5,087,013.20","-8,827,482.86","-9,522,850.24","-17,975,888.91","-124,240,151.62","-186,643,733.53","-263,407,490.10","-195,936,779.80","-55,538,430.31","-46,252,148.99","-349,925,757.38","-342,518,207.87","-315,669,761.19","-224,528,592.90","-427,248,604.81","-447,411,969.34","46,673,840.71","194,167,713.85","-234,506.30","117,650,863.65","-78,889,496.64","403,305,005.13","117,502,624.47","-28,109,598.40","-321,787,499.55","-187,401,541.82","-328,939,121.94","-162,873,753.27","-202,985,818.94","-62,489,107.34","-111,983,902.82","129,946,442.46","-126,751,738.44"
购买商品、接受劳务支付的现金,"24,087,681.42","9,364,811.82","6,301,596.91","12,142,356.93","15,983,266.03","6,553,815.95","14,031,707.61","22,127,416.16","30,428,281.14","7,504,323.93","17,692,719.60","29,759,151.91","43,783,232.98","8,998,366.16","25,808,631.26","36,993,323.68","70,880,501.37","11,820,000.36","43,786,353.40","75,555,344.27","100,320,678.52","25,257,346.49","53,736,585.33","90,540,054.63","125,075,246.34","27,522,890.64","67,420,463.89","106,254,014.23","162,314,019.56","55,706,991.49","103,832,231.05","143,640,925.17","217,665,285.02","62,963,335.80","345,864,873.61","573,002,386.65","733,842,275.56","79,376,957.45","144,627,294.46","191,557,910.96","279,693,447.01","48,107,473.31"
吸收投资收到的现金,"38,000,000.00",881.89,,,"1,194,941,200.00",,,"4,900,000.00","4,900,000.00",,,,,,"5,270,000.00","5,270,000.00","5,270,000.00",,,"2,000,000.00","2,000,000.00",,,"9,800,000.00","9,800,000.00",,,,,"36,441,600.00","76,441,600.00","76,441,600.00","76,441,600.00","13,000,000.00","14,000,000.00","14,039,900.00","13,754,471.69",,"3,874,700.00","3,874,700.00","3,424,700.00",
