科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"191,056,011.20","339,461,367.72","301,460,625.47","364,004,794.61","313,939,675.75","875,475,269.31","923,495,387.90","1,030,121,502.88","1,046,327,035.84","1,052,783,194.52","917,084,257.59","908,801,919.36","780,380,544.34","1,015,411,034.50","800,145,138.46","763,792,345.05","728,375,896.32","875,072,569.97","560,362,007.92","648,074,718.09","484,215,522.85","616,202,486.97","366,359,109.24","372,085,680.75","440,830,079.76","464,411,369.70","505,883,620.50","518,333,297.73"
短期借款,"63,000,000.00","39,000,000.00","37,000,000.00","25,000,000.00","25,000,000.00",,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,"23,000.00",,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"858,811.60","5,753,045.15","814,900.00","4,262,400.00","3,684,188.00","8,679,716.00","7,972,558.00","10,954,064.00","2,430,544.16","11,837,000.00","4,300,000.00","3,957,382.00","5,649,140.00","15,865,388.90","25,395,845.40","4,970,093.00","871,000.00","4,440,000.00","6,105,020.00","2,883,320.00","3,127,400.00","6,540,000.00","1,965,204.75","8,929,009.60","4,771,961.60","690,108.40","2,441,470.80","1,732,970.38"
应付票据,"14,280,000.00","15,339,649.80","29,448,274.83","50,976,707.08","25,444,318.00","25,444,318.00","600,000.00",,"43,558,366.27","64,504,994.10","20,946,627.83",,"45,788,179.83","105,828,545.56","58,740,652.13",,"74,383,135.64","107,262,298.00","32,979,162.36","69,732,104.66","99,506,266.63","104,575,716.47","74,801,554.50","38,546,606.95","98,858,232.30","93,762,154.68","112,605,538.57","81,377,352.93"
应收账款,"154,162,708.55","201,656,503.42","313,884,499.81","312,237,920.97","377,107,886.46","358,010,191.00","388,998,564.92","450,743,177.35","449,562,718.09","457,779,241.85","496,959,023.42","567,360,203.70","567,348,778.09","495,027,971.77","546,293,784.88","633,487,922.37","718,172,230.28","698,494,839.16","789,954,136.40","801,966,637.53","794,674,827.33","738,919,999.41","798,293,888.96","825,284,677.79","834,076,222.13","786,000,027.52","821,565,347.68","863,997,343.94"
应付账款,"147,657,850.14","306,906,465.78","334,546,519.45","334,138,644.34","407,078,160.93","306,131,137.89","444,009,690.34","516,928,721.23","501,552,813.80","354,790,930.93","522,690,153.96","594,914,925.52","543,501,645.96","367,789,667.33","628,362,246.89","650,206,158.11","654,223,858.34","459,818,398.80","568,945,055.23","591,032,787.60","571,521,516.80","400,330,757.02","501,510,048.50","549,416,045.53","596,138,172.27","430,094,434.88","493,002,662.43","480,072,895.88"
预付款项,"6,524,287.41","6,891,268.28","18,261,857.26","20,801,410.57","36,452,762.59","58,604,106.53","42,927,034.05","40,987,607.47","38,875,185.25","61,462,808.01","61,876,014.02","71,780,222.23","98,949,856.39","70,193,750.56","90,840,470.27","93,190,223.04","81,749,261.60","79,628,084.24","85,608,234.41","87,680,039.24","87,667,985.70","81,783,249.15","45,654,204.76","47,777,310.30","85,466,157.78","75,337,300.11","71,134,781.17","64,022,661.45"
预收款项,"80,792,499.77","156,097,296.49","175,455,114.32","281,168,386.53","255,626,087.26","353,817,470.82","365,374,881.08","404,323,920.39","371,008,493.89","487,554,726.45","456,850,361.95","495,733,841.14","446,554,670.03","531,127,351.63","542,074,800.37","573,256,250.16","478,735,566.01","454,327,340.65","404,853,439.88","414,969,557.84","409,932,489.92","394,025,783.61","403,798,434.08","394,537,482.11","318,659,591.88","316,616,619.94","339,283,575.30","306,948,489.99"
其他应收款,"24,165,560.19","27,386,396.12","27,280,225.36","25,857,960.11","22,036,101.80","18,653,798.22","25,623,754.64","31,880,768.90","43,265,150.25","32,402,599.97","44,132,993.79","44,975,702.89","37,761,757.24","34,979,891.80","41,021,438.09","38,129,852.78","35,108,727.65","37,799,340.29","44,562,832.59","51,686,627.63","38,888,357.97","45,932,919.17","55,671,791.19","41,064,934.60","40,015,978.17","45,343,814.42","43,949,090.42","57,268,771.61"
应付职工薪酬,"4,192,853.46","7,834,729.59","10,473,803.89","5,801,909.92","9,922,410.16","3,322,752.25","6,190,824.75","10,594,431.53","14,540,020.39","1,602,577.64","6,697,985.29","17,191,837.24","19,058,912.59","5,641,069.47","12,473,729.31","15,023,644.10","24,067,798.87","6,866,425.76","21,995,027.86","20,280,162.54","27,697,792.81","9,790,445.23","14,481,153.94","21,311,230.54","29,735,924.08","8,489,622.52","18,362,026.98","22,257,275.15"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
